segment_id	rank	segment_id_v1_7	point_code	grts_ranking	x	y
2023_92548	92548	NA	35974961_1	35974961	33192.9400577795	203447.552847692
2023_113059	113059	NA	36090102_1	36090102	197639.539113235	211391.846049202
2023_5554	5554	1_4_1136	36126653_1	36126653	152991.6	226325.86
2023_39125	39125	1_7_8869	36184482_1	36184482	252510.38	199643.07
2023_206715	206715	NA	36199542_1	36199542	208340.08105101	210773.942938388
2023_214067	214067	1_7_41030	36215926_1	36215926	206480.28	212298.89
2023_39387	39387	1_4_281	36230642_1	36230642	247582.66	183704.55
2023_259168	259168	NA	36239478_1	36239478	202384.289247655	217060.419135468
2023_255377	255377	NA	36298258_1	36298258	228662.249907371	213171.79555672
2023_238590	238590	1_4_1163	36335890_1	36335890	224469.78	212658.09
2023_103396	103396	NA	36343606_1	36343606	189851.875461268	196920.042327871
2023_90120	90120	NA	36356142_1	36356142	193950.537097298	225586.353328544
2023_241471	241471	1_4_4	36387986_1	36387986	235535.66	206781.67
2023_206734	206734	NA	36404342_1	36404342	209607.648745436	211716.458973883
2023_123594	123594	NA	36414454_1	36414454	189021.565963374	210750.574878684
2023_241540	241540	1_4_379	36440082_1	36440082	231014.8	204168.48
2023_238633	238633	1_4_937	36539154_1	36539154	224630.6	208911.45
2023_224821	224821	1_4_1398	36543990_1	36543990	200226.46	203170.56
2023_221125	221125	1_7_114564	36550642_1	36550642	238427.77	181080.46
2023_169163	169163	NA	36559622_1	36559622	159971.85159551	157881.904982131
2023_40004	40004	NA	36570526_1	36570526	183394.086962122	234003.143854209
2023_40005	40005	NA	36570526_2	36570526	183464.787313259	233960.856781904
2023_83544	83544	NA	36603030_1	36603030	169360.473668708	209239.337678822
2023_123607	123607	NA	36640758_1	36640758	190142.219898166	211399.16920186
2023_144617	144617	1_4_495	36652818_1	36652818	222029.88	202713.01
2023_39217	39217	NA	36733010_1	36733010	248392.331296718	195417.489260252
2023_212381	212381	1_4_354	36742578_1	36742578	245579.77	161303.73
2023_255426	255426	NA	36782098_1	36782098	229005.66381433	209493.258552372
2023_143995	143995	NA	36803798_1	36803798	173621.571689523	211128.133552517
2023_39250	39250	1_4_144	36845906_1	36845906	247475.37	192306.39
2023_206657	206657	1_4_561	36887414_1	36887414	203450.1	209555.18
2023_123581	123581	1_7_18096	36919030_1	36919030	187976.73	210107.31
2023_5588	5588	NA	36947934_1	36947934	155971.384458221	225403.439396462
2023_231530	231530	NA	37046226_1	37046226	229349.33475775	200091.522909777
2023_238735	238735	1_4_61	37085394_1	37085394	226183.46	200533.7
2023_113052	113052	1_7_47414	37122294_1	37122294	197033.98	211514.77
2023_104304	104304	1_4_1516	37128542_1	37128542	175316.22	236754.06
2023_38402	38402	NA	37135606_1	37135606	197829.315979671	216737.041106255
2023_5569	5569	NA	37136350_1	37136350	154366.93523957	226260.183842707
2023_255382	255382	1_4_418	37150226_1	37150226	228742.15	212759.53
2023_65052	65052	NA	37218966_1	37218966	154612.319373091	205742.245940446
2023_255401	255401	1_4_865	37219858_1	37219858	228715.43	211390.79
2023_33367	33367	1_7_166717	37268342_1	37268342	205200.31	209138.81
2023_76256	76256	NA	37310806_1	37310806	183591.231976036	192320.740157318
2023_166824	166824	NA	37338670_1	37338670	201874.909338361	220929.223031625
2023_238626	238626	1_4_930	37374738_1	37374738	224717.74	209528.35
2023_39115	39115	1_7_8879	37388706_1	37388706	252345.94	200567.14
2023_218793	218793	1_4_1034	37445042_1	37445042	249593.93	161694.16
2023_238634	238634	1_4_938	37456658_1	37456658	224652.4	208826.06
2023_39285	39285	1_4_179	37458258_1	37458258	248079.26	189717.97
2023_39423	39423	1_7_20140	37464562_1	37464562	245904.04	180842.8
2023_252507	252507	1_4_1635	37485046_1	37485046	198933.51	207115.28
2023_39203	39203	NA	37494866_1	37494866	249543.557356255	195310.339823924
2023_212390	212390	1_4_363	37513906_1	37513906	245769.97	160907
2023_39291	39291	NA	37523794_1	37523794	248132.780765379	189149.227846157
2023_255341	255341	1_4_439	37564946_1	37564946	228550.52	215844.48
2023_144053	144053	NA	37569750_1	37569750	177292.864730108	213234.451525252
2023_238632	238632	1_4_936	37587730_1	37587730	224640.97	209006.83
2023_9549	9549	1_7_125629	37641153_1	37641153	74515.52	203819.16
2023_41684	41684	1_4_45	37703826_1	37703826	243146.87	207942.43
2023_259125	259125	1_4_838	4193526_2	37747958	199502	215645
2023_39201	39201	NA	37757010_1	37757010	249733.173866614	195253.70756032
2023_260296	260296	NA	37771282_1	37771282	233370.557663884	203253.637102033
2023_123497	123497	1_4_536	37856214_1	37856214	180614.92	208619.86
2023_259131	259131	NA	37879030_1	37879030	199937.318050922	215586.929981435
2023_123587	123587	NA	37902070_1	37902070	188456.384467725	210347.123073875
2023_241343	241343	NA	37910930_1	37910930	244777.008762214	206238.144023335
2023_216076	216076	1_4_505	37934226_1	37934226	240652.44	202641.1
2023_39358	39358	1_4_252	37961202_1	37961202	245211.18	183769.12
2023_123677	123677	NA	37962998_1	37962998	195528.288946564	214928.180740938
2023_39286	39286	1_4_180	37982546_1	37982546	248081.32	189618.07
2023_224943	224943	NA	37992310_1	37992310	208483.902349286	206009.566857666
2023_40870	40870	NA	38056406_1	38056406	180883.779200003	217696.294599999
2023_39156	39156	NA	38108242_1	38108242	250008.322185115	198874.99962135
2023_39414	39414	1_7_20149	38201842_1	38201842	246483.44	181527.59
2023_166857	166857	NA	38213358_1	38213358	203904.889991475	221757.672882521
2023_123608	123608	NA	38230006_1	38230006	190229.341512113	211448.258945799
2023_113041	113041	1_7_44909	38269174_1	38269174	196178.25	210997.67
2023_123614	123614	1_7_3111	38295542_1	38295542	190760.14	211744.64
2023_37174	37174	NA	38330674_1	38330674	219267.505314811	183248.254648525
2023_46491	46491	NA	38546230_1	38546230	191683.692497401	198814.591142737
2023_39378	39378	NA	38559218_1	38559218	246915.439306191	184305.435231467
2023_255358	255358	NA	38580754_1	38580754	228603.037470878	214596.858518933
2023_238739	238739	NA	38658258_1	38658258	225980.213420016	200219.628320035
2023_39096	39096	NA	38702162_1	38702162	250785.940161838	201305.608624349
2023_180394	180394	1_7_210213	38740925_1	38740925	148711.79	225752.86
2023_39223	39223	1_4_117	38781010_1	38781010	248403.16	194792.11
2023_123464	123464	NA	38781910_1	38781910	178062.057808305	209002.486170708
2023_224923	224923	NA	38807414_1	38807414	207115.919841997	205471.837289521
2023_255475	255475	NA	38810642_1	38810642	228752.974795669	205379.960134017
2023_39426	39426	1_4_1872	38873586_1	38873586	245722.39	180549.8
2023_39129	39129	1_7_8865	38920610_1	38920610	252301.56	199303.48
2023_209482	209482	1_4_1476	38935090_1	38935090	228956.88	185738.63
2023_238595	238595	1_4_91	38953234_1	38953234	224741.21	212309.92
2023_103397	103397	NA	38965046_1	38965046	189871.384963793	196822.153445679
2023_5604	5604	1_7_227029	38989790_1	38989790	157459.2	224884.31
2023_103410	103410	1_4_1889	38991670_1	38991670	190220.45	195881.23
2023_226447	226447	NA	38997266_1	38997266	222288.032031898	212061.675228679
2023_81103	81103	NA	39027586_1	39027586	251914.107015829	160874.204192852
2023_123487	123487	1_4_463	39089110_1	39089110	179760.86	208343.75
2023_39106	39106	1_4_985	39092642_1	39092642	251483.43	200737.95
2023_37816	37816	NA	39304822_1	39304822	211821.603934893	209042.455155077
2023_5587	5587	NA	39307230_1	39307230	155896.62845244	225461.878993283
2023_226463	226463	1_4_1084	39308562_1	39308562	221105.52	211133.04
2023_166794	166794	NA	39312942_1	39312942	199584.702632968	219976.506557427
2023_206713	206713	NA	39345270_1	39345270	208144.758322119	210730.942571194
2023_218804	218804	NA	39345586_1	39345586	250367.796404501	161309.87235479
2023_39407	39407	1_7_20156	39390706_1	39390706	246734.2	182180.82
2023_144050	144050	NA	39404758_1	39404758	177166.868090414	212963.273996882
2023_90114	90114	NA	39410222_1	39410222	194350.781400003	225174.105500001
2023_212352	212352	1_4_325	39410354_1	39410354	243316.58	161115.61
2023_259170	259170	1_7_37742	39450742_1	39450742	202554.83	216991.04
2023_40008	40008	NA	39454110_1	39454110	183650.186064008	233905.480972994
2023_39116	39116	1_7_8878	39485858_1	39485858	252417.31	200496.8
2023_194184	194184	NA	39517622_1	39517622	203012.320572185	191793.486047736
2023_38447	38447	NA	39530030_1	39530030	200923.811088617	218927.200648402
2023_123499	123499	1_4_538	39543766_1	39543766	180790.06	208680.62
2023_241629	241629	NA	39574482_1	39574482	230627.449199997	197465.974089645
2023_39204	39204	NA	39592018_1	39592018	249453.891977118	195353.647483811
2023_39243	39243	1_4_137	39598418_1	39598418	247705.14	192944.3
2023_226473	226473	1_4_891	39722258_1	39722258	220249.76	210663.62
2023_39098	39098	NA	39734354_1	39734354	250850.16355995	201117.574044521
2023_218794	218794	1_4_1035	39804338_1	39804338	249682.34	161674.39
2023_39374	39374	NA	39804402_1	39804402	246535.440451325	184269.94435828
2023_123772	123772	NA	39911126_1	39911126	177178.664615085	209545.637207976
2023_238748	238748	1_4_74	39977170_1	39977170	225723.19	199356.85
2023_206717	206717	NA	40057974_1	40057974	208536.199595863	210813.127543827
2023_218821	218821	1_4_1873	40076162_1	40076162	251738.77	160907.95
2023_39419	39419	1_7_20144	40086002_1	40086002	246178.51	181134.3
2023_260190	260190	1_7_18802	40095890_1	40095890	242131.96	206857.8
2023_218766	218766	NA	40144306_1	40144306	247383.247486884	162100.835369654
2023_238618	238618	1_4_922	40151826_1	40151826	224788.45	210223.46
2023_39253	39253	1_4_147	40253778_1	40253778	247623.77	192063.06
2023_39168	39168	NA	40267858_1	40267858	250494.870342144	197851.421843374
2023_104306	104306	1_4_1518	40274270_1	40274270	175223.1	236581.02
2023_224813	224813	1_4_1390	40275446_1	40275446	199540.76	203405.23
2023_78866	78866	NA	40277494_1	40277494	195152.726897235	204026.780041635
2023_230693	230693	NA	40318930_1	40318930	227994.779354546	200470.161248413
2023_5555	5555	1_4_1137	40320957_1	40320957	153088.62	226292.91
2023_252530	252530	1_4_695	40356342_1	40356342	200467.77	207361.33
2023_212377	212377	1_4_350	40412594_1	40412594	245323.94	161451.67
2023_238622	238622	NA	40413970_1	40413970	224906.152090665	209925.25903223
2023_39429	39429	1_4_1869	40446450_1	40446450	245577.82	180288.71
2023_5547	5547	1_4_1129	40452029_1	40452029	152306.75	226351.33
2023_238627	238627	1_4_931	40520466_1	40520466	224780.27	209473.7
2023_209823	209823	1_7_134887	40524754_1	40524754	229809.46	197510.78
2023_123688	123688	1_7_29352	40629494_1	40629494	196600.9	215004.11
2023_123678	123678	1_7_29090	40649974_1	40649974	195635.67	214928.34
2023_209509	209509	NA	40660434_1	40660434	230827.649864656	187292.160368227
2023_221116	221116	1_7_114573	40679410_1	40679410	239112.99	181083.57
2023_175051	175051	1_4_1010	40691777_1	40691777	74360.76	200520.29
2023_590	590	1_7_226904	40698998_1	40698998	209579.14	214785.11
2023_123602	123602	1_7_23093	40805366_1	40805366	189785.28	211194.04
2023_230694	230694	NA	40843218_1	40843218	227925.125321949	200406.138679293
2023_255388	255388	1_4_1158	40857106_1	40857106	228703.55	212272.85
2023_39058	39058	NA	40864226_1	40864226	253213.032322059	203767.265635385
2023_50547	50547	1_7_83283	40873334_1	40873334	218579.92	213564.73
2023_5586	5586	NA	40880094_1	40880094	155836.304360707	225541.633361777
2023_206677	206677	1_7_34548	40921974_1	40921974	204920	210211.26
2023_39445	39445	1_4_1853	40946162_1	40946162	245342.36	178748.52
2023_166815	166815	NA	41004590_1	41004590	201135.431332582	220619.930114736
2023_212368	212368	1_4_341	41104818_1	41104818	244615.37	161351.25
2023_39449	39449	1_4_1849	41105906_1	41105906	245088.85	178449.19
2023_206735	206735	NA	41122934_1	41122934	209705.121502654	211738.798660549
2023_39287	39287	NA	41128274_1	41128274	248086.438096805	189546.398369726
2023_39235	39235	1_4_129	41154898_1	41154898	248082.66	193645.75
2023_39147	39147	1_7_8847	41221202_1	41221202	250683.22	199375.97
2023_72020	72020	NA	41260790_1	41260790	188702.37471804	209061.074724674
2023_238640	238640	1_4_896	41310994_1	41310994	224647.82	208323.72
2023_238597	238597	NA	41312530_1	41312530	224725.683001449	212166.996984507
2023_39133	39133	1_7_8861	41312674_1	41312674	251987.58	199062.13
2023_78867	78867	1_7_34699	41326070_1	41326070	195273.41	204055.25
2023_218776	218776	NA	41389490_1	41389490	248318.844771409	161884.667008102
2023_224925	224925	NA	41428854_1	41428854	207278.006998617	205530.870990553
2023_238543	238543	1_4_780	41482514_1	41482514	223340.43	215865.79
2023_259149	259149	NA	41520374_1	41520374	200995.060540437	216289.201280696
2023_224820	224820	1_4_1397	41569782_1	41569782	200138.17	203210.35
2023_39366	39366	1_4_260	41635314_1	41635314	245979.67	183745.33
2023_46489	46489	NA	41691958_1	41691958	191575.582699999	198692.4472
2023_123680	123680	1_7_29360	41698550_1	41698550	195851.1	214829.27
2023_5608	5608	1_7_28257	41717726_1	41717726	157804.79	224634.81
2023_124215	124215	NA	41817974_1	41817974	207754.472808351	203968.592865118
2023_216089	216089	NA	41841490_1	41841490	239656.017913529	202023.331667638
2023_113035	113035	1_7_45076	41853174_1	41853174	195814.5	210764.18
2023_224950	224950	NA	41858934_1	41858934	208969.262727278	206136.727992833
2023_123583	123583	1_7_18094	41899766_1	41899766	188137.76	210202.8
2023_90383	90383	1_4_1640	4275614_2	41926046	179403	231944
2023_113046	113046	1_7_215276	41939190_1	41939190	196553.5	211208.06
2023_252562	252562	NA	41966454_1	41966454	202463.801394697	208589.830366822
2023_212384	212384	NA	41970354_1	41970354	245699.574348226	161219.640883128
2023_104297	104297	1_4_1653	41990494_1	41990494	175829.42	237058.59
2023_143786	143786	1_7_50909	42104694_1	42104694	209087.75	204957.59
2023_123491	123491	NA	42116054_1	42116054	180039.232064613	208381.288387692
2023_216077	216077	1_4_506	42128530_1	42128530	240556.87	202612.43
2023_38390	38390	1_4_307	42185974_1	42185974	196821.99	216507.89
2023_221121	221121	1_7_114568	42186738_1	42186738	238751.79	181242.45
2023_252505	252505	1_4_1633	42203638_1	42203638	198759.95	207127.74
2023_92051	92051	1_7_212002	42277174_1	42277174	193150.18	193289.29
2023_230707	230707	NA	42293202_1	42293202	227516.875170145	199425.145770274
2023_123540	123540	1_4_599	42334166_1	42334166	184247.47	208925.71
2023_206724	206724	NA	42351734_1	42351734	208784.137446973	211312.779100304
2023_5572	5572	1_4_1673	42510302_1	42510302	154670.02	226187.98
2023_39239	39239	NA	42531154_1	42531154	247937.180171852	193306.326764497
2023_144062	144062	NA	42547670_1	42547670	177975.51910664	213432.600254472
2023_226456	226456	1_4_1077	42568978_1	42568978	221740.12	211415.7
2023_144035	144035	NA	42607830_1	42607830	176420.936278467	212006.400469938
2023_80914	80914	1_4_1427	42610902_1	42610902	171859.19	212982.82
2023_39076	39076	1_7_8897	42650082_1	42650082	251739.89	202919.65
2023_255384	255384	NA	42655250_1	42655250	228732.327991087	212615.375492485
2023_39951	39951	NA	42657886_1	42657886	180190.384204894	235484.372038578
2023_260214	260214	1_4_413	42689682_1	42689682	239883.17	206253.34
2023_224759	224759	NA	42714614_1	42714614	194996.180002739	204555.788307498
2023_123490	123490	NA	42759126_1	42759126	179986.207394636	208311.706674082
2023_33413	33413	NA	42761686_1	42761686	183026.629205278	215784.207223264
2023_166812	166812	NA	42839598_1	42839598	200899.732442522	220533.839530457
2023_123604	123604	NA	42902518_1	42902518	189881.433934385	211251.011998081
2023_238520	238520	NA	42912018_1	42912018	223755.681023122	217689.933309935
2023_37788	37788	NA	42925782_1	42925782	176857.343853221	209444.276300157
2023_224946	224946	NA	42973046_1	42973046	208656.231373336	206081.973763242
2023_113045	113045	1_7_215277	42987766_1	42987766	196453.65	211178.08
2023_83539	83539	NA	43009750_1	43009750	169675.49513002	209306.478682464
2023_46653	46653	NA	43050030_1	43050030	186404.376863877	220376.53242085
2023_56556	56556	1_7_119648	43064306_1	43064306	239171.08	181456.03
2023_39355	39355	1_4_249	43068914_1	43068914	245019.26	183995.37
2023_144041	144041	NA	43082966_1	43082966	176872.826746972	212242.696732865
2023_40012	40012	NA	43210142_1	43210142	183891.507192983	233803.768614886
2023_39269	39269	1_4_163	43215186_1	43215186	248750.94	191143.61
2023_218838	218838	NA	43238274_1	43238274	252442.858751752	159763.780414214
2023_227987	227987	1_7_5668	43241446_1	43241446	207151.73	184747.9
2023_216179	216179	1_7_8075	43247074_1	43247074	252068.25	207058.44
2023_92833	92833	1_7_197729	43252374_1	43252374	154664.3	203879.25
2023_90377	90377	NA	43302302_1	43302302	178969.672568769	232245.179904747
2023_39146	39146	NA	43318354_1	43318354	250822.178439075	199413.976046403
2023_255332	255332	NA	43319826_1	43319826	228456.591819667	216678.414821513
2023_259147	259147	NA	43355382_1	43355382	200936.981989664	216167.230059518
2023_260212	260212	1_4_411	43476114_1	43476114	240087.19	206272.16
2023_216092	216092	NA	43479890_1	43479890	239487.883899151	201783.320395574
2023_113043	113043	1_7_215279	43512054_1	43512054	196253.84	211118.64
2023_218803	218803	1_4_958	43539890_1	43539890	250337.34	161312.77
2023_255369	255369	NA	43539986_1	43539986	228508.312949317	213801.386079296
2023_76260	76260	1_7_212511	43598166_1	43598166	184005.67	192155.31
2023_38430	38430	NA	43621622_1	43621622	199701.129862001	218189.531212746
2023_40028	40028	NA	43636126_1	43636126	185051.099490619	233986.033694835
2023_226470	226470	1_4_888	43654418_1	43654418	220509.87	210799.34
2023_9548	9548	1_4_597	43670465_1	43670465	74457.8	203862.74
2023_39386	39386	NA	43722226_1	43722226	247519.014753171	183808.253533217
2023_123500	123500	NA	43738070_1	43738070	180826.568079029	208670.016691104
2023_255391	255391	NA	43740690_1	43740690	228656.357216022	212086.751872803
2023_166915	166915	NA	43755702_1	43755702	204163.144875276	198369.482480764
2023_209487	209487	1_4_1481	43789778_1	43789778	229126.33	186161.21
2023_123575	123575	1_7_18423	43812598_1	43812598	187428.68	209984.83
2023_45961	45961	NA	43828086_1	43828086	208801.347020072	206305.153256027
2023_144015	144015	NA	43832534_1	43832534	175200.494991512	211108.02864652
2023_206728	206728	NA	43842678_1	43842678	209102.292206422	211505.095939747
2023_238753	238753	NA	43860178_1	43860178	225608.950665284	198902.655999377
2023_144000	144000	NA	43881686_1	43881686	174051.317166108	211193.581372365
2023_123453	123453	1_7_9428	43957974_1	43957974	177232.83	209323.58
2023_194187	194187	1_7_171136	2031030_2	43974070	203228	191966
2023_230710	230710	1_4_648	44029906_1	44029906	227651.66	199100.85
2023_224934	224934	NA	44033910_1	44033910	207854.12207749	205888.170443489
2023_39232	39232	1_4_126	44038482_1	44038482	248190.9	193925.38
2023_255476	255476	NA	44053522_1	44053522	228689.515452869	205309.892622528
2023_209469	209469	NA	44071474_1	44071474	228307.88716046	184726.675237789
2023_153229	153229	NA	44072134_1	44072134	162536.583495863	179701.217154337
2023_224816	224816	NA	44076534_1	44076534	199732.903778512	203309.457954163
2023_180392	180392	NA	44082109_1	44082109	148556.258133484	225910.385206444
2023_39478	39478	1_4_1820	44141298_1	44141298	243378.54	177464.71
2023_206721	206721	NA	44186742_1	44186742	208781.040438502	211012.795327999
2023_212369	212369	1_4_342	44250546_1	44250546	244678.47	161426.56
2023_238603	238603	1_4_907	44261650_1	44261650	224583.46	211621.89
2023_255348	255348	NA	44282386_1	44282386	228615.497972244	215315.358093201
2023_224945	224945	NA	44283766_1	44283766	208643.503822115	206011.645990332
2023_39342	39342	NA	44293618_1	44293618	245483.674292578	185142.498600805
2023_39441	39441	1_4_1857	44354034_1	44354034	245482.88	179117.92
2023_206704	206704	NA	44375158_1	44375158	207323.901263517	210718.008969157
2023_259145	259145	1_4_857	44403958_1	44403958	200815.13	216088.7
2023_47690	47690	NA	44428126_1	44428126	179969.139579174	243335.872842042
2023_144048	144048	1_7_49516	44451030_1	44451030	177156.11	212804.5
2023_238570	238570	1_4_1056	44560658_1	44560658	223711.93	213527.71
2023_209512	209512	1_4_594	44610002_1	44610002	231075.55	187525.51
2023_228218	228218	NA	44621106_1	44621106	226380.586448775	177732.502719979
2023_206701	206701	NA	44637302_1	44637302	207029.894071597	210752.133299341
2023_169152	169152	NA	44653318_1	44653318	161024.557104077	157641.490074837
2023_218829	218829	1_4_29	44663682_1	44663682	252063.81	160280.61
2023_238628	238628	1_4_932	44714770_1	44714770	224763.25	209377.41
2023_216081	216081	1_4_510	44749970_1	44749970	240235.35	202406.79
2023_124416	124416	NA	44765058_1	44765058	257032.90137619	160850.439548924
2023_255335	255335	1_7_232396	44773906_1	44773906	228552.1	216343.39
2023_197912	197912	1_7_13009	44822870_1	44822870	184445.66	189958.57
2023_79354	79354	NA	44844278_1	44844278	195679.414999999	214902.981699999
2023_218770	218770	NA	44862898_1	44862898	247738.501280767	161969.086766681
2023_45993	45993	1_7_35896	44871286_1	44871286	211380.01	207440.73
2023_39230	39230	1_4_124	44908626_1	44908626	248265.27	194110.68
2023_143999	143999	NA	44930262_1	44930262	173961.693322253	211176.967202268
2023_40006	40006	NA	44959134_1	44959134	183507.135534099	233903.030731331
2023_238743	238743	NA	45023442_1	45023442	225799.868979701	199864.401227206
2023_166743	166743	1_7_30998	45032694_1	45032694	196629.38	216629.32
1_7_3424	255406	1_7_3424	3337746_2	45084178	228670	210970
2023_144028	144028	NA	45163734_1	45163734	175854.990352159	211816.68361463
2023_238507	238507	NA	45175658_1	45175658	224175.876759712	218710.122376404
2023_238762	238762	NA	45186258_1	45186258	225588.178621278	198010.250579589
2023_238630	238630	1_4_934	45189906_1	45189906	224715.91	209185.14
2023_169160	169160	1_7_25683	45210374_1	45210374	160218.37	157819.44
2023_238541	238541	1_4_100	45218066_1	45218066	223225.55	215942.12
2023_255408	255408	1_4_409	45280786_1	45280786	228704.22	210806.5
2023_197236	197236	1_7_31236	45303702_1	45303702	169417.93	212530.37
2023_144635	144635	1_7_19327	45344978_1	45344978	221598.79	201048.32
2023_260485	260485	NA	45440617_1	45440617	129288.67918402	214435.604500305
2023_39330	39330	1_4_224	45475154_1	45475154	246046.26	186140.74
2023_241527	241527	1_7_26029	45496338_1	45496338	231836.32	204847.34
2023_218788	218788	1_4_1029	45501874_1	45501874	249255.3	161902.83
2023_39079	39079	NA	45533666_1	45533666	251605.671691572	202743.99057033
2023_39308	39308	NA	45539666_1	45539666	247459.953059222	187710.183783394
2023_39108	39108	NA	45646242_1	45646242	251663.757570654	200754.350575583
2023_5573	5573	1_4_1674	45656030_1	45656030	154766.23	226164.73
2023_39181	39181	NA	45658194_1	45658194	250100.39887768	196774.257894597
2023_175054	175054	NA	45672513_1	45672513	74530.4200112138	200366.604392671
2023_39228	39228	1_4_122	45695058_1	45695058	248331.05	194299.4
2023_218828	218828	1_4_28	45712258_1	45712258	252027.02	160366.39
2023_111578	111578	1_4_737	45766046_1	45766046	184820.56	233267.98
2023_218394	218394	1_4_1523	45766450_1	45766450	232182.17	177542.23
2023_166799	166799	1_4_1433	45801006_1	45801006	200096.46	220096.97
2023_39383	39383	1_4_277	45819378_1	45819378	247352.36	184030.19
2023_39351	39351	NA	45821426_1	45821426	244976.477587082	184405.692103865
2023_39071	39071	1_7_8902	45828578_1	45828578	252126.29	203220.53
2023_144024	144024	NA	45831382_1	45831382	175532.298194161	211904.600721465
2023_252509	252509	1_4_1637	45873654_1	45873654	199039.36	207084.15
2023_45940	45940	NA	45885302_1	45885302	206946.562899516	205639.195184807
2023_39292	39292	NA	45912402_1	45912402	248144.291511612	189049.893088236
2023_226452	226452	1_4_1073	45944082_1	45944082	222086.54	211595.37
2023_221124	221124	1_7_114565	45987826_1	45987826	238521.27	181113.67
2023_241626	241626	NA	45997010_1	45997010	230487.046962728	197669.98868206
2023_46044	46044	1_7_55002	46008950_1	46008950	215967.25	208785.54
2023_123605	123605	NA	46077942_1	46077942	189967.116274063	211302.546256233
2023_39074	39074	NA	46123490_1	46123490	251935.296359503	203117.40958917
2023_33411	33411	NA	46169558_1	46169558	183080.543512296	215594.754729623
2023_212383	212383	NA	46179762_1	46179762	245672.028634462	161308.086358237
2023_39486	39486	1_4_1812	46224626_1	46224626	243075.65	176740.78
2023_39394	39394	1_4_288	46257650_1	46257650	247486.6	183083.8
2023_39336	39336	1_4_230	46259698_1	46259698	245852.35	185579.4
2023_144034	144034	NA	46277846_1	46277846	176347.078889321	211987.333310393
2023_46046	46046	1_7_55000	46336630_1	46336630	216163.96	208822.24
2023_259137	259137	NA	46370038_1	46370038	200329.144066267	215693.50960381
2023_255313	255313	1_4_442	46383634_1	46383634	228491.59	218085.44
2023_104295	104295	1_4_1651	46446942_1	46446942	175925.77	237237.97
2023_206703	206703	NA	46472310_1	46472310	207224.169388431	210711.010519709
2023_259146	259146	1_4_858	46501110_1	46501110	200886.8	216126.3
2023_238608	238608	1_4_912	46539026_1	46539026	224668.11	211134.8
2023_169153	169153	NA	46553862_1	46553862	160931.073785044	157670.568097924
2023_238588	238588	NA	46559506_1	46559506	224425.519837623	212863.492278969
2023_209498	209498	1_4_1492	46591442_1	46591442	229943.03	186800.72
2023_123609	123609	NA	46618614_1	46618614	190316.58270085	211497.136078947
2023_581	581	1_7_226913	46630006_1	46630006	209273.04	215542.7
2023_143395	143395	NA	46699766_1	46699766	195026.551533931	216550.956418891
2023_214068	214068	1_7_41029	46701686_1	46701686	206565.42	212351.01
2023_259888	259888	NA	46710454_1	46710454	217678.356412718	189383.647363893
2023_113040	113040	1_7_47899	46768374_1	46768374	196076.69	210965.18
2023_39337	39337	1_4_231	46783986_1	46783986	245795.74	185497.02
2023_123589	123589	NA	46801910_1	46801910	188637.344278881	210431.669494653
2023_238760	238760	1_4_86	46809298_1	46809298	225594.3	198188.99
2023_9547	9547	1_4_596	46816193_1	46816193	74383.01	203890.88
2023_144006	144006	NA	46961878_1	46961878	174588.310159749	211385.458328133
2023_226453	226453	1_4_1074	46992658_1	46992658	222016.54	211530.91
2023_238751	238751	NA	47005906_1	47005906	225673.548400785	199088.004861149
2023_123532	123532	1_4_1150	47024086_1	47024086	183725.71	208335.58
2023_5556	5556	1_4_1138	47081438_1	47081438	153185.22	226309.54
2023_238742	238742	1_4_68	47104210_1	47104210	225843.33	199932.65
2023_166944	166944	NA	47135030_1	47135030	191387.500365683	191944.67132728
2023_230712	230712	NA	47175634_1	47175634	227719.906587608	198988.589362757
2023_143070	143070	NA	47187666_1	47187666	225316.655271954	188479.956228967
2023_39427	39427	NA	47262194_1	47262194	245713.498251588	180533.830031087
2023_39495	39495	1_4_1803	47305970_1	47305970	242428.83	176126.1
2023_212375	212375	NA	47330738_1	47330738	245116.36520713	161420.30114734
2023_166816	166816	NA	47398446_1	47398446	201206.352549826	220683.279406906
2023_81102	81102	NA	47416194_1	47416194	251828.627644455	160918.461234543
2023_166742	166742	1_7_30999	47428854_1	47428854	196625.81	216528.26
2023_252554	252554	1_4_710	47466998_1	47466998	201913.69	208092.88
2023_5595	5595	NA	47581150_1	47581150	156604.648532751	225129.681843296
2023_39255	39255	1_4_149	47593810_1	47593810	247802.33	191978.33
2023_212361	212361	1_4_334	47602354_1	47602354	244000.03	161183.08
2023_123599	123599	1_7_23096	47621110_1	47621110	189527.01	211034.37
2023_189549	189549	1_4_1784	47627526_1	47627526	166010.64	164573.87
2023_39148	39148	1_7_8846	47774802_1	47774802	250589.86	199339.47
2023_76254	76254	NA	47796566_1	47796566	183631.723220146	192449.300982293
2023_238586	238586	1_4_1160	47804690_1	47804690	224445.96	212961.34
2023_241472	241472	1_7_26180	47856786_1	47856786	235532.61	206702.87
2023_255385	255385	1_4_1155	47898130_1	47898130	228714.75	212524.29
2023_226445	226445	1_4_1066	47910162_1	47910162	222339.36	212229.63
2023_230704	230704	NA	47994834_1	47994834	227495.741692317	199650.510888219
2023_206711	206711	NA	47996022_1	47996022	207948.903935034	210691.030123695
