scheme	sampling_unit_code	code_watersurfaces	type_target	grts_ranking	grts_ranking_draw	source_samplingunit
HQ3130	ANTLIL0017_3130_aom	ANTLIL0017	3130_aom	13105622	13105622	original sample frame
HQ3130	ANTLIL0032_3130_aom	ANTLIL0032	3130_aom	48017878	48017878	original sample frame
HQ3130	ANTLIL0046_3130_aom	ANTLIL0046	3130_aom	11317718	11317718	original sample frame
HQ3130	ANTLIL0073_3130_aom	ANTLIL0073	3130_aom	1421782	1421782	original sample frame
HQ3130	ANTLIL0081_3130_aom	ANTLIL0081	3130_aom	27636182	27636182	watersurfaces_hab_v4
HQ3130	ANTLIL0090_3130_aom	ANTLIL0090	3130_aom	41392598	41392598	original sample frame
HQ3130	ANTLIL0091_3130_aom	ANTLIL0091	3130_aom	44478934	44478934	original sample frame
HQ3130	ANTLIL0092_3130_aom	ANTLIL0092	3130_aom	59846102	59846102	original sample frame
HQ3130	ANTLIL0093_3130_aom	ANTLIL0093	3130_aom	24457686	24457686	original sample frame
HQ3130	ANTLIL0168_3130_aom	ANTLIL0168	3130_aom	44274134	44274134	original sample frame
HQ3130	ANTLIL0178_3130_aom	ANTLIL0178	3130_aom	5738966	5738966	watersurfaces_hab_v4
HQ3130	ANTLIL0230_3130_aom	ANTLIL0230	3130_aom	254422	254422	watersurfaces_hab_v4
HQ3130	ANTLIL0236_3130_aom	ANTLIL0236	3130_aom	39170518	39170518	original sample frame
HQ3130	ANTLIL0237_3130_aom	ANTLIL0237	3130_aom	20707798	20707798	watersurfaces_hab_v4
HQ3130	ANTLIL0249_3130_aom	ANTLIL0249	3130_aom	36942294	36942294	original sample frame
HQ3130	ANTLIL0250_3130_aom	ANTLIL0250	3130_aom	24371670	24371670	watersurfaces_hab_v4
HQ3130	ANTLIL0257_3130_aom	ANTLIL0257	3130_aom	31035862	31035862	watersurfaces_hab_v4
HQ3130	ANTLIL0275_3130_aom	ANTLIL0275	3130_aom	45611478	45611478	original sample frame
HQ3130	ANTLIL0287_3130_aom	ANTLIL0287	3130_aom	64795094	64795094	original sample frame
HQ3130	ANTLIL0293_3130_aom	ANTLIL0293	3130_aom	42021334	42021334	original sample frame
HQ3130	ANTLIL0296_3130_aom	ANTLIL0296	3130_aom	10195414	10195414	watersurfaces_hab_v4
HQ3130	ANTLIL0303_3130_aom	ANTLIL0303	3130_aom	8911318	8911318	watersurfaces_hab_v4
HQ3130	ANTLIL0323_3130_aom	ANTLIL0323	3130_aom	51753430	51753430	watersurfaces_hab_v4
HQ3130	ANTLIL0327_3130_aom	ANTLIL0327	3130_aom	50115030	50115030	watersurfaces_hab_v4
HQ3130	ANTLIL0348_3130_aom	ANTLIL0348	3130_aom	50696662	50696662	original sample frame
HQ3130	ANTLIL0360_3130_aom	ANTLIL0360	3130_aom	25506262	25506262	original sample frame
HQ3130	ANTLIL0362_3130_aom	ANTLIL0362	3130_aom	7049686	7049686	original sample frame
HQ3130	ANTLIL0415_3130_aom	ANTLIL0415	3130_aom	54912046	54912046	original sample frame
HQ3130	ANTLIL0415_3130_na	ANTLIL0415	3130_na	54912046	54912046	assessments monitoring cycle 1
HQ3130	ANTLIL0449_3130_aom	ANTLIL0449	3130_aom	42983894	42983894	watersurfaces_hab_v4
HQ3130	ANTLIL0512_3130_aom	ANTLIL0512	3130_aom	33878486	33878486	original sample frame
HQ3130	ANTLIL0523_3130_aom	ANTLIL0523	3130_aom	66138782	66138782	original sample frame
HQ3130	ANTLIL0528_3130_aom	ANTLIL0528	3130_aom	3924438	3924438	original sample frame
HQ3130	ANTLIL0529_3130_aom	ANTLIL0529	3130_aom	11264470	11264470	watersurfaces_hab_v4
HQ3130	ANTLIL0530_3130_aom	ANTLIL0530	3130_aom	56353238	56353238	watersurfaces_hab_v4
HQ3130	ANTLIL0532_3130_aom	ANTLIL0532	3130_aom	55939542	9802198	original sample frame
HQ3130	ANTLIL0533_3130_aom	ANTLIL0533	3130_aom	58823126	58823126	watersurfaces_hab_v4
HQ3130	ANTLIL0543_3130_aom	ANTLIL0543	3130_aom	31240662	31240662	original sample frame
HQ3130	ANTLIL0547_3130_aom	ANTLIL0547	3130_aom	4174294	4174294	original sample frame
HQ3130	ANTLIL0573_3130_aom	ANTLIL0573	3130_aom	26948254	26948254	original sample frame
HQ3130	ANTLIL0577_3130_aom	ANTLIL0577	3130_aom	60551838	60551838	original sample frame
HQ3130	ANTLIL0595_3130_aom	ANTLIL0595	3130_aom	48901590	48901590	original sample frame
HQ3130	ANTLIL0607_3130_aom	ANTLIL0607	3130_aom	61649366	61649366	watersurfaces_hab_v4
HQ3130	ANTLKD0262_3130_aom	ANTLKD0262	3130_aom	63346998	63346998	watersurfaces_hab_v4
HQ3130	ANTLKD0263_3130_aom	ANTLKD0263	3130_aom	53647670	53647670	watersurfaces_hab_v4
HQ3130	ANTLKD0376_3130_aom	ANTLKD0376	3130_aom	61118774	61118774	watersurfaces_hab_v4
HQ3130	ANTLKD0377_3130_aom	ANTLKD0377	3130_aom	55842614	55842614	original sample frame
HQ3130	ANTMAL0018_3130_aom	ANTMAL0018	3130_aom	40446166	40446166	original sample frame
HQ3130	ANTMAL0060_3130_aom	ANTMAL0060	3130_aom	65824982	65824982	original sample frame
HQ3130	ANTMAL0062_3130	ANTMAL0062	3130	13945046	13945046	watersurfaces_hab_v4
HQ3130	ANTMAL0062_3130_aom	ANTMAL0062	3130_aom	13945046	13945046	watersurfaces_hab_v4
HQ3130	ANTMAL0096_3130_aom	ANTMAL0096	3130_aom	21605534	21605534	original sample frame
HQ3130	ANTMAL0099_3130_na	ANTMAL0099	3130_na	14578846	14578846	watersurfaces_hab_v4
HQ3130	ANTMAL0108_3130_aom	ANTMAL0108	3130_aom	11675806	11675806	original sample frame
HQ3130	ANTMAL0118_3130_na	ANTMAL0118	3130_na	42153118	42153118	watersurfaces_hab_v4
HQ3130	ANTMAL0136_3130_na	ANTMAL0136	3130_na	2258078	2258078	original sample frame
HQ3130	ANTMAL0243_3130_aom	ANTMAL0243	3130_aom	48159902	48159902	original sample frame
HQ3130	ANTMAL0275_3130_na	ANTMAL0275	3130_na	53376158	53376158	original sample frame
HQ3130	ANTMEC0388_3130_na	ANTMEC0388	3130_na	20131606	20131606	assessments monitoring cycle 1
HQ3130	ANTMEE0178_3130_aom	ANTMEE0178	3130_aom	29201910	29201910	watersurfaces_hab_v4
HQ3130	ANTMEE0180_3130_aom	ANTMEE0180	3130_aom	36935158	36935158	watersurfaces_hab_v4
HQ3130	ANTMEE0180_3130_na	ANTMEE0180	3130_na	36935158	36935158	watersurfaces_hab_v4
HQ3130	ANTMOL0061_3130_na	ANTMOL0061	3130_na	10089590	10089590	original sample frame
HQ3130	ANTMOL0076_3130_aom	ANTMOL0076	3130_aom	50702062	50702062	original sample frame
HQ3130	ANTMOL0083_3130_aom	ANTMOL0083	3130_aom	12101358	12101358	original sample frame
HQ3130	ANTMOL0088_3130_aom	ANTMOL0088	3130_aom	20997870	20997870	original sample frame
HQ3130	ANTMOL0088_3130_na	ANTMOL0088	3130_na	20997870	20997870	assessments monitoring cycle 1
HQ3130	ANTMOL0090_3130_aom	ANTMOL0090	3130_aom	50741998	50741998	original sample frame
HQ3130	ANTMOL0092_3130_aom	ANTMOL0092	3130_aom	231150	231150	watersurfaces_hab_v4
HQ3130	ANTMOL0093_3130_aom	ANTMOL0093	3130_aom	33191662	33191662	original sample frame
HQ3130	ANTMOL0098_3130_aom	ANTMOL0098	3130_aom	7452398	7452398	original sample frame
HQ3130	ANTMOL0099_3130_na	ANTMOL0099	3130_na	41125614	41125614	assessments monitoring cycle 1
HQ3130	ANTMOL0101_3130_aom	ANTMOL0101	3130_aom	64087790	64087790	original sample frame
HQ3130	ANTMOL0103_3130_aom	ANTMOL0103	3130_aom	28702446	28702446	original sample frame
HQ3130	ANTMOL0134_3130_na	ANTMOL0134	3130_na	43119734	43119734	original sample frame
HQ3130	ANTMOL0138_3130_na	ANTMOL0138	3130_na	9112694	9112694	original sample frame
HQ3130	ANTMOL0142_3130_na	ANTMOL0142	3130_na	35255414	35255414	original sample frame
HQ3130	ANTMOL0143_3130_aom	ANTMOL0143	3130_aom	25662582	25662582	original sample frame
HQ3130	ANTMOL0143_3130_na	ANTMOL0143	3130_na	25662582	25662582	assessments monitoring cycle 1
HQ3130	ANTMOL0147_3130_aom	ANTMOL0147	3130_aom	13225078	13225078	watersurfaces_hab_v4
HQ3130	ANTMOL0152_3130_aom	ANTMOL0152	3130_aom	35492982	35492982	original sample frame
HQ3130	ANTMOL0152_3130_na	ANTMOL0152	3130_na	35492982	35492982	assessments monitoring cycle 1
HQ3130	ANTMOL0164_3130_na	ANTMOL0164	3130_na	19205238	19205238	watersurfaces_hab_v4
HQ3130	ANTMOL0323_3130_aom	ANTMOL0323	3130_aom	10592374	10592374	watersurfaces_hab_v4
HQ3130	ANTMOL0353_3130_aom	ANTMOL0353	3130_aom	17661430	17661430	watersurfaces_hab_v4
HQ3130	ANTMOL0378_3130_aom	ANTMOL0378	3130_aom	30703094	30703094	watersurfaces_hab_v4
HQ3130	ANTMOL0431_3130_aom	ANTMOL0431	3130_aom	26115574	26115574	watersurfaces_hab_v4
HQ3130	ANTMOL0465_3130_aom	ANTMOL0465	3130_aom	24126326	24126326	original sample frame
HQ3130	ANTMOL0527_3130_aom	ANTMOL0527	3130_aom	49768174	49768174	original sample frame
HQ3130	ANTMOL0527_3130_na	ANTMOL0527	3130_na	49768174	49768174	original sample frame
HQ3130	ANTMOL0528_3130_aom	ANTMOL0528	3130_aom	31942382	31942382	original sample frame
HQ3130	ANTMOL0528_3130_na	ANTMOL0528	3130_na	31942382	31942382	original sample frame
HQ3130	ANTMOL0546_3130_aom	ANTMOL0546	3130_aom	40410230	40410230	watersurfaces_hab_v4
HQ3130	ANTMOL0546_3130_na	ANTMOL0546	3130_na	40410230	40410230	watersurfaces_hab_v4
HQ3130	ANTMOL0555_3130_aom	ANTMOL0555	3130_aom	6147190	6147190	watersurfaces_hab_v4
HQ3130	ANTMOL0555_3130_na	ANTMOL0555	3130_na	6147190	6147190	watersurfaces_hab_v4
HQ3130	ANTMOL0559_3130_na	ANTMOL0559	3130_na	11662454	11662454	original sample frame
HQ3130	ANTMOL0560_3130_aom	ANTMOL0560	3130_aom	55571574	11662454	original sample frame
HQ3130	ANTMOL0561_3130_aom	ANTMOL0561	3130_aom	55571574	55571574	watersurfaces_hab_v4
HQ3130	ANTMOL0568_3130_aom	ANTMOL0568	3130_aom	61761262	61761262	original sample frame
HQ3130	ANTMOL0568_3130_na	ANTMOL0568	3130_na	61761262	61761262	assessments monitoring cycle 1
HQ3130	ANTMOL0571_3130_aom	ANTMOL0571	3130_aom	63866998	63866998	original sample frame
HQ3130	ANTMOL0572_3130_aom	ANTMOL0572	3130_aom	23758966	23758966	original sample frame
HQ3130	ANTMOL0576_3130_aom	ANTMOL0576	3130_aom	19243126	19243126	watersurfaces_hab_v4
HQ3130	ANTMOL0577_3130	ANTMOL0577	3130	33661046	33661046	watersurfaces_hab_v4
HQ3130	ANTMOL0578_3130	ANTMOL0578	3130	56221814	56221814	watersurfaces_hab_v4
HQ3130	ANTMOL0578_3130_aom	ANTMOL0578	3130_aom	56221814	56221814	watersurfaces_hab_v4
HQ3130	ANTMOL0607_3130_aom	ANTMOL0607	3130_aom	41647606	41647606	watersurfaces_hab_v4
HQ3130	ANTMOL0653_3130_aom	ANTMOL0653	3130_aom	41502838	41502838	original sample frame
HQ3130	ANTMOL0654_3130_aom	ANTMOL0654	3130_aom	8123510	8123510	original sample frame
HQ3130	ANTMOL0656_3130_aom	ANTMOL0656	3130_aom	5239926	5239926	watersurfaces_hab_v4
HQ3130	ANTMOL0713_3130_na	ANTMOL0713	3130_na	53847790	53847790	original sample frame
HQ3130	ANTMOL0716_3130_aom	ANTMOL0716	3130_aom	21923958	21923958	original sample frame
HQ3130	ANTMOL0719_3130_aom	ANTMOL0719	3130_aom	42555510	42555510	original sample frame
HQ3130	ANTMOL0720_3130_aom	ANTMOL0720	3130_aom	3598062	3598062	original sample frame
HQ3130	ANTMOL0730_3130_aom	ANTMOL0730	3130_aom	57789558	57789558	watersurfaces_hab_v4
HQ3130	ANTMOL0730_3130_na	ANTMOL0730	3130_na	57789558	57789558	watersurfaces_hab_v4
HQ3130	ANTMOL0734_3130_aom	ANTMOL0734	3130_aom	58313846	58313846	watersurfaces_hab_v4
HQ3130	ANTMOL0747_3130_aom	ANTMOL0747	3130_aom	893046	893046	watersurfaces_hab_v4
HQ3130	ANTMOL0767_3130_aom	ANTMOL0767	3130_aom	7261302	7261302	watersurfaces_hab_v4
HQ3130	ANTMOL0770_3130	ANTMOL0770	3130	37332718	37332718	watersurfaces_hab_v4
HQ3130	ANTMRK0015_3130_na	ANTMRK0015	3130_na	35402142	35402142	watersurfaces_hab_v4
HQ3130	ANTMRK0177_3130_aom	ANTMRK0177	3130_aom	16692526	16692526	watersurfaces_hab_v4
HQ3130	ANTMRK0177_3130_na	ANTMRK0177	3130_na	16692526	16692526	watersurfaces_hab_v4
HQ3130	ANTMRK0228_3130_na	ANTMRK0228	3130_na	22031006	22031006	watersurfaces_hab_v4
HQ3130	ANTMRK0246_3130_aom	ANTMRK0246	3130_aom	64075054	64075054	watersurfaces_hab_v4
HQ3130	ANTMRK0247_3130_aom	ANTMRK0247	3130_aom	47297838	47297838	watersurfaces_hab_v4
HQ3130	ANTMRK0254_3130_aom	ANTMRK0254	3130_aom	17962286	17962286	watersurfaces_hab_v4
HQ3130	ANTMRK0255_3130_aom	ANTMRK0255	3130_aom	51516718	51516718	watersurfaces_hab_v4
HQ3130	ANTMRK0284_3130	ANTMRK0284	3130	63132062	63132062	watersurfaces_hab_v4
HQ3130	ANTMRK0284_3130_aom	ANTMRK0284	3130_aom	63132062	63132062	watersurfaces_hab_v4
HQ3130	ANTMRK0285_3130_aom	ANTMRK0285	3130_aom	4411806	4411806	watersurfaces_hab_v4
HQ3130	ANTMRK0285_3130_na	ANTMRK0285	3130_na	4411806	4411806	watersurfaces_hab_v4
HQ3130	ANTMRK0286_3130_aom	ANTMRK0286	3130_aom	30626206	30626206	original sample frame
HQ3130	ANTMRK0286_3130_na	ANTMRK0286	3130_na	30626206	30626206	watersurfaces_hab_v4
HQ3130	ANTMRK0292_3130_aom	ANTMRK0292	3130_aom	41087390	41087390	watersurfaces_hab_v4
HQ3130	ANTMRK0292_3130_na	ANTMRK0292	3130_na	41087390	41087390	watersurfaces_hab_v4
HQ3130	ANTMRK0301_3130_aom	ANTMRK0301	3130_aom	54662446	54662446	watersurfaces_hab_v4
HQ3130	ANTMRK0333_3130_aom	ANTMRK0333	3130_aom	57326894	57326894	watersurfaces_hab_v4
HQ3130	ANTMRK0334_3130_aom	ANTMRK0334	3130_aom	11451694	11451694	watersurfaces_hab_v4
HQ3130	ANTMRK0639_3130_aom	ANTMRK0639	3130_aom	14333230	14333230	watersurfaces_hab_v4
HQ3130	ANTOLE0015_3130_aom	ANTOLE0015	3130_aom	43595734	43595734	original sample frame
HQ3130	ANTOLE0018_3130_aom	ANTOLE0018	3130_aom	19478486	19478486	original sample frame
HQ3130	ANTOLE0022_3130_aom	ANTOLE0022	3130_aom	60635094	60635094	original sample frame
HQ3130	ANTOLE0030_3130_aom	ANTOLE0030	3130_aom	57489366	57489366	watersurfaces_hab_v4
HQ3130	ANTOLE0038_3130_aom	ANTOLE0038	3130_aom	17119190	17119190	original sample frame
HQ3130	ANTOLE0041_3130_aom	ANTOLE0041	3130_aom	44644310	44644310	original sample frame
HQ3130	ANTOLE0052_3130_aom	ANTOLE0052	3130_aom	36255702	36255702	original sample frame
HQ3130	ANTOTH0015_3130_aom	ANTOTH0015	3130_aom	762158	762158	original sample frame
HQ3130	ANTOTH0017_3130_aom	ANTOTH0017	3130_aom	55963950	55963950	original sample frame
HQ3130	ANTOTH0034_3130_aom	ANTOTH0034	3130_aom	51642414	51642414	original sample frame
HQ3130	ANTOTH0094_3130_aom	ANTOTH0094	3130_aom	19687982	19687982	original sample frame
HQ3130	ANTOTH0138_3130_aom	ANTOTH0138	3130_aom	9296430	9296430	original sample frame
HQ3130	ANTOTH0159_3130_aom	ANTOTH0159	3130_aom	62085678	62085678	original sample frame
HQ3130	ANTOTH0170_3130_aom	ANTOTH0170	3130_aom	5364270	5364270	original sample frame
HQ3130	ANTOTH0216_3130_aom	ANTOTH0216	3130_aom	10054190	10054190	original sample frame
HQ3130	ANTOTH0219_3130_aom	ANTOTH0219	3130_aom	43122734	43122734	original sample frame
HQ3130	ANTOTH0243_3130_aom	ANTOTH0243	3130_aom	10345006	10345006	original sample frame
HQ3130	ANTOTH0306_3130_aom	ANTOTH0306	3130_aom	2468398	2468398	original sample frame
HQ3130	ANTOTH0313_3130_aom	ANTOTH0313	3130_aom	44587566	44587566	original sample frame
HQ3130	ANTOTH0321_3130_aom	ANTOTH0321	3130_aom	3653678	3653678	original sample frame
HQ3130	ANTOTH0324_3130_aom	ANTOTH0324	3130_aom	10840622	10840622	original sample frame
HQ3130	ANTOTH0328_3130_aom	ANTOTH0328	3130_aom	51599918	51599918	original sample frame
HQ3130	ANTOTH0395_3130_aom	ANTOTH0395	3130_aom	6351918	6351918	watersurfaces_hab_v4
HQ3130	ANTOTH0396_3130_aom	ANTOTH0396	3130_aom	60877870	60877870	original sample frame
HQ3130	ANTOTH0399_3130_aom	ANTOTH0399	3130_aom	38640174	38640174	original sample frame
HQ3130	ANTRAN0277_3130_aom	ANTRAN0277	3130_aom	4532118	4532118	assessments monitoring cycle 1
HQ3130	ANTRAN0300_3130_aom	ANTRAN0300	3130_aom	19081110	19081110	watersurfaces_hab_v4
HQ3130	ANTRAV0052_3130_aom	ANTRAV0052	3130_aom	15082286	15082286	original sample frame
HQ3130	ANTRAV0052_3130_na	ANTRAV0052	3130_na	15082286	15082286	assessments monitoring cycle 1
HQ3130	ANTRAV0122_3130_aom	ANTRAV0122	3130_aom	33126702	33126702	original sample frame
HQ3130	ANTRAV0132_3130_aom	ANTRAV0132	3130_aom	38527790	38527790	original sample frame
HQ3130	ANTRAV0134_3130_aom	ANTRAV0134	3130_aom	40313646	40313646	watersurfaces_hab_v4
HQ3130	ANTRAV0141_3130_aom	ANTRAV0141	3130_aom	33151790	33151790	watersurfaces_hab_v4
HQ3130	ANTRAV0151_3130_aom	ANTRAV0151	3130_aom	53386030	53386030	original sample frame
HQ3130	ANTRAV0163_3130_aom	ANTRAV0163	3130_aom	35625774	35625774	original sample frame
HQ3130	ANTRAV0169_3130_aom	ANTRAV0169	3130_aom	24349486	24349486	original sample frame
HQ3130	ANTRAV0172_3130_aom	ANTRAV0172	3130_aom	27060014	27060014	original sample frame
HQ3130	ANTRAV0192_3130_aom	ANTRAV0192	3130_aom	55548718	55548718	original sample frame
HQ3130	ANTRAV0192_3130_na	ANTRAV0192	3130_na	55548718	55548718	original sample frame
HQ3130	ANTRAV0211_3130_na	ANTRAV0211	3130_na	28072750	28072750	original sample frame
HQ3130	ANTRAV0230_3130_aom	ANTRAV0230	3130_aom	58579758	58579758	original sample frame
HQ3130	ANTRAV0273_3130_aom	ANTRAV0273	3130_aom	63709998	63709998	original sample frame
HQ3130	ANTRAV0274_3130_aom	ANTRAV0274	3130_aom	25699118	25699118	original sample frame
HQ3130	ANTRAV0287_3130_aom	ANTRAV0287	3130_aom	15375150	15375150	watersurfaces_hab_v4
HQ3130	ANTRAV0288_3130_aom	ANTRAV0288	3130_aom	40540974	40540974	watersurfaces_hab_v4
HQ3130	ANTRAV0289_3130_na	ANTRAV0289	3130_na	46832430	46832430	watersurfaces_hab_v4
HQ3130	ANTRAV0290_3130_na	ANTRAV0290	3130_na	5675822	5675822	watersurfaces_hab_v4
HQ3130	ANTRAV0291_3130_aom	ANTRAV0291	3130_aom	29006638	29006638	original sample frame
HQ3130	ANTRAV0292_3130_aom	ANTRAV0292	3130_aom	26188590	26188590	original sample frame
HQ3130	ANTRAV0294_3130_aom	ANTRAV0294	3130_aom	49888046	49888046	original sample frame
HQ3130	ANTRAV0296_3130_aom	ANTRAV0296	3130_aom	66276142	66276142	original sample frame
HQ3130	ANTRAV0297_3130_aom	ANTRAV0297	3130_aom	53791534	53791534	original sample frame
HQ3130	ANTRAV0304_3130_aom	ANTRAV0304	3130_aom	56285998	56285998	watersurfaces_hab_v4
HQ3130	ANTRAV0369_3130_aom	ANTRAV0369	3130_aom	3416878	3416878	original sample frame
HQ3130	ANTRAV0377_3130_aom	ANTRAV0377	3130_aom	10152750	10152750	original sample frame
HQ3130	ANTRAV0378_3130_aom	ANTRAV0378	3130_aom	50390830	50390830	original sample frame
HQ3130	ANTRAV0379_3130_aom	ANTRAV0379	3130_aom	45849390	45849390	original sample frame
HQ3130	ANTRAV0386_3130_aom	ANTRAV0386	3130_aom	64801582	64801582	original sample frame
HQ3130	ANTRAV0387_3130_aom	ANTRAV0387	3130_aom	50734894	50734894	original sample frame
HQ3130	ANTRET0068_3130_aom	ANTRET0068	3130_aom	55164150	55164150	watersurfaces_hab_v4
HQ3130	ANTRET0083_3130_aom	ANTRET0083	3130_aom	2604278	2604278	watersurfaces_hab_v4
HQ3130	ANTRET0092_3130_aom	ANTRET0092	3130_aom	12838134	12838134	original sample frame
HQ3130	ANTRET0109_3130_aom	ANTRET0109	3130_aom	59358454	59358454	watersurfaces_hab_v4
HQ3130	ANTRET0186_3130_aom	ANTRET0186	3130_aom	46362158	46362158	original sample frame
HQ3130	ANTRET0192_3130_aom	ANTRET0192	3130_aom	53767726	53767726	original sample frame
HQ3130	ANTRET0199_3130_aom	ANTRET0199	3130_aom	49311278	49311278	original sample frame
HQ3130	ANTRET0262_3130_aom	ANTRET0262	3130_aom	4449526	4449526	original sample frame
HQ3130	ANTRIJ0005_3130_na	ANTRIJ0005	3130_na	4781214	4781214	assessments monitoring cycle 1
HQ3130	ANTRIJ0006_3130_na	ANTRIJ0006	3130_na	10560670	10560670	assessments monitoring cycle 1
HQ3130	ANTRIJ0007_3130_na	ANTRIJ0007	3130_na	48555166	48555166	watersurfaces_hab_v4
HQ3130	ANTRIJ0008_3130_na	ANTRIJ0008	3130_na	41477278	41477278	watersurfaces_hab_v4
HQ3130	ANTRIJ0015_3130_aom	ANTRIJ0015	3130_aom	10560670	10560670	watersurfaces_hab_v4
HQ3130	ANTRIJ0016_3130_aom	ANTRIJ0016	3130_aom	9512094	9512094	watersurfaces_hab_v4
HQ3130	ANTRIJ0017_3130_aom	ANTRIJ0017	3130_aom	43066526	43066526	watersurfaces_hab_v4
HQ3130	ANTRIJ0017_3130_na	ANTRIJ0017	3130_na	43066526	43066526	watersurfaces_hab_v4
HQ3130	ANTRIJ0021_3130_aom	ANTRIJ0021	3130_aom	44115102	44115102	watersurfaces_hab_v4
HQ3130	ANTRIJ0021_3130_na	ANTRIJ0021	3130_na	44115102	44115102	watersurfaces_hab_v4
HQ3130	ANTRIJ0022_3130_na	ANTRIJ0022	3130_na	60159134	60159134	watersurfaces_hab_v4
HQ3130	ANTRIJ0024_3130_na	ANTRIJ0024	3130_na	42529950	42529950	watersurfaces_hab_v4
HQ3130	ANTRIJ0025_3130_aom	ANTRIJ0025	3130_aom	52503710	52503710	watersurfaces_hab_v4
HQ3130	ANTRIJ0027_3130_aom	ANTRIJ0027	3130_aom	38872222	38872222	watersurfaces_hab_v4
HQ3130	ANTRIJ0027_3130_na	ANTRIJ0027	3130_na	38872222	38872222	watersurfaces_hab_v4
HQ3130	ANTRIJ0028_3130_aom	ANTRIJ0028	3130_aom	27337886	27337886	watersurfaces_hab_v4
HQ3130	ANTRIJ0029_3130_aom	ANTRIJ0029	3130_aom	12379294	12379294	watersurfaces_hab_v4
HQ3130	ANTRIJ0029_3130_na	ANTRIJ0029	3130_na	12379294	12379294	watersurfaces_hab_v4
HQ3130	ANTRIJ0031_3130_na	ANTRIJ0031	3130_na	6091934	6091934	watersurfaces_hab_v4
HQ3130	ANTRIJ0036_3130_aom	ANTRIJ0036	3130_aom	4269214	4269214	watersurfaces_hab_v4
HQ3130	ANTRIJ0036_3130_na	ANTRIJ0036	3130_na	4269214	4269214	watersurfaces_hab_v4
HQ3130	ANTRIJ0039_3130_aom	ANTRIJ0039	3130_aom	10560670	10560670	watersurfaces_hab_v4
HQ3130	ANTRIJ0041_3130_aom	ANTRIJ0041	3130_aom	44168350	44168350	original sample frame
HQ3130	ANTRIJ0041_3130_na	ANTRIJ0041	3130_na	44168350	44168350	assessments monitoring cycle 1
HQ3130	ANTRIJ0042_3130_aom	ANTRIJ0042	3130_aom	10560670	10560670	watersurfaces_hab_v4
HQ3130	ANTRIJ0045_3130_aom	ANTRIJ0045	3130_aom	38872222	38872222	watersurfaces_hab_v4
HQ3130	ANTRIJ0045_3130_na	ANTRIJ0045	3130_na	38872222	38872222	watersurfaces_hab_v4
HQ3130	ANTRIJ0048_3130_na	ANTRIJ0048	3130_na	47768734	47768734	watersurfaces_hab_v4
HQ3130	ANTRIJ0049_3130_aom	ANTRIJ0049	3130_aom	48309406	48309406	watersurfaces_hab_v4
HQ3130	ANTRIJ0050_3130_aom	ANTRIJ0050	3130_aom	30483614	30483614	watersurfaces_hab_v4
HQ3130	ANTRIJ0050_3130_na	ANTRIJ0050	3130_na	30483614	30483614	watersurfaces_hab_v4
HQ3130	ANTRIJ0051_3130_aom	ANTRIJ0051	3130_aom	39920798	39920798	watersurfaces_hab_v4
HQ3130	ANTRIJ0052_3130_aom	ANTRIJ0052	3130_aom	47838366	47838366	watersurfaces_hab_v4
HQ3130	ANTRIJ0052_3130_na	ANTRIJ0052	3130_na	47838366	47838366	watersurfaces_hab_v4
HQ3130	ANTRIJ0053_3130_na	ANTRIJ0053	3130_na	34034846	34034846	original sample frame
HQ3130	ANTRIJ0054_3130_aom	ANTRIJ0054	3130_aom	62989470	62989470	watersurfaces_hab_v4
HQ3130	ANTRIJ0056_3130_na	ANTRIJ0056	3130_na	10871966	10871966	watersurfaces_hab_v4
HQ3130	ANTRIJ0058_3130_aom	ANTRIJ0058	3130_aom	42017950	42017950	watersurfaces_hab_v4
HQ3130	ANTRIJ0058_3130_na	ANTRIJ0058	3130_na	42017950	42017950	watersurfaces_hab_v4
HQ3130	ANTRIJ0059_3130_aom	ANTRIJ0059	3130_aom	44115102	44115102	watersurfaces_hab_v4
HQ3130	ANTRIJ0066_3130_na	ANTRIJ0066	3130_na	9237662	9237662	watersurfaces_hab_v4
HQ3130	ANTRIJ0069_3130_aom	ANTRIJ0069	3130_aom	37430430	37430430	watersurfaces_hab_v4
HQ3130	ANTRIJ0070_3130_na	ANTRIJ0070	3130_na	62137502	62137502	watersurfaces_hab_v4
HQ3130	ANTRIJ0071_3130_aom	ANTRIJ0071	3130_aom	37823646	37823646	watersurfaces_hab_v4
HQ3130	ANTRIJ0071_3130_na	ANTRIJ0071	3130_na	37823646	37823646	watersurfaces_hab_v4
HQ3130	ANTRIJ0072_3130_na	ANTRIJ0072	3130_na	3994782	3994782	original sample frame
HQ3130	ANTRIJ0074_3130_aom	ANTRIJ0074	3130_aom	14754974	14754974	watersurfaces_hab_v4
HQ3130	ANTRIJ0076_3130_na	ANTRIJ0076	3130_na	21951646	21951646	original sample frame
HQ3130	ANTRIJ0077_3130_na	ANTRIJ0077	3130_na	8168606	8168606	watersurfaces_hab_v4
HQ3130	ANTRIJ0078_3130_aom	ANTRIJ0078	3130_aom	13706398	13706398	watersurfaces_hab_v4
HQ3130	ANTRIJ0078_3130_na	ANTRIJ0078	3130_na	13706398	13706398	watersurfaces_hab_v4
HQ3130	ANTRIJ0079_3130_aom	ANTRIJ0079	3130_aom	25949342	25949342	original sample frame
HQ3130	ANTRIJ0079_3130_na	ANTRIJ0079	3130_na	25949342	25949342	watersurfaces_hab_v4
