scheme	sampling_unit_code	code_watersurfaces	type_target	grts_ranking	grts_ranking_draw	source_samplingunit
HQ2190_aq	WVLDEP0098_2190_a	WVLDEP0098	2190_a	48484529	306293	original sample frame
HQ2190_aq	WVLDEP0099_2190_a	WVLDEP0099	2190_a	50319537	321100	original sample frame
HQ2190_aq	WVLDEP0100_2190_a	WVLDEP0100	2190_a	22910129	22910129	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0101_2190_a	WVLDEP0101	2190_a	4609201	287514	original sample frame
HQ2190_aq	WVLDEP0102_2190_a	WVLDEP0102	2190_a	42357937	251059	original sample frame
HQ2190_aq	WVLDEP0103_2190_a	WVLDEP0103	2190_a	40293553	241430	original sample frame
HQ2190_aq	WVLDEP0104_2190_a	WVLDEP0104	2190_a	40293553	40293553	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0105_2190_a	WVLDEP0105	2190_a	57070769	57070769	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0106_2190_a	WVLDEP0106	2190_a	50156721	319798	original sample frame
HQ2190_aq	WVLDEP0107_2190_a	WVLDEP0107	2190_a	48682161	48682161	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0108_2190_a	WVLDEP0108	2190_a	65459377	65459377	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0109_2190_a	WVLDEP0109	2190_a	26809521	26809521	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0110_2190_a	WVLDEP0110	2190_a	11080881	11080881	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0117_2190_a	WVLDEP0117	2190_a	10018993	10018993	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0118_2190_a	WVLDEP0118	2190_a	50913457	325812	original sample frame
HQ2190_aq	WVLDEP0119_2190_a	WVLDEP0119	2190_a	6209713	98338	original sample frame
HQ2190_aq	WVLDEP0120_2190_a	WVLDEP0120	2190_a	5562545	363309	original sample frame
HQ2190_aq	WVLDEP0121_2190_a	WVLDEP0121	2190_a	45408433	282117	original sample frame
HQ2190_aq	WVLDEP0130_2190_a	WVLDEP0130	2190_a	4761777	299499	original sample frame
HQ2190_aq	WVLDEP0133_2190_a	WVLDEP0133	2190_a	30779569	30779569	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0136_2190_a	WVLDEP0136	2190_a	15444145	15444145	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0137_2190_a	WVLDEP0137	2190_a	37033137	37033137	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0138_2190_a	WVLDEP0138	2190_a	15995057	15995057	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0146_2190_a	WVLDEP0146	2190_a	10342577	10342577	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0159_2190_a	WVLDEP0159	2190_a	34889905	34889905	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0160_2190_a	WVLDEP0160	2190_a	51667121	51667121	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0164_2190_a	WVLDEP0164	2190_a	66884785	66884785	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0166_2190_a	WVLDEP0166	2190_a	46573745	322692	original sample frame
HQ2190_aq	WVLDEP0167_2190_a	WVLDEP0167	2190_a	2135217	90467	original sample frame
HQ2190_aq	WVLDEP0168_2190_a	WVLDEP0168	2190_a	16655537	16655537	watersurfaces_hab_v4
HQ2190_aq	WVLDEP0169_2190_a	WVLDEP0169	2190_a	1975473	1975473	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0001_2190_a	WVLKNO0001	2190_a	63061301	422440	original sample frame
HQ2190_aq	WVLKNO0002_2190_a	WVLKNO0002	2190_a	23330101	106286	original sample frame
HQ2190_aq	WVLKNO0003_2190_a	WVLKNO0003	2190_a	29056565	151997	original sample frame
HQ2190_aq	WVLKNO0004_2190_a	WVLKNO0004	2190_a	35732789	205089	original sample frame
HQ2190_aq	WVLKNO0006_2190_a	WVLKNO0006	2190_a	55262517	360428	original sample frame
HQ2190_aq	WVLKNO0008_2190_a	WVLKNO0008	2190_a	61353269	408855	original sample frame
HQ2190_aq	WVLKNO0009_2190_a	WVLKNO0009	2190_a	37584181	219817	original sample frame
HQ2190_aq	WVLKNO0010_2190_a	WVLKNO0010	2190_a	7601461	461654	original sample frame
HQ2190_aq	WVLKNO0012_2190_a	WVLKNO0012	2190_a	46787893	293017	original sample frame
HQ2190_aq	WVLKNO0014_2190_a	WVLKNO0014	2190_a	47451701	298167	original sample frame
HQ2190_aq	WVLKNO0015_2190_a	WVLKNO0015	2190_a	4767029	299914	original sample frame
HQ2190_aq	WVLKNO0018_2190_a	WVLKNO0018	2190_a	6110517	406923	original sample frame
HQ2190_aq	WVLKNO0019_2190_a	WVLKNO0019	2190_a	15547701	44189	original sample frame
HQ2190_aq	WVLKNO0020_2190_a	WVLKNO0020	2190_a	29363765	154449	original sample frame
HQ2190_aq	WVLKNO0021_2190_a	WVLKNO0021	2190_a	48856373	309302	original sample frame
HQ2190_aq	WVLKNO0022_2190_a	WVLKNO0022	2190_a	26934581	135090	original sample frame
HQ2190_aq	WVLKNO0023_2190_a	WVLKNO0023	2190_a	49491253	314391	original sample frame
HQ2190_aq	WVLKNO0024_2190_a	WVLKNO0024	2190_a	66026805	445779	original sample frame
HQ2190_aq	WVLKNO0025_2190_a	WVLKNO0025	2190_a	27524405	139868	original sample frame
HQ2190_aq	WVLKNO0026_2190_a	WVLKNO0026	2190_a	54476085	354075	original sample frame
HQ2190_aq	WVLKNO0027_2190_a	WVLKNO0027	2190_a	40452149	242676	original sample frame
HQ2190_aq	WVLKNO0028_2190_a	WVLKNO0028	2190_a	18939189	71237	original sample frame
HQ2190_aq	WVLKNO0030_2190_a	WVLKNO0030	2190_a	56081717	366918	original sample frame
HQ2190_aq	WVLKNO0032_2190_a	WVLKNO0032	2190_a	40434997	242548	original sample frame
HQ2190_aq	WVLKNO0034_2190_a	WVLKNO0034	2190_a	59817269	396656	original sample frame
HQ2190_aq	WVLKNO0037_2190_a	WVLKNO0037	2190_a	56048949	366654	original sample frame
HQ2190_aq	WVLKNO0039_2190_a	WVLKNO0039	2190_a	29949237	159077	original sample frame
HQ2190_aq	WVLKNO0041_2190_a	WVLKNO0041	2190_a	46595381	291495	original sample frame
HQ2190_aq	WVLKNO0043_2190_a	WVLKNO0043	2190_a	63634741	426980	original sample frame
HQ2190_aq	WVLKNO0044_2190_a	WVLKNO0044	2190_a	64224565	431559	original sample frame
HQ2190_aq	WVLKNO0045_2190_a	WVLKNO0045	2190_a	45972789	286579	original sample frame
HQ2190_aq	WVLKNO0048_2190_a	WVLKNO0048	2190_a	50298165	320935	original sample frame
HQ2190_aq	WVLKNO0052_2190_a	WVLKNO0052	2190_a	64175413	431162	original sample frame
HQ2190_aq	WVLKNO0053_2190_a	WVLKNO0053	2190_a	65518901	441723	original sample frame
HQ2190_aq	WVLKNO0054_2190_a	WVLKNO0054	2190_a	39943477	238662	original sample frame
HQ2190_aq	WVLKNO0055_2190_a	WVLKNO0055	2190_a	60128565	399121	original sample frame
HQ2190_aq	WVLKNO0056_2190_a	WVLKNO0056	2190_a	37797173	221479	original sample frame
HQ2190_aq	WVLKNO0058_2190_a	WVLKNO0058	2190_a	13233461	25842	original sample frame
HQ2190_aq	WVLKNO0059_2190_a	WVLKNO0059	2190_a	40434997	242548	original sample frame
HQ2190_aq	WVLKNO0061_2190_a	WVLKNO0061	2190_a	14728501	37569	original sample frame
HQ2190_aq	WVLKNO0065_2190_a	WVLKNO0065	2190_a	27983157	143467	original sample frame
HQ2190_aq	WVLKNO0066_2190_a	WVLKNO0066	2190_a	4603189	287045	original sample frame
HQ2190_aq	WVLKNO0067_2190_a	WVLKNO0067	2190_a	7388469	459964	original sample frame
HQ2190_aq	WVLKNO0106_2190_a	WVLKNO0106	2190_a	63002293	63002293	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0126_2190_a	WVLKNO0126	2190_a	60037173	398366	original sample frame
HQ2190_aq	WVLKNO0166_2190_a	WVLKNO0166	2190_a	40714293	40714293	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0171_2190_a	WVLKNO0171	2190_a	44449845	274576	original sample frame
HQ2190_aq	WVLKNO0174_2190_a	WVLKNO0174	2190_a	32456757	32456757	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0177_2190_a	WVLKNO0177	2190_a	43208757	264607	original sample frame
HQ2190_aq	WVLKNO0182_2190_a	WVLKNO0182	2190_a	62996533	421913	original sample frame
HQ2190_aq	WVLKNO0195_2190_a	WVLKNO0195	2190_a	56049717	366662	original sample frame
HQ2190_aq	WVLKNO0205_2190_a	WVLKNO0205	2190_a	14635061	36817	original sample frame
HQ2190_aq	WVLKNO0213_2190_a	WVLKNO0213	2190_a	55853109	55853109	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0221_2190_a	WVLKNO0221	2190_a	20971573	20971573	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0222_2190_a	WVLKNO0222	2190_a	45301813	45301813	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0240_2190_a	WVLKNO0240	2190_a	19349557	19349557	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0246_2190_a	WVLKNO0246	2190_a	57626677	379289	original sample frame
HQ2190_aq	WVLKNO0256_2190_a	WVLKNO0256	2190_a	19873845	19873845	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0264_2190_a	WVLKNO0264	2190_a	46140981	287910	original sample frame
HQ2190_aq	WVLKNO0265_2190_a	WVLKNO0265	2190_a	13139253	25035	original sample frame
HQ2190_aq	WVLKNO0268_2190_a	WVLKNO0268	2190_a	50543925	322914	original sample frame
HQ2190_aq	WVLKNO0269_2190_a	WVLKNO0269	2190_a	52641077	339583	original sample frame
HQ2190_aq	WVLKNO0270_2190_a	WVLKNO0270	2190_a	48315701	304953	original sample frame
HQ2190_aq	WVLKNO0273_2190_a	WVLKNO0273	2190_a	64044341	430139	original sample frame
HQ2190_aq	WVLKNO0274_2190_a	WVLKNO0274	2190_a	8191285	466304	original sample frame
HQ2190_aq	WVLKNO0275_2190_a	WVLKNO0275	2190_a	24968501	119503	original sample frame
HQ2190_aq	WVLKNO0277_2190_a	WVLKNO0277	2190_a	47004981	294720	original sample frame
HQ2190_aq	WVLKNO0278_2190_a	WVLKNO0278	2190_a	47004981	294720	original sample frame
HQ2190_aq	WVLKNO0279_2190_a	WVLKNO0279	2190_a	6110517	406923	original sample frame
HQ2190_aq	WVLKNO0280_2190_a	WVLKNO0280	2190_a	29179189	152982	original sample frame
HQ2190_aq	WVLKNO0281_2190_a	WVLKNO0281	2190_a	54345013	353094	original sample frame
HQ2190_aq	WVLKNO0282_2190_a	WVLKNO0282	2190_a	8207669	466442	original sample frame
HQ2190_aq	WVLKNO0283_2190_a	WVLKNO0283	2190_a	55393589	44678	original sample frame
HQ2190_aq	WVLKNO0285_2190_a	WVLKNO0285	2190_a	21560629	425930	original sample frame
HQ2190_aq	WVLKNO0286_2190_a	WVLKNO0286	2190_a	539957	539957	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0290_2190_a	WVLKNO0290	2190_a	63127605	63127605	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0291_2190_a	WVLKNO0291	2190_a	5718069	5718069	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0292_2190_a	WVLKNO0292	2190_a	42663221	260381	original sample frame
HQ2190_aq	WVLKNO0307_2190_a	WVLKNO0307	2190_a	58518837	386426	original sample frame
HQ2190_aq	WVLKNO0308_2190_a	WVLKNO0308	2190_a	8269109	387059	original sample frame
HQ2190_aq	WVLKNO0309_2190_a	WVLKNO0309	2190_a	36580661	211872	original sample frame
HQ2190_aq	WVLKNO0310_2190_a	WVLKNO0310	2190_a	59571509	394770	original sample frame
HQ2190_aq	WVLKNO0311_2190_a	WVLKNO0311	2190_a	40582453	243734	original sample frame
HQ2190_aq	WVLKNO0312_2190_a	WVLKNO0312	2190_a	36782133	36782133	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0363_2190_a	WVLKNO0363	2190_a	54246709	352326	original sample frame
HQ2190_aq	WVLKNO0364_2190_a	WVLKNO0364	2190_a	48463157	306139	original sample frame
HQ2190_aq	WVLKNO0365_2190_a	WVLKNO0365	2190_a	228661	102574	original sample frame
HQ2190_aq	WVLKNO0372_2190_a	WVLKNO0372	2190_a	52301365	52301365	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0373_2190_a	WVLKNO0373	2190_a	1801525	1801525	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0374_2190_a	WVLKNO0374	2190_a	36404533	210481	original sample frame
HQ2190_aq	WVLKNO0375_2190_a	WVLKNO0375	2190_a	64716085	64716085	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0376_2190_a	WVLKNO0376	2190_a	30768437	30768437	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0377_2190_a	WVLKNO0377	2190_a	57376053	57376053	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0379_2190_a	WVLKNO0379	2190_a	39353653	39353653	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0380_2190_a	WVLKNO0380	2190_a	18382133	66861	original sample frame
HQ2190_aq	WVLKNO0381_2190_a	WVLKNO0381	2190_a	43547957	43547957	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0386_2190_a	WVLKNO0386	2190_a	10845493	10845493	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0387_2190_a	WVLKNO0387	2190_a	33558069	33558069	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0388_2190_a	WVLKNO0388	2190_a	10419509	3410	original sample frame
HQ2190_aq	WVLKNO0389_2190_a	WVLKNO0389	2190_a	7142709	7142709	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0391_2190_a	WVLKNO0391	2190_a	63389749	63389749	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0403_2190_a	WVLKNO0403	2190_a	3681589	3681589	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0408_2190_a	WVLKNO0408	2190_a	10436661	10436661	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0411_2190_a	WVLKNO0411	2190_a	33635637	33635637	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0417_2190_a	WVLKNO0417	2190_a	52919605	52919605	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0418_2190_a	WVLKNO0418	2190_a	27753781	27753781	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0419_2190_a	WVLKNO0419	2190_a	19365173	19365173	watersurfaces_hab_v4
HQ2190_aq	WVLKNO0443_2190_a	WVLKNO0443	2190_a	18382133	18382133	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0001_2190_a	WVLKOK0001	2190_a	26390321	130783	original sample frame
HQ2190_aq	WVLKOK0005_2190_a	WVLKOK0005	2190_a	40655025	40655025	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0007_2190_a	WVLKOK0007	2190_a	62228657	415784	original sample frame
HQ2190_aq	WVLKOK0010_2190_a	WVLKOK0010	2190_a	1830705	66283	original sample frame
HQ2190_aq	WVLKOK0013_2190_a	WVLKOK0013	2190_a	53165873	343711	original sample frame
HQ2190_aq	WVLKOK0014_2190_a	WVLKOK0014	2190_a	60586161	402780	original sample frame
HQ2190_aq	WVLKOK0017_2190_a	WVLKOK0017	2190_a	23197873	105273	original sample frame
HQ2190_aq	WVLKOK0019_2190_a	WVLKOK0019	2190_a	47312689	297109	original sample frame
HQ2190_aq	WVLKOK0028_2190_a	WVLKOK0028	2190_a	37550257	NA	original sample frame
HQ2190_aq	WVLKOK0029_2190_a	WVLKOK0029	2190_a	60094641	398827	original sample frame
HQ2190_aq	WVLKOK0053_2190_a	WVLKOK0053	2190_a	38072113	223740	original sample frame
HQ2190_aq	WVLKOK0063_2190_a	WVLKOK0063	2190_a	6057777	402715	original sample frame
HQ2190_aq	WVLKOK0065_2190_a	WVLKOK0065	2190_a	31258801	169296	original sample frame
HQ2190_aq	WVLKOK0068_2190_a	WVLKOK0068	2190_a	37484721	219062	original sample frame
HQ2190_aq	WVLKOK0078_2190_a	WVLKOK0078	2190_a	64253745	431784	original sample frame
HQ2190_aq	WVLKOK0089_2190_a	WVLKOK0089	2190_a	39796529	237485	original sample frame
HQ2190_aq	WVLKOK0111_2190_a	WVLKOK0111	2190_a	40800049	245493	original sample frame
HQ2190_aq	WVLKOK0116_2190_a	WVLKOK0116	2190_a	56490161	370171	original sample frame
HQ2190_aq	WVLKOK0124_2190_a	WVLKOK0124	2190_a	43859761	269819	original sample frame
HQ2190_aq	WVLKOK0125_2190_a	WVLKOK0125	2190_a	3567409	93288	original sample frame
HQ2190_aq	WVLKOK0127_2190_a	WVLKOK0127	2190_a	12384433	12384433	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0129_2190_a	WVLKOK0129	2190_a	56012593	366377	original sample frame
HQ2190_aq	WVLKOK0130_2190_a	WVLKOK0130	2190_a	8841393	471517	original sample frame
HQ2190_aq	WVLKOK0131_2190_a	WVLKOK0131	2190_a	22347569	22347569	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0132_2190_a	WVLKOK0132	2190_a	11353905	369802	original sample frame
HQ2190_aq	WVLKOK0139_2190_a	WVLKOK0139	2190_a	61405361	61405361	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0141_2190_a	WVLKOK0141	2190_a	48115505	303327	original sample frame
HQ2190_aq	WVLKOK0142_2190_a	WVLKOK0142	2190_a	15380273	15380273	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0143_2190_a	WVLKOK0143	2190_a	32354097	32354097	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0144_2190_a	WVLKOK0144	2190_a	36548401	36548401	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0145_2190_a	WVLKOK0145	2190_a	1371953	1371953	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0148_2190_a	WVLKOK0148	2190_a	13668145	311999	original sample frame
HQ2190_aq	WVLKOK0154_2190_a	WVLKOK0154	2190_a	10026801	10026801	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0155_2190_a	WVLKOK0155	2190_a	35192625	35192625	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0161_2190_a	WVLKOK0161	2190_a	52117297	52117297	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0162_2190_a	WVLKOK0162	2190_a	45825841	45825841	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0163_2190_a	WVLKOK0163	2190_a	64700209	64700209	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0164_2190_a	WVLKOK0164	2190_a	55848753	55848753	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0167_2190_a	WVLKOK0167	2190_a	59570353	59570353	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0189_2190_a	WVLKOK0189	2190_a	43808945	43808945	watersurfaces_hab_v4
HQ2190_aq	WVLKOK0207_2190_a	WVLKOK0207	2190_a	28196657	28196657	watersurfaces_hab_v4
HQ2190_aq	WVLMID0075_2190_a	WVLMID0075	2190_a	35480945	203046	original sample frame
HQ2190_aq	WVLMID0089_2190_a	WVLMID0089	2190_a	16222833	49647	original sample frame
HQ2190_aq	WVLMID0103_2190_a	WVLMID0103	2190_a	6774385	454995	original sample frame
HQ2190_aq	WVLMID0116_2190_a	WVLMID0116	2190_a	64061041	64061041	watersurfaces_hab_v4
HQ2190_aq	WVLMID0135_2190_a	WVLMID0135	2190_a	15099697	40575	original sample frame
HQ2190_aq	WVLMID0136_2190_a	WVLMID0136	2190_a	23166577	105001	original sample frame
HQ2190_aq	WVLMID0150_2190_a	WVLMID0150	2190_a	9594673	9594673	watersurfaces_hab_v4
HQ2190_aq	WVLMID0204_2190_a	WVLMID0204	2190_a	18054769	102845	original sample frame
HQ2190_aq	WVLMID0205_2190_a	WVLMID0205	2190_a	64323185	238665	original sample frame
HQ2190_aq	WVLMID0208_2190_a	WVLMID0208	2190_a	64138033	430881	original sample frame
HQ2190_aq	WVLMID0209_2190_a	WVLMID0209	2190_a	51555121	330910	original sample frame
HQ2190_aq	WVLMID0210_2190_a	WVLMID0210	2190_a	42117937	256032	original sample frame
HQ2190_aq	WVLMID0211_2190_a	WVLMID0211	2190_a	58895153	389408	original sample frame
HQ2190_aq	WVLMID0212_2190_a	WVLMID0212	2190_a	37923633	222534	original sample frame
HQ2190_aq	WVLMID0219_2190_a	WVLMID0219	2190_a	52644465	469568	original sample frame
HQ2190_aq	WVLMID0220_2190_a	WVLMID0220	2190_a	25381489	122822	original sample frame
HQ2190_aq	WVLMID0276_2190_a	WVLMID0276	2190_a	51013425	51013425	watersurfaces_hab_v4
HQ2190_aq	WVLMID0278_2190_a	WVLMID0278	2190_a	13060721	13060721	watersurfaces_hab_v4
