scheme	sampling_unit_code	point_code	type	grts_ranking	is_centroid	grts_ranking_draw	legacy_site	x	y
43	6139697_2190	6139697_1	20	6139697	1	6139697	0	33405.6	203406.1
43	6314677_2190	6314677_1	20	6314677	1	6314677	0	66077.6	224558.1
43	634673_2190	634673_1	20	634673	1	634673	0	33597.6	203630.1
43	6389361_2190	6389361_1	20	6389361	1	6389361	0	39901.6	208558.1
43	6420657_2190_mp	6420657_1	22	6420657	1	6420657	0	28733.6	200366.1
43	6444209_2190	6444209_1	20	6444209	1	6444209	0	22845.6	198446.1
43	6614833_2190	6614833_1	20	6614833	1	6614833	0	33245.6	203374.1
43	6640817_2190	6640817_1	20	6640817	1	6640817	0	22941.6	199054.1
43	6679861_2190	6679861_1	20	6679861	1	6679861	0	77277.6	227950.1
43	6679861_2190_mp	6679861_1	22	6679861	1	6679861	0	77277.6	227950.1
43	6902961_2190	6902961_1	20	6902961	1	6902961	0	22589.6	198798.1
43	7220533_2190	7220533_1	20	7220533	1	7220533	0	77213.6	227790.1
43	7302961_2190_mp	7302961_1	22	7302961	1	7302961	0	32477.6	203022.1
43	7330485_2190	7330485_1	20	7330485	1	7330485	0	65661.6	224430.1
43	7421237_2190	7421237_1	20	7421237	1	7421237	0	77629.6	227758.1
43	7705777_2190	7705777_1	20	7705777	1	7705777	0	23389.6	198286.1
43	7728437_2190	7728437_1	20	7728437	1	7728437	0	77213.6	227822.1
43	788593_2190_mp	788593_1	22	788593	1	788593	0	53085.6	217230.1
43	7951537_2190	7951537_1	20	7951537	1	7951537	0	22749.6	198766.1
43	8015925_2190	8015925_1	20	8015925	1	8015925	0	76797.6	226446.1
43	8157361_2190	8157361_1	20	8157361	1	8157361	0	29853.6	201774.1
43	8207669_2190	8207669_1	20	8207669	1	8207669	0	77341.6	227694.1
43	8379061_2190	8379061_1	20	8379061	1	8379061	0	65693.6	224398.1
43	8426673_2190	8426673_1	20	8426673	1	8426673	0	23837.6	198254.1
43	8641205_2190	8641205_1	20	8641205	1	8641205	0	66045.6	224558.1
43	8754353_2190	8754353_1	20	8754353	1	8754353	0	23389.6	198190.1
43	8846645_2190_mp	8846645_1	22	8846645	1	8846645	0	77917.6	227886.1
43	8885425_2190	8885425_1	20	8885425	1	8885425	0	23453.6	198958.1
43	9655473_2190	9655473_1	20	9655473	1	9655473	0	22493.6	198798.1
43	9737393_2190	9737393_1	20	9737393	1	9737393	0	23805.6	198510.1
43	9760561_2190	9760561_1	20	9760561	1	9760561	0	33053.6	203470.1
43	9960757_2190	9960757_1	20	9960757	1	9960757	0	78109.6	228334.1
43	dh_01	11413617_1	20	62580849	0	11413617	1	53686.4	216258.9
43	dh_04	7219313_1	20	54077553	0	7219313	1	53917.3	216284.4
43	dh_16	3025009_1	20	11413617	0	3025009	1	53819.1	215975.9
43	dp_03	999217_1	22	13899697	0	999217	1	30786.3	202189.5
43	ka_02	31575857_1	22	65130289	0	31575857	1	33514.1	204466.3
43	nd_14	6092977_1	22	56817841	0	6092977	1	28401.8	200851.5
43	nd_21	3995825_1	22	37550257	0	3995825	1	28463	200233.7
43	nd_22	2160817_1	22	28113073	0	2160817	1	28502.3	200315.8
43	ty_11	98_1	22	28700465	0	98	1	32606.2	203775.8
43	wz_03	414897_1	20	19027121	0	414897	1	22816.4	198402.6
43	wz_13	1266865_1	20	52270257	0	1266865	1	23278.2	198162
43	wz_15	677041_1	20	54891697	0	677041	1	23327.9	198167.8
43	wz_16	349361_1	20	10851505	0	349361	1	23518.3	198243.6
43	wz_31	873649_1	20	58496177	0	873649	1	23688.6	198220.3
43	zw_02	912693_1	22	56487221	0	912693	1	76831.7	227936.5
43	zw_08	3534133_2	22	23936309	0	3534133	1	77567.2	227699.9
43	zw_18	19463477_1	22	56425781	0	19463477	1	77814.4	227834.8
43	zw_31	458037_1	20	40467765	0	458037	1	78535.6	228097.4
44	102098_2310	102098_1	24	102098	1	102098	0	224477.6	192718.1
44	105682_2310	105682_1	24	105682	1	105682	0	225437.6	194286.1
44	106870_2310	106870_1	24	106870	1	106870	0	214173.6	210638.1
44	10706_2310	10706_1	24	10706	1	10706	0	227869.6	193454.1
44	109522_2310	109522_1	24	109522	1	109522	0	230269.6	196046.1
44	110646_2310	110646_1	24	110646	1	110646	0	195997.6	193326.1
44	112246_2310	112246_1	24	112246	1	112246	0	213469.6	202478.1
44	113846_2310	113846_1	24	113846	1	113846	0	209053.6	201070.1
44	115158_2310	115158_1	24	115158	1	115158	0	179709.6	218222.1
44	115422_2310	115422_1	24	115422	1	115422	0	153533.6	234190.1
44	116434_2310	116434_1	24	116434	1	116434	0	225885.558	189166.177
44	116946_2310	116946_1	24	116946	1	116946	0	219133.6	200782.1
44	117202_2310	117202_1	24	117202	1	117202	0	229949.6	193582.1
44	120274_2310	120274_1	24	120274	1	120274	0	231965.6	190446.1
44	124278_2310	124278_1	24	124278	1	124278	0	214109.6	216238.1
44	125394_2310	125394_1	24	125394	1	125394	0	226973.6	193230.1
44	13022_2310	13022_1	24	13022	1	13022	0	154013.6	231214.1
44	1340342_2310	1340342_1	24	1340342	1	1340342	0	217501.643	200110.216
44	134098_2310	134098_1	24	134098	1	134098	0	228733.6	194830.1
44	136402_2310	136402_1	24	136402	1	136402	0	219389.6	197646.1
44	13686_2310	13686_1	24	13686	1	13686	0	214493.6	216974.1
44	1380278_2310	1380278_1	24	1380278	1	1380278	0	218205.576	197582.042
44	1381302_2310	1381302_1	24	1381302	1	1381302	0	215773.588	200078.141
44	144094_2310	144094_1	24	144094	1	144094	0	153181.6	231726.1
44	146582_2310	146582_1	24	146582	1	146582	0	168573.6	205198.1
44	1487798_2310	1487798_1	24	1487798	1	1487798	0	218557.647	199630.093
44	15070_2310	15070_1	24	15070	1	15070	0	159101.6	227182.1
44	150902_2310	150902_1	24	150902	1	150902	0	215869.6	211982.1
44	151250_2310	151250_1	24	151250	1	151250	0	224445.6	193870.1
44	152786_2310	152786_1	24	152786	1	152786	0	220221.6	196526.1
44	154450_2310	154450_1	24	154450	1	154450	0	235709.6	195726.1
44	156382_2310	156382_1	24	156382	1	156382	0	155165.6	231022.1
44	157942_2310	157942_1	24	157942	1	157942	0	199741.6	213486.1
44	158002_2310	158002_1	24	158002	1	158002	0	225661.6	182094.1
44	160694_2310	160694_1	24	160694	1	160694	0	217117.6	199406.1
44	161398_2310	161398_1	24	161398	1	161398	0	213661.6	202574.1
44	162134_2310	162134_1	24	162134	1	162134	0	185469.6	188974.1
44	163538_2310	163538_1	24	163538	1	163538	0	225501.6	193038.1
44	166102_2310	166102_1	24	166102	1	166102	0	177597.6	217774.1
44	167286_2310	167286_1	24	167286	1	167286	0	215197.6	212398.1
44	1684406_2310	1684406_1	24	1684406	1	1684406	0	217661.597	199470.055
44	169170_2310	169170_1	24	169170	1	169170	0	219197.6	196558.1
44	174546_2310	174546_1	24	174546	1	174546	0	228061.6	192910.1
44	176182_2310	176182_1	24	176182	1	176182	0	195581.6	193102.1
44	176862_2310	176862_1	24	176862	1	176862	0	155069.6	231086.1
44	177078_2310	177078_1	24	177078	1	177078	0	218205.6	199470.1
44	177782_2310	177782_1	24	177782	1	177782	0	212797.6	203054.1
44	178102_2310	178102_1	24	178102	1	178102	0	213437.6	201998.1
44	179922_2310	179922_1	24	179922	1	179922	0	226653.6	193454.1
44	191442_2310	191442_1	24	191442	1	191442	0	228957.6	195086.1
44	191698_2310	191698_1	24	191698	1	191698	0	224445.6	194350.1
44	194486_2310	194486_1	24	194486	1	194486	0	214013.6	202126.1
44	196306_2310	196306_1	24	196306	1	196306	0	226461.6	192750.1
44	196594_2310	196594_1	24	196594	1	196594	0	239197.6	182382.1
44	199122_2310	199122_1	24	199122	1	199122	0	229821.6	193966.1
44	200758_2310	200758_1	24	200758	1	200758	0	196541.6	192302.1
44	20178_2310	20178_1	24	20178	1	20178	0	223997.6	193678.1
44	202194_2310	202194_1	24	202194	1	202194	0	231453.6	190094.1
44	206546_2310	206546_1	24	206546	1	206546	0	223005.551	189710.108
44	207314_2310	207314_1	24	207314	1	207314	0	228637.6	193422.1
44	214002_2310	214002_1	24	214002	1	214002	0	239005.6	182670.1
44	216786_2310	216786_1	24	216786	1	216786	0	224157.6	193038.1
44	216798_2310	216798_1	24	216798	1	216798	0	155325.6	229966.1
44	218322_2310	218322_1	24	218322	1	218322	0	220221.6	196846.1
44	219446_2310	219446_1	24	219446	1	219446	0	193661.6	192814.1
44	226230_2310	226230_1	24	226230	1	226230	0	216829.6	199726.1
44	226358_2310	226358_1	24	226358	1	226358	0	196925.6	189454.1
44	230110_2310	230110_1	24	230110	1	230110	0	154557.6	233358.1
44	232402_2310	232402_1	24	232402	1	232402	0	228445.6	195310.1
44	236754_2310	236754_1	24	236754	1	236754	0	225309.6	194542.1
44	23762_2310	23762_1	24	23762	1	23762	0	226109.6	194286.1
44	240466_2310	240466_1	24	240466	1	240466	0	237181.6	195214.1
44	241630_2310	241630_1	24	241630	1	241630	0	159069.6	226574.1
44	242294_2310	242294_1	24	242294	1	242294	0	217437.6	202510.1
44	242398_2310	242398_1	24	242398	1	242398	0	154621.6	231118.1
44	243318_2310	243318_1	24	243318	1	243318	0	213437.6	202766.1
44	245458_2310	245458_1	24	245458	1	245458	0	225853.6	193934.1
44	255350_2310	255350_1	24	255350	1	255350	0	214429.6	215534.1
44	256978_2310	256978_1	24	256978	1	256978	0	229565.601	195150.086
44	258782_2310	258782_1	24	258782	1	258782	0	153277.6	232430.1
44	261842_2310	261842_1	24	261842	1	261842	0	225853.6	192814.1
44	265170_2310	265170_1	24	265170	1	265170	0	228605.6	194158.1
44	266294_2310	266294_1	24	266294	1	266294	0	196573.6	192494.1
44	267190_2310	267190_1	24	267190	1	267190	0	216477.6	199758.1
44	267474_2310	267474_1	24	267474	1	267474	0	219133.6	197422.1
44	27090_2310	27090_1	24	27090	1	27090	0	227805.6	192878.1
44	275382_2310	275382_1	24	275382	1	275382	0	216893.6	198958.1
44	275830_2310	275830_1	24	275830	1	275830	0	214109.6	216814.1
44	27602_2310	27602_1	24	27602	1	27602	0	229373.6	194638.1
44	277214_2310	277214_1	24	277214	1	277214	0	158941.6	227278.1
44	279146_2310	279146_1	24	279146	1	279146	0	230333.6	220206.1
44	279478_2310	279478_1	24	279478	1	279478	0	215709.6	200718.1
44	281554_2310	281554_1	24	281554	1	281554	0	227133.6	194702.1
44	282678_2310	282678_1	24	282678	1	282678	0	196157.6	193518.1
44	28370_2310	28370_1	24	28370	1	28370	0	224925.6	189998.1
44	285522_2310	285522_1	24	285522	1	285522	0	235933.6	195342.1
44	285906_2310	285906_1	24	285906	1	285906	0	226013.6	194254.1
44	289234_2310	289234_1	24	289234	1	289234	0	227709.6	192654.1
44	289746_2310	289746_1	24	289746	1	289746	0	228893.6	194574.1
44	290870_2310	290870_1	24	290870	1	290870	0	194429.6	192334.1
44	292470_2310	292470_1	24	292470	1	292470	0	214365.6	202414.1
44	29406_2310	29406_1	24	29406	1	29406	0	154397.6	232526.1
44	294610_2310	294610_1	24	294610	1	294610	0	225245.6	193454.1
44	29622_2310	29622_1	24	29622	1	29622	0	217117.6	199886.1
44	296658_2310	296658_1	24	296658	1	296658	0	224925.6	189678.1
44	297234_2310	297234_1	24	297234	1	297234	0	223069.6	217422.1
44	297234_2310	297234_2	24	297234	0	297234	0	223061.826	217416.641
44	300242_2310	300242_1	24	300242	1	300242	0	218909.6	197038.1
44	302290_2310	302290_1	24	302290	1	302290	0	225053.6	194542.1
44	304338_2310	304338_1	24	304338	1	304338	0	220733.6	196910.1
44	306130_2310	306130_1	24	306130	1	306130	0	229981.6	195534.1
44	310994_2310	310994_1	24	310994	1	310994	0	226813.6	193646.1
44	315318_2310	315318_1	24	315318	1	315318	0	217277.6	196238.1
44	316022_2310	316022_1	24	316022	1	316022	0	215069.6	203214.1
44	316626_2310	316626_1	24	316626	1	316626	0	220509.6	197486.1
44	322002_2310	322002_1	24	322002	1	322002	0	227805.6	193678.1
44	324318_2310	324318_1	24	324318	1	324318	0	153853.6	231918.1
44	32466_2310	32466_1	24	32466	1	32466	0	224797.6	193358.1
44	330706_2310	330706_1	24	330706	1	330706	0	228157.6	194286.1
44	331702_2310	331702_1	24	331702	1	331702	0	218365.6	197454.1
44	332726_2310	332726_1	24	332726	1	332726	0	215581.6	200142.1
44	333010_2310	333010_1	24	333010	1	333010	0	219229.6	197422.1
44	33398_2310	33398_1	24	33398	1	33398	0	216765.6	205326.1
44	335826_2310	335826_1	24	335826	1	335826	0	234749.6	194830.1
44	338386_2310	338386_1	24	338386	1	338386	0	228829.6	193742.1
44	338898_2310	338898_1	24	338898	1	338898	0	229949.6	194702.1
44	340702_2310	340702_1	24	340702	1	340702	0	153629.6	231822.1
44	344694_2310	344694_1	24	344694	1	344694	0	217693.6	204302.1
44	345014_2310	345014_1	24	345014	1	345014	0	216381.6	200270.1
44	34514_2310	34514_1	24	34514	1	34514	0	225277.6	189806.1
44	347090_2310	347090_1	24	347090	1	347090	0	227357.6	194126.1
44	347858_2310	347858_1	24	347858	1	347858	0	224669.6	193166.1
44	349174_2310	349174_1	24	349174	1	349174	0	186173.6	210958.1
44	35030_2310	35030_1	24	35030	1	35030	0	177437.6	218222.1
44	355282_2310	355282_1	24	355282	1	355282	0	229277.6	194062.1
44	357302_2310	357302_1	24	357302	1	357302	0	216637.6	199406.1
44	35794_2310	35794_1	24	35794	1	35794	0	228317.6	195246.1
44	358610_2310	358610_1	24	358610	1	358610	0	218845.6	199758.1
44	359574_2310	359574_1	24	359574	1	359574	0	168765.551	205998.168
44	360146_2310	360146_1	24	360146	1	360146	0	225149.6	193550.1
44	362706_2310	362706_1	24	362706	1	362706	0	219869.6	200654.1
44	365778_2310	365778_1	24	365778	1	365778	0	219165.6	196782.1
44	371666_2310	371666_1	24	371666	1	371666	0	230301.6	195598.1
44	372790_2310	372790_1	24	372790	1	372790	0	195741.6	193326.1
44	373470_2310	373470_1	24	373470	1	373470	0	154717.6	231406.1
44	373686_2310	373686_1	24	373686	1	373686	0	217757.6	199182.1
44	374390_2310	374390_1	24	374390	1	374390	0	213469.6	202254.1
44	374994_2310	374994_1	24	374994	1	374994	0	218909.6	198190.1
44	376530_2310	376530_1	24	376530	1	376530	0	226109.6	193358.1
44	377566_2310	377566_1	24	377566	1	377566	0	153501.6	234222.1
44	380854_2310	380854_1	24	380854	1	380854	0	217053.6	196270.1
44	38098_2310	38098_1	24	38098	1	38098	0	218973.6	196686.1
44	384978_2310	384978_1	24	384978	1	384978	0	234205.6	195470.1
44	38610_2310	38610_1	24	38610	1	38610	0	224573.6	186798.1
44	386422_2310	386422_1	24	386422	1	386422	0	214333.6	216334.1
44	386770_2310	386770_1	24	386770	1	386770	0	224573.6	189678.1
44	387538_2310	387538_1	24	387538	1	387538	0	227165.6	193390.1
44	390930_2310	390930_1	24	390930	1	390930	0	218973.6	205006.1
44	396242_2310	396242_1	24	396242	1	396242	0	228701.6	194670.1
44	398262_2310	398262_1	24	398262	1	398262	0	216317.6	199566.1
44	398546_2310	398546_1	24	398546	1	398546	0	219261.6	197966.1
44	40146_2310	40146_1	24	40146	1	40146	0	224797.6	195022.1
44	4022_2310	4022_1	24	4022	1	4022	0	217885.6	197838.1
44	406238_2310	406238_1	24	406238	1	406238	0	153117.6	231502.1
44	409298_2310	409298_1	24	409298	1	409298	0	225693.6	192846.1
44	413394_2310	413394_1	24	413394	1	413394	0	224733.6	193582.1
44	416594_2310	416594_1	24	416594	1	416594	0	235901.6	195726.1
44	416978_2310	416978_1	24	416978	1	416978	0	226813.6	194030.1
44	420818_2310	420818_1	24	420818	1	420818	0	229693.6	194862.1
44	422838_2310	422838_1	24	422838	1	422838	0	217405.6	199310.1
44	423542_2310	423542_1	24	423542	1	423542	0	213853.6	202414.1
44	425682_2310	425682_1	24	425682	1	425682	0	225789.6	193102.1
44	428246_2310	428246_1	24	428246	1	428246	0	177405.6	217646.1
44	431030_2310	431030_1	24	431030	1	431030	0	215453.6	199982.1
44	433362_2310	433362_1	24	433362	1	433362	0	224797.6	194510.1
44	434877_2310	434877_1	24	434877	1	434877	0	152829.6	231726.1
44	436690_2310	436690_1	24	436690	1	436690	0	228221.6	192686.1
44	439006_2310	439006_1	24	439006	1	439006	0	154685.6	231086.1
44	455286_2310	455286_1	24	455286	1	455286	0	217885.6	202830.1
44	456630_2310	456630_1	24	456630	1	456630	0	213533.6	202030.1
44	45790_2310	45790_1	24	45790	1	45790	0	154429.6	231822.1
44	458462_2310	458462_1	24	458462	1	458462	0	154589.6	230766.1
44	458738_2310	458738_1	24	458738	1	458738	0	239229.6	182510.1
44	459222_2310	459222_1	24	459222	1	459222	0	178269.6	218254.1
44	461778_2310	461778_1	24	461778	1	461778	0	227965.6	194638.1
44	463798_2310	463798_1	24	463798	1	463798	0	215837.6	199214.1
44	464082_2310	464082_1	24	464082	1	464082	0	219133.6	197742.1
44	469458_2310	469458_1	24	469458	1	469458	0	228541.6	193166.1
44	471006_2310	471006_1	24	471006	1	471006	0	157981.6	226286.1
44	476086_2310	476086_1	24	476086	1	476086	0	215805.6	200622.1
44	478162_2310	478162_1	24	478162	1	478162	0	227549.6	194606.1
44	478930_2310	478930_1	24	478930	1	478930	0	223933.6	193486.1
44	480466_2310	480466_1	24	480466	1	480466	0	220669.6	196910.1
44	486354_2310	486354_1	24	486354	1	486354	0	229405.6	194510.1
44	488054_2310	488054_1	24	488054	1	488054	0	218173.6	203758.1
44	488158_2310	488158_1	24	488158	1	488158	0	154525.6	231982.1
44	488374_2310	488374_1	24	488374	1	488374	0	217021.6	199758.1
44	492470_2310	492470_1	24	492470	1	492470	0	215549.6	200398.1
44	493266_2310	493266_1	24	493266	1	493266	0	225661.6	189742.1
44	493782_2310	493782_1	24	493782	1	493782	0	176957.6	217774.1
44	496850_2310	496850_1	24	496850	1	496850	0	219101.6	196430.1
44	502226_2310	502226_1	24	502226	1	502226	0	228381.6	192558.1
44	504438_2310	504438_1	24	504438	1	504438	0	217309.6	202638.1
44	504542_2310	504542_1	24	504542	1	504542	0	154461.6	231214.1
44	5046_2310	5046_1	24	5046	1	5046	0	216093.6	200110.1
44	507602_2310	507602_1	24	507602	1	507602	0	226173.6	193710.1
44	51410_2310	51410_1	24	51410	1	51410	0	219293.6	200782.1
44	518610_2310	518610_1	24	518610	1	518610	0	227773.6	193390.1
44	520822_2310	520822_1	24	520822	1	520822	0	217821.6	202670.1
44	523986_2310	523986_1	24	523986	1	523986	0	226269.6	192526.1
44	524758_2310	524758_1	24	524758	1	524758	0	177917.6	218222.1
44	527314_2310	527314_1	24	527314	1	527314	0	228701.6	194510.1
44	529334_2310	529334_1	24	529334	1	529334	0	216157.6	199822.1
44	529618_2310	529618_1	24	529618	1	529618	0	219005.6	197262.1
44	532434_2310	532434_1	24	532434	1	532434	0	234045.6	194894.1
44	5330_2310	5330_1	24	5330	1	5330	0	218781.6	197454.1
44	534994_2310	534994_1	24	534994	1	534994	0	227997.6	193006.1
44	536542_2310	536542_1	24	536542	1	536542	0	158109.6	226126.1
44	539358_2310	539358_1	24	539358	1	539358	0	159197.6	226830.1
44	544466_2310	544466_1	24	544466	1	544466	0	223805.6	193806.1
44	547666_2310	547666_1	24	547666	1	547666	0	235645.6	195470.1
44	549494_2310	549494_1	24	549494	1	549494	0	215677.6	204622.1
44	551218_2310	551218_1	24	551218	1	551218	0	225181.6	182286.1
44	551890_2310	551890_1	24	551890	1	551890	0	229245.6	194862.1
44	554614_2310	554614_1	24	554614	1	554614	0	214237.6	202414.1
44	59858_2310	59858_1	24	59858	1	59858	0	227805.6	193870.1
44	62174_2310	62174_1	24	62174	1	62174	0	154109.6	231982.1
44	635830_2310	635830_1	24	635830	1	635830	0	217789.582	199502.146
44	66006_2310	66006_1	24	66006	1	66006	0	177725.6	217902.1
44	684982_2310	684982_1	24	684982	1	684982	0	217149.531	199214.085
44	69558_2310	69558_1	24	69558	1	69558	0	218205.6	197102.1
44	74429_2310	74429_1	24	74429	1	74429	0	152445.6	232814.1
44	76022_2310	76022_1	24	76022	1	76022	0	199197.6	213166.1
44	76754_2310	76754_1	24	76754	1	76754	0	230269.6	194702.1
44	816054_2310	816054_1	24	816054	1	816054	0	217341.59	200078.063
44	84946_2310	84946_1	24	84946	1	84946	0	227773.6	194158.1
44	85714_2310	85714_1	24	85714	1	85714	0	224605.6	193294.1
44	8893_2310	8893_1	24	8893	1	8893	0	152797.6	232782.1
44	90846_2310	90846_1	24	90846	1	90846	0	155389.6	231534.1
44	91510_2310	91510_1	24	91510	1	91510	0	214045.6	215502.1
44	93138_2310	93138_1	24	93138	1	93138	0	228893.6	194478.1
44	94942_2310	94942_1	24	94942	1	94942	0	154685.6	231918.1
44	95158_2310	95158_1	24	95158	1	95158	0	216893.6	199470.1
44	97910_2310	97910_1	24	97910	1	97910	0	210813.6	208750.1
44	98002_2310	98002_1	24	98002	1	98002	0	225245.6	193934.1
45	1000374_2330_bu	1000374_1	26	1000374	1	1000374	0	215901.6	200430.1
45	1003230_2330_bu	1003230_1	26	1003230	1	1003230	0	155389.6	230350.1
45	1004534_2330_bu	1004534_1	26	1004534	1	1004534	0	185885.6	210798.1
45	1012342_2330_bu	1012342_1	26	1012342	1	1012342	0	218589.6	204046.1
45	1012662_2330_bu	1012662_1	26	1012662	1	1012662	0	217021.6	199982.1
45	1020370_2330_bu	1020370_1	26	1020370	1	1020370	0	230941.6	189518.1
45	1026898_2330_bu	1026898_1	26	1026898	1	1026898	0	237245.6	195502.1
45	1027026_2330_bu	1027026_1	26	1027026	1	1027026	0	230461.6	195790.1
45	1028726_2330_bu	1028726_1	26	1028726	1	1028726	0	217405.6	202350.1
45	1043410_2330_bu	1043410_1	26	1043410	1	1043410	0	229821.6	195374.1
45	10520790_2330_dw	10520790_1	27	10520790	1	10520790	0	177597.6	218126.1
45	1053622_2330_bu	1053622_1	26	1053622	1	1053622	0	216285.6	200046.1
45	1056722_2330_bu	1056722_1	26	1056722	1	1056722	0	234397.6	194958.1
45	1065910_2330_bu	1065910_1	26	1065910	1	1065910	0	215965.6	200974.1
45	106870_2330_bu	106870_1	26	106870	1	106870	0	214173.6	210638.1
45	10705906_2330_dw	10705906_1	27	10705906	1	10705906	0	240861.6	180782.1
45	1076854_2330_bu	1076854_1	26	1076854	1	1076854	0	211965.6	208174.1
45	1077878_2330_bu	1077878_1	26	1077878	1	1077878	0	218045.6	203566.1
45	1078198_2330_bu	1078198_1	26	1078198	1	1078198	0	217277.6	199790.1
45	1085366_2330_bu	1085366_1	26	1085366	1	1085366	0	217213.6	197710.1
45	1086966_2330_bu	1086966_1	26	1086966	1	1086966	0	195869.6	204014.1
45	10914006_2330_dw	10914006_1	27	10914006	1	10914006	0	177213.6	217614.1
45	1092434_2330_bu	1092434_1	26	1092434	1	1092434	0	237245.6	195662.1
45	109522_2330_bu	109522_1	26	109522	1	109522	0	230269.6	196046.1
45	1099986_2330_bu	1099986_1	26	1099986	1	1099986	0	219229.6	200846.1
45	11024265_2330_dw	11024265_1	27	11024265	1	11024265	0	120189.6	188942.1
45	1110750_2330_bu	1110750_1	26	1110750	1	1110750	0	153949.6	232078.1
45	11145206_2330_dw	11145206_1	27	11145206	1	11145206	0	188061.6	216686.1
45	1114582_2330_bu	1114582_1	26	1114582	1	1114582	0	177853.6	217966.1
45	1119158_2330_bu	1119158_1	26	1119158	1	1119158	0	215965.6	200142.1
45	112246_2330_bu	112246_1	26	112246	1	112246	0	213469.6	202478.1
45	1123702_2330_bu	1123702_1	26	1123702	1	1123702	0	213149.6	215342.1
45	11240914_2330_dw	11240914_1	27	11240914	1	11240914	0	231421.6	193806.1
45	1131126_2330_bu	1131126_1	26	1131126	1	1131126	0	217885.6	204334.1
45	1131446_2330_bu	1131446_1	26	1131446	1	1131446	0	216221.6	200590.1
45	1140086_2330_bu	1140086_1	26	1140086	1	1140086	0	214173.6	215470.1
45	1140086_2330_bu	1140086_2	26	1500534	0	1140086	0	213981.479	215694.301
45	1143414_2330_bu	1143414_1	26	1143414	1	1143414	0	218077.6	204078.1
45	1143734_2330_bu	1143734_1	26	1143734	1	1143734	0	217053.6	199502.1
45	11503058_2330_dw	11503058_1	27	11503058	1	11503058	0	231389.6	193742.1
45	11548553_2330_dw	11548553_1	27	11548553	1	11548553	0	120061.6	188974.1
45	1160118_2330_bu	1160118_1	26	1160118	1	1160118	0	217949.6	199182.1
45	1160822_2330_bu	1160822_1	26	1160822	1	1160822	0	213373.6	202606.1
45	116946_2330_bu	116946_1	26	116946	1	116946	0	219133.6	200782.1
45	1172854_2330_bu	1172854_1	26	1172854	1	1172854	0	214173.6	216174.1
45	1172854_2330_bu	1172854_2	26	1631606	0	1172854	0	213981.633	216109.822
45	11754482_2330_dw	11754482_1	27	11754482	1	11754482	0	240733.6	180750.1
45	11796950_2330_dw	11796950_1	27	11796950	1	11796950	0	177789.6	218382.1
45	1180534_2330_bu	1180534_1	26	1180534	1	1180534	0	210141.6	208174.1
45	1196982_2330_bu	1196982_1	26	1196982	1	1196982	0	216317.6	201006.1
45	120274_2330_bu	120274_1	26	120274	1	120274	0	231965.6	190446.1
45	12028118_2330_dw	12028118_1	27	12028118	1	12028118	0	177085.6	217678.1
45	1208950_2330_bu	1208950_1	26	1208950	1	1208950	0	218525.6	203598.1
45	1209270_2330_bu	1209270_1	26	1209270	1	1209270	0	217149.6	199566.1
45	1209974_2330_bu	1209974_1	26	1209974	1	1209974	0	213629.6	202510.1
45	1213150_2330_bu	1213150_1	26	1213150	1	1213150	0	154493.6	233742.1
45	12213234_2330_dw	12213234_1	27	12213234	1	12213234	0	240637.6	180750.1
45	12224726_2330_dw	12224726_1	27	12224726	1	12224726	0	177469.6	218030.1
45	12230646_2330_dw	12230646_1	27	12230646	1	12230646	0	187901.6	216014.1
45	12250590_2330_dw	12250590_1	27	12250590	1	12250590	0	163549.6	227502.1
45	1225654_2330_bu	1225654_1	26	1225654	1	1225654	0	218333.6	199502.1
45	1226678_2330_bu	1226678_1	26	1226678	1	1226678	0	213373.6	202094.1
45	1234130_2330_bu	1234130_1	26	1234130	1	1234130	0	220541.6	197742.1
45	1241718_2330_bu	1241718_1	26	1241718	1	1241718	0	217629.6	203086.1
45	124278_2330_bu	124278_1	26	124278	1	124278	0	214109.6	216238.1
45	12486870_2330_dw	12486870_1	27	12486870	1	12486870	0	177405.6	217966.1
45	1250770_2330_bu	1250770_1	26	1250770	1	1250770	0	231581.6	189934.1
45	12508146_2330_dw	12508146_1	27	12508146	1	12508146	0	240829.6	180686.1
45	12526238_2330_dw	12526238_1	27	12526238	1	12526238	0	179965.6	222382.1
45	1258998_2330_bu	1258998_1	26	1258998	1	1258998	0	197213.6	205006.1
45	1259822_2330_bu	1259822_1	26	1259822	1	1259822	0	192253.6	232526.1
45	1262518_2330_bu	1262518_1	26	1262518	1	1262518	0	215901.6	200366.1
45	12664822_2330_dw	12664822_1	27	12664822	1	12664822	0	187837.6	217582.1
45	12701686_2330_dw	12701686_1	27	12701686	1	12701686	0	187933.6	217806.1
45	1272114_2330_bu	1272114_1	26	1272114	1	1272114	0	225373.6	182542.1
45	1272114_2330_dw	1272114_1	27	1272114	1	1272114	0	225373.582	182542.216
45	1274486_2330_bu	1274486_1	26	1274486	1	1274486	0	218301.6	204174.1
45	1274806_2330_bu	1274806_1	26	1274806	1	1274806	0	216797.6	199854.1
45	1280210_2330_bu	1280210_1	26	1280210	1	1280210	0	219837.6	200686.1
45	1284946_2330_bu	1284946_1	26	1284946	1	1284946	0	236797.6	196014.1
45	1285330_2330_bu	1285330_1	26	1285330	1	1285330	0	225469.6	194606.1
45	1287030_2330_bu	1287030_1	26	1287030	1	1287030	0	210141.6	208462.1
