scheme	sampling_unit_code	point_code	type	grts_ranking	is_centroid	grts_ranking_draw	legacy_site	x	y
37	1338805_1330_da	1338805_1	9	1338805	1	1338805	0	61661.6	221902.1
37	1338805_1330_da	1338805_2	9	1338805	0	1338805	0	61666.02	221899.89
37	1338805_1330_hpr	1338805_1	10	1338805	1	1338805	0	61661.6	221902.1
37	1346997_1330_hpr	1346997_1	10	1346997	1	1346997	0	62941.6	219726.1
37	1348277_1330_hpr	1348277_1	10	1348277	1	1348277	0	64029.6	219854.1
37	1373297_1330_hpr	1373297_1	10	1373297	1	1373297	0	53309.6	210766.1
37	1401857_1330_hpr	1401857_1	10	1401857	1	1401857	0	56669.6	216302.1
37	1403657_1330_hpr	1403657_1	10	1403657	1	1403657	0	104541.6	215534.1
37	1403657_1330_hpr	1403657_2	10	1403657	0	1403657	0	104551.74	215530.58
37	1410493_1330_hpr	1410493_1	10	1410493	1	1410493	0	141437.6	222574.1
37	1412533_1330_hpr	1412533_1	10	1412533	1	1412533	0	62333.6	220014.1
37	1433269_1330_hpr	1433269_1	10	1433269	1	1433269	0	69469.6	220494.1
37	1443841_1330_hpr	1443841_1	10	1443841	1	1443841	0	62973.6	211598.1
37	1456905_1330_hpr	1456905_1	10	1456905	1	1456905	0	107453.6	216622.1
37	1457153_1330_hpr	1457153_1	10	1457153	1	1457153	0	57405.6	212590.1
37	1461001_1330_hpr	1461001_1	10	1461001	1	1461001	0	106685.6	216334.1
37	1461001_1330_hpr	1461001_2	10	26626825	0	1461001	0	106732.09	216298.18
37	1486261_1330_hpr	1486261_1	10	1486261	1	1486261	0	62301.6	220942.1
37	1498805_1330_hpr	1498805_1	10	1498805	1	1498805	0	69917.6	219726.1
37	1503925_1330_hpr	1503925_1	10	1503925	1	1503925	0	63645.6	221102.1
37	1532081_1330_hpr	1532081_1	10	1532081	1	1532081	0	25213.6	196334.1
37	1547265_1330_hpr	1547265_1	10	1547265	1	1547265	0	56573.6	211758.1
37	1588225_1330_hpr	1588225_1	10	1588225	1	1588225	0	57213.6	212622.1
37	1588917_1330_hpr	1588917_1	10	1588917	1	1588917	0	69853.6	220718.1
37	1594037_1330_hpr	1594037_1	10	1594037	1	1594037	0	64317.6	219598.1
37	1610421_1330_hpr	1610421_1	10	1610421	1	1610421	0	64317.6	219630.1
37	1621505_1330_hpr	1621505_1	10	1621505	1	1621505	0	63037.6	211630.1
37	1653761_1330_hpr	1653761_1	10	1653761	1	1653761	0	56989.6	213326.1
37	1666049_1330_hpr	1666049_1	10	1666049	1	1666049	0	57117.6	212430.1
37	1667357_1330_hpr	1667357_1	10	1667357	1	1667357	0	96797.6	219694.1
37	1667357_1330_hpr	1667357_2	10	43610397	0	1667357	0	96887.88	219727.94
37	1679217_1330_hpr	1679217_1	10	1679217	1	1679217	0	48925.6	206702.1
37	168629_1330_hpr	168629_1	10	168629	1	168629	0	64989.6	220494.1
37	1700533_1330_hpr	1700533_1	10	1700533	1	1700533	0	63133.6	220686.1
37	1715637_1330_hpr	1715637_1	10	1715637	1	1715637	0	62621.6	222542.1
37	1715637_1330_hpr	1715637_2	10	52047285	0	1715637	0	62612.32	222519.61
37	1741493_1330_hpr	1741493_1	10	1741493	1	1741493	0	64765.6	220334.1
37	1750129_1330_hpr	1750129_1	10	1750129	1	1750129	0	54333.6	210510.1
37	1750129_1330_hpr	1750129_2	10	60470385	0	1750129	0	54366.24	210520.62
37	1760949_1330_hpr	1760949_1	10	1760949	1	1760949	0	69661.6	219758.1
37	1778609_1330_hpr	1778609_1	10	1778609	1	1778609	0	36029.6	199694.1
37	1781173_1330_hpr	1781173_1	10	1781173	1	1781173	0	62301.6	222030.1
37	1785525_1330_hpr	1785525_1	10	1785525	1	1785525	0	69181.6	220878.1
37	1785525_1330_hpr	1785525_2	10	1785525	0	1785525	0	69183	220871.56
37	1830325_1330_hpr	1830325_1	10	1830325	1	1830325	0	60957.6	221102.1
37	1830581_1330_hpr	1830581_1	10	1830581	1	1830581	0	68829.6	220622.1
37	1872565_1330_hpr	1872565_1	10	1872565	1	1872565	0	64125.6	219982.1
37	1879477_1330_hpr	1879477_1	10	1879477	1	1879477	0	62749.6	221262.1
37	1896305_1330_hpr	1896305_1	10	1896305	1	1896305	0	50237.6	209838.1
37	1928193_1330_hpr	1928193_1	10	1928193	1	1928193	0	56893.6	212078.1
37	193205_1330_hpr	193205_1	10	193205	1	193205	0	63869.6	220974.1
37	193649_1330_hpr	193649_1	10	193649	1	193649	0	53757.6	211086.1
37	1936821_1330_hpr	1936821_1	10	1936821	1	1936821	0	62397.6	219694.1
37	1936821_1330_hpr	1936821_2	10	1936821	0	1936821	0	62396.79	219689.51
37	1943625_1330_hpr	1943625_1	10	1943625	1	1943625	0	102045.6	217454.1
37	1945013_1330_hpr	1945013_1	10	1945013	1	1945013	0	62557.6	220910.1
37	1946625_1330_hpr	1946625_1	10	1946625	1	1946625	0	57117.6	215566.1
37	1962677_1330_hpr	1962677_1	10	1962677	1	1962677	0	63293.6	220686.1
37	1977781_1330_hpr	1977781_1	10	1977781	1	1977781	0	62557.6	222414.1
37	2018741_1330_hpr	2018741_1	10	2018741	1	2018741	0	61565.6	220238.1
37	2018749_1330_hpr	2018749_1	10	2018749	1	2018749	0	139677.6	220078.1
37	2024561_1330_hpr	2024561_1	10	2024561	1	2024561	0	51901.6	210766.1
37	2028657_1330_hpr	2028657_1	10	2028657	1	2028657	0	53373.6	211022.1
37	2036405_1330_hpr	2036405_1	10	2036405	1	2036405	0	63997.6	220526.1
37	2101941_1330_hpr	2101941_1	10	2101941	1	2101941	0	63069.6	220174.1
37	2109297_1330_hpr	2109297_1	10	2109297	1	2109297	0	50493.6	209262.1
37	2113205_1330_hpr	2113205_1	10	2113205	1	2113205	0	69821.6	221038.1
37	212661_1330_hpr	212661_1	10	212661	1	212661	0	69373.6	220910.1
37	212661_1330_hpr	212661_2	10	212661	0	212661	0	69383.71	220909.82
37	2133429_1330_hpr	2133429_1	10	2133429	1	2133429	0	62941.6	219950.1
37	2134709_1330_hpr	2134709_1	10	2134709	1	2134709	0	64477.6	219886.1
37	2143233_1330_hpr	2143233_1	10	2143233	1	2143233	0	57821.6	215918.1
37	2143345_1330_hpr	2143345_1	10	2143345	1	2143345	0	54589.6	210958.1
37	2239241_1330_hpr	2239241_1	10	2239241	1	2239241	0	104701.6	215438.1
37	2265781_1330_hpr	2265781_1	10	2265781	1	2265781	0	64893.6	220398.1
37	2272693_1330_hpr	2272693_1	10	2272693	1	2272693	0	62237.6	220814.1
37	2274305_1330_hpr	2274305_1	10	2274305	1	2274305	0	56861.6	216430.1
37	2333697_1330_hpr	2333697_1	10	2333697	1	2333697	0	56669.6	211790.1
37	2338229_1330_hpr	2338229_1	10	2338229	1	2338229	0	62173.6	221454.1
37	2364085_1330_hpr	2364085_1	10	2364085	1	2364085	0	63357.6	220558.1
37	2396853_1330_hpr	2396853_1	10	2396853	1	2396853	0	64125.6	219662.1
37	241077_1330_hpr	241077_1	10	241077	1	241077	0	61981.6	221518.1
37	2416309_1330_hpr	2416309_1	10	2416309	1	2416309	0	69629.6	219886.1
37	2421873_1330_hpr	2421873_1	10	2421873	1	2421873	0	53341.6	210862.1
37	242801_1330_hpr	242801_1	10	242801	1	242801	0	53917.6	210478.1
37	2459069_1330_hpr	2459069_1	10	2459069	1	2459069	0	141469.6	222574.1
37	2505729_1330_hpr	2505729_1	10	2505729	1	2505729	0	57437.6	212526.1
37	2514365_1330_hpr	2514365_1	10	2514365	1	2514365	0	138141.6	220526.1
37	2567605_1330_hpr	2567605_1	10	2567605	1	2567605	0	62173.6	221678.1
37	258741_1330_hpr	258741_1	10	258741	1	258741	0	63389.6	221390.1
37	2591601_1330_hpr	2591601_1	10	2591601	1	2591601	0	54205.6	210222.1
37	2595841_1330_hpr	2595841_1	10	2595841	1	2595841	0	56381.6	211854.1
37	2618037_1330_hpr	2618037_1	10	2618037	1	2618037	0	63229.6	221422.1
37	2618481_1330_hpr	2618481_1	10	2618481	1	2618481	0	53245.6	211214.1
37	2627657_1330_hpr	2627657_1	10	2627657	1	2627657	0	100957.6	216750.1
37	2658997_1330_hpr	2658997_1	10	2658997	1	2658997	0	64349.6	219822.1
37	2665909_1330_hpr	2665909_1	10	2665909	1	2665909	0	62717.6	221166.1
37	266933_1330_hpr	266933_1	10	266933	1	266933	0	63293.6	220430.1
37	2690485_1330_hpr	2690485_1	10	2690485	1	2690485	0	61757.6	219566.1
37	2703029_1330_hpr	2703029_1	10	2703029	1	2703029	0	69373.6	221326.1
37	2733169_1330_hpr	2733169_1	10	2733169	1	2733169	0	53981.6	210990.1
37	2735541_1330_hpr	2735541_1	10	2735541	1	2735541	0	60893.6	221006.1
37	2748273_1330_hpr	2748273_1	10	2748273	1	2748273	0	50205.6	209934.1
37	2764213_1330_hpr	2764213_1	10	2764213	1	2764213	0	62557.6	222542.1
37	2796981_1330_hpr	2796981_1	10	2796981	1	2796981	0	62045.6	220686.1
37	2804489_1330_hpr	2804489_1	10	2804489	1	2804489	0	107613.6	216302.1
37	2805181_1330_hpr	2805181_1	10	2805181	1	2805181	0	139645.6	219854.1
37	2809525_1330_hpr	2809525_1	10	2809525	1	2809525	0	69789.6	219822.1
37	2827185_1330_hpr	2827185_1	10	2827185	1	2827185	0	36093.6	199790.1
37	2829749_1330_hpr	2829749_1	10	2829749	1	2829749	0	62397.6	222030.1
37	2830389_1330_hpr	2830389_1	10	2830389	1	2830389	0	78845.6	223470.1
37	2862517_1330_hpr	2862517_1	10	2862517	1	2862517	0	62237.6	221390.1
37	2906805_1330_hpr	2906805_1	10	2906805	1	2906805	0	66173.6	224398.1
37	2908853_1330_hpr	2908853_1	10	2908853	1	2908853	0	65085.6	220238.1
37	2921141_1330_hpr	2921141_1	10	2921141	1	2921141	0	64221.6	219886.1
37	2925569_1330_hpr	2925569_1	10	2925569	1	2925569	0	56733.6	215374.1
37	2936245_1330_hpr	2936245_1	10	2936245	1	2936245	0	61725.6	219790.1
37	2936253_1330_hpr	2936253_1	10	2936253	1	2936253	0	139549.6	220142.1
37	2992201_1330_hpr	2992201_1	10	2992201	1	2992201	0	101981.6	217390.1
37	2993589_1330_hpr	2993589_1	10	2993589	1	2993589	0	62621.6	221038.1
37	299701_1330_hpr	299701_1	10	299701	1	299701	0	64253.6	219726.1
37	3010229_1330_hpr	3010229_1	10	3010229	1	3010229	0	68573.6	220622.1
37	3026357_1330_hpr	3026357_1	10	3026357	1	3026357	0	62717.6	222254.1
37	3038653_1330_hpr	3038653_1	10	3038653	1	3038653	0	137853.6	220462.1
37	304129_1330_hpr	304129_1	10	304129	1	304129	0	56829.6	215214.1
37	3046837_1330_hpr	3046837_1	10	3046837	1	3046837	0	60829.6	222094.1
37	3052213_1330_hpr	3052213_1	10	3052213	1	3052213	0	64829.6	220302.1
37	3054593_1330_hpr	3054593_1	10	3054593	1	3054593	0	56541.6	212366.1
37	3062785_1330_hpr	3062785_1	10	3062785	1	3062785	0	57437.6	213742.1
37	3067317_1330_hpr	3067317_1	10	3067317	1	3067317	0	61469.6	220302.1
37	3067325_1330_hpr	3067325_1	10	3067325	1	3067325	0	139613.6	219950.1
37	3073137_1330_hpr	3073137_1	10	3073137	1	3073137	0	51805.6	210798.1
37	3084981_1330_hpr	3084981_1	10	3084981	1	3084981	0	63997.6	220398.1
37	3093505_1330_hpr	3093505_1	10	3093505	1	3093505	0	58269.6	216302.1
37	3109889_1330_hpr	3109889_1	10	3109889	1	3109889	0	57181.6	215438.1
37	311349_1330_hpr	311349_1	10	311349	1	311349	0	78333.6	225742.1
37	3124661_1330_hpr	3124661_1	10	3124661	1	3124661	0	62301.6	221550.1
37	3142325_1330_hpr	3142325_1	10	3142325	1	3142325	0	63389.6	221422.1
37	3149493_1330_hpr	3149493_1	10	3149493	1	3149493	0	68605.6	221390.1
37	3150517_1330_hpr	3150517_1	10	3150517	1	3150517	0	63229.6	220334.1
37	3157873_1330_hpr	3157873_1	10	3157873	1	3157873	0	50589.6	209326.1
37	3161089_1330_hpr	3161089_1	10	3161089	1	3161089	0	57245.6	212814.1
37	3198389_1330_hpr	3198389_1	10	3198389	1	3198389	0	61693.6	219758.1
37	3214773_1330_hpr	3214773_1	10	3214773	1	3214773	0	61597.6	219598.1
37	3215029_1330_hpr	3215029_1	10	3215029	1	3215029	0	68765.6	220750.1
37	324721_1330_hpr	324721_1	10	324721	1	324721	0	53501.6	210894.1
37	3252081_1330_hpr	3252081_1	10	3252081	1	3252081	0	48893.6	206702.1
37	3263241_1330_hpr	3263241_1	10	3263241	1	3263241	0	107325.6	216302.1
37	3298997_1330_hpr	3298997_1	10	3298997	1	3298997	0	70397.6	224910.1
37	3309237_1330_hpr	3309237_1	10	3309237	1	3309237	0	71037.6	221166.1
37	331445_1330_hpr	331445_1	10	331445	1	331445	0	69117.6	221134.1
37	3316737_1330_hpr	3316737_1	10	3316737	1	3316737	0	56477.6	212142.1
37	3322993_1330_hpr	3322993_1	10	3322993	1	3322993	0	54301.6	210670.1
37	3347125_1330_hpr	3347125_1	10	3347125	1	3347125	0	63997.6	220334.1
37	3358389_1330_hpr	3358389_1	10	3358389	1	3358389	0	69213.6	221006.1
37	3359797_1330_hpr	3359797_1	10	3359797	1	3359797	0	72221.6	220814.1
37	3363893_1330_hpr	3363893_1	10	3363893	1	3363893	0	72093.6	220558.1
37	3378613_1330_hpr	3378613_1	10	3378613	1	3378613	0	62909.6	220398.1
37	3382273_1330_hpr	3382273_1	10	3382273	1	3382273	0	56829.6	211822.1
37	3383153_1330_hpr	3383153_1	10	3383153	1	3383153	0	48925.6	206894.1
37	3388529_1330_hpr	3388529_1	10	3388529	1	3388529	0	54013.6	210542.1
37	3427893_1330_hpr	3427893_1	10	3427893	1	3427893	0	80637.6	227278.1
37	3432449_1330_hpr	3432449_1	10	3432449	1	3432449	0	61533.6	215438.1
37	3445429_1330_hpr	3445429_1	10	3445429	1	3445429	0	64189.6	219758.1
37	3457077_1330_hpr	3457077_1	10	3457077	1	3457077	0	78205.6	225742.1
37	3470449_1330_hpr	3470449_1	10	3470449	1	3470449	0	53437.6	210702.1
37	3478197_1330_hpr	3478197_1	10	3478197	1	3478197	0	63997.6	219662.1
37	3492617_1330_hpr	3492617_1	10	3492617	1	3492617	0	106717.6	216014.1
37	3499009_1330_hpr	3499009_1	10	3499009	1	3499009	0	56797.6	216302.1
37	3509685_1330_hpr	3509685_1	10	3509685	1	3509685	0	62429.6	219918.1
37	3530421_1330_hpr	3530421_1	10	3530421	1	3530421	0	69629.6	220622.1
37	3640177_1330_hpr	3640177_1	10	3640177	1	3640177	0	54141.6	210190.1
37	3642037_1330_hpr	3642037_1	10	3642037	1	3642037	0	64125.6	220398.1
37	3666613_1330_hpr	3666613_1	10	3666613	1	3666613	0	63197.6	221550.1
37	3685377_1330_hpr	3685377_1	10	3685377	1	3685377	0	57341.6	212654.1
37	3732593_1330_hpr	3732593_1	10	3732593	1	3732593	0	53533.6	210702.1
37	37557_1330_hpr	37557_1	10	37557	1	37557	0	64349.6	219886.1
37	37557_1330_hpr	37557_2	10	37557	0	37557	0	64359.57	219885.44
37	3781745_1330_hpr	3781745_1	10	3781745	1	3781745	0	53853.6	211022.1
37	3797685_1330_hpr	3797685_1	10	3797685	1	3797685	0	63165.6	220878.1
37	3812105_1330_hpr	3812105_1	10	3812105	1	3812105	0	104893.6	215406.1
37	3863665_1330_hpr	3863665_1	10	3863665	1	3863665	0	53373.6	211246.1
37	3904181_1330_hpr	3904181_1	10	3904181	1	3904181	0	64189.6	220142.1
37	3927733_1330_hpr	3927733_1	10	3927733	1	3927733	0	68669.6	220526.1
37	3936949_1330_hpr	3936949_1	10	3936949	1	3936949	0	63229.6	220590.1
37	3946165_1330_hpr	3946165_1	10	3946165	1	3946165	0	70717.6	224718.1
37	3954357_1330_hpr	3954357_1	10	3954357	1	3954357	0	70813.6	224942.1
37	3968437_1330_hpr	3968437_1	10	3968437	1	3968437	0	62589.6	219886.1
37	3969717_1330_hpr	3969717_1	10	3969717	1	3969717	0	64029.6	220014.1
37	4042165_1330_hpr	4042165_1	10	4042165	1	4042165	0	62653.6	220942.1
37	4074933_1330_hpr	4074933_1	10	4074933	1	4074933	0	62653.6	222382.1
37	409269_1330_hpr	409269_1	10	409269	1	409269	0	69789.6	221230.1
37	4100789_1330_hpr	4100789_1	10	4100789	1	4100789	0	64957.6	220366.1
37	4121713_1330_hpr	4121713_1	10	4121713	1	4121713	0	51741.6	210766.1
37	4140469_1330_hpr	4140469_1	10	4140469	1	4140469	0	62269.6	221838.1
37	4142081_1330_hpr	4142081_1	10	4142081	1	4142081	0	58173.6	216302.1
37	4173237_1330_hpr	4173237_1	10	4173237	1	4173237	0	62365.6	221518.1
37	4174961_1330_hpr	4174961_1	10	4174961	1	4174961	0	54045.6	210446.1
37	4181429_1330_hpr	4181429_1	10	4181429	1	4181429	0	61341.6	220302.1
37	4190901_1330_hpr	4190901_1	10	4190901	1	4190901	0	63421.6	221614.1
37	4199093_1330_hpr	4199093_1	10	4199093	1	4199093	0	63197.6	220206.1
37	4210741_1330_hpr	4210741_1	10	4210741	1	4210741	0	78301.6	225774.1
37	4214089_1330_hpr	4214089_1	10	4214089	1	4214089	0	95677.6	217774.1
37	4231861_1330_hpr	4231861_1	10	4231861	1	4231861	0	64285.6	219950.1
37	4330165_1330_hpr	4330165_1	10	4330165	1	4330165	0	63005.6	219790.1
37	437685_1330_hpr	437685_1	10	437685	1	437685	0	62429.6	220942.1
37	437685_1330_hpr	437685_2	10	22195637	0	437685	0	62428.22	220892.11
37	4387509_1330_hpr	4387509_1	10	4387509	1	4387509	0	63805.6	220974.1
37	4406965_1330_hpr	4406965_1	10	4406965	1	4406965	0	69309.6	220974.1
37	4437105_1330_hpr	4437105_1	10	4437105	1	4437105	0	53981.6	210446.1
37	4453045_1330_hpr	4453045_1	10	4453045	1	4453045	0	63485.6	221358.1
37	4461237_1330_hpr	4461237_1	10	4461237	1	4461237	0	63261.6	220462.1
37	4462665_1330_hpr	4462665_1	10	4462665	1	4462665	0	101053.6	216942.1
37	4492725_1330_hpr	4492725_1	10	4492725	1	4492725	0	62909.6	219790.1
37	4494005_1330_hpr	4494005_1	10	4494005	1	4494005	0	64189.6	219694.1
37	4519025_1330_hpr	4519025_1	10	4519025	1	4519025	0	53469.6	210798.1
37	4547585_1330_hpr	4547585_1	10	4547585	1	4547585	0	56669.6	216430.1
37	455349_1330_hpr	455349_1	10	455349	1	455349	0	63613.6	221006.1
37	455349_1330_hpr	455349_2	10	455349	0	455349	0	63613.79	221017.26
37	4568177_1330_hpr	4568177_1	10	4568177	1	4568177	0	54109.6	211022.1
37	4578997_1330_hpr	4578997_1	10	4578997	1	4578997	0	69405.6	220526.1
37	4657845_1330_hpr	4657845_1	10	4657845	1	4657845	0	63709.6	220270.1
37	4666369_1330_hpr	4666369_1	10	4666369	1	4666369	0	58237.6	216206.1
37	4677809_1330_hpr	4677809_1	10	4677809	1	4677809	0	25309.6	196398.1
37	4689333_1330_hpr	4689333_1	10	4689333	1	4689333	0	62877.6	220334.1
37	470453_1330_hpr	470453_1	10	470453	1	470453	0	62141.6	221838.1
37	472065_1330_hpr	472065_1	10	472065	1	472065	0	58173.6	216238.1
37	4723381_1330_hpr	4723381_1	10	4723381	1	4723381	0	63293.6	220302.1
37	4733953_1330_hpr	4733953_1	10	4733953	1	4733953	0	57341.6	212558.1
37	4781169_1330_hpr	4781169_1	10	4781169	1	4781169	0	53533.6	210862.1
37	4799285_1330_hpr	4799285_1	10	4799285	1	4799285	0	80541.6	226414.1
37	4813085_1330_hpr	4813085_1	10	4813085	1	4813085	0	96797.6	219790.1
37	4828597_1330_hpr	4828597_1	10	4828597	1	4828597	0	62749.6	221102.1
37	4830321_1330_hpr	4830321_1	10	4830321	1	4830321	0	53789.6	211054.1
37	4846261_1330_hpr	4846261_1	10	4846261	1	4846261	0	63069.6	220686.1
37	4861365_1330_hpr	4861365_1	10	4861365	1	4861365	0	62525.6	222574.1
37	4894133_1330_hpr	4894133_1	10	4894133	1	4894133	0	62173.6	220846.1
37	4895857_1330_hpr	4895857_1	10	4895857	1	4895857	0	54365.6	210574.1
37	4931253_1330_hpr	4931253_1	10	4931253	1	4931253	0	69309.6	220814.1
37	495029_1330_hpr	495029_1	10	495029	1	495029	0	62877.6	220302.1
37	4961393_1330_hpr	4961393_1	10	4961393	1	4961393	0	54237.6	210670.1
37	4971189_1330_hpr	4971189_1	10	4971189	1	4971189	0	66045.6	224366.1
37	4992437_1330_hpr	4992437_1	10	4992437	1	4992437	0	62781.6	221934.1
37	5002933_1330_hpr	5002933_1	10	5002933	1	5002933	0	70781.6	224814.1
37	5006005_1330_hpr	5006005_1	10	5006005	1	5006005	0	65085.6	220366.1
37	52669_1330_hpr	52669_1	10	52669	1	52669	0	139293.6	220206.1
37	529077_1330_hpr	529077_1	10	529077	1	529077	0	63357.6	220270.1
37	540341_1330_hpr	540341_1	10	540341	1	540341	0	69693.6	220686.1
37	576949_1330_hpr	576949_1	10	576949	1	576949	0	61789.6	219886.1
37	586865_1330_hpr	586865_1	10	586865	1	586865	0	53629.6	210830.1
37	651957_1330_hpr	651957_1	10	651957	1	651957	0	63037.6	220654.1
37	667701_1330_hpr	667701_1	10	667701	1	667701	0	79005.6	223598.1
37	692917_1330_hpr	692917_1	10	692917	1	692917	0	64637.6	220302.1
37	695297_1330_hpr	695297_1	10	695297	1	695297	0	56765.6	211982.1
37	695297_1330_hpr	695297_2	10	695297	0	695297	0	56765.27	211970.46
37	699829_1330_hpr	699829_1	10	699829	1	699829	0	62141.6	220782.1
37	717937_1330_hpr	717937_1	10	717937	1	717937	0	53405.6	211374.1
37	732597_1330_hpr	732597_1	10	732597	1	732597	0	62429.6	222062.1
37	733237_1330_hpr	733237_1	10	733237	1	733237	0	78845.6	223630.1
37	734321_1330_hpr	734321_1	10	734321	1	734321	0	53309.6	211438.1
37	736949_1330_hpr	736949_1	10	736949	1	736949	0	69277.6	220878.1
37	736949_1330_hpr	736949_2	10	736949	0	736949	0	69278.75	220888.14
37	750593_1330_hpr	750593_1	10	750593	1	750593	0	57085.6	215438.1
37	758453_1330_hpr	758453_1	10	758453	1	758453	0	64029.6	220366.1
37	783029_1330_hpr	783029_1	10	783029	1	783029	0	63101.6	221326.1
37	791221_1330_hpr	791221_1	10	791221	1	791221	0	63005.6	220398.1
37	798133_1330_hpr	798133_1	10	798133	1	798133	0	62813.6	221934.1
37	801793_1330_hpr	801793_1	10	801793	1	801793	0	57053.6	212462.1
37	801793_1330_hpr	801793_2	10	34356225	0	801793	0	57082.42	212469.27
37	811701_1330_hpr	811701_1	10	811701	1	811701	0	65085.6	220302.1
37	81589_1330_hpr	81589_1	10	81589	1	81589	0	69309.6	221454.1
37	823989_1330_hpr	823989_1	10	823989	1	823989	0	64189.6	220110.1
37	830901_1330_hpr	830901_1	10	830901	1	830901	0	62781.6	221358.1
37	868021_1330_hpr	868021_1	10	868021	1	868021	0	69405.6	221262.1
37	890953_1330_hpr	890953_1	10	890953	1	890953	0	100829.6	217198.1
37	895049_1330_hpr	895049_1	10	895049	1	895049	0	102013.6	217454.1
37	908981_1330_hpr	908981_1	10	908981	1	908981	0	69373.6	220462.1
37	961973_1330_hpr	961973_1	10	961973	1	961973	0	62173.6	220942.1
37	970173_1330_hpr	970173_1	10	970173	1	970173	0	139581.6	220110.1
37	987829_1330_hpr	987829_1	10	987829	1	987829	0	63773.6	220462.1
37	996353_1330_hpr	996353_1	10	996353	1	996353	0	58173.6	216430.1
37	996353_1330_hpr	996353_2	10	8336385	0	996353	0	58170.93	216400.21
37	ZSCPQ007	61453757_1	9	61453757	0	NA	1	144113.49	222439.94
37	ZSCPQ009	15857085_1	9	15857085	0	NA	1	144006.26	220655.78
37	ZSCPQ158	39166397_2	9	39166397	0	NA	1	141888.67	225074.59
37	ZSCPQ159	39166397_3	9	39166397	0	NA	1	141894.81	225083.04
37	ZSCPQ160	9806269_1	9	9806269	0	NA	1	141904.23	225095.73
37	ZSCPQ162	21340605_1	9	21340605	0	NA	1	141922.85	225120.82
37	ZSCPQ171	60350909_1	9	60350909	0	NA	1	141486.52	225515.69
37	ZSCPQ172	7102909_1	9	7102909	0	NA	1	140943.83	226241.19
37	ZSCPQ173	23880125_1	9	23880125	0	NA	1	140949.45	226234.38
37	ZSCPQ174	52978109_1	9	52978109	0	NA	1	141142.6	226026.53
37	ZSCPQ175	14967229_1	9	14967229	0	NA	1	141254.53	225902.54
37	ZSCPQ176	60809661_1	9	60809661	0	NA	1	141031.32	225708.7
37	ZSCPQ177	44032445_1	9	44032445	0	NA	1	141053.63	225725.69
37	ZSCPQ178	44032445_2	9	44032445	0	NA	1	141056.27	225718.63
37	ZSCPQ179	44032445_3	9	44032445	0	NA	1	141057.05	225716.44
