scheme	sampling_unit_code	phab	certain	description_orig
HQ6230	1085366_6230_hn	20	TRUE	60% 2330_bu; 20% 2310; 20% 6230_hn
HQ6230	1095890_6230_hn	50	TRUE	50% rbbhc; 50% 6230_hn
HQ6230	1107666_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1115122_6230_hn	30	TRUE	40% gh; 30% 4030; 30% 6230_hn
HQ6230	1119442_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1135826_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1150886_6230_hmo	60	TRUE	60% 6230_hmo; 30% rbbhc; 10% rbbms
HQ6230	1152210_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	116950_6230_ha	80	TRUE	80% 6230_ha; 10% 6230_hn; 10% 2330_dw
HQ6230	1195526_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	1208662_6230_hmo	100	TRUE	100% 6230_hmo
HQ6230	1212382_6230_hn	100	TRUE	100% 6230_hn
HQ6230	1216210_6230_ha	60	TRUE	60% 6230_ha; 40% 4030
HQ6230	1216422_6230_hmo	70	TRUE	70% 6230_hmo; 30% rbbhc
HQ6230	1217746_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1231542_6230_ha	20	TRUE	60% gh; 20% 6230_ha; 20% rbbhc
HQ6230	1231662_6230_hn	60	TRUE	60% 6230_hn; 30% gh; 10% 6230_hmo
HQ6230	1249582_6230_ha	100	TRUE	100% 6230_ha; 0% 4030
HQ6230	1254486_6230_hmo	20	TRUE	80% gh_ae; 20% 6230_hmo
HQ6230	1255122_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1269458_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1320022_6230_hmo	20	TRUE	80% gh_ae; 20% 6230_hmo
HQ6230	1329801_6230	40	TRUE	40% 6230; 40% 6410_ve; 20% gh
HQ6230	1359838_6230_hn	70	TRUE	70% 6230_hn; 30% 4030
HQ6230	1373778_6230_hn	30	TRUE	70% 4030; 30% 6230_hn
HQ6230	1381510_6230_ha	40	TRUE	40% 6230_ha; 30% 9120_qb; 30% 4030
HQ6230	1381569_6230_hmo	30	TRUE	70% 6510_hu; 30% 6230_hmo
HQ6230	1392705_6230_hmo	20	TRUE	80% gh; 20% 6230_hmo
HQ6230	1395766_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	1397970_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1409089_6230_hmo	100	TRUE	100% 6230_hmo
HQ6230	141010_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1414354_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1428270_6230_hn	60	TRUE	60% 6230_hn; 30% gh; 10% 6230_hmo
HQ6230	1436718_6230_hmo	70	TRUE	70% 6230_hmo; 30% gh
HQ6230	1436882_6230_hmo	100	TRUE	100% 6230_hmo
HQ6230	1443378_6230_hn	20	TRUE	80% gh; 20% 6230_hn
HQ6230	1448238_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1452338_6230_hn	60	TRUE	60% 6230_hn; 40% 2310
HQ6230	1457206_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	1461302_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	1464626_6230_ha	30	TRUE	60% gh; 30% 6230_ha; 5% 6230_hn; 5% 6230_hmo
HQ6230	1470598_6230	20	TRUE	60% rbbsf; 20% 9120; 20% 6230
HQ6230	1474526_6230_hmo	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	1474526_6230_hn	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	1474694_6230_ha	30	TRUE	70% 6510_hu; 30% 6230_ha
HQ6230	1478582_6230_hn	100	TRUE	100% 6230_hn
HQ6230	1480198_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1508278_6230_hn	100	TRUE	100% 6230_hn
HQ6230	1530761_6230	40	TRUE	40% 6230; 40% 6410_ve; 20% gh
HQ6230	1531602_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1546542_6230_ha	80	TRUE	80% 6230_ha; 20% 4030
HQ6230	1563270_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	1566033_6230_hmo	100	TRUE	100% 6230_hmo
HQ6230	1582166_6230_hmo	30	TRUE	30% 3130_aom; 30% 6230_hmo; 10% 7140_meso; 10% 4010; 20% rbbso
HQ6230	158854_6230	100	FALSE	100% 6230,gh
HQ6230	1593478_6230_ha	70	TRUE	70% 6230_ha; 30% 4030
HQ6230	1594294_6230_hn	100	TRUE	100% 6230_hn
HQ6230	1608658_6230_hn	20	TRUE	70% gh; 20% 6230_hn; 10% 2310
HQ6230	1627010_6230_hn	20	TRUE	80% 6510_hu; 20% 6230_hn
HQ6230	1631954_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1634546_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	1646894_6230	90	FALSE	90% 6230,gh; 10% gh_ao
HQ6230	1660114_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1676498_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1691550_6230_hn	20	TRUE	80% gh; 20% 6230_hn
HQ6230	1703174_6230_ha	20	TRUE	60% gh; 20% 6230_ha; 10% 6510_hu; 10% rbbsp
HQ6230	1711014_6230_ha	30	TRUE	40% 6230_hmo; 30% 6230_ha; 30% 6510_hu
HQ6230	1711014_6230_hmo	40	TRUE	40% 6230_hmo; 30% 6230_ha; 30% 6510_hu
HQ6230	1713874_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1719814_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	1723446_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	1742034_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1766190_6230_hn	60	TRUE	60% 6230_hn; 30% gh; 10% 6230_hmo
HQ6230	178390_6230_hmo	70	TRUE	70% 6230_hmo; 30% rbbhc
HQ6230	1793746_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1799154_6230_hn	100	TRUE	100% 6230_hn
HQ6230	1802206_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1826514_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1859078_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	1869878_6230_hn	100	TRUE	100% 6230_hn
HQ6230	187014_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	1871798_6230_hn	20	TRUE	60% 2330_bu; 20% 2310; 20% 6230_hn
HQ6230	1877714_6230_hn	30	TRUE	70% 4030; 30% 6230_hn
HQ6230	1884126_6230_hmo	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	1884126_6230_hn	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	1887022_6230	100	TRUE	100% 6230
HQ6230	1890606_6230_hn	100	TRUE	100% 6230_hn
HQ6230	1898142_6230_ha	100	TRUE	100% 6230_ha
HQ6230	1905874_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1922258_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1933238_6230_hn	30	TRUE	70% gh; 30% 6230_hn
HQ6230	1938642_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	1944110_6230_ha	100	TRUE	100% 6230_ha
HQ6230	19510_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	1951958_6230_ha	95	TRUE	95% 6230_ha; 5% 2330_dw
HQ6230	1985590_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	2002502_6230_ha	70	TRUE	70% 6230_ha; 30% 4030
HQ6230	2004178_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	201006_6230_ha	100	TRUE	100% 6230_ha; 0% 4030
HQ6230	2016242_6230_ha	40	TRUE	55% gh; 40% 6230_ha; 5% 4030
HQ6230	2016390_6230	30	TRUE	70% 4030; 30% 6230
HQ6230	2025526_6230_ha	30	TRUE	70% gh; 30% 6230_ha
HQ6230	2028745_6230_hn	40	TRUE	40% 6230_hn; 60% gh
HQ6230	2042414_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2070830_6230_ha	100	TRUE	100% 6230_ha
HQ6230	207406_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2080902_6230_ha	80	TRUE	80% 6230_ha; 20% 4030
HQ6230	2085022_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2088658_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2103598_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2116662_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	2127698_6230_hn	70	TRUE	70% 6230_hn; 30% gh
HQ6230	2133734_6230_ha	70	TRUE	70% 6230_ha; 30% 6230_hmo
HQ6230	2133734_6230_hmo	30	TRUE	70% 6230_ha; 30% 6230_hmo
HQ6230	2133926_6230_hmo	70	TRUE	70% 6230_hmo; 30% rbbms
HQ6230	2133942_6230_hn	20	TRUE	60% 2330_bu; 20% 2310; 20% 6230_hn
HQ6230	2135094_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2156242_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2163698_6230_hn	30	TRUE	40% gh; 30% 4030; 30% 6230_hn
HQ6230	2168018_6230_ha	100	TRUE	100% 6230_ha
HQ6230	217078_6230_hmo	20	TRUE	80% 6410_ve; 20% 6230_hmo
HQ6230	2179137_6230_hn	20	TRUE	60% gh; 20% 6230_hn; 20% 4030
HQ6230	2181769_6230	40	TRUE	40% 6230; 40% 6410_ve; 20% gh
HQ6230	2186758_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	2192370_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2193710_6230_ha	20	TRUE	70% 4030; 20% 6230_ha; 10% gh
HQ6230	2200786_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	220882_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2235558_6230_ha	20	TRUE	80% rbbkam; 20% 6230_ha
HQ6230	2238162_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2238470_6230_ha	30	TRUE	70% 4030; 30% 6230_ha
HQ6230	2247734_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	2264998_6230_hmo	70	TRUE	70% 6230_hmo; 30% rbbhc
HQ6230	2265330_6230_ha	30	TRUE	70% gh; 30% 6230_ha; 0% rbbsp
HQ6230	2318034_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2334854_6230_hmo	30	TRUE	70% 7140_meso; 30% 6230_hmo
HQ6230	2340910_6230_ha	30	TRUE	70% gh; 30% 6230_ha
HQ6230	2349702_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	2378377_6230	40	TRUE	40% 6230; 40% 6410_ve; 20% gh
HQ6230	2379910_6230_ha	60	TRUE	60% 6230_ha; 20% 4030; 20% gh_ha
HQ6230	2388102_6230_hn	40	TRUE	40% 6230_hn; 40% 6410_ve; 20% gh
HQ6230	2408414_6230_hn	70	TRUE	70% 6230_hn; 30% 4030
HQ6230	2422354_6230_hn	30	TRUE	70% 4030; 30% 6230_hn
HQ6230	2438198_6230_hmo	70	TRUE	70% 6230_hmo; 30% 6410_ve; 0% 7140
HQ6230	2441398_6230_hn	20	TRUE	60% gh; 20% 6230_hn; 20% rbbhc
HQ6230	244358_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	2444342_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	2446546_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2457526_6230_hn	30	TRUE	70% gh; 30% 6230_hn
HQ6230	245894_6230_ha	70	TRUE	70% 6230_ha; 30% 4030
HQ6230	2461998_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2462930_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2471214_6230	100	FALSE	100% 6230,gh
HQ6230	2478470_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2480774_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	2485458_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2505782_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	251182_6230_ha	30	TRUE	70% gh; 30% 6230_ha
HQ6230	2513202_6230_ha	30	TRUE	60% gh; 30% 6230_ha; 5% 6230_hn; 5% 6230_hmo
HQ6230	2528466_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2530822_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	2562350_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2572274_6230_hn	25	TRUE	60% 4030; 25% 6230_hn; 10% gh; 5% 2330_dw
HQ6230	2579337_6230	40	TRUE	40% 6230; 40% 6410_ve; 20% gh
HQ6230	2594374_6230_ha	20	TRUE	80% 4030; 20% 6230_ha
HQ6230	2594438_6230_ha	80	TRUE	80% 6230_ha; 10% 4030; 10% gh
HQ6230	2599986_6230_hn	15	TRUE	50% 9120_qb; 15% 9160; 15% 6230_hn; 10% 6230_hmo; 10% 6230_ha
HQ6230	2611846_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	2614609_6230_hmo	100	TRUE	100% 6230_hmo
HQ6230	2626770_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2630742_6230_hmo	30	TRUE	30% 3130_aom; 30% 6230_hmo; 10% 7140_meso; 10% 4010; 20% rbbso
HQ6230	2634738_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2637569_6230_hmo	80	TRUE	80% 6230_hmo; 10% 6230_hn; 10% gh; 0% 4030
HQ6230	2642054_6230_ha	70	TRUE	70% 6230_ha; 30% 4030
HQ6230	2642870_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2673454_6230_hn	60	TRUE	60% 6230_hn; 30% gh; 10% 6230_hmo
HQ6230	2677038_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2680530_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2692306_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2695470_6230	90	FALSE	90% 6230,gh; 10% gh_ao
HQ6230	2708690_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2724850_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2725074_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2738390_6230_ha	80	TRUE	80% 6230_ha; 10% 6230_hn; 10% 2330_dw
HQ6230	2750598_6230	30	FALSE	70% rbbmr; 30% 6230,6410
HQ6230	2751750_6230_ha	20	TRUE	60% gh; 20% 6230_ha; 10% 6510_hu; 10% rbbsp
HQ6230	2762450_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2768390_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	2785266_6230_hn	25	TRUE	60% 4030; 25% 6230_hn; 10% gh; 5% 2330_dw
HQ6230	2813697_6230_hmo	20	TRUE	60% gh; 20% 6230_hn; 20% 6230_hmo
HQ6230	2813697_6230_hn	20	TRUE	60% gh; 20% 6230_hn; 20% 6230_hmo
HQ6230	282802_6230_hnk	30	TRUE	70% 6510_hu; 30% 6230_hnk; 0% rbbsp
HQ6230	2828846_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2842322_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2847730_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2850782_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2850870_6230_hmo	70	TRUE	70% 6230_hmo; 30% 6410_ve; 0% 7140
HQ6230	2867166_6230_hn	70	TRUE	70% 6230_hn; 30% 4030
HQ6230	2875090_6230_ha	100	TRUE	100% 6230_ha
HQ6230	2899462_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	2899713_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2903094_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	2918454_6230_hn	100	TRUE	100% 6230_hn
HQ6230	2940982_6230_ha	60	TRUE	60% 6230_ha; 20% gh; 20% 3130
HQ6230	2950130_6230_ha	70	TRUE	70% 6230_ha; 30% gh
HQ6230	2954450_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2957614_6230	100	FALSE	100% 6230,gh
HQ6230	2961473_6230_hmo	20	TRUE	80% gh; 20% 6230_hmo
HQ6230	2965638_6230	30	TRUE	70% gh; 30% 6230
HQ6230	2970834_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	2972806_6230_ha	70	TRUE	70% 6230_ha; 30% rbbsg
HQ6230	2981953_6230_hmo	28	TRUE	70% 4010; 28% 6230_hmo; 1% 3130; 1% 7150
HQ6230	2987218_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3002670_6230_hmo	50	TRUE	50% 4010; 50% 6230_hmo
HQ6230	300649_6230_ha	70	TRUE	70% 6230_ha; 30% 6230_hmo
HQ6230	300649_6230_hmo	30	TRUE	70% 6230_ha; 30% 6230_hmo
HQ6230	3023926_6230_hn	30	TRUE	70% gh; 30% 6230_hn
HQ6230	3034166_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	3090990_6230_ha	100	TRUE	100% 6230_ha
HQ6230	309458_6230_hmo	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	309458_6230_hn	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	3099602_6230_hn	30	TRUE	70% 2310; 30% 6230_hn
HQ6230	311262_6230_hn	70	TRUE	70% 6230_hn; 30% 4030
HQ6230	3119406_6230_ha	100	TRUE	100% 6230_ha
HQ6230	3129478_6230_ha	80	TRUE	80% 6230_ha; 20% 4030
HQ6230	3129622_6230_hmo	100	TRUE	100% 6230_hmo; 0% rbbms
HQ6230	3134649_6230_hmo	100	FALSE	100% 6230_hmo,bos
HQ6230	3134674_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3137234_6230_ha	100	TRUE	100% 6230_ha
HQ6230	315329_6230	100	TRUE	100% 6230
HQ6230	315694_6230_ha	50	TRUE	50% 6230_ha; 50% gh
HQ6230	3165238_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	3204818_6230_ha	100	TRUE	100% 6230_ha
HQ6230	3206738_6230_ha	30	TRUE	40% gh; 30% 6230_ha; 30% 6230_hn
HQ6230	3206738_6230_hn	30	TRUE	40% gh; 30% 6230_ha; 30% 6230_hn
HQ6230	3210502_6230_ha	20	TRUE	60% gh; 20% 6230_ha; 10% 6510_hu; 10% rbbsp
HQ6230	3216594_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3224562_6230_hn	100	TRUE	100% 6230_hn
HQ6230	3227713_6230_hn	100	TRUE	100% 6230_hn
HQ6230	323154_6230_ha	30	TRUE	40% gh; 30% 6230_ha; 30% 6230_hn
HQ6230	323154_6230_hn	30	TRUE	40% gh; 30% 6230_ha; 30% 6230_hn
HQ6230	3232978_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3240946_6230_hn	30	TRUE	40% gh; 30% 4030; 30% 6230_hn
HQ6230	3249362_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3273046_6230_ha	30	TRUE	40% 4030; 30% 6230_ha; 25% 6230_hmo; 3% 4010; 2% 3130_aom
HQ6230	3273046_6230_hmo	25	TRUE	40% 4030; 30% 6230_ha; 25% 6230_hmo; 3% 4010; 2% 3130_aom
HQ6230	3276198_6230_hmo	20	TRUE	50% 6230_hn; 30% gh; 20% 6230_hmo
HQ6230	3276198_6230_hn	50	TRUE	50% 6230_hn; 30% gh; 20% 6230_hmo
HQ6230	3286738_6230_ha	100	TRUE	100% 6230_ha
HQ6230	3292678_6230_ha	20	TRUE	80% gh; 20% 6230_ha
HQ6230	3296310_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	3313906_6230_ha	30	TRUE	70% gh; 30% 6230_ha; 0% rbbsp
HQ6230	332786_6230	100	FALSE	100% 6230,gh
HQ6230	3332742_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	3343922_6230_hn	20	TRUE	80% gh; 20% 6230_hn
HQ6230	3351638_6230_hmo	20	TRUE	80% gh_ae; 20% 6230_hmo
HQ6230	3363798_6230_hn	20	TRUE	80% gh; 20% 6230_hn
HQ6230	3366610_6230_ha	100	TRUE	100% 6230_ha
HQ6230	3390086_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	3398278_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	3405958_6230_hmo	70	TRUE	70% 6230_hmo; 30% 4030,bos
HQ6230	340978_6230_hn	100	TRUE	100% 6230_hn
HQ6230	3424742_6230_hmo	60	TRUE	60% 6230_hmo; 20% 6230_hn; 10% 6230_ha; 5% 2330_dw; 5% 4030
HQ6230	3424742_6230_hn	20	TRUE	60% 6230_hmo; 20% 6230_hn; 10% 6230_ha; 5% 2330_dw; 5% 4030
HQ6230	3456990_6230_hmo	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	3456990_6230_hn	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	3458233_6230_ha	100	TRUE	100% 6230_ha
HQ6230	3478662_6230_ha	40	TRUE	40% 6230_ha; 30% 9120_qb; 30% 4030
HQ6230	3489857_6230_hn	40	TRUE	60% gh; 40% 6230_hn
HQ6230	349394_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3504430_6230_ha	20	TRUE	70% 4030; 20% 6230_ha; 10% gh
HQ6230	3511506_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3524822_6230_ha	80	TRUE	80% 6230_ha; 10% 6230_hn; 10% 2330_dw
HQ6230	3534418_6230_ha	30	TRUE	40% gh; 30% 6230_ha; 30% 6230_hn
HQ6230	3534418_6230_hn	30	TRUE	40% gh; 30% 6230_ha; 30% 6230_hn
HQ6230	3569490_6230_hn	70	TRUE	70% 6230_hn; 30% gh
HQ6230	3571846_6230_ha	20	TRUE	60% rbbsg; 20% 6230_ha; 20% gh
HQ6230	3585750_6230_hmo	20	TRUE	60% rbbhc; 20% rbbms; 20% 6230_hmo
HQ6230	3600726_6230_hmo	25	TRUE	40% 4030; 30% 6230_ha; 25% 6230_hmo; 3% 4010; 2% 3130_aom
HQ6230	3637234_6230_hn	25	TRUE	60% 4030; 25% 6230_hn; 10% gh; 5% 2330_dw
HQ6230	3641270_6230_hn	20	TRUE	60% 2330_bu; 20% 2310; 20% 6230_hn
HQ6230	3649502_6230_hn	70	TRUE	70% 6230_hn; 30% 4030
HQ6230	3705810_6230_hn	20	TRUE	70% gh; 20% 6230_hn; 10% 2310
HQ6230	3734950_6230_hmo	20	TRUE	50% 6230_hn; 30% gh; 20% 6230_hmo
HQ6230	3740882_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3741830_6230_hmo	30	TRUE	70% 6410_ve; 30% 6230_hmo
HQ6230	3757266_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	3768454_6230_hn	100	TRUE	100% 6230_hn
HQ6230	3773650_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	379094_6230_ha	80	TRUE	80% 6230_ha; 10% 6230_hn; 10% 2330_dw
HQ6230	3800486_6230_hmo	20	TRUE	50% 6230_hn; 30% gh; 20% 6230_hmo
HQ6230	3821746_6230_hnk	70	TRUE	70% 6230_hnk; 30% 6510_huk
HQ6230	3862273_6230_hmo	20	TRUE	60% gh; 20% 6230_hn; 20% 6230_hmo
HQ6230	3936150_6230_hmo	60	TRUE	60% 6230_hmo; 20% rbbhc; 20% rbbms
HQ6230	3968934_6230_hmo	70	TRUE	70% 6230_hmo; 30% 4030,bos
HQ6230	398529_6230_hmo	20	TRUE	60% gh; 20% 6510_hu; 20% 6230_hmo
HQ6230	4010049_6230_hmo	20	TRUE	80% gh; 20% 6230_hmo
HQ6230	404473_6230_ha	100	TRUE	100% 6230_ha
HQ6230	4059478_6230_hmo	25	TRUE	40% 4030; 30% 6230_ha; 25% 6230_hmo; 3% 4010; 2% 3130_aom
HQ6230	408630_6230_hn	80	TRUE	80% 6230_hn; 20% 4030
HQ6230	412726_6230_hn	80	TRUE	80% 6230_hn; 20% 6510_hu
HQ6230	414646_6230_hn	100	TRUE	100% 6230_hn
HQ6230	4168838_6230_hmo	30	TRUE	70% gh; 30% 6230_hmo
HQ6230	4178198_6230_hmo	100	TRUE	100% 6230_hmo; 0% rbbms
HQ6230	423762_6230_hn	70	TRUE	70% 6230_hn; 30% gh
HQ6230	4255489_6230_hmo	20	TRUE	60% gh; 20% 6230_hn; 20% 6230_hmo
HQ6230	4269009_6230_hmo	20	TRUE	60% 4010; 20% 4030; 20% 6230_hmo
HQ6230	430006_6230_hn	100	TRUE	100% 6230_hn
HQ6230	4370774_6230_hmo	25	TRUE	70% 7140_cl; 25% 6230_hmo; 5% 6410_mo; 0% 3130_aom; 0% rbbmr
HQ6230	4372694_6230_hmo	70	TRUE	70% 6230_hmo; 30% rbbhc
HQ6230	442742_6230	100	FALSE	100% 6230,6410
HQ6230	4465750_6230_hmo	20	TRUE	80% gh_ae; 20% 6230_hmo
HQ6230	4472577_6230_hmo	40	TRUE	40% 6230_hn; 40% 6230_hmo; 20% gh
HQ6230	4494953_6230_hmo	30	TRUE	70% 6230_ha; 30% 6230_hmo
HQ6230	4503762_6230_hmo	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	4717782_6230_hmo	30	TRUE	70% gh; 30% 6230_hmo
HQ6230	4727894_6230_hmo	20	TRUE	80% gh_ae; 20% 6230_hmo
HQ6230	4790406_6230_hmo	30	TRUE	70% 6410_ve; 30% 6230_hmo
HQ6230	4796481_6230_hmo	20	TRUE	80% gh; 20% 6230_hmo
HQ6230	480306_6230_ha	40	TRUE	40% 6230_ha; 30% 6230_hn; 30% 6410_mo; 0% rbbsp
HQ6230	480306_6230_hn	30	TRUE	40% 6230_ha; 30% 6230_hn; 30% 6410_mo; 0% rbbsp
HQ6230	4849062_6230_hmo	20	TRUE	50% 6230_hn; 30% gh; 20% 6230_hmo
HQ6230	487606_6230_hmo	20	TRUE	60% 4010; 20% rbbhc; 20% 6230_hmo
HQ6230	489298_6230_hn	30	TRUE	70% gh; 30% 6230_hn
HQ6230	4962514_6230_hmo	50	TRUE	50% 6230_hmo; 50% 6230_hn
HQ6230	500782_6230_hn	75	TRUE	75% 6230_hn; 25% 6410_ve
HQ6230	5031922_6230_hmo	65	TRUE	65% 6230_hmo; 35% 4010
HQ6230	5036590_6230_hmo	30	TRUE	70% 6230_hn; 30% 6230_hmo
HQ6230	513234_6230_hn	20	TRUE	80% 4030; 20% 6230_hn
HQ6230	5140354_6230_hnk	20	TRUE	60% gh; 20% 6510_hu; 20% 6230_hnk
HQ6230	514694_6230_ha	20	TRUE	60% gh; 20% rbbsp; 20% 6230_ha
HQ6230	5173590_6230_hmo	25	TRUE	40% 4030; 30% 6230_ha; 25% 6230_hmo; 3% 4010; 2% 3130_aom
HQ6230	5194450_6230_hmo	70	TRUE	70% 6230_hmo; 30% 7140,rbbms
HQ6230	523478_6230_hmo	70	TRUE	70% 6230_hmo; 30% gh; 0% gh_ao
HQ6230	5237494_6230_hmo	100	TRUE	100% 6230_hmo
HQ6230	530734_6230_ha	100	TRUE	100% 6230_ha
