scheme	sampling_unit_code	phab	certain	description_orig
HQ1330	1335297_1330_hpr	40	TRUE	60% gh; 40% 1330_hpr
HQ1330	1338805_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1346997_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1348277_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	1373297_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1401857_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1403657_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1410493_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1412533_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	1433269_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	1443841_1330_hpr	20	TRUE	60% gh; 20% rbbhc; 20% 1330_hpr
HQ1330	1456905_1330_hpr	30	TRUE	60% gh; 30% 1330_hpr; 5% 1310_pol; 5% rbbah
HQ1330	1457153_1330_hpr	78	TRUE	78% 1330_hpr; 2% 1310_pol; 20% rbbmr
HQ1330	1461001_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1486261_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1498805_1330_hpr	20	TRUE	75% gh; 20% 1330_hpr; 5% 1310_pol
HQ1330	1503925_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	1532081_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1547265_1330_hpr	25	TRUE	45% rbbkam; 30% rbbzil; 25% 1330_hpr
HQ1330	1588225_1330_hpr	18	TRUE	45% rbbkam; 35% rbbzil; 18% 1330_hpr; 2% rbbah
HQ1330	1588917_1330_hpr	40	TRUE	60% 1310_pol; 40% 1330_hpr
HQ1330	1594037_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1610421_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1621505_1330_hpr	20	TRUE	60% gh; 20% rbbhc; 20% 1330_hpr
HQ1330	1653761_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	1666049_1330_hpr	78	TRUE	78% 1330_hpr; 2% 1310_pol; 20% rbbmr
HQ1330	1667357_1330_hpr	25	TRUE	70% gh; 25% 1330_hpr; 5% 1310_pol
HQ1330	1679217_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	168629_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1700533_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1715637_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1741493_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1750129_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	1760949_1330_hpr	30	TRUE	70% gh; 30% 1310,1330_hpr
HQ1330	1778609_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1781173_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1785525_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	1830325_1330_hpr	30	TRUE	70% rbbkam; 30% 1330_hpr
HQ1330	1830581_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	1872565_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	1879477_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1896305_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1928193_1330_hpr	40	TRUE	45% rbbzil; 40% 1330_hpr; 15% rbbmr
HQ1330	193205_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	193649_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbah
HQ1330	1936821_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1943625_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbmr
HQ1330	1945013_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1946625_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1962677_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	1977781_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2018741_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2018749_1330_hpr	80	TRUE	80% 1330_hpr; 20% rbbzil
HQ1330	2024561_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	2028657_1330_hpr	20	TRUE	60% gh; 20% rbbmr; 20% 1330_hpr
HQ1330	2036405_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2101941_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2109297_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2113205_1330_hpr	20	TRUE	30% 1310_pol; 20% 1330_hpr; 25% rbbah; 25% gh
HQ1330	212661_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	2133429_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2134709_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2143233_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	2143345_1330_hpr	20	TRUE	60% gh; 20% rbbmr; 20% 1330_hpr
HQ1330	2239241_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2265781_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2272693_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2274305_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2333697_1330_hpr	20	TRUE	80% rbbkam; 20% 1330_hpr
HQ1330	2338229_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	2364085_1330_hpr	30	TRUE	65% gh; 30% 1330_hpr; 5% rbbah
HQ1330	2396853_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	241077_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2416309_1330_hpr	30	TRUE	70% gh; 30% 1310,1330_hpr
HQ1330	2421873_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	242801_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2459069_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2505729_1330_hpr	78	TRUE	78% 1330_hpr; 2% 1310_pol; 20% rbbmr
HQ1330	2514365_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2567605_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	258741_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	2591601_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2595841_1330_hpr	20	TRUE	80% rbbkam; 20% 1330_hpr
HQ1330	2618037_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	2618481_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2627657_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 15% rbbmr; 5% 1310_pol; 0% rbbah
HQ1330	2658997_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2665909_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	266933_1330_hpr	30	TRUE	65% gh; 30% 1330_hpr; 5% rbbah
HQ1330	2690485_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2703029_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	2733169_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbah
HQ1330	2735541_1330_hpr	30	TRUE	70% rbbkam; 30% 1330_hpr
HQ1330	2748273_1330_hpr	70	TRUE	70% 1330_hpr; 30% rbbmr
HQ1330	2764213_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2796981_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2804489_1330_hpr	50	TRUE	50% 1330_hpr; 50% gh
HQ1330	2805181_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2809525_1330_hpr	30	TRUE	70% gh; 30% 1310,1330_hpr
HQ1330	2827185_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2829749_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2830389_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2862517_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	2906805_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	2908853_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2921141_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2925569_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2936245_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	2936253_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	2992201_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbmr
HQ1330	2993589_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	299701_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3010229_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	3026357_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3038653_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	304129_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3046837_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3052213_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3054593_1330_hpr	50	TRUE	50% 1330_hpr; 20% 1310_pol; 30% rbbah
HQ1330	3062785_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3067317_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3067325_1330_hpr	80	TRUE	80% 1330_hpr; 20% rbbzil
HQ1330	3073137_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	3084981_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	3093505_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbzil
HQ1330	3109889_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	311349_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol; 0% gh_ae
HQ1330	3124661_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	3142325_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	3149493_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3150517_1330_hpr	30	TRUE	65% gh; 30% 1330_hpr; 5% rbbah
HQ1330	3157873_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3161089_1330_hpr	18	TRUE	45% rbbkam; 35% rbbzil; 18% 1330_hpr; 2% rbbah
HQ1330	3198389_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3214773_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3215029_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	324721_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3252081_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3263241_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3298997_1330_hpr	60	TRUE	60% 1310,1330_hpr; 30% gh; 10% rbbmr
HQ1330	3309237_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	331445_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3316737_1330_hpr	20	TRUE	80% rbbkam; 20% 1330_hpr
HQ1330	3322993_1330_hpr	20	TRUE	50% rbbah; 30% rbbmr; 20% 1330_hpr
HQ1330	3347125_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3358389_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	3359797_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	3363893_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	3378613_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	3382273_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	3383153_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3388529_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3427893_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3432449_1330_hpr	40	TRUE	60% gh; 40% 1330_hpr
HQ1330	3445429_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3457077_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol; 0% gh_ae
HQ1330	3470449_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3478197_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3492617_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbzil
HQ1330	3499009_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3509685_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3530421_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	3640177_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3642037_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	3666613_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	3685377_1330_hpr	18	TRUE	45% rbbkam; 35% rbbzil; 18% 1330_hpr; 2% rbbah
HQ1330	3732593_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	37557_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3781745_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbah
HQ1330	3797685_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3812105_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3863665_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3904181_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	3927733_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	3936949_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3946165_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	3954357_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3968437_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	3969717_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	4042165_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4074933_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	409269_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	4100789_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4121713_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	4140469_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4142081_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbzil
HQ1330	4173237_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	4174961_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4181429_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4190901_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	4199093_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4210741_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol; 0% gh_ae
HQ1330	4214089_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4231861_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4330165_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	437685_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4387509_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4406965_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	4437105_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4453045_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	4461237_1330_hpr	30	TRUE	65% gh; 30% 1330_hpr; 5% rbbah
HQ1330	4462665_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 15% rbbmr; 5% 1310_pol; 0% rbbah
HQ1330	4492725_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4494005_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4519025_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4547585_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	455349_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	4568177_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	4578997_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	4657845_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4666369_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbzil
HQ1330	4677809_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4689333_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	470453_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	472065_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbzil
HQ1330	4723381_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4733953_1330_hpr	78	TRUE	78% 1330_hpr; 2% 1310_pol; 20% rbbmr
HQ1330	4781169_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4799285_1330_hpr	20	TRUE	60% gh; 20% 6430_mr; 20% 1330_hpr
HQ1330	4813085_1330_hpr	25	TRUE	70% gh; 25% 1330_hpr; 5% 1310_pol
HQ1330	4828597_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4830321_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbah
HQ1330	4846261_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4861365_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4894133_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4895857_1330_hpr	20	TRUE	50% rbbah; 30% rbbmr; 20% 1330_hpr
HQ1330	4931253_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	495029_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	4961393_1330_hpr	20	TRUE	50% rbbah; 30% rbbmr; 20% 1330_hpr
HQ1330	4971189_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	4992437_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	5002933_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	5006005_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	52669_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	529077_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbah; 0% rbbmr
HQ1330	540341_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	576949_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	586865_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	651957_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	667701_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	692917_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	695297_1330_hpr	40	TRUE	40% rbbzil; 40% 1330_hpr; 20% rbbmr
HQ1330	699829_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	717937_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	732597_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	733237_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	734321_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	736949_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr; 0% gh_ae
HQ1330	750593_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	758453_1330_hpr	15	TRUE	80% gh; 15% 1330_hpr; 5% 1310_pol
HQ1330	783029_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	791221_1330_hpr	30	TRUE	70% rbbkam; 30% 1330_hpr
HQ1330	798133_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	801793_1330_hpr	78	TRUE	78% 1330_hpr; 2% 1310_pol; 20% rbbmr
HQ1330	811701_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	81589_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	823989_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% 1310_pol
HQ1330	830901_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	868021_1330_hpr	20	TRUE	80% gh; 20% 1330_hpr
HQ1330	890953_1330_hpr	25	TRUE	70% gh; 25% 1330_hpr; 5% 1310_pol; 0% rbbah
HQ1330	895049_1330_hpr	20	TRUE	70% gh; 20% 1330_hpr; 10% rbbmr
HQ1330	908981_1330_hpr	100	TRUE	100% 1330_hpr
HQ1330	961973_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	970173_1330_hpr	80	TRUE	80% 1330_hpr; 20% rbbzil
HQ1330	987829_1330_hpr	30	TRUE	70% gh; 30% 1330_hpr
HQ1330	996353_1330_hpr	20	TRUE	60% gh; 20% 1330_hpr; 20% rbbzil
HQ1330	ZSCPQ007	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ009	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ158	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ159	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ160	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ162	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ171	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ172	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ173	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ174	100	TRUE	100% 1130; 100% 1320
HQ1330	ZSCPQ175	100	TRUE	NA
HQ1330	ZSCPQ176	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ177	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ178	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ179	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ180	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ181	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ182	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ183	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ184	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ185	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ186	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ188	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ189	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ190	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ192	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ193	100	TRUE	100% 1130; 100% 1330_da
HQ1330	ZSCPQ194	100	TRUE	100% 1130; 100% rbbmr
HQ1330	ZSCPQ195	100	TRUE	100% 1130; 100% 1330_da
