point_code	type_target	is_type_target	type_observed	assessment_date	assessment_source	x	y	inaccessible	fieldwork_team
1037522_2	6230_hn	TRUE	6230_hn	2018-07-12	field assessment	219714.59	197117.83	NA	inbo
1037749_1	2160	NA	NA	NA	NA	58685.6	220878.1	NA	inbo
1038513_1	2160	NA	NA	NA	NA	26141.6	200398.1	NA	inbo
10395846_1	6510_hus	NA	NA	NA	NA	162973.6	184206.1	NA	anb
1040518_1	6230_hn	TRUE	6230_hn	2017-06-29	field assessment	180381.75	184494	NA	inbo
1040561_1	2130_had	NA	NA	NA	NA	24378.4	196422.5	NA	inbo
1042034_1	6510_huk	FALSE	gh	2014-06-02	field assessment	224317.6	166254.1	NA	anb
1043410_1	2330_bu	TRUE	2330_bu	2017-07-28	field assessment	229821.595	195374.083	NA	anb
104342_1	91E0_vc	FALSE	NA	2015-04-23	field assessment	168189.6	211694.1	NA	anb
104342_2	91E0_vc	TRUE	91E0_vc	2015-04-23	field assessment	168183.537	211702.171	NA	anb
1044273_1	2120	NA	NA	NA	NA	32541.6	203726.1	NA	inbo
1045173_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	63357.6	221486.1	NA	inbo
1045617_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	53181.6	211118.1	NA	inbo
1046098_1	6230_ha	FALSE	NA	2017-01-01	field assessment	239229.6	186670.1	NA	inbo
1046098_1	6230_hn	FALSE	NA	2017-01-01	field assessment	239229.6	186670.1	NA	inbo
1046134_1	7140_oli	NA	NA	2016-01-01	NA	214077.6	203694.1	long term	inbo
1046321_1	2130_hd	NA	NA	NA	NA	35097.8	206041.7	NA	inbo
104670_1	4010	FALSE	NA	2014-01-01	orthophoto	163005.6	226542.1	NA	anb
104670_1	4030	FALSE	NA	2014-01-01	orthophoto	163005.6	226542.1	NA	anb
1047861_1	2130_hd	NA	NA	NA	NA	78299.8	228442.4	NA	inbo
1048049_1	6510_hua	FALSE	NA	2014-06-18	field assessment	43549.6	187726.1	NA	anb
1048049_2	6510_hua	FALSE	gh	2014-06-18	field assessment	43550.012	187722.192	NA	anb
10486273_1	9120	NA	NA	NA	NA	69942.2	215179.8	NA	anb
10497585_1	2170	NA	NA	NA	NA	30141.6	202766.1	NA	inbo
105_1	2170	TRUE	2170	2018-08-24	field assessment	32861.6	203694.1	NA	inbo
105006_1	4010	FALSE	gh	2016-10-28	field assessment	195293.524	225358.121	NA	anb
1050737_1	2130_hd	NA	NA	NA	NA	52797.6	217070.1	NA	inbo
10508981_1	2190	NA	NA	NA	NA	66173.6	224558.1	NA	inbo
10513_1	9130_end	TRUE	9130_end	2019-04-15	field assessment	36349.484	165037.938	NA	anb
10516657_1	2170	NA	NA	NA	NA	29725.6	202030.1	NA	inbo
10520790_1	2330_dw	NA	NA	NA	NA	177597.6	218126.1	NA	anb
1052582_1	6510_hu	TRUE	6510_hu	2018-05-31	field assessment	185885.642	181038.138	NA	anb
10530377_1	9120	NA	NA	NA	NA	93958.5	206688.1	NA	anb
10530898_1	6120	FALSE	NA	2015-01-01	field assessment	250173.6	197038.1	NA	inbo
1053365_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	63005.6	220302.1	NA	inbo
1053622_1	2330_bu	TRUE	2330_bu	2017-08-29	field assessment	216285.582	200046.162	NA	anb
105458_1	4030	FALSE	NA	2016-01-01	orthophoto	239613.6	180142.1	NA	anb
10548630_1	9120	NA	NA	NA	NA	156942.1	212179.6	NA	anb
1055218_1	6120	NA	NA	NA	NA	244573.6	181422.1	NA	inbo
1056722_1	2330_bu	FALSE	9 : bossen	2017-07-07	field assessment	234397.062	194958.257	NA	anb
10567473_1	2170	NA	NA	NA	NA	30333.6	202318.1	NA	inbo
105682_1	2310	TRUE	2310	2014-09-08	field assessment	225437.587	194286.099	NA	anb
1057081_1	91E0_vc	NA	NA	NA	NA	131197.6	155502.1	NA	anb
10574382_1	6410_ve	NA	NA	NA	NA	194173.6	225134.1	NA	inbo
1057969_1	2160	NA	NA	NA	NA	24541.6	198798.1	NA	inbo
10593414_1	6410_mo	FALSE	NA	2015-01-01	field assessment	181309.6	181550.1	NA	inbo
106_1	2170	NA	NA	2018-01-01	field assessment	33149.6	202894.1	NA	inbo
1060149_1	2180	NA	NA	NA	NA	76989.6	226798.1	NA	inbo
1060401_1	2160	NA	NA	NA	NA	29981.6	202894.1	NA	inbo
10622226_1	6510_hus	TRUE	6510_hus	2018-06-14	field assessment	219133.608	217454.109	NA	anb
1062514_1	6510_hu	TRUE	6510_hu	2020-05-27	field assessment	226461.416	166958.433	NA	anb
1062930_1	6410_mo	TRUE	6410_mo	2016-07-28	field assessment	231069.59	204398.11	NA	inbo
1062930_1	6410_ve	FALSE	6410_mo	2016-07-28	field assessment	231069.59	204398.11	NA	inbo
1065910_1	2330_bu	TRUE	2330_bu	2017-07-31	field assessment	215965.595	200973.854	NA	anb
106614_1	4010	TRUE	4010	2016-11-17	field assessment	205629.517	211502.033	NA	anb
1067986_1	6230_hn	FALSE	NA	2017-01-01	field assessment	227325.6	194862.1	NA	inbo
106870_1	2310	FALSE	NA	2014-01-01	orthophoto	214173.6	210638.1	NA	anb
106870_1	2330_bu	FALSE	NA	2014-01-01	orthophoto	214173.6	210638.1	NA	anb
1068793_1	6510_hu	TRUE	6510_hu	2020-05-27	field assessment	124285.592	182606.023	NA	anb
1069225_1	6510_hu	FALSE	NA	2018-01-01	field assessment	133341.6	193934.1	NA	anb
1069233_1	2160	NA	NA	NA	NA	23645.6	198062.1	NA	inbo
107_1	2170	TRUE	2170	2018-09-20	field assessment	32445.6	202926.1	NA	inbo
10705906_1	2330_dw	NA	NA	NA	NA	240861.6	180782.1	NA	anb
10706_1	2310	TRUE	2310	2015-06-01	field assessment	227869.592	193454.114	NA	anb
107126_1	4030	FALSE	NA	2016-01-01	orthophoto	215037.6	204590.1	NA	anb
10717462_1	6510_hus	TRUE	6510_hus	2019-05-16	field assessment	164413.571	187182.118	NA	anb
1071797_1	2190	NA	NA	NA	NA	66269.6	224590.1	NA	inbo
1074353_1	2130_hd	NA	NA	NA	NA	24317.6	199342.1	NA	inbo
1076661_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	61789.6	221902.1	NA	inbo
10766985_1	6410_mo	FALSE	NA	2016-06-09	field assessment	112125.6	193358.1	NA	inbo
10766985_1	6410_ve	FALSE	NA	2016-06-09	field assessment	112125.6	193358.1	NA	inbo
10766985_2	6410_mo	TRUE	6410_mo	2016-06-09	field assessment	112125.81	193388.31	NA	inbo
10766985_2	6410_ve	FALSE	6410_mo	2016-06-09	field assessment	112125.81	193388.31	NA	inbo
1076854_1	2330_bu	TRUE	2330_bu	2016-10-04	field assessment	211965.947	208174.512	NA	anb
107697_1	2180	NA	NA	NA	NA	25885.6	198830.1	NA	inbo
10774_1	6510_hu	FALSE	gh	2014-01-01	field assessment	158205.6	196462.1	NA	anb
10776710_1	6410_ve	NA	NA	NA	NA	178237.6	184142.1	NA	inbo
1077878_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	218045.6	203566.1	NA	anb
1078198_1	2330_bu	FALSE	4030	2018-08-22	field assessment	217277.5	199790.158	NA	anb
107830_1	7140_meso	FALSE	NA	2018-05-30	field assessment	193405.6	189422.1	NA	inbo
107830_2	7140_meso	TRUE	7140_meso	2018-05-30	field assessment	193442.42	189439.39	NA	inbo
1078674_1	7140_meso	FALSE	NA	2017-01-01	field assessment	251293.6	206798.1	NA	inbo
10791922_1	6120	FALSE	NA	2018-01-01	field assessment	243069.6	178318.1	NA	inbo
1079473_1	2130_hd	NA	NA	NA	NA	29949.6	202094.1	NA	inbo
1079473_1	2170	NA	NA	NA	NA	29949.6	202094.1	NA	inbo
107957_1	2180	NA	NA	NA	NA	55419.5	218288.1	NA	inbo
108_1	2170	TRUE	2170	2018-08-24	field assessment	32989.6	203886.1	NA	inbo
1080629_1	2160	NA	NA	NA	NA	78365.6	228622.1	NA	inbo
1080817_1	6510_hua	FALSE	NA	2014-06-18	field assessment	43485.6	187662.1	NA	anb
1080817_2	6510_hua	FALSE	onbekend	2014-06-18	field assessment	43486.116	187658.152	NA	anb
1081137_1	2120	NA	NA	NA	NA	30845.6	203470.1	NA	inbo
1081137_1	2160	NA	NA	NA	NA	30845.6	203470.1	NA	inbo
10812725_1	2190	NA	NA	NA	NA	77341.6	227950.1	NA	inbo
10818737_1	2170	NA	NA	NA	NA	23517.6	199310.1	NA	inbo
1082294_1	6230_hn	FALSE	NA	2017-01-01	field assessment	215069.6	201070.1	NA	inbo
10824641_1	6410_ve	NA	NA	NA	NA	72893.6	205582.1	NA	inbo
10834_1	91E0_vm	FALSE	geen habitat 	2015-01-01	field assessment	237757.6	193198.1	NA	anb
10841_1	9130_end	FALSE	onbekend - niet toegankelijk/weigering	2015-01-01	NA	110941.6	181614.1	long term	anb
1085366_1	2330_bu	TRUE	2330_bu	2017-07-20	field assessment	217213.629	197710.367	NA	anb
1085366_1	6230_hn	FALSE	NA	2017-07-31	field assessment	217213.6	197710.1	NA	inbo
1085366_2	6230_hn	TRUE	6230_hn	2017-07-31	field assessment	217214.9	197709.73	NA	inbo
1085493_1	2130_had	NA	NA	NA	NA	76221.6	226286.1	NA	inbo
1085493_1	2130_hd	NA	NA	NA	NA	76221.6	226286.1	NA	inbo
1085778_1	6510_hu	FALSE	NA	2018-01-01	field assessment	248029.6	189294.1	NA	anb
10857782_1	6410_ve	NA	NA	NA	NA	185885.6	186702.1	NA	inbo
1086465_1	2130_hd	NA	NA	NA	NA	54973.6	218030.1	NA	inbo
1086641_1	2160	NA	NA	NA	NA	24029.6	198350.1	NA	inbo
1086966_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	195869.6	204014.1	NA	anb
1086969_1	91E0_vc	NA	NA	NA	NA	133661.6	170158.1	NA	anb
108721_1	2180	NA	NA	NA	NA	26717.6	199566.1	NA	inbo
1087350_1	7140_meso	FALSE	NA	2016-09-20	field assessment	206429.6	204174.1	NA	inbo
1087350_2	7140_meso	TRUE	7140_meso	2016-09-20	field assessment	206451.7	204207.74	NA	inbo
10890801_1	2170	NA	NA	NA	NA	29917.6	202350.1	NA	inbo
10891398_1	6410_ve	NA	NA	NA	NA	179101.6	184814.1	NA	inbo
10899446_1	6410_ve	NA	NA	NA	NA	189757.6	217966.1	NA	inbo
109_1	2170	TRUE	2170	2018-09-20	field assessment	32317.6	203022.1	NA	inbo
10904338_1	6410_ve	NA	NA	NA	NA	223709.6	205582.1	NA	inbo
1090737_1	2180	NA	NA	NA	NA	25437.6	198926.1	NA	inbo
10914006_1	2330_dw	NA	NA	NA	NA	177213.6	217614.1	NA	anb
1091761_1	2130_hd	NA	NA	NA	NA	26225.9	199488.8	NA	inbo
1092401_1	2120	NA	NA	NA	NA	36605.6	206638.1	NA	inbo
1092401_1	2130_hd	NA	NA	NA	NA	36605.6	206638.1	NA	inbo
1092434_1	2330_bu	TRUE	2330_bu	2017-07-10	field assessment	237245.638	195662.075	NA	anb
10937682_1	6120	FALSE	NA	2018-01-01	field assessment	246173.6	186510.1	NA	inbo
109522_1	2310	FALSE	NA	2014-01-01	orthophoto	230269.6	196046.1	NA	anb
109522_1	2330_bu	FALSE	NA	2014-01-01	orthophoto	230269.6	196046.1	NA	anb
1095857_1	2130_hd	NA	NA	NA	NA	28311	201057.6	NA	inbo
1095857_2	2160	NA	NA	NA	NA	28573.6	201230.1	NA	inbo
1095890_1	6230_hn	FALSE	NA	2018-07-12	field assessment	219517.6	198638.1	NA	inbo
1095890_2	6230_hn	TRUE	6230_hn	2018-07-12	field assessment	219509.7	198617.82	NA	inbo
1097013_1	2180	NA	NA	NA	NA	78813.6	227790.1	NA	inbo
1097222_1	6510_hu	FALSE	NA	2018-06-05	field assessment	157949.6	166382.1	NA	anb
1097222_2	6510_hu	TRUE	6510_hu	2018-06-05	field assessment	157989.97	166450.454	NA	anb
1098166_1	7140_meso	FALSE	NA	2017-01-01	field assessment	203709.6	187278.1	NA	inbo
10982577_1	2190	NA	NA	NA	NA	23357.6	198894.1	NA	inbo
1099889_1	2130_hd	NA	NA	NA	NA	54749.6	218286.1	NA	inbo
1099889_1	2160	NA	NA	NA	NA	54749.6	218286.1	NA	inbo
1099986_1	2330_bu	FALSE	91F0	2016-10-03	field assessment	219229.6	200846.1	NA	anb
11_1	2120	FALSE	NA	2019-01-01	field assessment	78013.6	228590.1	NA	inbo
11_2	2120	NA	NA	2019-01-01	field assessment	78029.4	228572.6	NA	inbo
110_1	2170	TRUE	2170	2018-09-18	field assessment	33277.6	203982.1	NA	inbo
1101237_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	61565.6	219630.1	NA	inbo
1101245_1	1330_hpr	NA	NA	2017-01-01	NA	139421.6	220174.1	long term	inbo
110162_1	4030	FALSE	NA	2016-01-01	orthophoto	239069.6	186574.1	NA	anb
11024265_1	2330_dw	NA	NA	NA	NA	120189.6	188942.1	NA	anb
110262_1	4030	FALSE	NA	2016-01-01	orthophoto	216317.6	188110.1	NA	anb
110385_1	2160	NA	NA	NA	NA	33597.6	203438.1	NA	inbo
1104049_1	2160	NA	NA	NA	NA	26493.6	200878.1	NA	inbo
11040945_1	2170	NA	NA	NA	NA	29981.6	201742.1	NA	inbo
1104390_1	91E0_vc	NA	NA	NA	NA	159229.6	165166.1	NA	anb
1106097_1	2130_had	NA	NA	NA	NA	24029.7	196132	NA	inbo
110646_1	2310	FALSE	NA	2014-01-01	orthophoto	195997.6	193326.1	NA	anb
110646_1	4010	FALSE	NA	2014-01-01	orthophoto	195997.6	193326.1	NA	anb
110705_1	2120	NA	NA	NA	NA	50621.6	215790.1	NA	inbo
1107666_1	6230_ha	TRUE	6230_ha	2018-06-19	field assessment	224061.78	189806.14	NA	inbo
11080881_1	2190	NA	NA	NA	NA	23101.6	199278.1	NA	inbo
11092310_1	91E0_va	NA	NA	NA	NA	183942.2	192179.8	NA	anb
1109593_1	91E0_vc	NA	NA	NA	NA	108509.6	182414.1	NA	anb
111_1	2170	TRUE	2170	2018-09-20	field assessment	32445.6	203374.1	NA	inbo
1110453_1	2120	NA	NA	NA	NA	62077.6	223086.1	NA	inbo
1110750_1	2330_bu	TRUE	2330_bu	2016-10-03	field assessment	153949.579	232078.181	NA	anb
1111670_1	7140_oli	NA	NA	2016-01-01	NA	213565.6	203918.1	long term	inbo
111222_1	4030	FALSE	NA	2016-01-01	orthophoto	217085.6	202798.1	NA	anb
1112241_1	2130_hd	NA	NA	NA	NA	28871.8	200499.4	NA	inbo
11126_1	9190	FALSE	9120	2015-05-29	field assessment	205661.601	209262.213	NA	anb
111326_1	4010	TRUE	4010	2014-08-19	field assessment	155069.521	231854.005	NA	anb
1113397_1	2180	NA	NA	NA	NA	77693.6	228078.1	NA	inbo
1113905_1	2120	NA	NA	NA	NA	31421.6	203598.1	NA	inbo
1113905_1	2160	NA	NA	NA	NA	31421.6	203598.1	NA	inbo
11142674_1	6410_mo	TRUE	6410_mo	2019-07-03	field assessment	231773.6	212302.27	NA	inbo
11145206_1	2330_dw	NA	NA	NA	NA	188061.6	216686.1	NA	anb
11145554_1	6120	FALSE	NA	2018-01-01	field assessment	247677.6	188046.1	NA	inbo
1114582_1	2330_bu	TRUE	2330_bu	2018-09-04	field assessment	177853.562	217966.155	NA	anb
1115122_1	6230_hn	FALSE	NA	2016-08-25	field assessment	237149.6	183598.1	NA	inbo
1115122_2	6230_hn	TRUE	6230_hn	2016-08-25	field assessment	237159.8	183637.42	NA	inbo
1115286_1	91E0_vc	NA	NA	NA	NA	167773.6	210190.1	NA	anb
11152945_1	2170	NA	NA	NA	NA	30141.6	202446.1	NA	inbo
111542_1	7140_meso	FALSE	NA	2015-01-01	field assessment	218109.6	199214.1	NA	inbo
1115573_1	2130_hd	NA	NA	NA	NA	57885.6	219758.1	NA	inbo
1116273_1	2130_hd	NA	NA	NA	NA	53373.6	217262.1	NA	inbo
1116273_1	2160	NA	NA	NA	NA	53373.6	217262.1	NA	inbo
1117877_1	1330_hpr	TRUE	1330_hpr	2015-08-20	field assessment	68669.32	220718.35	NA	inbo
111838_1	4010	NA	NA	NA	NA	166877.6	222990.1	NA	anb
11183814_1	6510_hus	NA	NA	NA	NA	158525.6	184334.1	NA	anb
1118838_1	7140_oli	NA	NA	2016-01-01	NA	214941.6	203534.1	long term	inbo
1119158_1	2330_bu	FALSE	2310	2017-08-29	field assessment	215965.619	200142.155	NA	anb
111918_1	4030	TRUE	4030	2018-09-05	field assessment	187933.568	229838.127	NA	anb
1119409_1	2130_hd	NA	NA	NA	NA	23517.6	199598.1	NA	inbo
1119417_1	91E0_vc	NA	NA	NA	NA	143453.6	155566.1	NA	anb
1119442_1	6230_hn	FALSE	NA	2018-01-01	field assessment	219613.6	197294.1	NA	inbo
1119506_1	6510_hus	NA	NA	NA	NA	219165.6	217262.1	NA	anb
111985_1	2120	NA	NA	NA	NA	45085.6	212238.1	NA	inbo
111985_1	2130_hd	NA	NA	NA	NA	45085.6	212238.1	NA	inbo
112_1	2190_mp	TRUE	2190_mp	2018-08-20	field assessment	32733.6	203598.1	NA	inbo
11218_1	4010	TRUE	4010	2014-09-10	field assessment	230077.565	194510.102	NA	anb
112246_1	2310	NA	NA	2014-01-01	NA	213469.6	202478.1	long term	anb
112246_1	2330_bu	NA	NA	2014-01-01	NA	213469.6	202478.1	long term	anb
1122617_1	91E0_vc	NA	NA	NA	NA	131165.6	155822.1	NA	anb
11228210_1	6410_mo	TRUE	6410_mo	2019-06-19	field assessment	221533.49	175438.16	NA	inbo
1123702_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	213149.6	215342.1	NA	anb
11240914_1	2330_dw	NA	NA	NA	NA	231421.6	193806.1	NA	anb
1124465_1	2130_had	NA	NA	NA	NA	54370.2	216572.5	NA	inbo
1125937_1	2120	NA	NA	NA	NA	29341.6	202926.1	NA	inbo
1125937_1	2160	NA	NA	NA	NA	29341.6	202926.1	NA	inbo
112598_1	4030	FALSE	NA	2016-01-01	orthophoto	185597.6	210190.1	NA	anb
11262645_1	2190	NA	NA	NA	NA	65885.6	224462.1	NA	inbo
1126450_1	6410_mo	FALSE	NA	2017-01-01	field assessment	219613.6	172110.1	NA	inbo
11267889_1	2170	NA	NA	NA	NA	32349.6	203598.1	NA	inbo
112850_1	4030	TRUE	4030	2018-07-26	field assessment	218845.591	198478.028	NA	anb
1128562_1	6510_hu	NA	NA	2018-01-01	NA	228829.6	163534.1	short term	anb
112889_1	91E0_vc	FALSE	9130	2015-01-01	field assessment	136445.6	177806.1	NA	anb
1129398_1	7140_meso	FALSE	NA	2016-01-01	field assessment	213821.6	196590.1	NA	inbo
1129781_1	2180	NA	NA	NA	NA	77668.6	227648.7	NA	inbo
11301334_1	6410_ve	NA	NA	NA	NA	181277.6	217422.1	NA	inbo
1130289_1	2160	NA	NA	NA	NA	30397.6	202318.1	NA	inbo
1130289_1	2170	NA	NA	NA	NA	30397.6	202318.1	NA	inbo
11303089_1	2170	NA	NA	NA	NA	29725.6	201838.1	NA	inbo
1131126_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	217885.6	204334.1	NA	anb
1131446_1	2330_bu	TRUE	2330_bu	2017-08-25	field assessment	216221.522	200590.075	NA	anb
1132201_1	7140_meso	FALSE	NA	2017-07-10	field assessment	121437.6	191822.1	NA	inbo
1132201_2	7140_meso	TRUE	7140_meso	2017-07-10	field assessment	121437.33	191819.51	NA	inbo
11324041_1	6410_ve	NA	NA	NA	NA	110461.6	193710.1	NA	inbo
1132838_1	6510_hu	FALSE	NA	2018-05-23	field assessment	213277.6	161326.1	NA	anb
1132838_2	6510_hu	TRUE	6510_hu	2018-05-23	field assessment	213239.123	161358.011	NA	anb
11333750_1	9190	NA	NA	NA	NA	205942.2	214179.9	NA	anb
11335857_1	2190_mp	NA	NA	NA	NA	28541.6	200302.1	NA	inbo
11343122_1	6510_hus	TRUE	6510_hus	2020-05-26	field assessment	219261.573	217326.136	NA	anb
11353905_1	2170	NA	NA	NA	NA	30557.6	202382.1	NA	inbo
