point_code	type_target	is_type_target	type_observed	assessment_date	assessment_source	x	y	inaccessible	fieldwork_team
2502193_1	2170	NA	NA	NA	NA	29885.6	202446.1	NA	inbo
25023321_1	91E0_va	NA	NA	NA	NA	114942.1	182679.9	NA	anb
2502790_1	6410_ve	FALSE	NA	2015-01-01	field assessment	179165.6	184814.1	NA	inbo
250486_1	4030	NA	NA	NA	NA	215453.6	202350.1	NA	anb
250550_1	4030	NA	NA	NA	NA	214141.6	187726.1	NA	anb
2505729_1	1330_hpr	NA	NA	NA	NA	57437.6	212526.1	NA	inbo
2505782_1	6230_hn	NA	NA	NA	NA	198173.6	187758.1	NA	inbo
25061081_1	9130_end	NA	NA	NA	NA	114942.2	160679.8	NA	anb
2510134_1	6410_ve	FALSE	NA	2018-01-01	field assessment	187741.6	188110.1	NA	inbo
251090_1	4010	TRUE	4010	2018-09-11	field assessment	220125.624	197230.23	NA	anb
2510901_1	2180	NA	NA	NA	NA	76605.6	226670.1	NA	inbo
2511025_1	2180	NA	NA	NA	NA	23133.6	197902.1	NA	inbo
251182_1	6230_ha	FALSE	NA	2016-01-01	field assessment	188893.6	226862.1	NA	inbo
251317_1	2160	NA	NA	NA	NA	58589.6	220782.1	NA	inbo
251317_2	2130_hd	NA	NA	NA	NA	59597.3	221047.8	NA	inbo
2513202_1	6230_ha	NA	NA	NA	NA	224733.6	181902.1	NA	inbo
251337_1	6510_hu	NA	NA	NA	NA	100157.6	196558.1	NA	anb
251358_1	4010	NA	NA	NA	NA	165565.6	229006.1	NA	anb
251358_1	4030	NA	NA	NA	NA	165565.6	229006.1	NA	anb
2513586_1	6510_huk	NA	NA	NA	NA	244221.6	161038.1	NA	anb
25137846_1	9190	NA	NA	NA	NA	212942.2	187179.8	NA	anb
2514150_1	6510_hu	NA	NA	NA	NA	218013.6	175470.1	NA	anb
2514365_1	1330_hpr	NA	NA	NA	NA	138141.6	220526.1	NA	inbo
251602_1	4030	NA	NA	NA	NA	224413.6	187758.1	NA	anb
2516785_1	2130_had	NA	NA	NA	NA	38077.6	205518.1	NA	inbo
25171862_1	91E0_vm	NA	NA	NA	NA	168942.2	212179.7	NA	anb
25177206_1	91E0	NA	NA	NA	NA	209942.1	212680	NA	anb
251977_1	6510_hu	NA	NA	NA	NA	100541.6	217646.1	NA	anb
25206_1	4030	NA	NA	2014-01-01	NA	215869.6	204558.1	long term	anb
252081_1	2180	NA	NA	NA	NA	26662.1	200521	NA	inbo
25227801_1	9130_end	NA	NA	NA	NA	93938.1	161708.1	NA	anb
252597_1	2190	NA	NA	NA	NA	65981.6	224526.1	NA	inbo
2526705_1	6510_hua	FALSE	NA	2018-01-01	field assessment	43709.6	187918.1	NA	anb
2528466_1	6230_hn	NA	NA	NA	NA	219453.6	196270.1	NA	inbo
25298109_1	1330_da	NA	NA	NA	NA	141610.43	228175.71	NA	inbo
2530822_1	6230_ha	NA	NA	NA	NA	159677.6	166478.1	NA	inbo
253593_1	91E0_vc	FALSE	NA	2017-04-13	field assessment	93149.6	180046.1	NA	anb
253593_2	91E0_vc	TRUE	91E0_vc	2017-04-13	field assessment	93155.961	180033.355	NA	anb
2539894_1	6410_ve	FALSE	NA	2015-01-01	field assessment	212573.6	213742.1	NA	inbo
25401510_1	9160	NA	NA	NA	NA	195942.3	177679.8	NA	anb
2541138_1	7140_meso	NA	NA	NA	NA	239389.6	189518.1	NA	inbo
25471986_1	6120	NA	NA	NA	NA	243101.6	178350.1	NA	inbo
255153_1	2180	NA	NA	NA	NA	25373.6	199310.1	NA	inbo
2552758_1	7140_oli	NA	NA	NA	NA	218397.6	198286.1	NA	inbo
2552882_1	6410_ve	FALSE	NA	2016-07-13	field assessment	220541.6	175342.1	NA	inbo
2552882_2	6410_ve	TRUE	6410_ve	2016-07-13	field assessment	220782.47	175092.89	NA	inbo
2553462_1	7140_oli	NA	NA	2016-01-01	NA	213629.6	203726.1	long term	inbo
255350_1	2310	NA	NA	NA	NA	214429.599	215534.154	NA	anb
255350_1	2330_bu	NA	NA	NA	NA	214429.599	215534.154	NA	anb
255454_1	4010	NA	NA	NA	NA	166205.6	228814.1	NA	anb
255454_1	4030	NA	NA	NA	NA	166205.6	228814.1	NA	anb
2555189_1	2180	NA	NA	NA	NA	77949.6	228014.1	NA	inbo
255698_1	4030	NA	NA	NA	NA	224381.6	189038.1	NA	anb
25570802_1	6120	NA	NA	NA	NA	244637.6	184718.1	NA	inbo
255826_1	4010	FALSE	6 : (half) natuurlijke graslanden	2017-07-14	field assessment	242621.583	196142.177	NA	anb
255826_1	4030	FALSE	6 : (half) natuurlijke graslanden	2017-07-14	field assessment	242621.583	196142.177	NA	anb
25586_1	4030	FALSE	NA	2014-01-01	orthophoto	237245.6	185422.1	NA	anb
256177_1	2180	NA	NA	NA	NA	27645.6	199726.1	NA	inbo
2562350_1	6230_ha	NA	NA	NA	NA	191005.6	230926.1	NA	inbo
25623861_1	2190_mp	NA	NA	NA	NA	77949.6	227886.1	NA	inbo
2565297_1	2180	NA	NA	NA	NA	24957.6	198382.1	NA	inbo
25659794_1	9190	NA	NA	NA	NA	243967.2	202702.6	NA	anb
2567605_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	62173.6	221678.1	NA	inbo
25679990_1	91E0_vm	NA	NA	NA	NA	205942.2	214679.9	NA	anb
25679990_1	91E0_vo	NA	NA	NA	NA	205942.2	214679.9	NA	anb
256978_1	2310	TRUE	2310	2018-08-06	field assessment	229565.601	195150.086	NA	anb
256978_1	4010	FALSE	2310	2018-08-06	field assessment	229565.601	195150.086	NA	anb
257081_1	91E0_vc	FALSE	NA	2015-04-28	field assessment	122077.6	164494.1	NA	anb
257081_2	91E0_vc	TRUE	91E0_vc	2015-04-28	field assessment	122079.918	164497.308	NA	anb
2572274_1	6230_hn	NA	NA	NA	NA	240253.6	183278.1	NA	inbo
257502_1	4030	NA	NA	NA	NA	163997.6	226958.1	NA	anb
257618_1	4030	NA	NA	NA	NA	238109.6	187150.1	NA	anb
25777_1	2120	NA	NA	NA	NA	24093.6	199182.1	NA	inbo
257841_1	2120	NA	NA	NA	NA	32317.6	203406.1	NA	inbo
257841_1	2130_hd	NA	NA	NA	NA	32317.6	203406.1	NA	inbo
257841_1	2170	NA	NA	NA	NA	32317.6	203406.1	NA	inbo
2578870_1	7140_meso	NA	NA	NA	NA	209661.6	190766.1	NA	inbo
2579182_1	7140_oli	FALSE	NA	2019-01-01	field assessment	202685.6	223022.1	NA	inbo
2579337_1	6230	FALSE	NA	2016-01-01	field assessment	112189.6	193326.1	NA	inbo
2579337_1	6410_ve	FALSE	NA	2016-01-01	field assessment	112189.6	193326.1	NA	inbo
2581681_1	2180	NA	NA	NA	NA	24733.6	199182.1	NA	inbo
25817350_1	9130_end	NA	NA	NA	NA	167927.2	166668.6	NA	anb
258390_1	6510_hu	FALSE	NA	2015-11-13	field assessment	184349.6	190318.1	NA	anb
258390_2	6510_hu	TRUE	6510_hu	2015-11-13	field assessment	184349.958	190319.959	NA	anb
2584641_1	9120	NA	NA	NA	NA	75913.2	196677.7	NA	anb
2585474_1	6510_huk	NA	NA	2018-01-01	NA	254269.6	160302.1	short term	anb
258741_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	63389.6	221390.1	NA	inbo
258782_1	2310	TRUE	2310	2018-08-13	field assessment	153277.61	232430.108	NA	anb
258782_1	4010	FALSE	2310	2018-08-13	field assessment	153277.61	232430.108	NA	anb
2587957_1	2180	NA	NA	NA	NA	79165.6	228174.1	NA	inbo
25884093_1	1330_da	NA	NA	NA	NA	144814.36	221506.7	NA	inbo
2591601_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	54205.6	210222.1	NA	inbo
25924793_1	9130_end	NA	NA	NA	NA	143942.2	155179.8	NA	anb
259318_1	4030	NA	NA	NA	NA	196285.6	214830.1	NA	anb
2593969_1	2190	NA	NA	NA	NA	23389.6	198990.1	NA	inbo
2594374_1	6230_ha	NA	NA	NA	NA	172157.6	167662.1	NA	inbo
2594438_1	6230_ha	NA	NA	NA	NA	175037.6	177326.1	NA	inbo
2595841_1	1330_hpr	NA	NA	NA	NA	56381.6	211854.1	NA	inbo
259666_1	4030	NA	NA	NA	NA	239581.6	186414.1	NA	anb
2596790_1	7140_meso	FALSE	NA	2015-01-01	field assessment	215101.6	197070.1	NA	inbo
259702_1	4030	NA	NA	NA	NA	214269.6	203374.1	NA	anb
2598774_1	7140_meso	NA	NA	NA	NA	207421.6	204814.1	NA	inbo
259889_1	2120	NA	NA	NA	NA	35260	206207.6	NA	inbo
2599986_1	6230_hn	NA	NA	NA	NA	225469.6	174990.1	NA	inbo
26_1	2160	NA	NA	2018-01-01	field assessment	37981.6	207406.1	NA	inbo
26001714_1	9120	NA	NA	NA	NA	221942.2	183179.8	NA	anb
26001714_1	9190	NA	NA	NA	NA	221942.2	183179.8	NA	anb
260082_1	91E0_vo	TRUE	91E0_vo	2019-04-11	field assessment	238589.536	180334.068	NA	anb
26013662_1	9190	NA	NA	NA	NA	157946.4	225181.8	NA	anb
260273_1	2120	NA	NA	NA	NA	28861.6	200910.1	NA	inbo
260273_1	2130_hd	NA	NA	NA	NA	28861.6	200910.1	NA	inbo
260273_1	2160	NA	NA	NA	NA	28861.6	200910.1	NA	inbo
260306_1	4010	FALSE	4030	2018-07-27	field assessment	220125.571	198318.132	NA	anb
260306_1	4030	TRUE	4030	2018-07-27	field assessment	220125.571	198318.132	NA	anb
2603270_1	91E0_va	NA	NA	NA	NA	162942.1	169179.8	NA	anb
2603314_1	7140_meso	NA	NA	NA	NA	224765.6	185006.1	NA	inbo
26055646_1	9120	NA	NA	NA	NA	157981.8	218644	NA	anb
2608566_1	7140_meso	NA	NA	NA	NA	203165.6	193742.1	NA	inbo
2609329_1	2130_had	NA	NA	NA	NA	23869.6	196334.1	NA	inbo
2610_1	4030	TRUE	4030	2014-08-25	field assessment	228701.59	183310.168	NA	anb
2611638_1	7140_meso	NA	NA	NA	NA	208413.6	190126.1	NA	inbo
2611846_1	6230_ha	FALSE	NA	2016-01-01	field assessment	173917.6	171854.1	NA	inbo
26140370_1	91E0_vm	NA	NA	NA	NA	222942.2	190179.8	NA	anb
261429_1	2160	NA	NA	NA	NA	77400.1	228058.8	NA	inbo
2614449_1	2180	NA	NA	NA	NA	25245.6	199342.1	NA	inbo
2614609_1	6230_hmo	FALSE	NA	2017-01-01	field assessment	51133.6	169006.1	NA	inbo
261465_1	91E0_vc	FALSE	NA	2018-01-01	orthophoto	116893.6	174606.1	NA	anb
2618037_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	63229.6	221422.1	NA	inbo
261842_1	2310	FALSE	NA	2016-01-01	orthophoto	225853.6	192814.1	NA	anb
2618481_1	1330_hpr	NA	NA	NA	NA	53245.6	211214.1	NA	inbo
261854_1	4010	TRUE	4010	2019-08-05	field assessment	154781.613	230830.154	NA	anb
262038_1	91E0_vo	FALSE	geen habitat 	2015-01-01	field assessment	165789.603	217326.17	NA	anb
262130_1	91E0_vo	TRUE	91E0_vo	2018-01-01	NA	239165.6	182062.1	long term	anb
2621910_1	2330_dw	NA	NA	NA	NA	177725.6	218286.1	NA	anb
26252182_1	9190	NA	NA	NA	NA	162942.2	215679.9	NA	anb
2626166_1	7140_oli	NA	NA	2016-01-01	NA	215133.6	203630.1	long term	inbo
26262_1	9160	FALSE	geen habitat 	2018-01-01	field assessment	159229.6	203950.1	NA	anb
2626770_1	6230_hn	NA	NA	NA	NA	219101.6	197294.1	NA	inbo
2627217_1	6510_hua	FALSE	NA	2018-01-01	field assessment	37213.6	184110.1	NA	anb
26273_1	9130_end	NA	NA	NA	NA	77469.6	175886.1	NA	anb
2627657_1	1330_hpr	NA	NA	NA	NA	100957.6	216750.1	NA	inbo
2630742_1	6230_hmo	FALSE	NA	2019-01-01	field assessment	183901.6	194670.1	NA	inbo
263094_1	4030	NA	NA	NA	NA	214973.6	202030.1	NA	anb
26322_1	4030	TRUE	4030	2014-09-02	field assessment	222973.637	188302.122	NA	anb
2634738_1	6230_hn	NA	NA	NA	NA	235101.6	182126.1	NA	inbo
2635382_1	7140_oli	NA	NA	2016-01-01	NA	213469.6	203726.1	long term	inbo
2635657_1	2330_dw	NA	NA	NA	NA	120093.6	188974.1	NA	anb
2635742_1	9190	NA	NA	NA	NA	156942	224180.3	NA	anb
263605_1	2130_hd	NA	NA	NA	NA	58013.6	220366.1	NA	inbo
26370777_1	91E0_vc	NA	NA	NA	NA	116942.2	157179.9	NA	anb
2637569_1	6230_hmo	TRUE	6230_hmo	2018-07-03	field assessment	61501.78	205038.22	NA	inbo
263794_1	6510_hu	NA	NA	NA	NA	226141.6	168430.1	NA	anb
26393_1	91E0_vc	FALSE	NA	2017-04-13	field assessment	98653.6	158350.1	NA	anb
26393_2	91E0_vc	TRUE	91E0_vc	2017-04-13	field assessment	98675.474	158360.086	NA	anb
2641973_1	2130_had	NA	NA	NA	NA	76509.6	226254.1	NA	inbo
2642054_1	6230_ha	NA	NA	NA	NA	180093.6	182062.1	NA	inbo
2642870_1	6230_hn	NA	NA	NA	NA	216189.6	198670.1	NA	inbo
26429561_1	91E0_vn	NA	NA	NA	NA	146942.2	178179.8	NA	anb
2645158_1	7140_meso	NA	NA	NA	NA	201053.6	185646.1	NA	inbo
2645426_1	6510_huk	TRUE	6510_huk	2018-06-08	field assessment	250301.653	161422.139	NA	anb
264566_1	2330_bu	FALSE	gh	2014-01-01	field assessment	214589.6	215982.1	NA	anb
2647217_1	2180	NA	NA	NA	NA	24285.6	199438.1	NA	inbo
265170_1	2310	FALSE	4010	2018-08-06	field assessment	228605.518	194158.148	NA	anb
265170_1	4010	TRUE	4010	2018-08-06	field assessment	228605.518	194158.148	NA	anb
2652337_1	2190	NA	NA	NA	NA	29981.6	201806.1	NA	inbo
2658997_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	64349.6	219822.1	NA	inbo
266118_1	6510_hu	NA	NA	NA	NA	175773.6	178830.1	NA	anb
266166_1	4030	NA	NA	NA	NA	217789.6	198062.1	NA	anb
266294_1	2310	TRUE	2310	2018-09-12	field assessment	196573.536	192494.206	NA	anb
2663298_1	6510_huk	NA	NA	NA	NA	252381.6	158126.1	NA	anb
2663601_1	2180	NA	NA	NA	NA	25597.6	198830.1	NA	inbo
266417_1	2130_hd	NA	NA	NA	NA	23273.6	197890.8	NA	inbo
2664513_1	6410_ve	TRUE	6410_ve	2015-07-10	field assessment	74205.59	200654.11	NA	inbo
2665909_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	62717.6	221166.1	NA	inbo
266834_1	4010	FALSE	4030	2017-07-14	field assessment	240253.589	189934.123	NA	anb
266834_1	4030	TRUE	4030	2017-07-14	field assessment	240253.589	189934.123	NA	anb
266870_1	4010	FALSE	NA	2016-01-01	orthophoto	215293.6	203342.1	NA	anb
266870_1	7140_oli	NA	NA	2016-01-01	NA	215293.6	203342.1	long term	inbo
266933_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	63293.6	220430.1	NA	inbo
26713433_1	91E0_va	NA	NA	NA	NA	118942.2	175179.8	NA	anb
267190_1	2310	FALSE	4030	2014-09-08	field assessment	216477.6	199758.123	NA	anb
267190_1	2330_bu	FALSE	4030	2014-09-08	field assessment	216477.6	199758.123	NA	anb
267190_1	4030	TRUE	4030	2014-09-08	field assessment	216477.6	199758.123	NA	anb
267222_1	91E0_vo	NA	NA	NA	NA	178205.6	206510.1	NA	anb
267250_1	91E0_vo	FALSE	NA	2018-01-01	orthophoto	235709.6	184526.1	NA	anb
2673454_1	6230_hn	NA	NA	NA	NA	196829.6	229518.1	NA	inbo
2674098_1	6510_huk	NA	NA	NA	NA	247965.6	162958.1	NA	anb
267474_1	2310	FALSE	4030	2018-08-01	field assessment	219133.497	197422.09	NA	anb
267474_1	4030	TRUE	4030	2018-08-01	field assessment	219133.497	197422.09	NA	anb
267513_1	91E0_vc	TRUE	91E0_vc	2018-07-03	field assessment	133661.484	183886.149	NA	anb
2677038_1	6230_hn	NA	NA	NA	NA	190749.6	231598.1	NA	inbo
2678961_1	2130_had	NA	NA	NA	NA	24317.6	196526.1	NA	inbo
267986_1	7140_meso	FALSE	NA	2016-09-13	field assessment	222941.6	187374.1	NA	inbo
267986_2	7140_meso	TRUE	7140_meso	2016-09-13	field assessment	222937.73	187353.61	NA	inbo
2680290_1	7140_meso	NA	NA	NA	NA	251613.6	206958.1	NA	inbo
2680530_1	6230_ha	NA	NA	NA	NA	223997.6	189742.1	NA	inbo
268198_1	6510_hu	NA	NA	NA	NA	193149.6	179758.1	NA	anb
26822_1	9160	TRUE	9160	2018-06-28	field assessment	168605.667	178446.185	NA	anb
2682673_1	2180	NA	NA	NA	NA	33536.4	203654.5	NA	inbo
268341_1	2180	NA	NA	NA	NA	72061.6	226190.1	NA	inbo
2684534_1	7140_oli	NA	NA	2016-01-01	NA	213789.6	204142.1	long term	inbo
268886_1	6510_hu	NA	NA	NA	NA	176541.6	197902.1	NA	anb
2689190_1	9120	NA	NA	NA	NA	197942.3	178679.7	NA	anb
2690485_1	1330_hpr	NA	NA	NA	NA	61757.6	219566.1	NA	inbo
2691702_1	7140_oli	NA	NA	2016-01-01	NA	214781.6	203566.1	long term	inbo
2691846_1	9120	NA	NA	NA	NA	155942.2	160679.9	NA	anb
26918958_1	9190	NA	NA	NA	NA	193942.1	225679.9	NA	anb
2692306_1	6230_hn	NA	NA	NA	NA	219517.6	197454.1	NA	inbo
269298_1	4010	TRUE	4010	2017-07-04	field assessment	239773.562	181678.151	NA	anb
269298_1	4030	FALSE	4010	2017-07-04	field assessment	239773.562	181678.151	NA	anb
2695470_1	6230	NA	NA	NA	NA	190685.6	228334.1	NA	inbo
26985305_1	9130_end	NA	NA	NA	NA	112942.3	184179.9	NA	anb
2698738_1	6120	NA	NA	NA	NA	244893.6	184206.1	NA	inbo
27_1	2120	FALSE	NA	2019-10-21	field assessment	32303.8	204395.2	NA	inbo
27_2	2120	TRUE	2120	2019-10-21	field assessment	32300.9	204396.5	NA	inbo
270034_1	91E0_vo	FALSE	geen habitat 	2018-01-01	field assessment	224701.6	191726.1	NA	anb
2700918_1	7140_oli	NA	NA	2016-01-01	NA	213373.6	204046.1	long term	inbo
27010094_1	9120	NA	NA	NA	NA	186942.2	219679.7	NA	anb
2703029_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	69373.6	221326.1	NA	inbo
2703413_1	2130_had	NA	NA	NA	NA	78045.6	226702.1	NA	inbo
2708690_1	6230_hn	NA	NA	NA	NA	219773.6	196782.1	NA	inbo
27090_1	2310	TRUE	2310	2015-06-01	field assessment	227805.547	192878.056	NA	anb
271030_1	7140_meso	TRUE	7140_meso	2016-09-15	field assessment	213918.06	187917.87	NA	inbo
271446_1	91E0_vo	TRUE	91E0_vo	2019-05-03	field assessment	184317.755	194606.277	NA	anb
271537_1	2120	NA	NA	NA	NA	24157.6	199054.1	NA	inbo
271782_1	6510_hu	NA	NA	NA	NA	190365.6	171374.1	NA	anb
2719029_1	2180	NA	NA	NA	NA	78589.6	228142.1	NA	inbo
27207609_1	9120	NA	NA	NA	NA	151976.6	160169.8	NA	anb
2724850_1	6230_hn	NA	NA	NA	NA	236925.6	183790.1	NA	inbo
2725074_1	6230_hn	NA	NA	NA	NA	219613.6	196718.1	NA	inbo
27255229_1	1330_da	NA	NA	NA	NA	141066.67	225730.72	NA	inbo
272569_1	91E0_vc	FALSE	onbekend - niet toegankelijk/weigering	2018-01-01	NA	137181.6	160974.1	long term	anb
272850_1	4010	FALSE	4030	2018-08-02	field assessment	228125.515	193390.156	NA	anb
272850_1	4030	TRUE	4030	2018-08-02	field assessment	228125.515	193390.156	NA	anb
2729137_1	2180	NA	NA	NA	NA	26077.6	199086.1	NA	inbo
2730161_1	2180	NA	NA	NA	NA	26685.6	199150.1	NA	inbo
2733169_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	53981.6	210990.1	NA	inbo
2733713_1	6510_hua	FALSE	NA	2019-06-05	field assessment	37405.6	183694.1	NA	anb
2733713_2	6510_hua	TRUE	6510_hua	2019-06-05	field assessment	37446.812	183682.293	NA	anb
2735541_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	60893.6	221006.1	NA	inbo
2736818_1	6510_huk	NA	NA	NA	NA	250685.6	160654.1	NA	anb
273717_1	2180	NA	NA	NA	NA	77277.6	226958.1	NA	inbo
2738390_1	6230_ha	NA	NA	NA	NA	176669.6	217198.1	NA	inbo
273886_1	4010	NA	NA	NA	NA	164573.6	228046.1	NA	anb
273969_1	2160	NA	NA	NA	NA	29581.5	202789.3	NA	inbo
273969_2	2120	NA	NA	NA	NA	29949.6	203214.1	NA	inbo
274038_1	91E0_vo	FALSE	NA	2018-01-01	orthophoto	211133.6	207310.1	NA	anb
2740401_1	2130_had	NA	NA	NA	NA	23517.6	196270.1	NA	inbo
2741_1	2120	NA	NA	NA	NA	64925.6	224238.1	NA	inbo
27415718_1	91E0_va	NA	NA	NA	NA	199942	178179.7	NA	anb
2741686_1	7140_meso	NA	NA	NA	NA	207197.6	189326.1	NA	inbo
2742_1	91E0_vo	TRUE	91E0_vo	2015-06-18	field assessment	216573.56	191598.173	NA	anb
274418_1	4030	NA	NA	NA	NA	239741.6	185390.1	NA	anb
2745494_1	7140_meso	NA	NA	NA	NA	167837.6	206670.1	NA	inbo
2745521_1	2180	NA	NA	NA	NA	26045.6	199342.1	NA	inbo
27474_1	9190	TRUE	9190	2019-04-03	field assessment	238877.62	194222.074	NA	anb
2748273_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	50205.6	209934.1	NA	inbo
2748498_1	6120	NA	NA	NA	NA	249917.6	197870.1	NA	inbo
2748593_1	2130_had	NA	NA	NA	NA	23741.6	196046.1	NA	inbo
2749366_1	7140_meso	FALSE	NA	2015-01-01	field assessment	218429.6	198990.1	NA	inbo
2750070_1	7140_oli	NA	NA	2016-01-01	NA	214333.6	203854.1	long term	inbo
2750598_1	6230	FALSE	NA	2016-01-01	field assessment	185853.6	180494.1	NA	inbo
2750598_1	6410_ve	FALSE	NA	2016-01-01	field assessment	185853.6	180494.1	NA	inbo
275062_1	4030	NA	NA	NA	NA	217373.6	203822.1	NA	anb
2751750_1	6230_ha	NA	NA	NA	NA	166909.6	164014.1	NA	inbo
275382_1	2310	TRUE	2310	2018-08-09	field assessment	216893.631	198958.138	NA	anb
275382_1	4010	FALSE	2310	2018-08-09	field assessment	216893.631	198958.138	NA	anb
2754066_1	6410_mo	FALSE	NA	2015-01-01	field assessment	231805.6	212206.1	NA	inbo
27552502_1	9190	NA	NA	NA	NA	191942.1	210179.7	NA	anb
275830_1	2310	FALSE	4030	2017-07-13	field assessment	214109.6	216814.1	NA	anb
27602_1	2310	FALSE	4030	2014-09-09	field assessment	229373.558	194638.1	NA	anb
27602_1	4030	TRUE	4030	2014-09-09	field assessment	229373.558	194638.1	NA	anb
276086_1	4030	NA	NA	NA	NA	213309.6	203310.1	NA	anb
2760937_1	6410_ve	TRUE	6410_ve	2016-09-12	field assessment	146557.54	196046.18	NA	inbo
2762450_1	6230_ha	NA	NA	NA	NA	223485.6	189806.1	NA	inbo
2764213_1	1330_hpr	NA	NA	NA	NA	62557.6	222542.1	NA	inbo
2764337_1	2170	NA	NA	NA	NA	30205.6	202446.1	NA	inbo
276438_1	2330_bu	FALSE	NA	2017-08-17	field assessment	185597.583	208590.19	NA	anb
2767798_1	7140_meso	NA	NA	NA	NA	214205.6	197006.1	NA	inbo
2768390_1	6230_ha	NA	NA	NA	NA	159229.6	166030.1	NA	inbo
277214_1	2310	FALSE	4010	2018-08-20	field assessment	158941.62	227278.064	NA	anb
277214_1	4010	TRUE	4010	2018-08-20	field assessment	158941.62	227278.064	NA	anb
2773045_1	2180	NA	NA	NA	NA	76605.6	226510.1	NA	inbo
2778929_1	2130_had	NA	NA	NA	NA	37949.6	205582.1	NA	inbo
2780977_1	2170	NA	NA	NA	NA	33053.6	202446.1	NA	inbo
2785266_1	6230_hn	NA	NA	NA	NA	240093.6	183278.1	NA	inbo
27865_1	9130_end	NA	NA	NA	NA	119549.6	162478.1	NA	anb
278790_1	9120	NA	NA	NA	NA	165931.4	166654.8	NA	anb
278902_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	213981.6	213166.1	NA	anb
2789522_1	7140_meso	NA	NA	NA	NA	242141.6	208334.1	NA	inbo
279146_1	2310	NA	NA	NA	NA	230333.595	220206.245	NA	anb
279146_1	2330_bu	NA	NA	NA	NA	230333.595	220206.245	NA	anb
2792238_1	6410_ve	FALSE	NA	2015-01-01	field assessment	195773.6	227950.1	NA	inbo
279478_1	2310	FALSE	4010	2014-09-03	field assessment	215709.558	200718.132	NA	anb
279478_1	2330_bu	FALSE	4010	2014-09-03	field assessment	215709.558	200718.132	NA	anb
279478_1	4010	TRUE	4010	2014-09-03	field assessment	215709.558	200718.132	NA	anb
27954_1	6510_hu	NA	NA	NA	NA	224669.6	178926.1	NA	anb
2796981_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	62045.6	220686.1	NA	inbo
2798518_1	7140_meso	FALSE	NA	2015-01-01	field assessment	218205.6	199214.1	NA	inbo
2799826_1	7140_meso	FALSE	NA	2015-01-01	field assessment	218845.6	198702.1	NA	inbo
28_1	2120	FALSE	NA	2019-11-04	field assessment	23266.5	198544.3	NA	inbo
28_2	2120	TRUE	2120	2019-11-04	field assessment	23290.2	198565.6	NA	inbo
280182_1	4030	NA	NA	NA	NA	213661.6	205070.1	NA	anb
28033446_1	9160	NA	NA	NA	NA	193951.7	176691.5	NA	anb
2804489_1	1330_hpr	NA	NA	NA	NA	107613.6	216302.1	NA	inbo
2805181_1	1330_hpr	NA	NA	NA	NA	139645.6	219854.1	NA	inbo
28071869_1	1330_da	NA	NA	NA	NA	145928.97	219630.99	NA	inbo
2809525_1	1330_hpr	NA	NA	NA	NA	69789.6	219822.1	NA	inbo
2810033_1	2180	NA	NA	NA	NA	25085.6	196878.1	NA	inbo
28126_1	4010	TRUE	4010	2016-10-11	field assessment	164541.584	227566.074	NA	anb
2813697_1	6230_hmo	FALSE	6230_hn	2017-09-25	field assessment	60829.47	204717.96	NA	inbo
2813697_1	6230_hn	TRUE	6230_hn	2017-09-25	field assessment	60829.47	204717.96	NA	inbo
2814902_1	7140_oli	NA	NA	NA	NA	218365.6	198190.1	NA	inbo
281554_1	2310	TRUE	2310	2018-08-02	field assessment	227133.654	194702.089	NA	anb
281654_1	6510_hu	NA	NA	NA	NA	198365.6	188238.1	NA	anb
28175669_1	2190_mp	NA	NA	NA	NA	76989.6	227918.1	NA	inbo
28181126_1	9120	NA	NA	NA	NA	171918.5	169669.1	NA	anb
282322_1	4010	FALSE	4030	2017-07-28	field assessment	224253.578	193902.182	NA	anb
282322_1	4030	TRUE	4030	2017-07-28	field assessment	224253.578	193902.182	NA	anb
2823606_1	7140_meso	NA	NA	NA	NA	206845.6	188814.1	NA	inbo
282550_1	4010	FALSE	NA	2016-01-01	orthophoto	218269.6	196718.1	NA	anb
282614_1	7140_meso	FALSE	NA	2016-09-14	field assessment	189117.6	217774.1	NA	inbo
282614_2	7140_meso	TRUE	7140_meso	2016-09-14	field assessment	189107.81	217774.41	NA	inbo
282678_1	2310	TRUE	2310	2018-09-12	field assessment	196157.561	193518.122	NA	anb
2827185_1	1330_hpr	NA	NA	NA	NA	36093.6	199790.1	NA	inbo
282793_1	6510_hu	FALSE	onbekend	2016-05-27	field assessment	133277.6	193518.1	NA	anb
282801_1	2130_hd	NA	NA	NA	NA	23427.3	199499.9	NA	inbo
282802_1	6230_hnk	NA	NA	NA	NA	241213.6	168302.1	NA	inbo
282802_1	6510_hu	NA	NA	NA	NA	241213.6	168302.1	NA	anb
