scheme,sampling_unit_code,point_code,grts_ranking,is_centroid,grts_ranking_draw,legacy_site,x,y,sac,db_ref,year_planned,type_target
HQ2170,3587889_2170,3587889_1,3587889,TRUE,3587889,FALSE,32125.6,203086.1,1,3587889,4,2170
HQ2170,3642545_2170,3642545_1,3642545,TRUE,3642545,FALSE,23421.6,199118.1,1,3642545,4,2170
HQ2170,3665713_2170,3665713_1,3665713,TRUE,3665713,FALSE,32573.6,203246.1,1,3665713,4,2170
HQ2170,3740849_2170,3740849_1,3740849,TRUE,3740849,FALSE,23261.6,199246.1,1,3740849,4,2170
HQ2170,3807153_2170,3807153_1,3807153,TRUE,3807153,FALSE,30333.6,202190.1,1,3807153,4,2170
HQ2170,3812913_2170,3812913_1,3812913,TRUE,3812913,FALSE,30141.6,202222.1,1,3812913,4,2170
HQ2170,3878449_2170,3878449_1,3878449,TRUE,3878449,FALSE,29661.6,202414.1,1,3878449,4,2170
HQ2170,3963057_2170,3963057_1,3963057,TRUE,3963057,FALSE,29853.6,201742.1,1,3963057,4,2170
HQ2170,405041_2170,405041_1,405041,TRUE,405041,FALSE,29949.6,202318.1,1,405041,2,2170
HQ2170,4075057_2170,4075057_1,4075057,TRUE,4075057,FALSE,30077.6,202478.1,1,4075057,4,2170
HQ2170,4144945_2170,4144945_1,4144945,TRUE,4144945,FALSE,30877.6,202350.1,1,4144945,4,2170
HQ2170,4206129_2170,4206129_1,4206129,TRUE,4206129,FALSE,30045.6,202798.1,1,4206129,4,2170
HQ2170,4225201_2170,4225201_1,4225201,TRUE,4225201,FALSE,29725.6,202094.1,1,4225201,4,2170
HQ2170,4255537_2170,4255537_1,4255537,TRUE,4255537,FALSE,32797.6,203694.1,1,4255537,4,2170
HQ2170,4276017_2170,4276017_1,4276017,TRUE,4276017,FALSE,30237.6,202414.1,1,4276017,4,2170
HQ2170,4386609_2170,4386609_1,4386609,TRUE,4386609,FALSE,33053.6,203918.1,1,4386609,4,2170
HQ2170,4472625_2170,4472625_1,4472625,TRUE,4472625,FALSE,30269.6,202830.1,1,4472625,4,2170
HQ2170,4487345_2170,4487345_1,4487345,TRUE,4487345,FALSE,30141.6,202126.1,1,4487345,4,2170
HQ2170,4527281_2170,4527281_1,4527281,TRUE,4527281,FALSE,23325.6,199182.1,1,4527281,4,2170
HQ2170,4543665_2170,4543665_1,4543665,TRUE,4543665,FALSE,22845.6,199054.1,1,4543665,4,2170
HQ2170,4593585_2170,4593585_1,4593585,TRUE,4593585,FALSE,30397.6,201902.1,1,4593585,5,2170
HQ2170,4599345_2170,4599345_1,4599345,TRUE,4599345,FALSE,29949.6,202222.1,1,4599345,5,2170
HQ2170,4855729_2170,4855729_1,4855729,TRUE,4855729,FALSE,30365.6,202062.1,1,4855729,5,2170
HQ2170,4861489_2170,4861489_1,4861489,TRUE,4861489,FALSE,30013.6,202286.1,1,4861489,5,2170
HQ2170,4877105_2170,4877105_1,4877105,TRUE,4877105,FALSE,37949.6,207502.1,1,4877105,5,2170
HQ2170,4880561_2170,4880561_1,4880561,TRUE,4880561,FALSE,29693.6,202190.1,1,4880561,5,2170
HQ2170,4976433_2170,4976433_1,4976433,TRUE,4976433,FALSE,32509.6,203598.1,1,4976433,5,2170
HQ2170,5011633_2170,5011633_1,5011633,TRUE,5011633,FALSE,29885.6,201902.1,1,5011633,5,2170
HQ2170,5123633_2170,5123633_1,5123633,TRUE,5123633,FALSE,30013.6,202670.1,1,5123633,5,2170
HQ2170,5205809_2170,5205809_1,5205809,TRUE,5205809,FALSE,32285.6,203086.1,1,5205809,5,2170
HQ2170,5238577_2170,5238577_1,5238577,TRUE,5238577,FALSE,32637.6,203630.1,1,5238577,5,2170
HQ2170,5273777_2170,5273777_1,5273777,TRUE,5273777,FALSE,29885.6,202126.1,1,5273777,5,2170
HQ2170,5324593_2170,5324593_1,5324593,TRUE,5324593,FALSE,30461.6,202286.1,1,5324593,5,2170
HQ2170,5422897_2170,5422897_1,5422897,TRUE,5422897,FALSE,32189.6,202862.1,1,5422897,5,2170
HQ2170,5435185_2170,5435185_1,5435185,TRUE,5435185,FALSE,33181.6,203886.1,1,5435185,5,2170
HQ2170,5500721_2170,5500721_1,5500721,TRUE,5500721,FALSE,32477.6,203470.1,1,5500721,5,2170
HQ2170,5521201_2170,5521201_1,5521201,TRUE,5521201,FALSE,30397.6,202830.1,1,5521201,5,2170
HQ2170,5535921_2170,5535921_1,5535921,TRUE,5535921,FALSE,30077.6,202062.1,1,5535921,5,2170
HQ2170,5586737_2170,5586737_1,5586737,TRUE,5586737,FALSE,30301.6,202574.1,1,5586737,5,2170
HQ2170,5631793_2170,5631793_1,5631793,TRUE,5631793,FALSE,32701.6,203854.1,1,5631793,5,2170
HQ2170,5642161_2170,5642161_1,5642161,TRUE,5642161,FALSE,30301.6,201806.1,1,5642161,5,2170
HQ2170,5647921_2170,5647921_1,5647921,TRUE,5647921,FALSE,29821.6,202286.1,1,5647921,5,2170
HQ2170,5697329_2170,5697329_1,5697329,TRUE,5697329,FALSE,33245.6,204014.1,1,5697329,5,2170
HQ2170,5831989_2170,5831989_1,5831989,TRUE,5831989,FALSE,77373.6,228238.1,1,5831989,5,2170
HQ2170,5838001_2170,5838001_1,5838001,TRUE,5838001,FALSE,23133.6,199182.1,1,5838001,5,2170
HQ2170,5904305_2170,5904305_1,5904305,TRUE,5904305,FALSE,30301.6,201966.1,1,5904305,5,2170
HQ2170,5910065_2170,5910065_1,5910065,TRUE,5910065,FALSE,30013.6,202382.1,1,5910065,6,2170
HQ2170,5975601_2170,5975601_1,5975601,TRUE,5975601,FALSE,29661.6,202222.1,1,5975601,6,2170
HQ2170,5992241_2170,5992241_1,5992241,TRUE,5992241,FALSE,32541.6,203150.1,1,5992241,6,2170
HQ2170,6001841_2170,6001841_1,6001841,TRUE,6001841,FALSE,23069.6,198990.1,1,6001841,6,2170
HQ2170,61233_2170,61233_1,61233,TRUE,61233,FALSE,32861.6,203630.1,1,61233,1,2170
HQ2170,6172209_2170,6172209_1,6172209,TRUE,6172209,FALSE,30205.6,202542.1,1,6172209,6,2170
HQ2170,6221617_2170,6221617_1,6221617,TRUE,6221617,FALSE,32861.6,203822.1,1,6221617,6,2170
HQ2170,6254385_2170,6254385_1,6254385,TRUE,6254385,FALSE,32509.6,203150.1,1,6254385,6,2170
HQ2170,6263985_2170,6263985_1,6263985,TRUE,6263985,FALSE,23453.6,198830.1,1,6263985,6,2170
HQ2170,6287153_2170,6287153_1,6287153,TRUE,6287153,FALSE,32541.6,203566.1,1,6287153,6,2170
HQ2170,6303281_2170,6303281_1,6303281,TRUE,6303281,FALSE,30173.6,202734.1,1,6303281,6,2170
HQ2170,6322353_2170,6322353_1,6322353,TRUE,6322353,FALSE,29821.6,202030.1,1,6322353,6,2170
HQ2170,6373169_2170,6373169_1,6373169,TRUE,6373169,FALSE,30237.6,202286.1,1,6373169,6,2170
HQ2170,6483761_2170,6483761_1,6483761,TRUE,6483761,FALSE,33053.6,203822.1,1,6483761,6,2170
HQ2170,6549297_2170,6549297_1,6549297,TRUE,6549297,FALSE,32445.6,203342.1,1,6549297,6,2170
HQ2170,6579569_2170,6579569_1,6579569,TRUE,6579569,FALSE,43101.6,210894.1,1,6579569,6,2170
HQ2170,6584497_2170,6584497_1,6584497,TRUE,6584497,FALSE,30205.6,202062.1,1,6584497,6,2170
HQ2170,661425_2170,661425_1,661425,TRUE,661425,FALSE,30461.6,202030.1,1,661425,2,2170
HQ2170,667185_2170,667185_1,667185,TRUE,667185,FALSE,29981.6,202254.1,1,667185,2,2170
HQ2170,6696497_2170,6696497_1,6696497,TRUE,6696497,FALSE,29917.6,202446.1,1,6696497,6,2170
HQ2170,6788273_2170,6788273_1,6788273,TRUE,6788273,FALSE,23357.6,198990.1,1,6788273,6,2170
HQ2170,6846641_2170,6846641_1,6846641,TRUE,6846641,FALSE,30045.6,201710.1,1,6846641,6,2170
HQ2170,6952881_2170,6952881_1,6952881,TRUE,6952881,FALSE,30365.6,202190.1,1,6952881,6,2170
HQ2170,6958641_2170,6958641_1,6958641,TRUE,6958641,FALSE,30109.6,202350.1,1,6958641,6,2170
HQ2170,7040817_2170,7040817_1,7040817,TRUE,7040817,FALSE,32573.6,203086.1,1,7040817,6,2170
HQ2170,7050417_2170,7050417_1,7050417,TRUE,7050417,FALSE,23261.6,198990.1,1,7050417,6,2170
HQ2170,7108785_2170,7108785_1,7108785,TRUE,7108785,FALSE,29789.6,201838.1,1,7108785,6,2170
HQ2170,7159601_2170,7159601_1,7159601,TRUE,7159601,FALSE,30525.6,202382.1,1,7159601,6,2170
HQ2170,7165105_2170,7165105_1,7165105,TRUE,7165105,FALSE,22717.6,198894.1,1,7165105,6,2170
HQ2170,7215025_2170,7215025_1,7215025,TRUE,7215025,FALSE,30685.6,202094.1,1,7215025,7,2170
HQ2170,7220785_2170,7220785_1,7220785,TRUE,7220785,FALSE,30109.6,202670.1,1,7220785,7,2170
HQ2170,7237425_2170,7237425_1,7237425,TRUE,7237425,FALSE,33149.6,202542.1,1,7237425,7,2170
HQ2170,7270193_2170,7270193_1,7270193,TRUE,7270193,FALSE,32893.6,203950.1,1,7270193,7,2170
HQ2170,7335729_2170,7335729_1,7335729,TRUE,7335729,FALSE,32733.6,203630.1,1,7335729,7,2170
HQ2170,7370929_2170,7370929_1,7370929,TRUE,7370929,FALSE,29885.6,202062.1,1,7370929,7,2170
HQ2170,7421745_2170,7421745_1,7421745,TRUE,7421745,FALSE,30461.6,202350.1,1,7421745,7,2170
HQ2170,7427249_2170,7427249_1,7427249,TRUE,7427249,FALSE,22845.6,198830.1,1,7427249,7,2170
HQ2170,7482929_2170,7482929_1,7482929,TRUE,7482929,FALSE,29949.6,202510.1,1,7482929,7,2170
HQ2170,7515953_2170,7515953_1,7515953,TRUE,7515953,FALSE,33373.6,203982.1,1,7515953,7,2170
HQ2170,7520049_2170,7520049_1,7520049,TRUE,7520049,FALSE,32189.6,202766.1,1,7520049,7,2170
HQ2170,7618353_2170,7618353_1,7618353,TRUE,7618353,FALSE,30269.6,202958.1,1,7618353,7,2170
HQ2170,7630641_2170,7630641_1,7630641,TRUE,7630641,FALSE,33085.6,202798.1,1,7630641,7,2170
HQ2170,7633073_2170,7633073_1,7633073,TRUE,7633073,FALSE,30077.6,202094.1,1,7633073,7,2170
HQ2170,7689393_2170,7689393_1,7689393,TRUE,7689393,FALSE,22973.6,198926.1,1,7689393,7,2170
HQ2170,7739313_2170,7739313_1,7739313,TRUE,7739313,FALSE,30269.6,201934.1,1,7739313,7,2170
HQ2170,7745073_2170,7745073_1,7745073,TRUE,7745073,FALSE,29725.6,202382.1,1,7745073,7,2170
HQ2170,782129_2170,782129_1,782129,TRUE,782129,FALSE,32413.6,203566.1,1,782129,2,2170
HQ2170,7836849_2170,7836849_1,7836849,TRUE,7836849,FALSE,23357.6,199086.1,1,7836849,7,2170
HQ2170,7895217_2170,7895217_1,7895217,TRUE,7895217,FALSE,30205.6,201870.1,1,7895217,7,2170
HQ2170,8007217_2170,8007217_1,8007217,TRUE,8007217,FALSE,30205.6,202254.1,1,8007217,7,2170
HQ2170,8072753_2170,8072753_1,8072753,TRUE,8072753,FALSE,29693.6,202350.1,1,8072753,7,2170
HQ2170,8135857_2170,8135857_1,8135857,TRUE,8135857,FALSE,24541.6,199022.1,1,8135857,7,2170
HQ2170,81713_2170,81713_1,81713,TRUE,81713,FALSE,30301.6,202446.1,1,81713,1,2170
HQ2170,817329_2170,817329_1,817329,TRUE,817329,FALSE,29949.6,201870.1,1,817329,2,2170
HQ2170,8208177_2170,8208177_1,8208177,TRUE,8208177,FALSE,30589.6,202286.1,1,8208177,7,2170
HQ2170,8269361_2170,8269361_1,8269361,TRUE,8269361,FALSE,30013.6,202574.1,1,8269361,7,2170
HQ2170,8351537_2170,8351537_1,8351537,TRUE,8351537,FALSE,32317.6,203182.1,1,8351537,7,2170
HQ2170,8400433_2170,8400433_1,8400433,TRUE,8400433,FALSE,30045.6,202734.1,1,8400433,7,2170
HQ2170,8419505_2170,8419505_1,8419505,TRUE,8419505,FALSE,29821.6,202190.1,1,8419505,8,2170
HQ2170,8449841_2170,8449841_1,8449841,TRUE,8449841,FALSE,32797.6,203662.1,1,8449841,8,2170
HQ2170,8470321_2170,8470321_1,8470321,TRUE,8470321,FALSE,30333.6,202382.1,1,8470321,8,2170
HQ2170,8531505_2170,8531505_1,8531505,TRUE,8531505,FALSE,29949.6,202670.1,1,8531505,8,2170
HQ2170,8646449_2170,8646449_1,8646449,TRUE,8646449,FALSE,32381.6,203406.1,1,8646449,8,2170
HQ2170,8666929_2170,8666929_1,8666929,TRUE,8666929,FALSE,30237.6,202766.1,1,8666929,8,2170
HQ2170,8681649_2170,8681649_1,8681649,TRUE,8681649,FALSE,30205.6,202126.1,1,8681649,8,2170
HQ2170,8721585_2170,8721585_1,8721585,TRUE,8721585,FALSE,23389.6,199214.1,1,8721585,8,2170
HQ2170,8732465_2170,8732465_1,8732465,TRUE,8732465,FALSE,30365.6,202638.1,1,8732465,8,2170
HQ2170,8787889_2170,8787889_1,8787889,TRUE,8787889,FALSE,30461.6,201934.1,1,8787889,8,2170
HQ2170,8793649_2170,8793649_1,8793649,TRUE,8793649,FALSE,29885.6,202286.1,1,8793649,8,2170
HQ2170,8943793_2170,8943793_1,8943793,TRUE,8943793,FALSE,30173.6,201774.1,1,8943793,8,2170
HQ2170,9050033_2170,9050033_1,9050033,TRUE,9050033,FALSE,30429.6,201998.1,1,9050033,8,2170
HQ2170,9055793_2170,9055793_1,9055793,TRUE,9055793,FALSE,30077.6,202286.1,1,9055793,8,2170
HQ2170,9074865_2170,9074865_1,9074865,TRUE,9074865,FALSE,29661.6,202126.1,1,9074865,8,2170
HQ2170,9170737_2170,9170737_1,9170737,TRUE,9170737,FALSE,32413.6,203534.1,1,9170737,8,2170
HQ2170,9205937_2170,9205937_1,9205937,TRUE,9205937,FALSE,29853.6,201870.1,1,9205937,8,2170
HQ2170,9312177_2170,9312177_1,9312177,TRUE,9312177,FALSE,30493.6,202190.1,1,9312177,8,2170
HQ2170,9317937_2170,9317937_1,9317937,TRUE,9317937,FALSE,30045.6,202670.1,1,9317937,8,2170
HQ2170,9432881_2170,9432881_1,9432881,TRUE,9432881,FALSE,32573.6,203630.1,1,9432881,8,2170
HQ2170,9468081_2170,9468081_1,9468081,TRUE,9468081,FALSE,29917.6,202190.1,1,9468081,8,2170
HQ2170,9498417_2170,9498417_1,9498417,TRUE,9498417,FALSE,32957.6,203694.1,1,9498417,8,2170
HQ2170,9518897_2170,9518897_1,9518897,TRUE,9518897,FALSE,30461.6,202222.1,1,9518897,8,2170
HQ2170,9617201_2170,9617201_1,9617201,TRUE,9617201,FALSE,32253.6,202958.1,1,9617201,8,2170
HQ2170,9664689_2170,9664689_1,9664689,TRUE,9664689,FALSE,29949.6,201678.1,1,9664689,8,2170
HQ2170,9695025_2170,9695025_1,9695025,TRUE,9695025,FALSE,32509.6,203406.1,1,9695025,8,2170
HQ2170,9730225_2170,9730225_1,9730225,TRUE,9730225,FALSE,29981.6,201966.1,1,9730225,9,2170
HQ2170,9770161_2170,9770161_1,9770161,TRUE,9770161,FALSE,23357.6,199278.1,1,9770161,9,2170
HQ2170,9781041_2170,9781041_1,9781041,TRUE,9781041,FALSE,30301.6,202510.1,1,9781041,9,2170
HQ2170,978737_2170,978737_2,978737,TRUE,978737,FALSE,32925.6,203950.1,1,978737,2,2170
HQ2170,9826097_2170,9826097_1,9826097,TRUE,9826097,FALSE,32765.6,203790.1,1,9826097,9,2170
HQ2170,9836465_2170,9836465_1,9836465,TRUE,9836465,FALSE,30237.6,201742.1,1,9836465,9,2170
HQ2170,9842225_2170,9842225_1,9842225,TRUE,9842225,FALSE,29789.6,202254.1,1,9842225,9,2170
HQ2170,9957169_2170,9957169_1,9957169,TRUE,9957169,FALSE,32541.6,203374.1,1,9957169,9,2170
HQ2170,9987249_2170,9987249_1,9987249,TRUE,9987249,FALSE,24125.6,199470.1,1,9987249,9,2170
HQ2170,9992369_2170,9992369_1,9992369,TRUE,9992369,FALSE,29981.6,201902.1,1,9992369,9,2170
HQ2170,dp_05,30897_2,28978737,FALSE,30897,TRUE,30150.5,202280.4,1,dp_05,1,2170
HQ2170,pd_02,40_2,32685873,FALSE,40,TRUE,32148,202792.3,1,10186545_2170,1,2170
HQ2170,ty_13,95_1,13627185,FALSE,95,TRUE,32650.9,203721.9,1,11530033_2170,1,2170
HQ2170,ty_19,72_1,37941041,FALSE,72,TRUE,33099,203898.3,1,10415921_2170,1,2170
HQ2170,wn_05,1381553_1,25777329,FALSE,1381553,TRUE,22636.8,198720.4,1,wn_05,2,2170
HQ2170,wn_17,332977_1,8098993,FALSE,332977,TRUE,23248.7,199120.9,1,wn_17,1,2170
HQ2170,wn_20,1545393_1,30905521,FALSE,1545393,TRUE,23444,199054.7,1,wn_20,2,2170
HQ2170,wn_21,3478705_1,63247537,FALSE,3478705,TRUE,23354.2,199201.1,1,wn_21,4,2170
HQ2170,wn_27,795825_1,15406257,FALSE,795825,TRUE,23817.5,199474,1,wn_27,2,2170
HQ2170,wo_01,1676465_1,30680241,FALSE,1676465,TRUE,24255.6,199102.1,1,wo_01,2,2170
HQ2170,wz_11,1807537_1,43881649,FALSE,1807537,TRUE,23219.5,198132.3,1,wz_11,2,2170
HQ2180,1060149_2180,1060149_1,1060149,TRUE,1060149,FALSE,76989.6,226798.1,1,1060149,4,2180
HQ2180,107697_2180,107697_1,107697,TRUE,107697,FALSE,25885.6,198830.1,1,107697,1,2180
HQ2180,108721_2180,108721_1,108721,TRUE,108721,FALSE,26717.6,199566.1,1,108721,1,2180
HQ2180,1090737_2180,1090737_1,1090737,TRUE,1090737,FALSE,25437.6,198926.1,1,1090737,4,2180
HQ2180,1097013_2180,1097013_1,1097013,TRUE,1097013,FALSE,78813.6,227790.1,1,1097013,4,2180
HQ2180,1113397_2180,1113397_1,1113397,TRUE,1113397,FALSE,77693.6,228078.1,1,1113397,4,2180
HQ2180,1157297_2180,1157297_1,1157297,TRUE,1157297,FALSE,26877.6,199438.1,1,1157297,4,2180
HQ2180,11573_2180,11573_1,11573,TRUE,11573,FALSE,76829.6,226990.1,1,11573,1,2180
HQ2180,1158961_2180,1158961_1,1158961,TRUE,1158961,FALSE,33725.6,203342.1,1,1158961,4,2180
HQ2180,1172657_2180,1172657_1,1172657,TRUE,1172657,FALSE,25757.6,199278.1,1,1172657,4,2180
HQ2180,1265717_2180,1265717_1,1265717,TRUE,1265717,FALSE,76957.6,226670.1,1,1265717,4,2180
HQ2180,1298609_2180,1298609_1,1298609,TRUE,1298609,FALSE,23613.6,196238.1,1,1298609,4,2180
HQ2180,1303729_2180,1303729_1,1303729,TRUE,1303729,FALSE,25501.6,199214.1,1,1303729,5,2180
HQ2180,1322293_2180,1322293_1,1322293,TRUE,1322293,FALSE,77181.6,226894.1,1,1322293,5,2180
HQ2180,1391925_2180,1391925_1,1391925,TRUE,1391925,FALSE,77405.6,227374.1,1,1391925,5,2180
HQ2180,1418417_2180,1418417_1,1418417,TRUE,1418417,FALSE,25821.6,199022.1,1,1418417,5,2180
HQ2180,1434801_2180,1434801_1,1434801,TRUE,1434801,FALSE,25693.6,199406.1,1,1434801,5,2180
HQ2180,1462325_2180,1462325_1,1462325,TRUE,1462325,FALSE,76573.6,226638.1,1,1462325,5,2180
HQ2180,1462449_2180,1462449_1,1462449,TRUE,1462449,FALSE,23069.6,198062.1,1,1462449,5,2180
HQ2180,1484977_2180,1484977_1,1484977,TRUE,1484977,FALSE,26973.6,199918.1,1,1484977,5,2180
HQ2180,1506613_2180,1506613_1,1506613,TRUE,1506613,FALSE,78013.6,228046.1,1,1506613,5,2180
HQ2180,1565873_2180,1565873_1,1565873,TRUE,1565873,FALSE,25149.6,199150.1,1,1565873,5,2180
HQ2180,1566897_2180,1566897_1,1566897,TRUE,1566897,FALSE,27197.6,199822.1,1,1566897,5,2180
HQ2180,1615025_2180,1615025_1,1615025,TRUE,1615025,FALSE,25597.6,198734.1,1,1615025,5,2180
HQ2180,1630385_2180,1630385_1,1630385,TRUE,1630385,FALSE,24157.6,196558.1,1,1630385,6,2180
HQ2180,1670453_2180,1670453_1,1670453,TRUE,1670453,FALSE,78365.6,228110.1,1,1670453,6,2180
HQ2180,1680561_2180,1680561_1,1680561,TRUE,1680561,FALSE,26109.6,198990.1,1,1680561,6,2180
HQ2180,1696945_2180,1696945_1,1696945,TRUE,1696945,FALSE,25949.6,199246.1,1,1696945,6,2180
HQ2180,1747121_2180,1747121_1,1747121,TRUE,1747121,FALSE,26781.6,200046.1,1,1747121,6,2180
HQ2180,1785909_2180,1785909_1,1785909,TRUE,1785909,FALSE,77629.6,226734.1,1,1785909,6,2180
HQ2180,1822897_2180,1822897_1,1822897,TRUE,1822897,FALSE,23677.6,196334.1,1,1822897,6,2180
HQ2180,1883445_2180,1883445_1,1883445,TRUE,1883445,FALSE,78461.6,227470.1,1,1883445,6,2180
HQ2180,1892529_2180,1892529_1,1892529,TRUE,1892529,FALSE,24253.6,196110.1,1,1892529,6,2180
HQ2180,1932597_2180,1932597_1,1932597,TRUE,1932597,FALSE,78717.6,228046.1,1,1932597,6,2180
HQ2180,1953969_2180,1953969_1,1953969,TRUE,1953969,FALSE,23517.6,196430.1,1,1953969,6,2180
HQ2180,1986613_2180,1986613_1,1986613,TRUE,1986613,FALSE,76445.6,226446.1,1,1986613,7,2180
HQ2180,2003969_2180,2003969_1,2003969,TRUE,2003969,FALSE,55773.6,218542.1,1,2003969,7,2180
HQ2180,2035253_2180,2035253_1,2035253,TRUE,2035253,FALSE,80317.6,227950.1,1,2035253,7,2180
HQ2180,2041009_2180,2041009_1,2041009,TRUE,2041009,FALSE,24797.6,198382.1,1,2041009,7,2180
HQ2180,2047285_2180,2047285_1,2047285,TRUE,2047285,FALSE,78301.6,227438.1,1,2047285,7,2180
HQ2180,2090161_2180,2090161_1,2090161,TRUE,2090161,FALSE,25405.6,199534.1,1,2090161,7,2180
HQ2180,2108725_2180,2108725_1,2108725,TRUE,2108725,FALSE,76893.6,226830.1,1,2108725,7,2180
HQ2180,2134069_2180,2134069_1,2134069,TRUE,2134069,FALSE,76125.6,226478.1,1,2134069,7,2180
HQ2180,2139313_2180,2139313_1,2139313,TRUE,2139313,FALSE,25565.6,199054.1,1,2139313,7,2180
HQ2180,2140337_2180,2140337_1,2140337,TRUE,2140337,FALSE,26589.6,199278.1,1,2140337,7,2180
HQ2180,2145589_2180,2145589_1,2145589,TRUE,2145589,FALSE,78685.6,227758.1,1,2145589,7,2180
HQ2180,2151425_2180,2151425_1,2151425,TRUE,2151425,FALSE,55933.6,218542.1,1,2151425,7,2180
HQ2180,217141_2180,217141_1,217141,TRUE,217141,FALSE,76989.6,226638.1,1,217141,1,2180
HQ2180,2178357_2180,2178357_1,2178357,TRUE,2178357,FALSE,77629.6,227662.1,1,2178357,7,2180
HQ2180,2205109_2180,2205109_1,2205109,TRUE,2205109,FALSE,56253.6,218638.1,1,2205109,7,2180
HQ2180,2207537_2180,2207537_1,2207537,TRUE,2207537,FALSE,33661.6,203278.1,1,2207537,8,2180
HQ2180,2221233_2180,2221233_1,2221233,TRUE,2221233,FALSE,25789.6,199150.1,1,2221233,8,2180
HQ2180,2285745_2180,2285745_1,2285745,TRUE,2285745,FALSE,24669.6,196750.1,1,2285745,8,2180
HQ2180,2314293_2180,2314293_1,2314293,TRUE,2314293,FALSE,76829.6,226606.1,1,2314293,8,2180
HQ2180,2349233_2180,2349233_1,2349233,TRUE,2349233,FALSE,26621.6,200558.1,1,2349233,8,2180
HQ2180,2352305_2180,2352305_1,2352305,TRUE,2352305,FALSE,25565.6,199278.1,1,2352305,8,2180
HQ2180,2363569_2180,2363569_1,2363569,TRUE,2363569,FALSE,22877.6,197966.1,1,2363569,8,2180
HQ2180,2401457_2180,2401457_1,2401457,TRUE,2401457,FALSE,25309.6,198990.1,1,2401457,8,2180
HQ2180,2402481_2180,2402481_1,2402481,TRUE,2402481,FALSE,26141.6,199438.1,1,2402481,8,2180
HQ2180,240433_2180,240433_1,240433,TRUE,240433,FALSE,36893.6,206734.1,1,240433,1,2180
HQ2180,2456885_2180,2456885_1,2456885,TRUE,2456885,FALSE,78621.6,228078.1,1,2456885,8,2180
HQ2180,2466993_2180,2466993_1,2466993,TRUE,2466993,FALSE,25661.6,199022.1,1,2466993,8,2180
HQ2180,2501941_2180,2501941_1,2501941,TRUE,2501941,FALSE,77053.6,227726.1,1,2501941,9,2180
HQ2180,2510901_2180,2510901_1,2510901,TRUE,2510901,FALSE,76605.6,226670.1,1,2510901,9,2180
HQ2180,2511025_2180,2511025_1,2511025,TRUE,2511025,FALSE,23133.6,197902.1,1,2511025,9,2180
HQ2180,255153_2180,255153_1,255153,TRUE,255153,FALSE,25373.6,199310.1,1,255153,1,2180
HQ2180,2555189_2180,2555189_1,2555189,TRUE,2555189,FALSE,77949.6,228014.1,1,2555189,9,2180
HQ2180,256177_2180,256177_1,256177,TRUE,256177,FALSE,27645.6,199726.1,1,256177,1,2180
HQ2180,2565297_2180,2565297_1,2565297,TRUE,2565297,FALSE,24957.6,198382.1,1,2565297,9,2180
HQ2180,2581681_2180,2581681_1,2581681,TRUE,2581681,FALSE,24733.6,199182.1,1,2581681,9,2180
HQ2180,2587957_2180,2587957_1,2587957,TRUE,2587957,FALSE,79165.6,228174.1,1,2587957,9,2180
HQ2180,2614449_2180,2614449_1,2614449,TRUE,2614449,FALSE,25245.6,199342.1,1,2614449,9,2180
HQ2180,2647217_2180,2647217_1,2647217,TRUE,2647217,FALSE,24285.6,199438.1,1,2647217,9,2180
HQ2180,2663601_2180,2663601_1,2663601,TRUE,2663601,FALSE,25597.6,198830.1,1,2663601,9,2180
HQ2180,268341_2180,268341_1,268341,TRUE,268341,FALSE,72061.6,226190.1,0,268341,3,2180
HQ2180,2719029_2180,2719029_1,2719029,TRUE,2719029,FALSE,78589.6,228142.1,1,2719029,9,2180
HQ2180,2729137_2180,2729137_1,2729137,TRUE,2729137,FALSE,26077.6,199086.1,1,2729137,9,2180
HQ2180,2730161_2180,2730161_1,2730161,TRUE,2730161,FALSE,26685.6,199150.1,1,2730161,9,2180
HQ2180,273717_2180,273717_1,273717,TRUE,273717,FALSE,77277.6,226958.1,1,273717,1,2180
HQ2180,2745521_2180,2745521_1,2745521,TRUE,2745521,FALSE,26045.6,199342.1,1,2745521,10,2180
HQ2180,2773045_2180,2773045_1,2773045,TRUE,2773045,FALSE,76605.6,226510.1,1,2773045,10,2180
HQ2180,2810033_2180,2810033_1,2810033,TRUE,2810033,FALSE,25085.6,196878.1,1,2810033,10,2180
HQ2180,2843825_2180,2843825_1,2843825,TRUE,2843825,FALSE,24989.6,199214.1,1,2843825,10,2180
HQ2180,2850101_2180,2850101_1,2850101,TRUE,2850101,FALSE,78941.6,228142.1,1,2850101,10,2180
HQ2180,2871473_2180,2871473_1,2871473,TRUE,2871473,FALSE,23805.6,196526.1,1,2871473,10,2180
HQ2180,2876593_2180,2876593_1,2876593,TRUE,2876593,FALSE,25117.6,199406.1,1,2876593,10,2180
HQ2180,2877617_2180,2877617_1,2877617,TRUE,2877617,FALSE,27229.6,199950.1,1,2877617,10,2180
HQ2180,2926769_2180,2926769_1,2926769,TRUE,2926769,FALSE,26621.6,199534.1,1,2926769,10,2180
HQ2180,2958513_2180,2958513_1,2958513,TRUE,2958513,FALSE,24925.6,199118.1,1,2958513,10,2180
HQ2180,2964789_2180,2964789_1,2964789,TRUE,2964789,FALSE,77501.6,227758.1,1,2964789,10,2180
HQ2180,2991281_2180,2991281_1,2991281,TRUE,2991281,FALSE,25693.6,198766.1,1,2991281,10,2180
