scheme,sampling_unit_code,point_code,grts_ranking,is_centroid,grts_ranking_draw,legacy_site,x,y,sac,db_ref,year_planned,type_target
HQ1330,242801_1330_hpr,242801_1,242801,TRUE,242801,FALSE,53917.6,210478.1,1,242801,1,1330_hpr
HQ1330,2459069_1330_hpr,2459069_1,2459069,TRUE,2459069,FALSE,141469.6,222574.1,0,2459069,8,1330_hpr
HQ1330,2505729_1330_hpr,2505729_1,2505729,TRUE,2505729,FALSE,57437.6,212526.1,1,2505729,6,1330_hpr
HQ1330,2514365_1330_hpr,2514365_1,2514365,TRUE,2514365,FALSE,138141.6,220526.1,0,2514365,8,1330_hpr
HQ1330,2567605_1330_hpr,2567605_1,2567605,TRUE,2567605,FALSE,62173.6,221678.1,1,2567605,7,1330_hpr
HQ1330,258741_1330_hpr,258741_1,258741,TRUE,258741,FALSE,63389.6,221390.1,1,258741,1,1330_hpr
HQ1330,2591601_1330_hpr,2591601_1,2591601,TRUE,2591601,FALSE,54205.6,210222.1,1,2591601,7,1330_hpr
HQ1330,2595841_1330_hpr,2595841_1,2595841,TRUE,2595841,FALSE,56381.6,211854.1,1,2595841,7,1330_hpr
HQ1330,2618037_1330_hpr,2618037_1,2618037,TRUE,2618037,FALSE,63229.6,221422.1,1,2618037,7,1330_hpr
HQ1330,2618481_1330_hpr,2618481_1,2618481,TRUE,2618481,FALSE,53245.6,211214.1,1,2618481,7,1330_hpr
HQ1330,2627657_1330_hpr,2627657_1,2627657,TRUE,2627657,FALSE,100957.6,216750.1,1,2627657,7,1330_hpr
HQ1330,2658997_1330_hpr,2658997_1,2658997,TRUE,2658997,FALSE,64349.6,219822.1,1,2658997,7,1330_hpr
HQ1330,2665909_1330_hpr,2665909_1,2665909,TRUE,2665909,FALSE,62717.6,221166.1,1,2665909,7,1330_hpr
HQ1330,266933_1330_hpr,266933_1,266933,TRUE,266933,FALSE,63293.6,220430.1,1,266933,1,1330_hpr
HQ1330,2690485_1330_hpr,2690485_1,2690485,TRUE,2690485,FALSE,61757.6,219566.1,1,2690485,7,1330_hpr
HQ1330,2703029_1330_hpr,2703029_1,2703029,TRUE,2703029,FALSE,69373.6,221326.1,0,2703029,9,1330_hpr
HQ1330,2733169_1330_hpr,2733169_1,2733169,TRUE,2733169,FALSE,53981.6,210990.1,1,2733169,7,1330_hpr
HQ1330,2735541_1330_hpr,2735541_1,2735541,TRUE,2735541,FALSE,60893.6,221006.1,0,2735541,9,1330_hpr
HQ1330,2748273_1330_hpr,2748273_1,2748273,TRUE,2748273,FALSE,50205.6,209934.1,0,2748273,9,1330_hpr
HQ1330,2764213_1330_hpr,2764213_1,2764213,TRUE,2764213,FALSE,62557.6,222542.1,1,2764213,7,1330_hpr
HQ1330,2796981_1330_hpr,2796981_1,2796981,TRUE,2796981,FALSE,62045.6,220686.1,1,2796981,7,1330_hpr
HQ1330,2804489_1330_hpr,2804489_1,2804489,TRUE,2804489,FALSE,107613.6,216302.1,1,2804489,7,1330_hpr
HQ1330,2805181_1330_hpr,2805181_1,2805181,TRUE,2805181,FALSE,139645.6,219854.1,0,2805181,9,1330_hpr
HQ1330,2809525_1330_hpr,2809525_1,2809525,TRUE,2809525,FALSE,69789.6,219822.1,0,2809525,9,1330_hpr
HQ1330,2827185_1330_hpr,2827185_1,2827185,TRUE,2827185,FALSE,36093.6,199790.1,0,2827185,10,1330_hpr
HQ1330,2829749_1330_hpr,2829749_1,2829749,TRUE,2829749,FALSE,62397.6,222030.1,1,2829749,7,1330_hpr
HQ1330,2830389_1330_hpr,2830389_1,2830389,TRUE,2830389,FALSE,78845.6,223470.1,0,2830389,10,1330_hpr
HQ1330,2862517_1330_hpr,2862517_1,2862517,TRUE,2862517,FALSE,62237.6,221390.1,1,2862517,7,1330_hpr
HQ1330,2906805_1330_hpr,2906805_1,2906805,TRUE,2906805,FALSE,66173.6,224398.1,1,2906805,7,1330_hpr
HQ1330,2908853_1330_hpr,2908853_1,2908853,TRUE,2908853,FALSE,65085.6,220238.1,1,2908853,7,1330_hpr
HQ1330,2921141_1330_hpr,2921141_1,2921141,TRUE,2921141,FALSE,64221.6,219886.1,1,2921141,7,1330_hpr
HQ1330,2925569_1330_hpr,2925569_1,2925569,TRUE,2925569,FALSE,56733.6,215374.1,0,2925569,10,1330_hpr
HQ1330,2936245_1330_hpr,2936245_1,2936245,TRUE,2936245,FALSE,61725.6,219790.1,1,2936245,7,1330_hpr
HQ1330,2936253_1330_hpr,2936253_1,2936253,TRUE,2936253,FALSE,139549.6,220142.1,0,2936253,10,1330_hpr
HQ1330,2992201_1330_hpr,2992201_1,2992201,TRUE,2992201,FALSE,101981.6,217390.1,1,2992201,7,1330_hpr
HQ1330,2993589_1330_hpr,2993589_1,2993589,TRUE,2993589,FALSE,62621.6,221038.1,1,2993589,8,1330_hpr
HQ1330,299701_1330_hpr,299701_1,299701,TRUE,299701,FALSE,64253.6,219726.1,1,299701,1,1330_hpr
HQ1330,3010229_1330_hpr,3010229_1,3010229,TRUE,3010229,FALSE,68573.6,220622.1,1,3010229,8,1330_hpr
HQ1330,3026357_1330_hpr,3026357_1,3026357,TRUE,3026357,FALSE,62717.6,222254.1,1,3026357,8,1330_hpr
HQ1330,3038653_1330_hpr,3038653_1,3038653,TRUE,3038653,FALSE,137853.6,220462.1,0,3038653,10,1330_hpr
HQ1330,304129_1330_hpr,304129_1,304129,TRUE,304129,FALSE,56829.6,215214.1,0,304129,1,1330_hpr
HQ1330,3046837_1330_hpr,3046837_1,3046837,TRUE,3046837,FALSE,60829.6,222094.1,1,3046837,8,1330_hpr
HQ1330,3052213_1330_hpr,3052213_1,3052213,TRUE,3052213,FALSE,64829.6,220302.1,1,3052213,8,1330_hpr
HQ1330,3054593_1330_hpr,3054593_1,3054593,TRUE,3054593,FALSE,56541.6,212366.1,1,3054593,8,1330_hpr
HQ1330,3062785_1330_hpr,3062785_1,3062785,TRUE,3062785,FALSE,57437.6,213742.1,0,3062785,11,1330_hpr
HQ1330,3067317_1330_hpr,3067317_1,3067317,TRUE,3067317,FALSE,61469.6,220302.1,1,3067317,8,1330_hpr
HQ1330,3067325_1330_hpr,3067325_1,3067325,TRUE,3067325,FALSE,139613.6,219950.1,0,3067325,11,1330_hpr
HQ1330,3073137_1330_hpr,3073137_1,3073137,TRUE,3073137,FALSE,51805.6,210798.1,1,3073137,8,1330_hpr
HQ1330,3084981_1330_hpr,3084981_1,3084981,TRUE,3084981,FALSE,63997.6,220398.1,1,3084981,8,1330_hpr
HQ1330,3093505_1330_hpr,3093505_1,3093505,TRUE,3093505,FALSE,58269.6,216302.1,1,3093505,8,1330_hpr
HQ1330,3109889_1330_hpr,3109889_1,3109889,TRUE,3109889,FALSE,57181.6,215438.1,1,3109889,8,1330_hpr
HQ1330,311349_1330_hpr,311349_1,311349,TRUE,311349,FALSE,78333.6,225742.1,1,311349,1,1330_hpr
HQ1330,3124661_1330_hpr,3124661_1,3124661,TRUE,3124661,FALSE,62301.6,221550.1,1,3124661,8,1330_hpr
HQ1330,3142325_1330_hpr,3142325_1,3142325,TRUE,3142325,FALSE,63389.6,221422.1,1,3142325,8,1330_hpr
HQ1330,3149493_1330_hpr,3149493_1,3149493,TRUE,3149493,FALSE,68605.6,221390.1,1,3149493,8,1330_hpr
HQ1330,3150517_1330_hpr,3150517_1,3150517,TRUE,3150517,FALSE,63229.6,220334.1,1,3150517,8,1330_hpr
HQ1330,3157873_1330_hpr,3157873_1,3157873,TRUE,3157873,FALSE,50589.6,209326.1,0,3157873,11,1330_hpr
HQ1330,3161089_1330_hpr,3161089_1,3161089,TRUE,3161089,FALSE,57245.6,212814.1,1,3161089,8,1330_hpr
HQ1330,3198389_1330_hpr,3198389_1,3198389,TRUE,3198389,FALSE,61693.6,219758.1,1,3198389,8,1330_hpr
HQ1330,3214773_1330_hpr,3214773_1,3214773,TRUE,3214773,FALSE,61597.6,219598.1,1,3214773,8,1330_hpr
HQ1330,3215029_1330_hpr,3215029_1,3215029,TRUE,3215029,FALSE,68765.6,220750.1,1,3215029,8,1330_hpr
HQ1330,324721_1330_hpr,324721_1,324721,TRUE,324721,FALSE,53501.6,210894.1,1,324721,1,1330_hpr
HQ1330,3252081_1330_hpr,3252081_1,3252081,TRUE,3252081,FALSE,48893.6,206702.1,0,3252081,11,1330_hpr
HQ1330,3263241_1330_hpr,3263241_1,3263241,TRUE,3263241,FALSE,107325.6,216302.1,0,3263241,11,1330_hpr
HQ1330,3298997_1330_hpr,3298997_1,3298997,TRUE,3298997,FALSE,70397.6,224910.1,1,3298997,8,1330_hpr
HQ1330,3309237_1330_hpr,3309237_1,3309237,TRUE,3309237,FALSE,71037.6,221166.1,0,3309237,12,1330_hpr
HQ1330,331445_1330_hpr,331445_1,331445,TRUE,331445,FALSE,69117.6,221134.1,0,331445,2,1330_hpr
HQ1330,331445_1330_hpr,331445_2,33885877,FALSE,331445,FALSE,69116.44,221114.09,0,331445,2,1330_hpr
HQ1330,3316737_1330_hpr,3316737_1,3316737,TRUE,3316737,FALSE,56477.6,212142.1,1,3316737,9,1330_hpr
HQ1330,3322993_1330_hpr,3322993_1,3322993,TRUE,3322993,FALSE,54301.6,210670.1,1,3322993,9,1330_hpr
HQ1330,3347125_1330_hpr,3347125_1,3347125,TRUE,3347125,FALSE,63997.6,220334.1,1,3347125,9,1330_hpr
HQ1330,3358389_1330_hpr,3358389_1,3358389,TRUE,3358389,FALSE,69213.6,221006.1,1,3358389,9,1330_hpr
HQ1330,3359797_1330_hpr,3359797_1,3359797,TRUE,3359797,FALSE,72221.6,220814.1,0,3359797,12,1330_hpr
HQ1330,3363893_1330_hpr,3363893_1,3363893,TRUE,3363893,FALSE,72093.6,220558.1,0,3363893,12,1330_hpr
HQ1330,3378613_1330_hpr,3378613_1,3378613,TRUE,3378613,FALSE,62909.6,220398.1,1,3378613,9,1330_hpr
HQ1330,3382273_1330_hpr,3382273_1,3382273,TRUE,3382273,FALSE,56829.6,211822.1,1,3382273,9,1330_hpr
HQ1330,3383153_1330_hpr,3383153_1,3383153,TRUE,3383153,FALSE,48925.6,206894.1,0,3383153,12,1330_hpr
HQ1330,3388529_1330_hpr,3388529_1,3388529,TRUE,3388529,FALSE,54013.6,210542.1,1,3388529,9,1330_hpr
HQ1330,3427893_1330_hpr,3427893_1,3427893,TRUE,3427893,FALSE,80637.6,227278.1,1,3427893,9,1330_hpr
HQ1330,3432449_1330_hpr,3432449_1,3432449,TRUE,3432449,FALSE,61533.6,215438.1,0,3432449,12,1330_hpr
HQ1330,3445429_1330_hpr,3445429_1,3445429,TRUE,3445429,FALSE,64189.6,219758.1,1,3445429,9,1330_hpr
HQ1330,3457077_1330_hpr,3457077_1,3457077,TRUE,3457077,FALSE,78205.6,225742.1,1,3457077,9,1330_hpr
HQ1330,3470449_1330_hpr,3470449_1,3470449,TRUE,3470449,FALSE,53437.6,210702.1,1,3470449,9,1330_hpr
HQ1330,3478197_1330_hpr,3478197_1,3478197,TRUE,3478197,FALSE,63997.6,219662.1,1,3478197,9,1330_hpr
HQ1330,3492617_1330_hpr,3492617_1,3492617,TRUE,3492617,FALSE,106717.6,216014.1,0,3492617,12,1330_hpr
HQ1330,3499009_1330_hpr,3499009_1,3499009,TRUE,3499009,FALSE,56797.6,216302.1,1,3499009,9,1330_hpr
HQ1330,3509685_1330_hpr,3509685_1,3509685,TRUE,3509685,FALSE,62429.6,219918.1,1,3509685,9,1330_hpr
HQ1330,3530421_1330_hpr,3530421_1,3530421,TRUE,3530421,FALSE,69629.6,220622.1,1,3530421,9,1330_hpr
HQ1330,3640177_1330_hpr,3640177_1,3640177,TRUE,3640177,FALSE,54141.6,210190.1,1,3640177,9,1330_hpr
HQ1330,3642037_1330_hpr,3642037_1,3642037,TRUE,3642037,FALSE,64125.6,220398.1,1,3642037,9,1330_hpr
HQ1330,3666613_1330_hpr,3666613_1,3666613,TRUE,3666613,FALSE,63197.6,221550.1,1,3666613,9,1330_hpr
