sample_id	polygon_id	grts_ranking	x	y	main_type	type	phab	sac	year_planned	description_orig	legacy_site	certain	location_id
3054593_1330_hpr	38862	3054593	56541.6	212366.1	5	10	50	1	8	50% 1330_hpr; 20% 1310_pol; 30% rbbah	0	1	3054593
3062785_1330_hpr	4786	3062785	57437.6	213742.1	5	10	30	0	11	70% gh; 30% 1330_hpr	0	1	3062785
3067317_1330_hpr	36936	3067317	61469.6	220302.1	5	10	30	1	8	70% gh; 30% 1330_hpr	0	1	3067317
3067325_1330_hpr	33543	3067325	139613.6	219950.1	5	10	80	0	11	80% 1330_hpr; 20% rbbzil	0	1	3067325
3073137_1330_hpr	39189	3073137	51805.6	210798.1	5	10	20	1	8	80% gh; 20% 1330_hpr	0	1	3073137
3084981_1330_hpr	36914	3084981	63997.6	220398.1	5	10	15	1	8	80% gh; 15% 1330_hpr; 5% 1310_pol	0	1	3084981
3093505_1330_hpr	38454	3093505	58269.6	216302.1	5	10	20	1	8	60% gh; 20% 1330_hpr; 20% rbbzil	0	1	3093505
3109889_1330_hpr	38452	3109889	57181.6	215438.1	5	10	30	1	8	70% gh; 30% 1330_hpr	0	1	3109889
311349_1330_hpr	35503	311349	78333.6	225742.1	5	10	20	1	1	70% gh; 20% 1330_hpr; 10% 1310_pol; 0% gh_ae	0	1	311349
3124661_1330_hpr	36949	3124661	62301.6	221550.1	5	10	15	1	8	80% gh; 15% 1330_hpr; 5% 1310_pol	0	1	3124661
3142325_1330_hpr	36958	3142325	63389.6	221422.1	5	10	20	1	8	80% gh; 20% 1330_hpr	0	1	3142325
3149493_1330_hpr	36981	3149493	68605.6	221390.1	5	10	30	1	8	70% gh; 30% 1330_hpr	0	1	3149493
3150517_1330_hpr	36939	3150517	63229.6	220334.1	5	10	30	1	8	65% gh; 30% 1330_hpr; 5% rbbah	0	1	3150517
3157873_1330_hpr	1423	3157873	50589.6	209326.1	5	10	30	0	11	70% gh; 30% 1330_hpr	0	1	3157873
3161089_1330_hpr	38871	3161089	57245.6	212814.1	5	10	18	1	8	45% rbbkam; 35% rbbzil; 18% 1330_hpr; 2% rbbah	0	1	3161089
3198389_1330_hpr	36938	3198389	61693.6	219758.1	5	10	30	1	8	70% gh; 30% 1330_hpr	0	1	3198389
3214773_1330_hpr	36935	3214773	61597.6	219598.1	5	10	30	1	8	70% gh; 30% 1330_hpr	0	1	3214773
3215029_1330_hpr	37500	3215029	68765.6	220750.1	5	10	100	1	8	100% 1330_hpr	0	1	3215029
324721_1330_hpr	39209	324721	53501.6	210894.1	5	10	30	1	1	70% gh; 30% 1330_hpr	0	1	324721
3252081_1330_hpr	29	3252081	48893.6	206702.1	5	10	30	0	11	70% gh; 30% 1330_hpr	0	1	3252081
3263241_1330_hpr	575	3263241	107325.6	216302.1	5	10	30	0	11	70% gh; 30% 1330_hpr	0	1	3263241
3298997_1330_hpr	36697	3298997	70397.6	224910.1	5	10	60	1	8	60% 1310,1330_hpr; 30% gh; 10% rbbmr	0	1	3298997
3309237_1330_hpr	4	3309237	71037.6	221166.1	5	10	20	0	12	70% gh; 20% 1330_hpr; 10% 1310_pol	0	1	3309237
331445_1330_hpr	280	331445	69117.6	221134.1	5	10	30	0	2	70% gh; 30% 1330_hpr	0	1	331445
3316737_1330_hpr	38885	3316737	56477.6	212142.1	5	10	20	1	9	80% rbbkam; 20% 1330_hpr	0	1	3316737
3322993_1330_hpr	39201	3322993	54301.6	210670.1	5	10	20	1	9	50% rbbah; 30% rbbmr; 20% 1330_hpr	0	1	3322993
3347125_1330_hpr	36957	3347125	63997.6	220334.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3347125
3358389_1330_hpr	37363	3358389	69213.6	221006.1	5	10	30	1	9	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	3358389
3359797_1330_hpr	6090	3359797	72221.6	220814.1	5	10	20	0	12	70% gh; 20% 1330_hpr; 10% 1310_pol	0	1	3359797
3363893_1330_hpr	4789	3363893	72093.6	220558.1	5	10	30	0	12	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	3363893
3378613_1330_hpr	36922	3378613	62909.6	220398.1	5	10	20	1	9	80% gh; 20% 1330_hpr	0	1	3378613
3382273_1330_hpr	38868	3382273	56829.6	211822.1	5	10	100	1	9	100% 1330_hpr	0	1	3382273
3383153_1330_hpr	29	3383153	48925.6	206894.1	5	10	30	0	12	70% gh; 30% 1330_hpr	0	1	3383153
3388529_1330_hpr	39196	3388529	54013.6	210542.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3388529
3427893_1330_hpr	36328	3427893	80637.6	227278.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3427893
3432449_1330_hpr	7484	3432449	61533.6	215438.1	5	10	40	0	12	60% gh; 40% 1330_hpr	0	1	3432449
3445429_1330_hpr	36918	3445429	64189.6	219758.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3445429
3457077_1330_hpr	35503	3457077	78205.6	225742.1	5	10	20	1	9	70% gh; 20% 1330_hpr; 10% 1310_pol; 0% gh_ae	0	1	3457077
3470449_1330_hpr	39211	3470449	53437.6	210702.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3470449
3478197_1330_hpr	36917	3478197	63997.6	219662.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3478197
3492617_1330_hpr	405	3492617	106717.6	216014.1	5	10	20	0	12	60% gh; 20% 1330_hpr; 20% rbbzil	0	1	3492617
3499009_1330_hpr	38495	3499009	56797.6	216302.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3499009
3509685_1330_hpr	36961	3509685	62429.6	219918.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3509685
3530421_1330_hpr	37505	3530421	69629.6	220622.1	5	10	30	1	9	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	3530421
3640177_1330_hpr	39194	3640177	54141.6	210190.1	5	10	30	1	9	70% gh; 30% 1330_hpr	0	1	3640177
3642037_1330_hpr	36914	3642037	64125.6	220398.1	5	10	15	1	9	80% gh; 15% 1330_hpr; 5% 1310_pol	0	1	3642037
3666613_1330_hpr	36958	3666613	63197.6	221550.1	5	10	20	1	9	80% gh; 20% 1330_hpr	0	1	3666613
3685377_1330_hpr	38871	3685377	57341.6	212654.1	5	10	18	1	9	45% rbbkam; 35% rbbzil; 18% 1330_hpr; 2% rbbah	0	1	3685377
3732593_1330_hpr	39211	3732593	53533.6	210702.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3732593
37557_1330_hpr	36918	37557	64349.6	219886.1	5	10	30	1	1	70% gh; 30% 1330_hpr	0	1	37557
3781745_1330_hpr	39202	3781745	53853.6	211022.1	5	10	20	1	10	70% gh; 20% 1330_hpr; 10% rbbah	0	1	3781745
3797685_1330_hpr	36942	3797685	63165.6	220878.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3797685
3812105_1330_hpr	38658	3812105	104893.6	215406.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3812105
3863665_1330_hpr	39208	3863665	53373.6	211246.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3863665
3904181_1330_hpr	36941	3904181	64189.6	220142.1	5	10	20	1	10	70% gh; 20% 1330_hpr; 10% 1310_pol	0	1	3904181
3927733_1330_hpr	37500	3927733	68669.6	220526.1	5	10	100	1	10	100% 1330_hpr	0	1	3927733
3936949_1330_hpr	36923	3936949	63229.6	220590.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3936949
3946165_1330_hpr	36691	3946165	70717.6	224718.1	5	10	20	1	10	80% gh; 20% 1330_hpr	0	1	3946165
3954357_1330_hpr	36693	3954357	70813.6	224942.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3954357
3968437_1330_hpr	36961	3968437	62589.6	219886.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	3968437
3969717_1330_hpr	36925	3969717	64029.6	220014.1	5	10	20	1	10	70% gh; 20% 1330_hpr; 10% 1310_pol	0	1	3969717
4042165_1330_hpr	36959	4042165	62653.6	220942.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	4042165
4074933_1330_hpr	36947	4074933	62653.6	222382.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	4074933
409269_1330_hpr	5503	409269	69789.6	221230.1	5	10	20	0	2	70% gh; 20% 1330_hpr; 10% 1310_pol	0	1	409269
4100789_1330_hpr	36963	4100789	64957.6	220366.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	4100789
4121713_1330_hpr	39189	4121713	51741.6	210766.1	5	10	20	1	10	80% gh; 20% 1330_hpr	0	1	4121713
4140469_1330_hpr	36953	4140469	62269.6	221838.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	4140469
4142081_1330_hpr	38454	4142081	58173.6	216302.1	5	10	20	1	10	60% gh; 20% 1330_hpr; 20% rbbzil	0	1	4142081
4173237_1330_hpr	36949	4173237	62365.6	221518.1	5	10	15	1	10	80% gh; 15% 1330_hpr; 5% 1310_pol	0	1	4173237
4174961_1330_hpr	39196	4174961	54045.6	210446.1	5	10	30	1	10	70% gh; 30% 1330_hpr	0	1	4174961
4181429_1330_hpr	36936	4181429	61341.6	220302.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4181429
4190901_1330_hpr	36958	4190901	63421.6	221614.1	5	10	20	1	11	80% gh; 20% 1330_hpr	0	1	4190901
4199093_1330_hpr	36940	4199093	63197.6	220206.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4199093
4210741_1330_hpr	35503	4210741	78301.6	225774.1	5	10	20	1	11	70% gh; 20% 1330_hpr; 10% 1310_pol; 0% gh_ae	0	1	4210741
4214089_1330_hpr	38226	4214089	95677.6	217774.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4214089
4231861_1330_hpr	36918	4231861	64285.6	219950.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4231861
4330165_1330_hpr	36945	4330165	63005.6	219790.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4330165
437685_1330_hpr	36959	437685	62429.6	220942.1	5	10	30	1	1	70% gh; 30% 1330_hpr	0	1	437685
4387509_1330_hpr	36931	4387509	63805.6	220974.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4387509
4406965_1330_hpr	37363	4406965	69309.6	220974.1	5	10	30	1	11	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	4406965
4437105_1330_hpr	39196	4437105	53981.6	210446.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4437105
4453045_1330_hpr	36958	4453045	63485.6	221358.1	5	10	20	1	11	80% gh; 20% 1330_hpr	0	1	4453045
4461237_1330_hpr	36939	4461237	63261.6	220462.1	5	10	30	1	11	65% gh; 30% 1330_hpr; 5% rbbah	0	1	4461237
4462665_1330_hpr	38433	4462665	101053.6	216942.1	5	10	20	1	11	60% gh; 20% 1330_hpr; 15% rbbmr; 5% 1310_pol; 0% rbbah	0	1	4462665
4492725_1330_hpr	36945	4492725	62909.6	219790.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4492725
4494005_1330_hpr	36918	4494005	64189.6	219694.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4494005
4519025_1330_hpr	39211	4519025	53469.6	210798.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4519025
4547585_1330_hpr	38495	4547585	56669.6	216430.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4547585
455349_1330_hpr	36962	455349	63613.6	221006.1	5	10	20	1	1	80% gh; 20% 1330_hpr	0	1	455349
4568177_1330_hpr	39198	4568177	54109.6	211022.1	5	10	20	1	11	80% gh; 20% 1330_hpr	0	1	4568177
4578997_1330_hpr	37505	4578997	69405.6	220526.1	5	10	30	1	11	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	4578997
4657845_1330_hpr	36957	4657845	63709.6	220270.1	5	10	30	1	11	70% gh; 30% 1330_hpr	0	1	4657845
4666369_1330_hpr	38454	4666369	58237.6	216206.1	5	10	20	1	12	60% gh; 20% 1330_hpr; 20% rbbzil	0	1	4666369
4677809_1330_hpr	45270	4677809	25309.6	196398.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4677809
4689333_1330_hpr	36930	4689333	62877.6	220334.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4689333
470453_1330_hpr	36953	470453	62141.6	221838.1	5	10	30	1	1	70% gh; 30% 1330_hpr	0	1	470453
472065_1330_hpr	38454	472065	58173.6	216238.1	5	10	20	1	1	60% gh; 20% 1330_hpr; 20% rbbzil	0	1	472065
4723381_1330_hpr	36940	4723381	63293.6	220302.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4723381
4733953_1330_hpr	38887	4733953	57341.6	212558.1	5	10	78	1	12	78% 1330_hpr; 2% 1310_pol; 20% rbbmr	0	1	4733953
4781169_1330_hpr	39209	4781169	53533.6	210862.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4781169
4799285_1330_hpr	36329	4799285	80541.6	226414.1	5	10	20	1	12	60% gh; 20% 6430_mr; 20% 1330_hpr	0	1	4799285
4813085_1330_hpr	37944	4813085	96797.6	219790.1	5	10	25	1	12	70% gh; 25% 1330_hpr; 5% 1310_pol	0	1	4813085
4828597_1330_hpr	36946	4828597	62749.6	221102.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4828597
4830321_1330_hpr	39202	4830321	53789.6	211054.1	5	10	20	1	12	70% gh; 20% 1330_hpr; 10% rbbah	0	1	4830321
4846261_1330_hpr	36942	4846261	63069.6	220686.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4846261
4861365_1330_hpr	36954	4861365	62525.6	222574.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4861365
4894133_1330_hpr	36959	4894133	62173.6	220846.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4894133
4895857_1330_hpr	39201	4895857	54365.6	210574.1	5	10	20	1	12	50% rbbah; 30% rbbmr; 20% 1330_hpr	0	1	4895857
4931253_1330_hpr	37363	4931253	69309.6	220814.1	5	10	30	1	12	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	4931253
495029_1330_hpr	36930	495029	62877.6	220302.1	5	10	30	1	1	70% gh; 30% 1330_hpr	0	1	495029
4961393_1330_hpr	39201	4961393	54237.6	210670.1	5	10	20	1	12	50% rbbah; 30% rbbmr; 20% 1330_hpr	0	1	4961393
4971189_1330_hpr	36871	4971189	66045.6	224366.1	5	10	30	1	12	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	4971189
4992437_1330_hpr	36924	4992437	62781.6	221934.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	4992437
5002933_1330_hpr	36691	5002933	70781.6	224814.1	5	10	20	1	12	80% gh; 20% 1330_hpr	0	1	5002933
5006005_1330_hpr	36963	5006005	65085.6	220366.1	5	10	30	1	12	70% gh; 30% 1330_hpr	0	1	5006005
52669_1330_hpr	33551	52669	139293.6	220206.1	5	10	30	0	1	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	52669
529077_1330_hpr	36919	529077	63357.6	220270.1	5	10	20	1	1	60% gh; 20% 1330_hpr; 20% rbbah; 0% rbbmr	0	1	529077
540341_1330_hpr	37505	540341	69693.6	220686.1	5	10	30	1	1	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	540341
576949_1330_hpr	36938	576949	61789.6	219886.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	576949
586865_1330_hpr	39209	586865	53629.6	210830.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	586865
651957_1330_hpr	36926	651957	63037.6	220654.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	651957
667701_1330_hpr	30269	667701	79005.6	223598.1	5	10	30	0	2	70% gh; 30% 1330_hpr	0	1	667701
692917_1330_hpr	36963	692917	64637.6	220302.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	692917
695297_1330_hpr	38873	695297	56765.6	211982.1	5	10	40	1	2	40% rbbzil; 40% 1330_hpr; 20% rbbmr	0	1	695297
699829_1330_hpr	36959	699829	62141.6	220782.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	699829
717937_1330_hpr	39027	717937	53405.6	211374.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	717937
732597_1330_hpr	36951	732597	62429.6	222062.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	732597
733237_1330_hpr	30269	733237	78845.6	223630.1	5	10	30	0	2	70% gh; 30% 1330_hpr	0	1	733237
734321_1330_hpr	39027	734321	53309.6	211438.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	734321
736949_1330_hpr	37363	736949	69277.6	220878.1	5	10	30	1	2	70% gh; 30% 1330_hpr; 0% gh_ae	0	1	736949
750593_1330_hpr	38452	750593	57085.6	215438.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	750593
758453_1330_hpr	36914	758453	64029.6	220366.1	5	10	15	1	2	80% gh; 15% 1330_hpr; 5% 1310_pol	0	1	758453
783029_1330_hpr	36958	783029	63101.6	221326.1	5	10	20	1	2	80% gh; 20% 1330_hpr	0	1	783029
791221_1330_hpr	36943	791221	63005.6	220398.1	5	10	30	1	2	70% rbbkam; 30% 1330_hpr	0	1	791221
798133_1330_hpr	36924	798133	62813.6	221934.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	798133
801793_1330_hpr	38887	801793	57053.6	212462.1	5	10	78	1	2	78% 1330_hpr; 2% 1310_pol; 20% rbbmr	0	1	801793
811701_1330_hpr	36963	811701	65085.6	220302.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	811701
81589_1330_hpr	30978	81589	69309.6	221454.1	5	10	30	0	1	70% gh; 30% 1330_hpr	0	1	81589
823989_1330_hpr	36941	823989	64189.6	220110.1	5	10	20	1	2	70% gh; 20% 1330_hpr; 10% 1310_pol	0	1	823989
830901_1330_hpr	36944	830901	62781.6	221358.1	5	10	30	1	2	70% gh; 30% 1330_hpr	0	1	830901
868021_1330_hpr	283	868021	69405.6	221262.1	5	10	20	0	2	80% gh; 20% 1330_hpr	0	1	868021
890953_1330_hpr	38353	890953	100829.6	217198.1	5	10	25	1	2	70% gh; 25% 1330_hpr; 5% 1310_pol; 0% rbbah	0	1	890953
895049_1330_hpr	38351	895049	102013.6	217454.1	5	10	20	1	3	70% gh; 20% 1330_hpr; 10% rbbmr	0	1	895049
908981_1330_hpr	37506	908981	69373.6	220462.1	5	10	100	1	3	100% 1330_hpr	0	1	908981
961973_1330_hpr	36959	961973	62173.6	220942.1	5	10	30	1	3	70% gh; 30% 1330_hpr	0	1	961973
970173_1330_hpr	33561	970173	139581.6	220110.1	5	10	80	0	3	80% 1330_hpr; 20% rbbzil	0	1	970173
987829_1330_hpr	36933	987829	63773.6	220462.1	5	10	30	1	3	70% gh; 30% 1330_hpr	0	1	987829
996353_1330_hpr	38454	996353	58173.6	216430.1	5	10	20	1	3	60% gh; 20% 1330_hpr; 20% rbbzil	0	1	996353
10010417_2120	BWK461	10010417	31261.6	202478.1	7	12	50	1	1	50% 2120; 30% 2160; 15% 2130_hd; 5% gh	0	1	10010417
10051125_2120	BWK1411	10051125	80157.6	229166.1	7	12	100	1	1	100% 2120	0	1	10051125
10057905_2120	BWK491	10057905	29661.6	201358.1	7	12	60	1	1	60% 2120; 25% 2130_hd; 10% 2160; 5% gh	0	1	10057905
10071601_2120	BWK529	10071601	30205.6	203470.1	7	12	100	0	1	100% 2120	0	1	10071601
10082997_2120	BWK2	10082997	65213.6	224302.1	7	12	100	1	1	100% 2120	0	1	10082997
1009077_2120	BWK3	1009077	55805.6	219054.1	7	12	100	1	1	100% 2120	0	1	1009077
10138801_2120	BWK107	10138801	24349.6	200270.1	7	12	55	1	1	55% 2120; 40% 2130_hd; 5% 2160	0	1	10138801
1013937_2120	BWK491	1013937	29757.6	201390.1	7	12	60	1	1	60% 2120; 25% 2130_hd; 10% 2160; 5% gh	0	1	1013937
1015221_2120	BWK1190	1015221	60797.6	222446.1	7	12	90	1	1	90% 2120; 10% 2130_hd	0	1	1015221
10153777_2120	BWK6	10153777	32957.6	204142.1	7	12	100	1	1	100% 2120	0	1	10153777
10160821_2120	BWK1222	10160821	64829.6	224206.1	7	12	100	0	3	100% 2120	0	1	10160821
10186545_2120	BWK606	10186545	32541.6	203182.1	7	12	20	1	1	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160	0	1	10186545
1021105_2120	PINK213	1021105	23421.6	198702.1	7	12	100	1	1	NA	0	1	1021105
10256177_2120	BWK612	10256177	30845.6	203502.1	7	12	20	1	1	70% 2160; 20% 2120; 5% 2130_hd; 5% gh	0	1	10256177
10260273_2120	BWK501	10260273	32829.6	204398.1	7	12	20	1	1	70% 2130_hd; 20% 2120; 10% 2160	0	1	10260273
10276657_2120	BWK626	10276657	33821.6	204974.1	7	12	15	1	2	75% 2160; 10% 2130_hd; 15% 2120	0	1	10276657
10291313_2120	BWK1028	10291313	53437.6	217518.1	7	12	30	1	2	60% 2130_hd; 30% 2120; 10% 2160	0	1	10291313
10305329_2120	BWK584	10305329	30717.6	202318.1	7	12	50	1	2	50% 2120; 25% 2130_hd; 20% 2170; 5% 2160	0	1	10305329
10321713_2120	BWK529	10321713	30493.6	203726.1	7	12	100	0	4	100% 2120	0	1	10321713
10323381_2120	BWK1129	10323381	57853.6	220398.1	7	12	100	1	2	100% 2120	0	1	10323381
10333745_2120	BWK7	10333745	29917.6	203374.1	7	12	75	1	2	75% 2120; 20% 2160; 5% 2130_hd	0	1	10333745
10342193_2120	BWK651	10342193	33629.6	204462.1	7	12	100	1	2	100% 2120	0	1	10342193
10350385_2120	BWK6	10350385	32701.6	204014.1	7	12	100	1	2	100% 2120	0	1	10350385
10353973_2120	BWK1410	10353973	77661.6	228526.1	7	12	70	1	2	70% 2120; 20% 2130_hd; 10% 2160	0	1	10353973
10354481_2120	BWK464	10354481	31677.6	204142.1	7	12	100	0	6	100% 2120	0	1	10354481
103601_2120	PINK213	103601	23101.6	198446.1	7	12	100	1	2	NA	0	1	103601
10360753_2120	BWK510	10360753	30621.6	202030.1	7	12	40	1	2	50% 2130_hd; 40% 2120; 5% 2160; 5% 2170	0	1	10360753
1036081_2120	BWK626	1036081	34173.6	204462.1	7	12	15	1	2	75% 2160; 10% 2130_hd; 15% 2120	0	1	1036081
10360885_2120	BWK1618	10360885	72189.6	226350.1	7	12	20	0	7	60% 2130_hd; 20% 2120; 20% 2160	0	1	10360885
10385585_2120	BWK182	10385585	29405.6	201742.1	7	12	20	0	9	60% 2160; 20% 2130_hd; 20% 2120	0	1	10385585
10391345_2120	BWK530	10391345	32541.6	204398.1	7	12	20	1	2	70% 2160; 20% 2120; 5% 2170; 5% 2130_hd	0	1	10391345
10393777_2120	BWK192	10393777	27741.6	201870.1	7	12	20	0	10	60% 2160; 20% 2120; 20% gh	0	1	10393777
10398513_2120	PINK734	10398513	37021.6	206894.1	7	12	100	1	2	NA	0	1	10398513
10399281_2120	BWK7	10399281	29693.6	203342.1	7	12	75	1	2	75% 2120; 20% 2160; 5% 2130_hd	0	1	10399281
10419637_2120	BWK1129	10419637	59005.6	221230.1	7	12	100	1	2	100% 2120	0	1	10419637
1044273_2120	BWK6	1044273	32541.6	203726.1	7	12	100	1	2	100% 2120	0	1	1044273
10456881_2120	BWK380	10456881	32925.6	204814.1	7	12	100	0	12	100% 2120	0	1	10456881
10458289_2120	PINK213	10458289	23453.6	198798.1	7	12	100	1	2	NA	0	1	10458289
10462645_2120	BWK1062	10462645	56157.6	219182.1	7	12	40	1	3	60% gh; 40% 2120	0	1	10462645
1047861_2120	BWK1510	1047861	78013.6	228590.1	7	12	75	1	3	75% 2120; 15% 2130_hd; 10% 2160	0	1	1047861
10517813_2120	BWK1511	10517813	78365.6	228750.1	7	12	60	1	3	60% 2120; 25% 2130_hd; 15% 2160	0	1	10517813
10518321_2120	BWK612	10518321	30749.6	203342.1	7	12	20	1	3	70% 2160; 20% 2120; 5% 2130_hd; 5% gh	0	1	10518321
10547637_2120	BWK1191	10547637	62173.6	223118.1	7	12	80	1	3	80% 2120; 20% gh	0	1	10547637
10575413_2120	BWK1411	10575413	80061.6	229198.1	7	12	100	1	3	100% 2120	0	1	10575413
10577265_2120	BWK854	10577265	42525.6	210446.1	7	12	70	1	3	70% 2120; 30% 2130_hd	0	1	10577265
10578737_2120	PINK734	10578737	37629.6	207374.1	7	12	100	1	3	NA	0	1	10578737
10586929_2120	BWK382	10586929	36029.6	206414.1	7	12	50	1	3	50% 2120; 50% 2130_hd	0	1	10586929
10593717_2120	BWK1076	10593717	56253.6	218702.1	7	12	60	1	3	60% 2120; 20% 2130_hd; 20% 2160	0	1	10593717
10594481_2120	PINK558	10594481	26685.6	199406.1	7	12	100	1	3	NA	0	1	10594481
10606705_2120	BWK885	10606705	51613.6	216398.1	7	12	90	1	3	90% 2120; 10% 2130_hd	0	1	10606705
10622897_2120	BWK510	10622897	30493.6	201902.1	7	12	40	1	3	50% 2130_hd; 40% 2120; 5% 2160; 5% 2170	0	1	10622897
10642869_2120	BWK1000	10642869	55261.6	218670.1	7	12	85	1	3	85% 2120; 15% 2130_hd	0	1	10642869
10654897_2120	PINK213	10654897	23933.6	198830.1	7	12	100	1	3	NA	0	1	10654897
10665777_2120	BWK524	10665777	32061.6	202734.1	7	12	100	1	3	100% 2120	0	1	10665777
10669873_2120	BWK626	10669873	33789.6	204846.1	7	12	15	1	3	75% 2160; 10% 2130_hd; 15% 2120	0	1	10669873
10672241_2120	BWK883	10672241	50973.6	216078.1	7	12	80	1	3	80% 2120; 20% 2130_hd	0	1	10672241
10681653_2120	BWK1458	10681653	77885.6	228142.1	7	12	30	1	4	70% 2130_hd; 30% 2120	0	1	10681653
10687665_2120	PINK213	10687665	24061.6	199406.1	7	12	100	1	4	NA	0	1	10687665
10696497_2120	BWK401	10696497	35453.6	206190.1	7	12	70	1	4	70% 2120; 30% 2130_hd	0	1	10696497
10720433_2120	PINK213	10720433	23165.6	198670.1	7	12	100	1	4	NA	0	1	10720433
10726193_2120	BWK763	10726193	37053.6	206734.1	7	12	45	1	4	45% 2130_hd; 45% 2120; 10% 2160,2170	0	1	10726193
10737077_2120	BWK1142	10737077	58397.6	220750.1	7	12	60	1	4	60% 2120; 40% 2130_hd	0	1	10737077
10743601_2120	BWK489	10743601	32445.6	203246.1	7	12	100	1	4	100% 2120	0	1	10743601
10762033_2120	BWK377	10762033	36221.6	205294.1	7	12	100	1	4	100% 2120	0	1	10762033
10767985_2120	BWK705	10767985	40477.6	209102.1	7	12	35	1	4	60% 2130_hd; 35% 2120; 5% 2160	0	1	10767985
10791729_2120	BWK383	10791729	36669.6	206638.1	7	12	20	1	4	50% gh; 30% 2130_hd; 20% 2120	0	1	10791729
10796849_2120	BWK461	10796849	31325.6	202414.1	7	12	50	1	4	50% 2120; 30% 2160; 15% 2130_hd; 5% gh	0	1	10796849
1081137_2120	BWK612	1081137	30845.6	203470.1	7	12	20	1	4	70% 2160; 20% 2120; 5% 2130_hd; 5% gh	0	1	1081137
10815601_2120	BWK1028	10815601	53693.6	217454.1	7	12	30	1	4	60% 2130_hd; 30% 2120; 10% 2160	0	1	10815601
10825265_2120	BWK7	10825265	29501.6	202990.1	7	12	75	1	4	75% 2120; 20% 2160; 5% 2130_hd	0	1	10825265
10827569_2120	BWK342	10827569	35805.6	205358.1	7	12	100	1	4	100% 2120	0	1	10827569
10846001_2120	BWK529	10846001	30461.6	203630.1	7	12	100	1	4	100% 2120	0	1	10846001
