sample_id	grts_ranking	assessment_status	type_target	is_type_target	type_observed	location_change	distance_from_sample	x_orig	y_orig	x_measured	y_measured
695297_1330_hpr	695297	1	10	1	1330_hpr	1	11.6	56765.6	211982.1	56765.3	211970.5
699829_1330_hpr	699829	1	10	0	NA	NA	NA	62141.6	220782.1	NA	NA
717937_1330_hpr	717937	1	10	0	NA	NA	NA	53405.6	211374.1	NA	NA
732597_1330_hpr	732597	1	10	0	NA	NA	NA	62429.6	222062.1	NA	NA
734321_1330_hpr	734321	1	10	0	NA	NA	NA	53309.6	211438.1	NA	NA
736949_1330_hpr	736949	1	10	1	1330_hpr	1	10.1	69277.6	220878.1	69278.7	220888.1
750593_1330_hpr	750593	1	10	0	NA	NA	NA	57085.6	215438.1	NA	NA
758453_1330_hpr	758453	1	10	0	NA	NA	NA	64029.6	220366.1	NA	NA
783029_1330_hpr	783029	1	10	0	NA	NA	NA	63101.6	221326.1	NA	NA
791221_1330_hpr	791221	1	10	0	NA	NA	NA	63005.6	220398.1	NA	NA
798133_1330_hpr	798133	1	10	1	1330_hpr	0	0.1	62813.6	221934.1	62813.6	221934.2
801793_1330_hpr	801793	1	10	1	1330_hpr	1	29.7	57053.6	212462.1	57082.4	212469.3
811701_1330_hpr	811701	1	10	0	NA	NA	NA	65085.6	220302.1	NA	NA
823989_1330_hpr	823989	1	10	0	NA	NA	NA	64189.6	220110.1	NA	NA
868021_1330_hpr	868021	1	10	0	NA	NA	NA	69405.6	221262.1	NA	NA
890953_1330_hpr	890953	2	10	0	NA	NA	NA	100829.6	217198.1	NA	NA
895049_1330_hpr	895049	2	10	0	NA	NA	NA	102013.6	217454.1	NA	NA
908981_1330_hpr	908981	1	10	1	1330_hpr	0	0.6	69373.6	220462.1	69374.2	220462.1
961973_1330_hpr	961973	1	10	0	NA	NA	NA	62173.6	220942.1	NA	NA
987829_1330_hpr	987829	1	10	0	NA	NA	NA	63773.6	220462.1	NA	NA
996353_1330_hpr	996353	1	10	1	1330_hpr	1	30	58173.6	216430.1	58170.9	216400.2
1023857_1330_hpr	1023857	1	10	0	NA	NA	NA	48893.6	206894.1	NA	NA
1027509_1330_hpr	1027509	1	10	0	NA	NA	NA	62237.6	221486.1	NA	NA
1045173_1330_hpr	1045173	1	10	0	NA	NA	NA	63357.6	221486.1	NA	NA
1045617_1330_hpr	1045617	1	10	0	NA	NA	NA	53181.6	211118.1	NA	NA
1053365_1330_hpr	1053365	1	10	0	NA	NA	NA	63005.6	220302.1	NA	NA
1076661_1330_hpr	1076661	1	10	0	NA	NA	NA	61789.6	221902.1	NA	NA
1101237_1330_hpr	1101237	1	10	0	NA	NA	NA	61565.6	219630.1	NA	NA
1117877_1330_hpr	1117877	1	10	1	1330_hpr	0	0.4	68669.6	220718.1	68669.3	220718.3
1166089_1330_hpr	1166089	2	10	0	NA	NA	NA	107485.6	216526.1	NA	NA
1176689_1330_hpr	1176689	1	10	0	NA	NA	NA	53213.6	210798.1	NA	NA
1184437_1330_hpr	1184437	1	10	0	NA	NA	NA	63037.6	219694.1	NA	NA
1192629_1330_hpr	1192629	1	10	0	NA	NA	NA	63485.6	221742.1	NA	NA
1195701_1330_hpr	1195701	1	10	0	1310_pol	0	0	69661.6	221422.1	69661.6	221422.1
1198857_1330_hpr	1198857	2	10	0	NA	NA	NA	106653.6	216142.1	NA	NA
1225841_1330_hpr	1225841	2	10	0	NA	NA	NA	54429.6	210830.1	NA	NA
1241781_1330_hpr	1241781	1	10	0	NA	NA	NA	63805.6	221070.1	NA	NA
1242225_1330_hpr	1242225	1	10	0	NA	NA	NA	53725.6	210990.1	NA	NA
1249973_1330_hpr	1249973	1	10	0	NA	NA	NA	63805.6	220302.1	NA	NA
1261237_1330_hpr	1261237	2	10	0	NA	NA	NA	69213.6	221070.1	NA	NA
1265333_1330_hpr	1265333	2	10	0	NA	NA	NA	68957.6	222254.1	NA	NA
1266741_1330_hpr	1266741	2	10	0	NA	NA	NA	72061.6	220622.1	NA	NA
1269937_1330_hpr	1269937	2	10	0	NA	NA	NA	25341.6	196270.1	NA	NA
1281461_1330_hpr	1281461	1	10	0	NA	NA	NA	62813.6	220526.1	NA	NA
1289653_1330_hpr	1289653	1	10	0	NA	NA	NA	62173.6	221646.1	NA	NA
1310773_1330_hpr	1310773	1	10	0	NA	NA	NA	78461.6	225806.1	NA	NA
1315509_1330_hpr	1315509	1	10	0	NA	NA	NA	63421.6	220494.1	NA	NA
1322865_1330_hpr	1322865	1	10	0	NA	NA	NA	50461.6	209102.1	NA	NA
1335297_1330_hpr	1335297	2	10	0	NA	NA	NA	61469.6	215342.1	NA	NA
1338805_1330_hpr	1338805	1	10	0	1330_da	0	4.9	61661.6	221902.1	61666	221899.9
1346997_1330_hpr	1346997	1	10	0	NA	NA	NA	62941.6	219726.1	NA	NA
1348277_1330_hpr	1348277	1	10	1	1330_hpr	0	0.7	64029.6	219854.1	64030	219854.7
1373297_1330_hpr	1373297	1	10	0	NA	NA	NA	53309.6	210766.1	NA	NA
1401857_1330_hpr	1401857	1	10	0	NA	NA	NA	56669.6	216302.1	NA	NA
1403657_1330_hpr	1403657	1	10	1	1330_hpr	1	10.7	104541.6	215534.1	104551.7	215530.6
1412533_1330_hpr	1412533	2	10	0	NA	NA	NA	62333.6	220014.1	NA	NA
1443841_1330_hpr	1443841	2	10	0	NA	NA	NA	62973.6	211598.1	NA	NA
1461001_1330_hpr	1461001	1	10	1	1330_hpr	1	58.7	106685.6	216334.1	106732.1	216298.2
1486261_1330_hpr	1486261	1	10	0	NA	NA	NA	62301.6	220942.1	NA	NA
1503925_1330_hpr	1503925	1	10	0	NA	NA	NA	63645.6	221102.1	NA	NA
1547265_1330_hpr	1547265	1	10	1	1330_hpr	0	0.1	56573.6	211758.1	56573.6	211758.2
1588225_1330_hpr	1588225	2	10	0	NA	NA	NA	57213.6	212622.1	NA	NA
1588917_1330_hpr	1588917	2	10	0	NA	NA	NA	69853.6	220718.1	NA	NA
1610421_1330_hpr	1610421	1	10	0	NA	NA	NA	64317.6	219630.1	NA	NA
1621505_1330_hpr	1621505	2	10	0	NA	NA	NA	63037.6	211630.1	NA	NA
1667357_1330_hpr	1667357	1	10	1	1330_hpr	1	96.4	96797.6	219694.1	96887.9	219727.9
1679217_1330_hpr	1679217	1	10	0	NA	NA	NA	48925.6	206702.1	NA	NA
1715637_1330_hpr	1715637	1	10	1	1330_hpr	1	24.3	62621.6	222542.1	62612.3	222519.6
1741493_1330_hpr	1741493	1	10	0	NA	NA	NA	64765.6	220334.1	NA	NA
1750129_1330_hpr	1750129	1	10	1	1330_hpr	1	34.2	54333.6	210510.1	54366.2	210520.6
1781173_1330_hpr	1781173	1	10	0	NA	NA	NA	62301.6	222030.1	NA	NA
1785525_1330_hpr	1785525	1	10	1	1330_hpr	1	6.6	69181.6	220878.1	69183	220871.6
1830325_1330_hpr	1830325	1	10	0	NA	NA	NA	60957.6	221102.1	NA	NA
1830581_1330_hpr	1830581	1	10	1	1330_hpr	0	0.2	68829.6	220622.1	68829.4	220622.2
1872565_1330_hpr	1872565	1	10	1	1330_hpr	0	0.1	64125.6	219982.1	64125.7	219982
1879477_1330_hpr	1879477	1	10	0	NA	NA	NA	62749.6	221262.1	NA	NA
1896305_1330_hpr	1896305	1	10	0	NA	NA	NA	50237.6	209838.1	NA	NA
1928193_1330_hpr	1928193	1	10	1	1330_hpr	0	0.3	56893.6	212078.1	56893.6	212078.4
1936821_1330_hpr	1936821	1	10	1	1330_hpr	1	4.7	62397.6	219694.1	62396.8	219689.5
1943625_1330_hpr	1943625	2	10	0	NA	NA	NA	102045.6	217454.1	NA	NA
1945013_1330_hpr	1945013	1	10	1	1330_hpr	0	0	62557.6	220910.1	62557.6	220910.1
1946625_1330_hpr	1946625	1	10	0	NA	NA	NA	57117.6	215566.1	NA	NA
1962677_1330_hpr	1962677	1	10	0	NA	NA	NA	63293.6	220686.1	NA	NA
1977781_1330_hpr	1977781	2	10	0	NA	NA	NA	62557.6	222414.1	NA	NA
2018741_1330_hpr	2018741	1	10	0	NA	NA	NA	61565.6	220238.1	NA	NA
2024561_1330_hpr	2024561	2	10	0	NA	NA	NA	51901.6	210766.1	NA	NA
2028657_1330_hpr	2028657	1	10	0	NA	NA	NA	53373.6	211022.1	NA	NA
2036405_1330_hpr	2036405	1	10	0	NA	NA	NA	63997.6	220526.1	NA	NA
2109297_1330_hpr	2109297	1	10	0	NA	NA	NA	50493.6	209262.1	NA	NA
2134709_1330_hpr	2134709	1	10	0	NA	NA	NA	64477.6	219886.1	NA	NA
2143345_1330_hpr	2143345	2	10	0	NA	NA	NA	54589.6	210958.1	NA	NA
2265781_1330_hpr	2265781	1	10	0	NA	NA	NA	64893.6	220398.1	NA	NA
2272693_1330_hpr	2272693	1	10	0	NA	NA	NA	62237.6	220814.1	NA	NA
2274305_1330_hpr	2274305	1	10	0	NA	NA	NA	56861.6	216430.1	NA	NA
2338229_1330_hpr	2338229	1	10	0	NA	NA	NA	62173.6	221454.1	NA	NA
2396853_1330_hpr	2396853	1	10	0	NA	NA	NA	64125.6	219662.1	NA	NA
2421873_1330_hpr	2421873	1	10	0	NA	NA	NA	53341.6	210862.1	NA	NA
2567605_1330_hpr	2567605	1	10	0	NA	NA	NA	62173.6	221678.1	NA	NA
2591601_1330_hpr	2591601	1	10	0	NA	NA	NA	54205.6	210222.1	NA	NA
2618037_1330_hpr	2618037	1	10	0	NA	NA	NA	63229.6	221422.1	NA	NA
2658997_1330_hpr	2658997	1	10	0	NA	NA	NA	64349.6	219822.1	NA	NA
2665909_1330_hpr	2665909	1	10	0	NA	NA	NA	62717.6	221166.1	NA	NA
2703029_1330_hpr	2703029	1	10	0	NA	NA	NA	69373.6	221326.1	NA	NA
2733169_1330_hpr	2733169	1	10	0	NA	NA	NA	53981.6	210990.1	NA	NA
2735541_1330_hpr	2735541	1	10	0	NA	NA	NA	60893.6	221006.1	NA	NA
2748273_1330_hpr	2748273	1	10	0	NA	NA	NA	50205.6	209934.1	NA	NA
2796981_1330_hpr	2796981	1	10	0	NA	NA	NA	62045.6	220686.1	NA	NA
2829749_1330_hpr	2829749	1	10	0	NA	NA	NA	62397.6	222030.1	NA	NA
2862517_1330_hpr	2862517	1	10	0	NA	NA	NA	62237.6	221390.1	NA	NA
2908853_1330_hpr	2908853	1	10	0	NA	NA	NA	65085.6	220238.1	NA	NA
2925569_1330_hpr	2925569	1	10	0	NA	NA	NA	56733.6	215374.1	NA	NA
3052213_1330_hpr	3052213	1	10	0	NA	NA	NA	64829.6	220302.1	NA	NA
3067317_1330_hpr	3067317	1	10	0	NA	NA	NA	61469.6	220302.1	NA	NA
3084981_1330_hpr	3084981	1	10	0	NA	NA	NA	63997.6	220398.1	NA	NA
3109889_1330_hpr	3109889	1	10	0	NA	NA	NA	57181.6	215438.1	NA	NA
3124661_1330_hpr	3124661	1	10	0	NA	NA	NA	62301.6	221550.1	NA	NA
3142325_1330_hpr	3142325	1	10	0	NA	NA	NA	63389.6	221422.1	NA	NA
3157873_1330_hpr	3157873	1	10	0	NA	NA	NA	50589.6	209326.1	NA	NA
3198389_1330_hpr	3198389	1	10	0	NA	NA	NA	61693.6	219758.1	NA	NA
3214773_1330_hpr	3214773	1	10	0	NA	NA	NA	61597.6	219598.1	NA	NA
3252081_1330_hpr	3252081	1	10	0	NA	NA	NA	48893.6	206702.1	NA	NA
3347125_1330_hpr	3347125	1	10	0	NA	NA	NA	63997.6	220334.1	NA	NA
3378613_1330_hpr	3378613	1	10	0	NA	NA	NA	62909.6	220398.1	NA	NA
3383153_1330_hpr	3383153	1	10	0	NA	NA	NA	48925.6	206894.1	NA	NA
3388529_1330_hpr	3388529	1	10	0	NA	NA	NA	54013.6	210542.1	NA	NA
3445429_1330_hpr	3445429	1	10	0	NA	NA	NA	64189.6	219758.1	NA	NA
3457077_1330_hpr	3457077	1	10	0	NA	NA	NA	78205.6	225742.1	NA	NA
3470449_1330_hpr	3470449	1	10	0	NA	NA	NA	53437.6	210702.1	NA	NA
3478197_1330_hpr	3478197	1	10	0	NA	NA	NA	63997.6	219662.1	NA	NA
3499009_1330_hpr	3499009	1	10	0	NA	NA	NA	56797.6	216302.1	NA	NA
3640177_1330_hpr	3640177	1	10	0	NA	NA	NA	54141.6	210190.1	NA	NA
3732593_1330_hpr	3732593	1	10	0	NA	NA	NA	53533.6	210702.1	NA	NA
3781745_1330_hpr	3781745	1	10	0	NA	NA	NA	53853.6	211022.1	NA	NA
3797685_1330_hpr	3797685	1	10	0	NA	NA	NA	63165.6	220878.1	NA	NA
3863665_1330_hpr	3863665	1	10	0	NA	NA	NA	53373.6	211246.1	NA	NA
3904181_1330_hpr	3904181	1	10	0	NA	NA	NA	64189.6	220142.1	NA	NA
3936949_1330_hpr	3936949	1	10	0	NA	NA	NA	63229.6	220590.1	NA	NA
4100789_1330_hpr	4100789	1	10	0	NA	NA	NA	64957.6	220366.1	NA	NA
4140469_1330_hpr	4140469	1	10	0	NA	NA	NA	62269.6	221838.1	NA	NA
4173237_1330_hpr	4173237	1	10	0	NA	NA	NA	62365.6	221518.1	NA	NA
4174961_1330_hpr	4174961	1	10	0	NA	NA	NA	54045.6	210446.1	NA	NA
4181429_1330_hpr	4181429	1	10	0	NA	NA	NA	61341.6	220302.1	NA	NA
4190901_1330_hpr	4190901	1	10	0	NA	NA	NA	63421.6	221614.1	NA	NA
4210741_1330_hpr	4210741	1	10	0	NA	NA	NA	78301.6	225774.1	NA	NA
4231861_1330_hpr	4231861	1	10	0	NA	NA	NA	64285.6	219950.1	NA	NA
4330165_1330_hpr	4330165	1	10	0	NA	NA	NA	63005.6	219790.1	NA	NA
4387509_1330_hpr	4387509	1	10	0	NA	NA	NA	63805.6	220974.1	NA	NA
4406965_1330_hpr	4406965	1	10	0	NA	NA	NA	69309.6	220974.1	NA	NA
4437105_1330_hpr	4437105	1	10	0	NA	NA	NA	53981.6	210446.1	NA	NA
4453045_1330_hpr	4453045	1	10	0	NA	NA	NA	63485.6	221358.1	NA	NA
4461237_1330_hpr	4461237	1	10	0	NA	NA	NA	63261.6	220462.1	NA	NA
4492725_1330_hpr	4492725	1	10	0	NA	NA	NA	62909.6	219790.1	NA	NA
4494005_1330_hpr	4494005	1	10	0	NA	NA	NA	64189.6	219694.1	NA	NA
4519025_1330_hpr	4519025	1	10	0	NA	NA	NA	53469.6	210798.1	NA	NA
4547585_1330_hpr	4547585	1	10	0	NA	NA	NA	56669.6	216430.1	NA	NA
4568177_1330_hpr	4568177	1	10	0	NA	NA	NA	54109.6	211022.1	NA	NA
4657845_1330_hpr	4657845	1	10	0	NA	NA	NA	63709.6	220270.1	NA	NA
4689333_1330_hpr	4689333	1	10	0	NA	NA	NA	62877.6	220334.1	NA	NA
4723381_1330_hpr	4723381	1	10	0	NA	NA	NA	63293.6	220302.1	NA	NA
4781169_1330_hpr	4781169	1	10	0	NA	NA	NA	53533.6	210862.1	NA	NA
4828597_1330_hpr	4828597	1	10	0	NA	NA	NA	62749.6	221102.1	NA	NA
4830321_1330_hpr	4830321	1	10	0	NA	NA	NA	53789.6	211054.1	NA	NA
4846261_1330_hpr	4846261	1	10	0	NA	NA	NA	63069.6	220686.1	NA	NA
4894133_1330_hpr	4894133	1	10	0	NA	NA	NA	62173.6	220846.1	NA	NA
4961393_1330_hpr	4961393	1	10	0	NA	NA	NA	54237.6	210670.1	NA	NA
5006005_1330_hpr	5006005	1	10	0	NA	NA	NA	65085.6	220366.1	NA	NA
103601_2120	103601	1	12	1	2120	1	5.5	23101.6	198446.1	23103.6	198451.2
1009077_2120	1009077	1	12	1	2120	1	6.2	55805.6	219054.1	55805	219060.3
1013937_2120	1013937	1	12	1	2120	0	0	29757.6	201390.1	29757.6	201390.1
1021105_2120	1021105	1	12	1	2120	1	112.7	23421.6	198702.1	23467.2	198599
1036081_2120	1036081	1	12	0	NA	NA	NA	34173.6	204462.1	NA	NA
1044273_2120	1044273	1	12	0	2130_hd	0	0	32541.6	203726.1	32541.6	203726.1
PINK_wn_22	1053873	1	12	1	2120	1	275.8	23357.6	199726.1	23130.4	199569.8
1228593_2120	1228593	1	12	0	NA	NA	NA	32189.6	202926.1	NA	NA
10010417_2120	10010417	1	12	1	2120	1	11.7	31261.6	202478.1	31262.5	202466.4
PINK_sc_04	10038833	1	12	1	2120	0	551.2	29373.6	203022.1	29796.3	203375.9
10051125_2120	10051125	1	12	0	NA	NA	NA	80157.6	229166.1	NA	NA
10057905_2120	10057905	1	12	1	2120	1	47.6	29661.6	201358.1	29691.6	201395
PINK_zb_03	10084145	1	12	0	NA	NA	NA	32189.6	204366.1	NA	NA
PINK_zb_01	10129201	1	12	1	2120	1	158.9	32445.6	204462.1	32300.9	204396.5
PINK_wn_32	10130609	1	12	1	2120	1	553	23805.6	198766.1	23290.2	198565.6
10138801_2120	10138801	1	12	1	2120	1	8.5	24349.6	200270.1	24354.5	200263.2
10153777_2120	10153777	1	12	1	2120	0	0	32957.6	204142.1	32957.6	204142.1
10186545_2120	10186545	1	12	1	2120	1	0	32541.6	203182.1	32541.6	203182.1
PINK_wn_23	10233009	1	12	1	2120	1	1285	24445.6	198990.1	23364.7	199685
PINK_dp_04	10239793	1	12	1	2120	0	734.3	30717.6	202734.1	30339.7	202104.5
10256177_2120	10256177	1	12	0	NA	NA	NA	30845.6	203502.1	NA	NA
10260273_2120	10260273	1	12	0	NA	NA	NA	32829.6	204398.1	NA	NA
10276657_2120	10276657	1	12	0	NA	NA	NA	33821.6	204974.1	NA	NA
10291313_2120	10291313	1	12	1	2120	0	0	53437.6	217518.1	53437.6	217518.1
PINK_sc_01	10300977	1	12	1	2120	0	324.1	29597.6	202926.1	29326.8	203104.2
10305329_2120	10305329	1	12	0	NA	NA	NA	30717.6	202318.1	NA	NA
10323381_2120	10323381	1	12	1	2120	0	0	57853.6	220398.1	57853.6	220398.1
10333745_2120	10333745	1	12	1	2120	0	0	29917.6	203374.1	29917.6	203374.1
10342193_2120	10342193	1	12	1	2120	0	0	33629.6	204462.1	33629.6	204462.1
10350385_2120	10350385	1	12	1	2120	0	0	32701.6	204014.1	32701.6	204014.1
10360753_2120	10360753	1	12	0	NA	NA	NA	30621.6	202030.1	NA	NA
10391345_2120	10391345	1	12	0	NA	NA	NA	32541.6	204398.1	NA	NA
PINK_wn_02	10392753	1	12	1	2120	1	1210.2	23709.6	198990.1	22523.7	199231.5
10398513_2120	10398513	1	12	1	2120	0	0	37021.6	206894.1	37021.6	206894.1
10399281_2120	10399281	1	12	1	2120	0	0	29693.6	203342.1	29693.6	203342.1
10419637_2120	10419637	1	12	1	2120	0	0	59005.6	221230.1	59005.6	221230.1
PINK_wn_33	10425521	1	12	0	NA	NA	NA	23997.6	199182.1	NA	NA
10458289_2120	10458289	1	12	1	2120	1	103.2	23453.6	198798.1	23541.7	198851.8
10462645_2120	10462645	1	12	1	2120	1	31.3	56157.6	219182.1	56152.7	219213
10518321_2120	10518321	1	12	0	NA	NA	NA	30749.6	203342.1	NA	NA
10575413_2120	10575413	1	12	0	NA	NA	NA	80061.6	229198.1	NA	NA
10577265_2120	10577265	1	12	0	NA	NA	NA	42525.6	210446.1	NA	NA
10578737_2120	10578737	1	12	1	2120	0	0	37629.6	207374.1	37629.6	207374.1
10593717_2120	10593717	1	12	0	NA	NA	NA	56253.6	218702.1	NA	NA
10594481_2120	10594481	1	12	0	NA	NA	NA	26685.6	199406.1	NA	NA
10606705_2120	10606705	1	12	1	2120	0	0	51613.6	216398.1	51613.6	216398.1
10654897_2120	10654897	1	12	1	2120	0	0	23933.6	198830.1	23933.6	198830.1
10665777_2120	10665777	1	12	1	2120	0	0	32061.6	202734.1	32061.6	202734.1
10669873_2120	10669873	1	12	0	NA	NA	NA	33789.6	204846.1	NA	NA
10681653_2120	10681653	1	12	0	NA	NA	NA	77885.6	228142.1	NA	NA
11714353_2120	11714353	1	12	0	NA	NA	NA	32221.6	202766.1	NA	NA
11792177_2120	11792177	1	12	0	NA	NA	NA	32349.6	203310.1	NA	NA
12021553_2120	12021553	1	12	0	NA	NA	NA	32285.6	202830.1	NA	NA
12054321_2120	12054321	1	12	0	2170	1	0	32541.6	203342.1	32541.6	203342.1
12545841_2120	12545841	1	12	0	2170	0	0	32381.6	203118.1	32381.6	203118.1
PINK_sb_02	10839857	1	14	1	2130_had	0	146.7	37853.6	205582.1	37995.6	205619.1
14313265_2130_had	14313265	1	14	0	NA	NA	NA	38109.6	205678.1	NA	NA
1044273_2130_hd	1044273	1	15	1	2130_hd	0	0	32541.6	203726.1	32541.6	203726.1
10010417_2130_hd	10010417	1	15	0	2120	1	11.7	31261.6	202478.1	31262.5	202466.4
10021681_2130_hd	10021681	1	15	0	NA	NA	NA	37981.6	206990.1	NA	NA
10026801_2130_hd	10026801	1	15	0	NA	NA	NA	31709.6	203662.1	NA	NA
10138801_2130_hd	10138801	1	15	0	2120	1	8.5	24349.6	200270.1	24354.5	200263.2
10170161_2130_hd	10170161	1	15	0	NA	NA	NA	33341.6	202574.1	NA	NA
PINK_pd_01	10186545	1	15	1	2130_hd	0	757.6	32541.6	203182.1	31923.9	202743.4
PINK_ty_21	10219313	1	15	1	2130_hd	0	182.3	32413.6	203662.1	32443.1	203482.2
PINK_ov_01	10252081	1	15	1	2130_hd	0	117.7	33021.6	202766.1	32953	202861.7
PINK_ty_04	10260273	1	15	1	2130_hd	0	615.5	32829.6	204398.1	32431.7	203928.5
PINK_sl_02	10283825	1	15	1	2130_hd	0	18.3	38013.6	207278.1	38003.4	207293.3
10291313_2130_hd	10291313	1	15	0	2120	0	0	53437.6	217518.1	53437.6	217518.1
10305329_2130_hd	10305329	1	15	0	NA	NA	NA	30717.6	202318.1	NA	NA
10360753_2130_hd	10360753	1	15	0	NA	NA	NA	30621.6	202030.1	NA	NA
10577265_2130_hd	10577265	1	15	0	NA	NA	NA	42525.6	210446.1	NA	NA
10593717_2130_hd	10593717	1	15	0	NA	NA	NA	56253.6	218702.1	NA	NA
1036081_2160	1036081	1	17	0	NA	NA	NA	34173.6	204462.1	NA	NA
10010417_2160	10010417	1	17	0	2120	1	11.7	31261.6	202478.1	31262.5	202466.4
10026801_2160	10026801	1	17	0	NA	NA	NA	31709.6	203662.1	NA	NA
10256177_2160	10256177	1	17	0	NA	NA	NA	30845.6	203502.1	NA	NA
10399281_2160	10399281	1	17	0	2120	0	0	29693.6	203342.1	29693.6	203342.1
10518321_2160	10518321	1	17	0	NA	NA	NA	30749.6	203342.1	NA	NA
10593717_2160	10593717	1	17	0	NA	NA	NA	56253.6	218702.1	NA	NA
10669873_2160	10669873	1	17	0	NA	NA	NA	33789.6	204846.1	NA	NA
1228593_2170	1228593	1	18	0	NA	NA	NA	32189.6	202926.1	NA	NA
1240881_2170	1240881	1	18	1	2170	0	0	33245.6	203918.1	33245.6	203918.1
PINK_pd_02	10186545	1	18	1	2170	0	554	32541.6	203182.1	32148	202792.3
10219313_2170	10219313	1	18	1	2170	0	0	32413.6	203662.1	32413.6	203662.1
10305329_2170	10305329	1	18	0	NA	NA	NA	30717.6	202318.1	NA	NA
PINK_ty_19	10415921	1	18	1	2170	0	303.7	32829.6	203758.1	33099	203898.3
PINK_ty_13	11530033	1	18	1	2170	0	57.8	32701.6	203694.1	32650.9	203721.9
11595569_2170	11595569	1	18	0	2130_hd	1	0	32797.6	203598.1	32797.6	203598.1
11714353_2170	11714353	1	18	0	NA	NA	NA	32221.6	202766.1	NA	NA
11792177_2170	11792177	1	18	0	NA	NA	NA	32349.6	203310.1	NA	NA
12021553_2170	12021553	1	18	0	NA	NA	NA	32285.6	202830.1	NA	NA
12054321_2170	12054321	1	18	1	2170	1	0	32541.6	203342.1	32541.6	203342.1
12545841_2170	12545841	1	18	1	2170	0	0	32381.6	203118.1	32381.6	203118.1
12644145_2170	12644145	1	18	1	2170	0	0	32861.6	203694.1	32861.6	203694.1
13070129_2170	13070129	1	18	1	2170	1	0	32445.6	202926.1	32445.6	202926.1
13365041_2170	13365041	1	18	0	NA	NA	NA	32477.6	203502.1	NA	NA
13561649_2170	13561649	1	18	1	2170	1	0	32989.6	203886.1	32989.6	203886.1
13594417_2170	13594417	1	18	1	2170	1	0	32317.6	203022.1	32317.6	203022.1
13811505_2170	13811505	1	18	0	NA	NA	NA	32221.6	202894.1	NA	NA
13823793_2170	13823793	1	18	1	2170	1	0	33277.6	203982.1	33277.6	203982.1
13889329_2170	13889329	1	18	1	2170	1	0	32445.6	203374.1	32445.6	203374.1
10334001_2190	10334001	1	20	1	2190	0	0	33309.6	203438.1	33309.6	203438.1
PINK_ty_11	11923249	1	22	1	2190_mp	0	34.5	32637.6	203790.1	32606.2	203775.8
16772913_2190_mp	16772913	1	22	1	2190_mp	1	0	32733.6	203598.1	32733.6	203598.1
4022_2310	4022	2	24	0	NA	NA	NA	217885.6	197838.1	NA	NA
