point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source
103634_1	103634	103634	1	0	6230_hn	17305	30	habitatmap 2020
1036446_2	1036446	1036446	1	0	6230_hmo	71516	50	assessment/habitatmap 2020
1036465_1	24502449	1036465	1	1	2180	75381	100	assessment/habitatmap 2020
1036465_2	1036465	1036465	1	0	2180	1716	70	habitatmap 2020
10366513_1	10366513	10366513	1	0	2170	75524	20	habitatmap 2020
1037270_1	1037270	1037270	1	0	6230_ha	39791	100	habitatmap 2020
1037522_2	34591954	1037522	1	0	6230_hn	17321	100	assessment/habitatmap 2020
1037749_1	1037749	1037749	1	0	2160	12954	50	assessment/habitatmap 2020
1038513_1	1038513	1038513	1	0	2160	33226	91	assessment/habitatmap 2020
10395846_1	10395846	10395846	0	0	6510_hus	20399	30	habitatmap 2020
1040518_1	1040518	1040518	1	0	6230_hn	7834	100	assessment/habitatmap 2020
1040561_1	29417649	1040561	1	1	2130_had	2049	100	assessment/habitatmap 2020
1043410_1	1043410	1043410	1	0	2330_bu	56274	50	habitatmap 2020
1044273_1	1044273	1044273	1	0	2130_hd	21145	NA	assessment
1045430_1	1045430	1045430	1	0	7140_meso	80697	100	habitatmap 2020
1046321_1	59766577	1046321	1	1	2130_hd	36512	100	habitatmap 2020
1047861_1	54000949	1047861	1	1	2130_hd	80299	100	habitatmap 2020
1048049_1	1048049	1048049	0	0	6510_hua	2042	100	habitatmap 2020
1048049_2	1048049	1048049	0	0	6510_hua	2042	100	habitatmap 2020
10486273_1	10486273	NA	0	1	9120	84926	100	habitatmap 2020
10497585_1	10497585	10497585	1	0	2170	30552	20	habitatmap 2020
105_1	12644145	105	1	0	2170	48513	55	assessment/habitatmap 2020
1050737_1	1050737	1050737	1	0	2130_hd	80543	60	habitatmap 2020
10508981_1	10508981	10508981	1	0	2190_overig	22070	20	habitatmap 2020
10516657_1	10516657	10516657	1	0	2170	75577	15	habitatmap 2020
10530377_1	10530377	NA	1	1	9120	43558	95	habitatmap 2020
1053622_1	1053622	1053622	1	0	2330_bu	87257	70	habitatmap 2020
105458_1	105458	105458	1	0	4030	10458	10	habitatmap 2020
10548630_1	10548630	NA	0	1	9120	60417	100	habitatmap 2020
10562034_1	10562034	10562034	0	0	91E0_sf	42706	20	habitatmap 2020
1056722_1	1056722	1056722	1	0	2330_bu	7833	30	habitatmap 2020
10567473_1	10567473	10567473	1	0	2170	75585	50	habitatmap 2020
105682_1	105682	105682	1	0	2310	54992	100	habitatmap 2020
1057969_1	1057969	1057969	1	0	2160	80293	94	assessment/habitatmap 2020
1060149_2	34614581	1060149	1	0	2180	55179	100	assessment/habitatmap 2020
1060401_1	1060401	1060401	1	0	2160	75501	90	habitatmap 2020
10622226_1	10622226	10622226	1	0	6510_hus	71212	100	habitatmap 2020
1062514_1	1062514	1062514	1	0	6510_hu	85570	70	habitatmap 2020
1062930_1	1062930	1062930	1	0	6410_mo	45257	NA	assessment
1065910_1	1065910	1065910	1	0	2330_bu	76196	40	habitatmap 2020
106614_1	106614	106614	1	0	4010	48207	100	habitatmap 2020
1068086_1	1068086	1068086	0	0	6230_ha	8871	NA	assessment
1069225_1	1069225	1069225	1	0	6510_hu	1495	100	habitatmap 2020
1069233_1	1069233	1069233	1	0	2160	80293	94	habitatmap 2020
10694_1	10694	10694	1	0	9160	8229	85	habitatmap 2020
107_2	13070129	107	1	0	2170	48551	40	assessment/habitatmap 2020
10706_1	10706	10706	1	0	2310	55022	100	habitatmap 2020
10710354_1	10710354	10710354	0	0	91E0_sf	23935	100	habitatmap 2020
107126_1	107126	107126	1	0	4030	74969	100	habitatmap 2020
10717462_1	10717462	10717462	1	0	6510_hus	5746	100	habitatmap 2020
1074353_1	1074353	1074353	1	0	2130_hd	32224	45	habitatmap 2020
10766985_2	26495625	10766985	1	0	6410_mo	50620	10	assessment/habitatmap 2020
1076854_1	1076854	1076854	1	0	2330_bu	49308	100	habitatmap 2020
107697_2	7709873	107697	1	0	2180	28154	98	assessment/habitatmap 2020
10774_1	10774	10774	0	0	6510_hu	80809	100	habitatmap 2020
107830_2	49390902	107830	1	0	7140_meso	24650	NA	assessment
1079017_1	1079017	1079017	1	0	91E0_sf	3915	100	habitatmap 2020
1079473_1	1079473	1079473	1	0	2130_hd	75432	35	habitatmap 2020
1079473_1	1079473	1079473	1	0	2170	75432	50	habitatmap 2020
107957_1	27431937	107957	1	1	2180	75289	100	assessment/habitatmap 2020
107985_1	107985	107985	1	0	4030	38006	60	habitatmap 2020
108_2	21950257	108	1	0	2170	48513	55	assessment/habitatmap 2020
1080629_1	1080629	1080629	1	0	2160	78537	100	habitatmap 2020
1080817_1	1080817	1080817	0	0	6510_hua	2042	100	habitatmap 2020
1080817_2	1080817	1080817	0	0	6510_hua	2042	100	habitatmap 2020
1081137_1	1081137	1081137	1	0	2120	47805	20	habitatmap 2020
1081137_1	1081137	1081137	1	0	2160	47805	70	habitatmap 2020
10812725_1	10812725	10812725	1	0	2190_overig	79893	15	habitatmap 2020
10818737_1	10818737	10818737	1	0	2170	33193	65	habitatmap 2020
10834_1	10834	10834	0	0	91E0_vm	85850	100	habitatmap 2020
10840262_1	10840262	10840262	0	0	6410_mo	21877	30	assessment/habitatmap 2020
10841_1	10841	10841	0	0	9130_end	68634	100	habitatmap 2020
1085366_2	1085366	1085366	1	0	6230_hn	14411	NA	assessment
1085493_1	1085493	1085493	1	0	2130_had	52562	20	habitatmap 2020
1085493_1	1085493	1085493	1	0	2130_hd	52562	80	habitatmap 2020
1085778_1	1085778	1085778	1	0	6510_hu	42209	30	habitatmap 2020
1086465_1	1086465	1086465	1	0	2130_hd	59184	95	habitatmap 2020
1086641_1	1086641	1086641	1	0	2160	80293	94	habitatmap 2020
1086969_1	1086969	1086969	0	0	91E0_vc	81946	70	habitatmap 2020
1087350_2	59807606	1087350	1	0	7140_meso	24286	100	assessment/habitatmap 2020
1088302_1	1088302	1088302	1	0	7140_oli	42224	100	habitatmap 2020
10890801_1	10890801	10890801	1	0	2170	77723	20	habitatmap 2020
109_2	13594417	109	1	0	2170	48551	40	assessment/habitatmap 2020
1090737_2	9479345	1090737	1	0	2180	28154	98	assessment/habitatmap 2020
1091761_1	14985393	1091761	1	1	2130_hd	32282	63	habitatmap 2020
1092401_1	1092401	1092401	1	0	2130_hd	36349	100	habitatmap 2020
1092434_1	1092434	1092434	1	0	2330_bu	6142	40	habitatmap 2020
1095857_1	47118513	1095857	1	1	2130_hd	33161	20	habitatmap 2020
1095857_2	1095857	1095857	1	0	2160	33161	60	habitatmap 2020
1095890_2	42711250	1095890	1	0	6230_hn	75866	NA	assessment
10971474_1	10971474	10971474	1	0	91E0_sf	48684	100	habitatmap 2020
1097398_1	1097398	1097398	1	0	7140_meso	10683	30	habitatmap 2020
10977698_1	10977698	10977698	0	0	91E0_sf	77890	70	habitatmap 2020
10982577_1	10982577	10982577	1	0	2190_overig	33203	68	habitatmap 2020
1099889_1	1099889	1099889	1	0	2130_hd	80273	85	habitatmap 2020
1099889_1	1099889	1099889	1	0	2160	80273	15	habitatmap 2020
11_2	40107317	11	1	0	2120	80264	NA	assessment
110_2	32681777	110	1	0	2170	48513	55	assessment/habitatmap 2020
11024265_1	11024265	11024265	1	0	2330_dw	4707	100	habitatmap 2020
1102518_1	1102518	1102518	1	0	7140_meso	26497	90	habitatmap 2020
110385_1	110385	110385	1	0	2160	79619	100	assessment/habitatmap 2020
1104049_1	1104049	1104049	1	0	2160	33226	91	habitatmap 2020
11040945_1	11040945	11040945	1	0	2170	58202	15	habitatmap 2020
1104390_1	1104390	1104390	1	0	91E0_vc	81928	100	habitatmap 2020
1106097_1	36688049	1106097	1	1	2130_had	2049	100	assessment/habitatmap 2020
110705_1	110705	110705	1	0	2120	55831	95	assessment/habitatmap 2020
1107666_1	1107666	1107666	1	0	6230_ha	12277	10	assessment/habitatmap 2020
11080881_2	11080881	11080881	1	0	2190_mp	32239	NA	assessment
11092310_1	11092310	NA	0	1	91E0_va	79489	100	habitatmap 2020
111_2	13889329	111	1	0	2170	48551	40	assessment/habitatmap 2020
1110453_1	1110453	1110453	1	0	2120	56145	80	habitatmap 2020
1110750_1	1110750	1110750	1	0	2330_bu	48723	100	habitatmap 2020
111222_1	111222	111222	1	0	4030	75003	100	habitatmap 2020
1112241_1	53868721	1112241	1	1	2130_hd	59063	100	habitatmap 2020
11126_1	11126	11126	0	0	9190	56511	70	habitatmap 2020
111326_1	111326	111326	1	0	4010	20417	100	habitatmap 2020
1113397_1	1113397	1113397	1	0	2180	75367	100	assessment/habitatmap 2020
1113905_1	1113905	1113905	1	0	2120	33019	30	habitatmap 2020
1113905_1	1113905	1113905	1	0	2160	33019	50	habitatmap 2020
11142674_1	11142674	11142674	0	0	6410_mo	81683	30	assessment/habitatmap 2020
11145206_1	11145206	11145206	1	0	2330_dw	31204	5	habitatmap 2020
1114582_1	1114582	1114582	1	0	2330_bu	37454	100	habitatmap 2020
1115122_2	51446770	1115122	0	0	6230_hn	87723	30	assessment/habitatmap 2020
11152945_1	11152945	11152945	1	0	2170	75585	50	habitatmap 2020
1115573_1	1115573	1115573	1	0	2130_hd	51820	20	habitatmap 2020
1116273_1	1116273	1116273	1	0	2130_hd	75498	20	habitatmap 2020
1116273_1	1116273	1116273	1	0	2160	75498	80	habitatmap 2020
1116790_1	1116790	1116790	0	0	6230_ha	56317	50	habitatmap 2020
1117673_1	1117673	1117673	1	0	91E0_sf	4172	100	assessment/habitatmap 2020
1117877_1	1117877	1117877	1	0	1330_hpr	20900	100	assessment/habitatmap 2020
11183814_1	11183814	11183814	0	0	6510_hus	832	30	habitatmap 2020
1119158_1	1119158	1119158	1	0	2330_bu	76329	100	habitatmap 2020
111918_1	111918	111918	1	0	4030	66888	100	habitatmap 2020
1119409_1	1119409	1119409	1	0	2130_hd	33192	78	habitatmap 2020
1119417_1	1119417	1119417	1	0	91E0_vc	43287	10	habitatmap 2020
111985_1	111985	111985	1	0	2120	55808	50	assessment/habitatmap 2020
112_2	16772913	112	1	0	2190_mp	66683	100	assessment/habitatmap 2020
11200850_1	11200850	11200850	1	0	91E0_sf	48684	100	habitatmap 2020
11201_1	11201	11201	1	0	6510_hu	27903	50	habitatmap 2020
11218_1	11218	11218	1	0	4010	48746	100	habitatmap 2020
112246_1	112246	112246	1	0	2310	70389	100	habitatmap 2020
1122617_1	1122617	1122617	1	0	91E0_vc	38924	30	habitatmap 2020
11228210_1	11228210	11228210	1	0	6410_mo	7497	30	assessment/habitatmap 2020
112286_1	112286	112286	1	0	91E0_vo	29623	100	habitatmap 2020
1124465_2	42043505	1124465	1	0	2130_had	59722	98	assessment/habitatmap 2020
1125937_1	1125937	1125937	1	0	2120	60888	75	habitatmap 2020
1125937_1	1125937	1125937	1	0	2160	60888	20	habitatmap 2020
11262645_1	11262645	11262645	1	0	2190_overig	53420	20	habitatmap 2020
11267889_1	11267889	11267889	1	0	2170	48513	55	habitatmap 2020
112850_1	112850	112850	1	0	4030	14229	100	habitatmap 2020
1128562_1	1128562	1128562	1	0	6510_hu	63664	100	habitatmap 2020
112889_1	112889	112889	0	0	91E0_vc	80758	30	habitatmap 2020
1129781_1	27344181	1129781	1	1	2180	83955	100	assessment/habitatmap 2020
1129781_2	1129781	1129781	1	0	2180	75330	90	habitatmap 2020
1130289_1	1130289	1130289	1	0	2160	76709	80	habitatmap 2020
1130289_1	1130289	1130289	1	0	2170	76709	20	habitatmap 2020
11303089_1	11303089	11303089	1	0	2170	75577	15	habitatmap 2020
1131126_1	1131126	1131126	1	0	2330_bu	57771	60	habitatmap 2020
1131446_1	1131446	1131446	1	0	2330_bu	76169	100	habitatmap 2020
1132201_2	1132201	1132201	1	0	7140_meso	33281	100	assessment/habitatmap 2020
1132838_1	1132838	1132838	1	0	6510_hu	8528	50	habitatmap 2020
1132838_2	8735014	1132838	1	0	6510_hu	8528	50	habitatmap 2020
11333750_1	11333750	NA	0	1	9190	39928	100	habitatmap 2020
11353905_1	11353905	11353905	1	0	2170	76632	20	habitatmap 2020
1135793_1	1135793	1135793	1	0	2120	80294	76	habitatmap 2020
1135826_2	38884562	1135826	1	0	6230_hn	17318	20	assessment/habitatmap 2020
11359409_1	11359409	11359409	1	0	2190_overig	33218	60	habitatmap 2020
11366482_2	11366482	11366482	1	0	6120	NA	NA	assessment
11375793_2	15570097	11375793	1	0	2190_overig	49084	64	assessment/habitatmap 2020
11380422_1	11380422	11380422	0	0	6510_hus	1106	100	habitatmap 2020
113846_1	113846	113846	0	0	2310	13439	50	habitatmap 2020
11394098_1	11394098	11394098	1	0	6410_mo	86576	20	assessment/habitatmap 2020
11395490_1	11395490	11395490	0	0	91E0_sf	56988	30	habitatmap 2020
1140081_1	1140081	1140081	1	0	2120	55904	70	habitatmap 2020
1140086_1	1140086	1140086	1	0	2330_bu	32507	100	habitatmap 2020
1140434_2	50161362	1140434	1	0	7140_meso	22683	70	assessment/habitatmap 2020
11413617_1	62580849	11413617	1	1	2190_overig	NA	NA	assessment
1143414_1	1143414	1143414	1	0	2330_bu	75710	100	habitatmap 2020
114386_1	114386	114386	1	0	4010	12358	100	habitatmap 2020
11457713_2	11457713	11457713	1	0	2190_mp	32567	NA	assessment
1146118_1	1146118	1146118	1	0	91E0_vc	14151	100	habitatmap 2020
1146673_1	1146673	1146673	1	0	2160	20905	80	habitatmap 2020
11466886_1	11466886	11466886	1	0	6410_mo	9078	80	assessment/habitatmap 2020
11481_1	11481	11481	1	0	9130_end	1634	100	habitatmap 2020
1149745_1	1149745	1149745	1	0	2120	36477	30	habitatmap 2020
11497522_1	11497522	11497522	0	0	6410_mo	7236	20	habitatmap 2020
1150886_2	1150886	1150886	1	0	6230_hmo	15146	60	assessment/habitatmap 2020
115158_1	115158	115158	0	0	2310	56945	100	habitatmap 2020
115246_1	115246	115246	0	0	2310	48074	20	habitatmap 2020
1152657_1	1152657	1152657	0	0	6510_hua	2353	70	habitatmap 2020
1152657_2	1152657	1152657	0	0	6510_hua	2353	70	habitatmap 2020
1152670_1	1152670	1152670	0	0	6230_hmo	29612	100	habitatmap 2020
115318_1	115318	115318	1	0	4030	74880	100	habitatmap 2020
115422_1	115422	115422	1	0	2310	24613	100	habitatmap 2020
11546150_1	11546150	NA	0	1	9160	5585	100	habitatmap 2020
11548553_1	11548553	11548553	1	0	2330_dw	4707	100	habitatmap 2020
1156230_2	13739142	1156230	0	0	6410_mo	20296	20	assessment/habitatmap 2020
11565233_1	11565233	11565233	1	0	2170	75432	50	habitatmap 2020
115698_1	115698	115698	1	0	4030	81547	100	habitatmap 2020
11573_1	11573	11573	1	0	2180	NA	NA	assessment
11588838_1	11588838	11588838	0	0	6410_mo	68105	15	habitatmap 2020
1158961_1	1158961	1158961	1	0	2180	75530	100	assessment/habitatmap 2020
11595569_2	11595569	11595569	1	0	2130_hd	48513	35	assessment/habitatmap 2020
1160118_1	1160118	1160118	1	0	2330_bu	57789	70	habitatmap 2020
11606358_1	11606358	NA	0	1	9190	65928	100	habitatmap 2020
1160822_1	1160822	1160822	1	0	2330_bu	70397	50	habitatmap 2020
11616049_1	11616049	11616049	1	0	2170	76709	20	habitatmap 2020
11628038_1	11628038	NA	0	1	9120	16473	100	habitatmap 2020
1163057_1	1163057	1163057	1	0	2120	30149	50	habitatmap 2020
1163057_1	1163057	1163057	1	0	2160	30149	30	habitatmap 2020
1163750_1	1163750	1163750	1	0	6510_hu	85952	20	habitatmap 2020
1163750_2	65716710	1163750	1	0	6510_hu	85952	20	habitatmap 2020
1163865_1	1163865	NA	1	1	9120	2138	100	habitatmap 2020
116434_1	116434	116434	1	0	4030	25020	100	habitatmap 2020
116518_1	116518	116518	0	0	6510_hu	1086	100	habitatmap 2020
1165554_1	1165554	1165554	1	0	6510_hu	60575	20	habitatmap 2020
1167153_1	1167153	1167153	1	0	2120	21145	100	habitatmap 2020
11677369_1	11677369	NA	0	1	9120	61997	100	habitatmap 2020
116849_1	116849	116849	1	0	2120	48052	30	habitatmap 2020
116849_1	116849	116849	1	0	2130_hd	48052	60	habitatmap 2020
11686065_1	11686065	11686065	1	0	2190_overig	2061	83	assessment/habitatmap 2020
116946_1	116946	116946	1	0	2310	70562	20	habitatmap 2020
116946_1	116946	116946	1	0	2330_bu	70562	30	habitatmap 2020
116950_1	116950	116950	1	0	6230_ha	37208	100	assessment/habitatmap 2020
11714353_1	11714353	11714353	1	0	2170	48551	40	habitatmap 2020
117202_1	117202	117202	1	0	2310	48362	100	habitatmap 2020
1172657_1	1172657	1172657	1	0	2180	41786	100	assessment/habitatmap 2020
1172854_1	1172854	1172854	1	0	2330_bu	32517	100	habitatmap 2020
11736241_1	11736241	11736241	1	0	2170	32231	58	habitatmap 2020
11742_1	11742	11742	1	0	4010	54587	100	habitatmap 2020
11754482_1	11754482	11754482	1	0	2330_dw	8873	80	habitatmap 2020
1175794_1	1175794	1175794	1	0	6510_hu	58539	30	habitatmap 2020
1177233_1	1177233	1177233	0	0	6510_hua	49	60	habitatmap 2020
11774962_1	11774962	11774962	1	0	91E0_sf	43225	80	habitatmap 2020
11792177_1	11792177	11792177	1	0	2170	48551	40	habitatmap 2020
1180534_1	1180534	1180534	1	0	2330_bu	11219	100	habitatmap 2020
11812657_1	11812657	11812657	1	0	2170	30552	20	habitatmap 2020
11825_1	11825	11825	1	0	2130_hd	30259	50	habitatmap 2020
11825_1	11825	11825	1	0	2170	30259	30	habitatmap 2020
11825_2	50609969	11825	1	1	2160	30552	70	assessment/habitatmap 2020
11827377_1	11827377	11827377	1	0	2170	77723	20	habitatmap 2020
118441_1	118441	118441	0	0	6510_hu	4365	100	habitatmap 2020
1184937_1	1184937	1184937	0	0	91E0_sf	3858	100	habitatmap 2020
1185042_1	1185042	1185042	1	0	6510_hu	71206	0	habitatmap 2020
11861301_1	11861301	11861301	1	0	2190_overig	71909	30	habitatmap 2020
11865_1	11865	11865	1	0	9130_end	1619	70	habitatmap 2020
11865_1	11865	11865	1	0	91E0_vc	1619	10	habitatmap 2020
11865_2	4206169	11865	1	0	9130_end	1619	70	habitatmap 2020
11865_2	4206169	11865	1	0	91E0_vc	1619	10	habitatmap 2020
11878193_1	11878193	11878193	1	0	2170	30552	20	habitatmap 2020
1189041_1	1189041	1189041	1	0	2160	80293	94	habitatmap 2020
1191473_1	1191473	1191473	1	0	2120	55729	100	habitatmap 2020
11915193_1	11915193	NA	0	1	9120	48006	70	habitatmap 2020
11920966_1	11920966	NA	1	1	9120	48893	50	habitatmap 2020
11920966_1	11920966	NA	1	1	9190	48893	50	habitatmap 2020
1192373_1	1192373	1192373	1	0	2120	61903	100	habitatmap 2020
119270_1	119270	119270	0	0	6510_hu	10931	80	habitatmap 2020
1193137_1	1193137	1193137	1	0	2160	33226	91	habitatmap 2020
11933617_1	11933617	11933617	1	0	2170	58202	15	habitatmap 2020
11939125_1	11939125	11939125	1	0	2190_overig	53165	20	habitatmap 2020
11939377_1	11939377	11939377	1	0	2170	75432	50	habitatmap 2020
119414_1	119414	119414	1	0	4030	75049	100	habitatmap 2020
11949298_1	11949298	11949298	1	0	91E0_sf	58942	100	habitatmap 2020
1195701_1	1195701	1195701	0	0	1310_pol	22778	100	assessment/habitatmap 2020
1196982_1	1196982	1196982	1	0	2330_bu	76187	100	habitatmap 2020
1197801_1	1197801	1197801	1	0	91E0_sf	4345	100	habitatmap 2020
1199538_1	1199538	1199538	1	0	6510_hu	83430	100	habitatmap 2020
12_2	56431793	12	1	0	2120	33196	84	assessment/habitatmap 2020
120018_1	120018	120018	1	0	4010	10499	100	habitatmap 2020
120110_1	120110	120110	1	0	4010	48377	70	habitatmap 2020
1201202_1	1201202	1201202	1	0	6510_hu	85176	60	habitatmap 2020
1201329_1	1201329	1201329	1	0	2160	32244	82	habitatmap 2020
12021553_1	12021553	12021553	1	0	2170	48551	40	habitatmap 2020
12031153_1	12031153	12031153	1	0	2190_overig	33203	68	habitatmap 2020
120478_1	120478	120478	0	0	2310	62014	90	habitatmap 2020
120530_1	120530	120530	0	0	4030	25437	100	habitatmap 2020
1205598_1	1205598	1205598	1	0	6510_hus	67857	28	habitatmap 2020
1205598_2	1205598	1205598	1	0	6510_hus	67857	28	habitatmap 2020
12057682_1	12057682	12057682	0	0	91E0_sf	26469	100	habitatmap 2020
12089521_1	12089521	12089521	1	0	2170	58202	15	habitatmap 2020
120945_1	120945	120945	1	0	2120	55715	90	assessment/habitatmap 2020
121042_1	121042	121042	1	0	91E0_vo	24335	40	habitatmap 2020
1212382_2	1212382	1212382	1	0	6230_hn	20501	20	assessment/habitatmap 2020
12129457_1	12129457	12129457	1	0	2190_overig	32184	75	habitatmap 2020
1214742_1	1214742	1214742	1	0	6510_hus	7999	30	habitatmap 2020
121525_2	33675957	121525	1	0	2120	31148	100	assessment/habitatmap 2020
1216305_1	1216305	1216305	1	0	2120	30138	100	habitatmap 2020
1216422_1	1216422	1216422	1	0	6230_hmo	9037	100	assessment/habitatmap 2020
1217713_1	1217713	1217713	1	0	2120	80294	76	habitatmap 2020
1217746_2	1217746	1217746	1	0	6230_hn	17296	10	assessment/habitatmap 2020
12201521_1	12201521	12201521	1	0	2170	75432	50	habitatmap 2020
12213234_1	12213234	12213234	1	0	2330_dw	8873	80	habitatmap 2020
12229422_1	12229422	12229422	1	0	6410_mo	21375	NA	assessment
12230646_1	12230646	12230646	1	0	2330_dw	53175	20	habitatmap 2020
1223473_1	1223473	1223473	1	0	2190_mp	40877	NA	assessment
12248402_2	12248402	12248402	1	0	6120	11805	NA	assessment
122549_1	122549	122549	0	0	1330_hpr	22417	100	assessment/habitatmap 2020
1225654_1	1225654	1225654	1	0	2330_bu	76090	20	habitatmap 2020
12260934_1	12260934	NA	1	1	9120	13677	100	habitatmap 2020
122673_1	122673	122673	0	0	2120	48183	100	assessment/habitatmap 2020
12274_1	12274	12274	1	0	4030	8741	100	habitatmap 2020
1227910_1	1227910	1227910	1	0	6510_hu	8017	60	habitatmap 2020
1228529_1	1228529	1228529	0	0	6510_hua	4477	100	habitatmap 2020
1228593_1	1228593	1228593	1	0	2120	48551	20	habitatmap 2020
1228593_1	1228593	1228593	1	0	2170	48551	40	habitatmap 2020
1235121_1	1235121	1235121	1	0	2160	33226	91	habitatmap 2020
12351665_1	12351665	12351665	1	0	2170	58202	15	habitatmap 2020
1237169_1	39571633	1237169	1	1	2130_had	1716	NA	assessment
1238166_1	1238166	1238166	1	0	7140_meso	48445	30	habitatmap 2020
12384433_1	12384433	12384433	1	0	2190_mp	20906	100	habitatmap 2020
1239857_1	1239857	1239857	1	0	2160	48938	100	habitatmap 2020
12401_1	12401	12401	0	0	2120	55743	100	assessment/habitatmap 2020
12402481_1	12402481	12402481	1	0	2170	76709	20	habitatmap 2020
12407985_1	12407985	12407985	1	0	2190_overig	33218	60	habitatmap 2020
12417089_1	12417089	NA	0	1	9160	79129	100	habitatmap 2020
1241718_1	1241718	1241718	1	0	2330_bu	70267	70	habitatmap 2020
124278_1	124278	124278	1	0	2330_bu	32517	100	habitatmap 2020
124294_1	124294	124294	0	0	6510_hu	61767	30	habitatmap 2020
1243249_1	1243249	1243249	1	0	2160	61093	30	habitatmap 2020
1243313_1	1243313	1243313	1	0	2160	23796	100	habitatmap 2020
124382_1	124382	124382	1	0	4010	69019	70	habitatmap 2020
