point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source
1565873_2	3663025	1565873	1	0	2180	28154	98	assessment/habitatmap 2020
1566033_2	6808913	1566033	1	0	6230_hmo	4964	20	assessment/habitatmap 2020
1566070_1	1566070	1566070	1	0	2330_bu	59132	100	habitatmap 2020
1566166_1	1566166	1566166	1	0	2330_bu	70843	30	habitatmap 2020
1566897_1	1566897	1566897	1	0	2180	33135	100	assessment/habitatmap 2020
15691826_1	15691826	15691826	0	0	6410_mo	7236	20	habitatmap 2020
1569666_1	1569666	1569666	1	0	6510_huk	56015	100	habitatmap 2020
1569666_2	1569666	1569666	1	0	6510_huk	56015	100	habitatmap 2020
1572149_1	1572149	1572149	1	0	2160	75238	100	habitatmap 2020
15724337_1	15724337	15724337	1	0	2170	48513	55	habitatmap 2020
15739222_1	15739222	15739222	1	0	6410_mo	21644	50	habitatmap 2020
15740465_1	15740465	15740465	1	0	2170	30552	20	habitatmap 2020
15742857_1	15742857	15742857	1	0	2330_dw	4707	100	habitatmap 2020
157542_1	157542	157542	0	0	6510_hu	51359	30	habitatmap 2020
15759537_1	15759537	15759537	1	0	2170	75577	15	habitatmap 2020
1576501_1	1576501	1576501	1	0	6510_hu	64469	100	habitatmap 2020
1576886_2	35131318	1576886	1	0	7140_oli	14275	70	assessment/habitatmap 2020
15772626_1	15772626	15772626	1	0	2330_dw	63802	100	habitatmap 2020
15782_1	15782	15782	0	0	91E0_vc	78245	30	habitatmap 2020
1578641_1	1578641	1578641	0	0	6510_hua	2328	100	habitatmap 2020
15792262_1	15792262	NA	1	1	91E0_vm	9557	50	habitatmap 2020
158002_1	158002	158002	1	0	2310	8781	100	habitatmap 2020
15810353_1	15810353	15810353	1	0	2170	76709	20	habitatmap 2020
15813929_1	15813929	NA	0	1	9120	75205	100	habitatmap 2020
1582257_1	1582257	1582257	1	0	2160	80293	94	habitatmap 2020
15833_1	15833	15833	1	0	9130_end	2788	100	habitatmap 2020
1583446_1	1583446	1583446	1	0	6410_mo	21644	50	assessment/habitatmap 2020
1584689_1	1584689	1584689	1	0	2120	55798	100	habitatmap 2020
15850334_1	15850334	15850334	0	0	6510_hus	30621	20	habitatmap 2020
15860925_1	15860925	NA	1	1	1330_da	46088	100	habitatmap 2020
15878_1	15878	15878	1	0	9160	9959	50	habitatmap 2020
1588594_1	1588594	1588594	1	0	6510_hu	86635	10	habitatmap 2020
1588806_1	1588806	NA	1	1	9120	45561	90	habitatmap 2020
1590198_1	1590198	1590198	1	0	2330_bu	76196	40	habitatmap 2020
1590198_2	21513142	1590198	1	0	2330_bu	76196	40	habitatmap 2020
15902406_1	15902406	15902406	0	0	6510_hus	832	30	habitatmap 2020
1590294_1	1590294	1590294	0	0	91E0_sf	29020	80	habitatmap 2020
15904561_1	15904561	15904561	1	0	2170	48513	55	habitatmap 2020
15908657_1	15908657	15908657	1	0	2170	48551	40	habitatmap 2020
1591409_1	1591409	1591409	1	0	2120	38112	100	habitatmap 2020
159198_1	159198	159198	1	0	4010	69014	100	habitatmap 2020
159314_1	159314	159314	1	0	4030	18224	100	habitatmap 2020
1593397_1	1593397	1593397	1	0	2130_had	80593	20	habitatmap 2020
1593478_2	18370694	1593478	1	0	6230_ha	21431	40	assessment/habitatmap 2020
1594037_1	1594037	1594037	1	0	1330_hpr	25560	100	assessment/habitatmap 2020
1594578_1	1594578	1594578	1	0	2330_bu	10507	85	habitatmap 2020
15948786_1	15948786	15948786	1	0	2330_dw	8873	80	habitatmap 2020
159537_2	159537	159537	0	0	2130_hd	30617	30	assessment/habitatmap 2020
15958002_1	15958002	15958002	1	0	2330_dw	10471	100	habitatmap 2020
15965490_1	15965490	15965490	1	0	6410_mo	8903	80	habitatmap 2020
15966342_1	15966342	15966342	1	0	6410_mo	16794	80	habitatmap 2020
1598633_1	1598633	1598633	1	0	91E0_sf	3962	100	habitatmap 2020
16001_1	16001	16001	1	0	9160	30029	15	habitatmap 2020
16006961_1	16006961	16006961	1	0	2170	30552	20	habitatmap 2020
16021681_1	16021681	16021681	1	0	2170	75432	50	habitatmap 2020
1603761_1	1603761	1603761	1	0	2170	58202	15	habitatmap 2020
1604917_1	1604917	1604917	1	0	2160	77893	85	habitatmap 2020
1605425_1	1605425	1605425	1	0	2160	61416	100	habitatmap 2020
16061617_1	16061617	16061617	1	0	2170	33193	65	habitatmap 2020
1606582_1	1606582	1606582	1	0	2330_bu	76196	40	habitatmap 2020
1606742_1	1606742	1606742	1	0	7140_meso	19103	75	habitatmap 2020
160694_1	160694	160694	1	0	2310	57773	100	habitatmap 2020
16086_1	16086	16086	0	0	9190	55755	100	habitatmap 2020
160926_1	160926	160926	1	0	4010	72189	80	habitatmap 2020
160926_1	160926	160926	1	0	4030	72189	20	habitatmap 2020
1609521_1	1609521	1609521	1	0	2120	30138	100	habitatmap 2020
1609781_1	1609781	1609781	1	0	2130_had	52562	20	habitatmap 2020
1610929_1	1610929	1610929	1	0	2160	80293	94	habitatmap 2020
16110_1	16110	16110	0	0	9190	78791	70	habitatmap 2020
1612918_1	1612918	1612918	1	0	7140_meso	39148	20	habitatmap 2020
16139369_1	16139369	NA	1	1	91E0_vm	32429	100	habitatmap 2020
161398_1	161398	161398	1	0	2310	70389	100	habitatmap 2020
16141766_1	16141766	NA	1	1	9120	48327	100	habitatmap 2020
16143878_1	16143878	NA	1	1	9120	16455	100	habitatmap 2020
16147806_1	16147806	16147806	1	0	6510_hus	67857	28	habitatmap 2020
1616049_1	6072497	1616049	1	1	2160	33211	95	assessment/habitatmap 2020
1616617_1	1616617	1616617	1	0	91E0_sf	34658	100	habitatmap 2020
16177_1	6630961	16177	1	1	2160	75501	90	assessment/habitatmap 2020
1618054_2	21377158	1618054	1	0	6410_mo	16651	NA	assessment
1618654_1	1618654	1618654	1	0	2330_bu	48106	100	habitatmap 2020
16186677_1	16186677	16186677	1	0	2190_mp	59970	30	habitatmap 2020
1618818_1	1618818	1618818	1	0	6510_huk	86992	100	habitatmap 2020
1618818_2	1618818	1618818	1	0	6510_huk	86992	100	habitatmap 2020
162134_1	162134	162134	0	0	2310	51706	30	habitatmap 2020
1621809_1	1621809	1621809	1	0	2120	30149	50	habitatmap 2020
1621809_1	1621809	1621809	1	0	2160	30149	30	habitatmap 2020
1625522_1	1625522	1625522	1	0	6510_huk	58638	20	habitatmap 2020
1627010_2	26792834	1627010	0	0	6230_hnk	86971	NA	assessment
162749_1	162749	162749	0	0	6510_hu	64666	100	habitatmap 2020
1629877_1	1629877	1629877	0	0	1330_hpr	20617	100	habitatmap 2020
1630385_2	1892529	1630385	1	0	2180	75382	100	assessment/habitatmap 2020
1631606_1	1631606	1631606	1	0	2330_bu	32511	100	habitatmap 2020
16318166_1	16318166	16318166	1	0	6410_mo	21704	50	habitatmap 2020
1631954_1	1631954	1631954	1	0	6230_ha	12277	10	assessment/habitatmap 2020
1634546_1	1634546	1634546	0	0	6230_ha	49955	20	assessment/habitatmap 2020
1635038_1	1635038	1635038	1	0	2330_bu	25665	100	habitatmap 2020
163513_1	163513	163513	0	0	91E0_vc	81852	100	habitatmap 2020
1635254_1	1635254	1635254	1	0	7140_meso	80695	80	assessment/habitatmap 2020
163538_1	163538	163538	1	0	2310	55201	100	habitatmap 2020
1635985_1	1635985	1635985	0	0	6510_hua	2320	80	habitatmap 2020
163633_1	163633	163633	0	0	2120	48330	100	habitatmap 2020
163806_1	163806	163806	1	0	6510_hu	20501	20	habitatmap 2020
1638193_1	1638193	1638193	1	0	2160	33149	80	habitatmap 2020
1642233_2	1642233	1642233	1	0	6410_mo	2925	65	assessment/habitatmap 2020
1643697_1	1643697	1643697	1	0	2160	33224	95	habitatmap 2020
1647793_1	1647793	1647793	1	0	2160	80293	94	habitatmap 2020
16478550_1	16478550	NA	1	1	91E0_vm	13777	100	habitatmap 2020
164793_1	164793	164793	1	0	91E0_vc	10224	10	habitatmap 2020
164793_2	50496441	164793	1	0	91E0_vc	10224	10	habitatmap 2020
1648753_1	55650417	1648753	1	1	2130_had	59703	100	assessment/habitatmap 2020
1649138_1	1649138	1649138	0	0	91E0_sf	42706	20	habitatmap 2020
1650225_1	1650225	1650225	1	0	2120	60888	75	habitatmap 2020
1650225_1	1650225	1650225	1	0	2160	60888	20	habitatmap 2020
1652850_1	1652850	1652850	1	0	6510_hu	54564	30	habitatmap 2020
165301_2	7339445	165301	1	1	2130_hd	79932	60	assessment/habitatmap 2020
16534153_1	16534153	16534153	1	0	6410_mo	50620	10	habitatmap 2020
1653686_1	1653686	1653686	1	0	7140_meso	16994	100	habitatmap 2020
1653761_1	1653761	1653761	0	0	1330_hpr	55534	NA	assessment
165586_1	165586	165586	1	0	4030	20398	100	habitatmap 2020
16571230_1	16571230	16571230	0	0	6510_hus	30621	20	habitatmap 2020
165913_1	165913	165913	0	0	91E0_vc	82495	100	habitatmap 2020
165913_2	165913	165913	0	0	91E0_vc	82495	100	habitatmap 2020
1659862_1	1659862	1659862	1	0	2330_bu	48458	90	habitatmap 2020
16600158_1	16600158	16600158	0	0	6510_hus	14626	20	habitatmap 2020
1660081_1	1660081	1660081	1	0	2190_mp	33197	NA	assessment
1660114_2	66671826	1660114	1	0	6230_hn	17315	NA	assessment
1660950_1	1660950	1660950	0	0	6230_hmo	51024	NA	assessment
166102_1	166102	166102	1	0	2310	53007	90	habitatmap 2020
16612550_1	16612550	16612550	1	0	6410_mo	8956	100	habitatmap 2020
16633_1	16633	16633	0	0	91E0_vc	69728	100	habitatmap 2020
16635154_1	16635154	16635154	1	0	6510_hus	71199	100	habitatmap 2020
16651538_1	16651538	16651538	1	0	6510_hus	71204	100	habitatmap 2020
1667357_2	43610397	1667357	1	0	1330_hpr	22303	100	assessment/habitatmap 2020
1668726_1	1668726	1668726	1	0	2330_bu	70227	20	habitatmap 2020
1669297_1	1669297	1669297	1	0	2120	20650	60	habitatmap 2020
1670453_1	1670453	1670453	1	0	2180	75311	100	assessment/habitatmap 2020
1675317_1	1675317	1675317	1	0	2160	76875	80	habitatmap 2020
1675897_1	1675897	1675897	1	0	6510_hu	86460	30	habitatmap 2020
1676465_2	1676465	1676465	1	0	2170	1975	90	habitatmap 2020
1676465_3	65311921	1676465	1	0	2170	80293	NA	assessment
1676497_1	1676497	1676497	0	0	6510_hua	1310	30	habitatmap 2020
1676498_2	35230930	1676498	1	0	6230_hn	17296	10	assessment/habitatmap 2020
1677870_2	1677870	1677870	1	0	7140_oli	66865	100	assessment/habitatmap 2020
1680561_1	1680561	1680561	1	0	2180	41786	100	assessment/habitatmap 2020
1682742_1	1682742	1682742	1	0	6510_hu	21919	100	habitatmap 2020
1684406_1	1684406	1684406	1	0	2330_bu	76106	20	habitatmap 2020
1685137_1	1685137	1685137	0	0	6510_hua	1483	100	habitatmap 2020
168566_1	168566	168566	1	0	4030	75045	100	habitatmap 2020
169094_1	169094	169094	0	0	6510_hu	55970	100	habitatmap 2020
16909842_1	16909842	16909842	0	0	6410_mo	81683	30	habitatmap 2020
16913682_1	16913682	16913682	1	0	6510_hus	71209	70	habitatmap 2020
169137_2	8557745	169137	1	0	2160	80294	12	assessment/habitatmap 2020
169137_3	533681	169137	1	0	2160	80293	94	assessment/habitatmap 2020
169170_1	169170	169170	1	0	4030	14256	100	habitatmap 2020
1691825_1	47837361	1691825	1	1	2130_had	59635	100	assessment/habitatmap 2020
16920818_1	16920818	16920818	1	0	6410_mo	87226	20	habitatmap 2020
1692849_1	1692849	1692849	1	0	2120	33196	84	habitatmap 2020
16934238_1	16934238	16934238	1	0	6510_hus	67857	28	habitatmap 2020
1695537_1	1695537	1695537	1	0	2120	43213	20	habitatmap 2020
1695537_1	1695537	1695537	1	0	2160	43213	70	habitatmap 2020
1696945_1	1696945	1696945	1	0	2180	41786	100	assessment/habitatmap 2020
16986354_1	16986354	16986354	1	0	6410_mo	87184	20	habitatmap 2020
17_1	33402417	17	1	1	2120	60888	75	assessment/habitatmap 2020
1700017_1	1700017	1700017	1	0	2130_had	59635	100	habitatmap 2020
1700533_1	1700533	1700533	1	0	1330_hpr	22353	100	assessment/habitatmap 2020
17006578_1	17006578	17006578	1	0	2330_dw	10471	100	habitatmap 2020
17008918_1	17008918	17008918	1	0	6510_hus	9079	100	habitatmap 2020
170182_1	170182	170182	1	0	6510_hu	42103	100	habitatmap 2020
170206_1	170206	170206	1	0	4030	53558	100	habitatmap 2020
17029813_1	17029813	17029813	1	0	2190_mp	60984	100	habitatmap 2020
17053425_1	17053425	NA	0	1	9160	1614	100	habitatmap 2020
170578_1	170578	170578	1	0	4030	43495	100	habitatmap 2020
1707701_1	1707701	1707701	1	0	1330_hpr	22021	100	habitatmap 2020
170798_2	170798	170798	1	0	7140_oli	26206	50	assessment/habitatmap 2020
170834_1	170834	170834	0	0	2330_bu	6366	75	habitatmap 2020
1708370_1	1708370	1708370	1	0	6510_hu	42209	30	habitatmap 2020
1708982_1	1708982	1708982	1	0	2330_bu	76144	70	habitatmap 2020
1709266_1	1709266	1709266	1	0	2330_bu	14223	60	habitatmap 2020
17095518_1	17095518	17095518	0	0	6510_hus	30621	20	habitatmap 2020
1710001_1	1710001	1710001	1	0	2160	58202	10	assessment/habitatmap 2020
1711014_1	1711014	1711014	1	0	6230_ha	9038	NA	assessment
1713026_1	1713026	1713026	0	0	6510_huk	24676	30	habitatmap 2020
1713874_1	1713874	1713874	1	0	6230_ha	12277	10	assessment/habitatmap 2020
1714306_1	1714306	1714306	1	0	6510_huk	63439	100	habitatmap 2020
171545_1	171545	171545	0	0	6510_hu	54372	30	habitatmap 2020
1715637_2	52047285	1715637	1	0	1330_hpr	25359	100	assessment/habitatmap 2020
1715761_1	1715761	1715761	1	0	2160	77723	75	habitatmap 2020
1715761_1	1715761	1715761	1	0	2170	77723	20	habitatmap 2020
1716466_1	1716466	1716466	1	0	6510_hu	58735	20	habitatmap 2020
1722089_1	1722089	1722089	1	0	91E0_sf	4345	100	assessment/habitatmap 2020
1722166_1	1722166	1722166	1	0	6510_hu	11938	30	habitatmap 2020
1722993_1	1722993	1722993	1	0	2130_had	59666	100	habitatmap 2020
1723446_2	1723446	1723446	0	0	6230_ha	8875	NA	assessment
1725617_1	1725617	1725617	1	0	2160	2067	89	habitatmap 2020
1725750_1	1725750	1725750	1	0	6510_hu	20568	100	habitatmap 2020
17257522_1	17257522	17257522	1	0	6410_mo	7497	30	habitatmap 2020
172774_1	172774	172774	0	0	91E0_vo	54473	20	habitatmap 2020
1728681_1	1728681	1728681	1	0	91E0_sf	4321	100	habitatmap 2020
17306670_1	17306670	NA	1	1	9190	37617	95	habitatmap 2020
1731377_1	1731377	1731377	1	0	2160	50157	100	habitatmap 2020
1734262_1	1734262	1734262	1	0	2330_bu	70376	20	habitatmap 2020
1736105_1	1736105	1736105	1	0	91E0_sf	34955	100	habitatmap 2020
1736305_1	1736305	1736305	1	0	2120	36261	5	habitatmap 2020
17374514_1	17374514	17374514	1	0	6410_mo	8904	100	habitatmap 2020
174006_1	174006	174006	1	0	4030	14506	100	habitatmap 2020
1740593_1	1740593	1740593	1	0	2120	43213	20	habitatmap 2020
1740593_1	1740593	1740593	1	0	2160	43213	70	habitatmap 2020
1740969_1	1740969	1740969	1	0	91E0_sf	4373	100	habitatmap 2020
174134_1	174134	174134	0	0	6510_hu	63377	100	habitatmap 2020
1742001_1	1742001	1742001	1	0	2120	80294	76	habitatmap 2020
1742034_2	43685074	1742034	1	0	6230_hn	17296	10	assessment/habitatmap 2020
174302_1	174302	174302	1	0	4010	48345	100	habitatmap 2020
1743698_1	1743698	1743698	1	0	2330_bu	6203	30	habitatmap 2020
174546_1	174546	174546	1	0	2310	47782	100	habitatmap 2020
17475649_1	17475649	17475649	1	0	6410_mo	37063	NA	assessment
1748785_1	1748785	1748785	1	0	2190_overig	21167	100	habitatmap 2020
174897_1	174897	174897	1	0	2120	33210	100	assessment/habitatmap 2020
1749942_2	1749942	1749942	1	0	7140_meso	76354	100	assessment/habitatmap 2020
1750129_2	60470385	1750129	1	0	1330_hpr	55423	100	assessment/habitatmap 2020
1750193_1	1750193	1750193	1	0	2120	80372	40	habitatmap 2020
17515142_1	17515142	NA	1	1	9120	10022	100	habitatmap 2020
1752489_1	1752489	1752489	1	0	91E0_sf	80360	100	habitatmap 2020
175582_1	175582	175582	1	0	4010	48759	100	habitatmap 2020
175698_1	175698	175698	1	0	4030	8714	100	habitatmap 2020
17578969_1	17578969	NA	0	1	9130_end	76277	100	habitatmap 2020
175921_1	20361009	175921	1	1	2130_hd	48513	35	assessment/habitatmap 2020
175921_2	175921	175921	1	0	2190_overig	55369	80	assessment/habitatmap 2020
1761206_1	1761206	1761206	1	0	7140_meso	10525	20	assessment/habitatmap 2020
17617481_1	17617481	NA	1	1	9120	31636	100	habitatmap 2020
17624110_1	17624110	NA	1	1	91E0_vm	56327	100	habitatmap 2020
1762774_1	1762774	1762774	1	0	2330_bu	70854	100	habitatmap 2020
1763505_1	1763505	1763505	1	0	2160	61566	100	habitatmap 2020
1765169_1	1765169	1765169	1	0	2160	75470	80	habitatmap 2020
176566_1	176566	176566	0	0	4030	24766	50	assessment/habitatmap 2020
1766006_1	1766006	1766006	1	0	2330_bu	70267	70	habitatmap 2020
1766326_2	35320758	1766326	1	0	7140_oli	14273	40	assessment/habitatmap 2020
176758_1	176758	176758	1	0	4030	70265	100	habitatmap 2020
176862_1	176862	176862	1	0	2310	24573	30	habitatmap 2020
176862_1	176862	176862	1	0	4010	24573	70	habitatmap 2020
1768885_1	1768885	1768885	1	0	2160	53074	40	habitatmap 2020
17689909_1	17689909	17689909	1	0	2190_mp	80380	25	habitatmap 2020
1769265_1	1769265	1769265	1	0	2160	33149	80	habitatmap 2020
177078_1	177078	177078	1	0	2310	76096	10	habitatmap 2020
177078_1	177078	177078	1	0	2330_bu	76096	90	habitatmap 2020
1772213_1	1772213	1772213	1	0	2120	55980	50	habitatmap 2020
17739762_1	17739762	NA	1	1	9190	18159	100	habitatmap 2020
1774769_1	1774769	1774769	1	0	2160	33224	95	habitatmap 2020
1775058_1	1775058	1775058	1	0	2330_bu	43800	100	habitatmap 2020
1775249_1	1775249	1775249	0	0	6510_hua	2344	100	habitatmap 2020
17761665_1	17761665	NA	0	1	9120	81089	100	habitatmap 2020
177778_1	177778	177778	1	0	6510_hu	11669	20	habitatmap 2020
177782_1	177782	177782	0	0	2310	77548	80	habitatmap 2020
17782717_1	17782717	NA	1	1	1330_da	46582	100	habitatmap 2020
17795033_1	17795033	NA	1	1	9120	2279	70	habitatmap 2020
1781297_1	1781297	1781297	1	0	2160	75431	70	habitatmap 2020
1781297_1	1781297	1781297	1	0	2170	75431	20	habitatmap 2020
178386_1	178386	178386	1	0	4030	75873	100	habitatmap 2020
1785525_2	1785525	1785525	1	0	1330_hpr	21656	100	assessment/habitatmap 2020
1785649_1	1785649	1785649	1	0	2160	33175	80	habitatmap 2020
1785909_1	1785909	1785909	1	0	2180	30828	30	habitatmap 2020
1786474_1	1786474	1786474	1	0	2330_bu	51674	30	habitatmap 2020
1786806_1	1786806	1786806	1	0	2330_bu	76329	100	habitatmap 2020
17894889_1	17894889	NA	1	1	91E0_sf	4172	100	habitatmap 2020
1789878_1	1789878	1789878	1	0	2330_bu	14326	20	habitatmap 2020
1790121_1	1790121	1790121	1	0	6510_hu	1495	100	habitatmap 2020
1791186_1	1791186	1791186	1	0	2330_bu	10504	20	habitatmap 2020
1792053_1	1792053	1792053	0	0	2160	75323	100	assessment/habitatmap 2020
1793589_1	1793589	1793589	1	0	2120	31154	60	habitatmap 2020
1793589_1	1793589	1793589	1	0	2160	31154	20	habitatmap 2020
1793746_1	1793746	1793746	1	0	6230_ha	12277	10	assessment/habitatmap 2020
179462_1	179462	179462	0	0	6510_hu	63373	70	habitatmap 2020
1795441_1	1795441	1795441	1	0	2160	75547	NA	assessment
17956377_1	17956377	NA	1	1	9130_end	25932	60	habitatmap 2020
17967382_1	17967382	NA	0	1	91E0_vm	84849	100	habitatmap 2020
1797937_1	1797937	1797937	1	0	2120	48551	20	habitatmap 2020
1797937_1	1797937	1797937	1	0	2170	48551	40	habitatmap 2020
17990_1	17990	NA	1	1	91E0_va	44414	60	habitatmap 2020
1799094_1	1799094	1799094	1	0	2330_bu	76109	20	habitatmap 2020
1799154_2	1799154	1799154	0	0	6230_hn	48209	100	assessment/habitatmap 2020
17991958_1	17991958	17991958	1	0	6510_hus	7999	30	habitatmap 2020
179922_1	179922	179922	1	0	2310	48681	100	habitatmap 2020
18_1	13727921	18	1	1	2130_hd	20650	25	assessment/habitatmap 2020
18_3	39418033	18	1	0	2120	20650	60	assessment/habitatmap 2020
180017_1	180017	180017	1	0	2130_hd	55744	NA	assessment
1803138_1	1803138	1803138	1	0	6510_huk	81176	100	habitatmap 2020
18038_1	18038	18038	1	0	4030	74971	100	habitatmap 2020
18057494_1	18057494	18057494	1	0	6510_hus	5746	100	habitatmap 2020
180625_1	180625	180625	0	0	6510_hu	14069	30	habitatmap 2020
1806578_1	1806578	1806578	1	0	6510_hu	51960	20	habitatmap 2020
1807537_1	43881649	1807537	1	1	2170	1954	87	assessment/habitatmap 2020
180854_1	180854	180854	1	0	4030	74875	100	habitatmap 2020
18107017_1	18107017	18107017	1	0	6410_mo	50620	10	habitatmap 2020
181234_1	181234	181234	1	0	4030	16513	100	habitatmap 2020
1812657_1	1812657	1812657	1	0	2180	33198	78	assessment/habitatmap 2020
1815262_1	1815262	1815262	1	0	2330_bu	54708	100	habitatmap 2020
1820185_1	1820185	1820185	0	0	6510_hua	63327	50	habitatmap 2020
182054_1	182054	182054	0	0	6510_hu	24707	100	habitatmap 2020
1822897_1	1822897	1822897	1	0	2180	1716	70	habitatmap 2020
182390_1	182390	182390	1	0	4030	40702	30	habitatmap 2020
18244358_1	18244358	NA	1	1	9120	16451	100	habitatmap 2020
1824881_1	1824881	1824881	1	0	2120	55831	95	habitatmap 2020
1826514_1	1826514	1826514	1	0	6230_ha	43422	10	assessment/habitatmap 2020
18290_1	18290	18290	0	0	9160	80565	70	habitatmap 2020
1829622_2	33412854	1829622	1	0	7140_meso	68817	100	assessment/habitatmap 2020
1830581_1	1830581	1830581	1	0	1330_hpr	22803	100	assessment/habitatmap 2020
18338862_1	18338862	18338862	0	0	2330_dw	58064	90	habitatmap 2020
1834293_1	1834293	1834293	1	0	2120	31160	60	habitatmap 2020
1834481_1	1834481	1834481	0	0	6510_hua	87524	100	habitatmap 2020
183526_1	183526	183526	1	0	6510_hu	42306	40	habitatmap 2020
1835906_1	1835906	1835906	0	0	6510_huk	8048	20	habitatmap 2020
1837169_1	1837169	1837169	1	0	2120	47992	70	habitatmap 2020
183733_1	183733	183733	1	0	1330_hpr	34257	100	assessment/habitatmap 2020
183734_1	183734	183734	0	0	6510_hu	54376	30	habitatmap 2020
1839030_1	1839030	1839030	1	0	2330_bu	14287	20	habitatmap 2020
1839666_1	1839666	1839666	1	0	7140_meso	87255	100	assessment/habitatmap 2020
1840054_1	1840054	1840054	1	0	2330_bu	57800	70	habitatmap 2020
1840785_1	1840785	1840785	0	0	6510_hua	2552	20	habitatmap 2020
18419449_1	18419449	18419449	1	0	6410_mo	2925	65	habitatmap 2020
18459246_1	18459246	NA	0	1	91E0_vn	81878	70	habitatmap 2020
1846833_1	1846833	1846833	1	0	2170	30259	30	habitatmap 2020
1849238_2	4994966	1849238	1	0	6410_mo	41632	NA	assessment
18498270_1	18498270	NA	1	1	91E0_vo	24823	100	habitatmap 2020
1850342_1	1850342	1850342	1	0	6510_hu	30164	70	habitatmap 2020
18505897_1	18505897	NA	1	1	91E0_sf	4321	100	habitatmap 2020
1852342_1	1852342	1852342	1	0	2330_bu	76195	100	habitatmap 2020
1853161_1	1853161	1853161	1	0	91E0_sf	4345	100	habitatmap 2020
18546_1	18546	18546	1	0	6510_hu	51219	20	habitatmap 2020
18546_2	18546	18546	1	0	6510_hu	51219	20	habitatmap 2020
18562553_1	18562553	NA	1	1	91E0_va	5422	70	habitatmap 2020
1856562_1	1856562	1856562	1	0	6510_hu	86435	100	habitatmap 2020
1856722_1	1856722	1856722	1	0	2330_bu	10507	85	habitatmap 2020
185822_1	185822	185822	1	0	4030	69077	100	habitatmap 2020
18607302_1	18607302	18607302	1	0	6410_mo	64197	95	habitatmap 2020
1860785_1	41571505	1860785	1	1	2180	1968	95	assessment/habitatmap 2020
18639046_1	18639046	NA	1	1	9160	48576	100	habitatmap 2020
1864125_1	1864125	NA	1	1	1330_da	46219	100	habitatmap 2020
1864125_2	1864125	NA	1	1	1330_da	46219	100	habitatmap 2020
1864310_1	1864310	1864310	1	0	2330_bu	57770	100	habitatmap 2020
186481_1	186481	186481	1	0	2130_hd	51217	50	habitatmap 2020
186545_1	48641201	186545	1	1	2160	33226	91	assessment/habitatmap 2020
18657441_1	18657441	NA	0	1	9120	86716	100	habitatmap 2020
1865905_1	1865905	1865905	1	0	2170	58202	15	habitatmap 2020
18660338_1	18660338	NA	1	1	9120	16961	100	habitatmap 2020
18675889_1	18675889	18675889	1	0	2190_mp	11821	20	habitatmap 2020
1868674_1	1868674	1868674	1	0	6510_huk	17134	20	habitatmap 2020
1868726_1	1868726	1868726	1	0	2330_bu	76196	40	habitatmap 2020
1872210_1	1872210	1872210	1	0	6510_hu	42209	30	habitatmap 2020
1872565_1	1872565	1872565	1	0	1330_hpr	33101	100	assessment/habitatmap 2020
187382_1	187382	187382	0	0	91E0_vo	66986	20	habitatmap 2020
1875842_1	1875842	1875842	0	0	6510_huk	55439	70	habitatmap 2020
18765025_1	18765025	NA	0	1	9120	37991	100	habitatmap 2020
1878193_1	1878193	1878193	1	0	2120	32260	80	habitatmap 2020
18784454_1	18784454	18784454	0	0	6510_hus	20399	30	habitatmap 2020
1879346_1	1879346	1879346	1	0	6510_hu	8014	85	habitatmap 2020
188022_1	188022	188022	1	0	91E0_vo	48821	50	habitatmap 2020
188062_1	188062	188062	1	0	6230_hn	48227	80	assessment/habitatmap 2020
18807046_1	18807046	NA	0	1	9120	16474	100	habitatmap 2020
1883445_1	1883445	1883445	1	0	2180	79045	40	habitatmap 2020
1884126_2	14467038	1884126	1	0	6230_hmo	85937	25	assessment/habitatmap 2020
1885058_1	1885058	1885058	1	0	6510_huk	81180	60	habitatmap 2020
1885721_1	1885721	1885721	0	0	6510_hua	63710	100	habitatmap 2020
1885721_2	1885721	1885721	0	0	6510_hua	63710	100	habitatmap 2020
1885929_1	1885929	1885929	1	0	91E0_sf	4345	100	habitatmap 2020
188593_1	8970417	188593	1	1	2130_had	59681	100	assessment/habitatmap 2020
188593_2	188593	188593	1	0	2130_had	59710	100	assessment/habitatmap 2020
1887022_2	40422190	1887022	1	0	6230_hn	42377	100	assessment/habitatmap 2020
1887857_1	1887857	1887857	1	0	2120	55936	70	habitatmap 2020
1888049_1	1888049	1888049	1	0	2120	43215	15	habitatmap 2020
18898_1	18898	18898	1	0	9190	86919	50	habitatmap 2020
1890606_1	1890606	1890606	1	0	6230_hn	59094	100	habitatmap 2020
1892529_1	1892529	1892529	1	0	2180	75382	100	assessment/habitatmap 2020
18926310_1	18926310	NA	0	1	9160	79062	100	habitatmap 2020
1894033_1	1894033	1894033	0	0	6510_hua	1910	100	habitatmap 2020
1896241_1	1896241	1896241	1	0	2190_mp	37075	NA	assessment
1896690_1	1896690	1896690	1	0	6510_hu	58539	30	habitatmap 2020
1898142_1	1898142	1898142	1	0	6230_ha	29588	100	habitatmap 2020
1898673_1	1898673	1898673	1	0	2190_mp	11821	20	habitatmap 2020
189918_1	189918	189918	1	0	4010	53140	30	habitatmap 2020
189918_1	189918	189918	1	0	4030	53140	70	habitatmap 2020
18996338_1	18996338	NA	1	1	91E0_va	80874	100	habitatmap 2020
