point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source
2993969_1	2993969	2993969	1	0	2190_mp	49193	100	assessment/habitatmap 2023
299701_1	299701	299701	1	0	1330_hpr	44714	100	assessment/habitatmap 2023
2998962_1	2998962	2998962	0	0	6510_huk	58585	20	assessment/habitatmap 2023
3_2	103601	3	1	0	2120	93559	25	assessment/habitatmap 2023
30009273_1	30009273	NA	1	1	9120	24554	100	habitatmap 2023
300209_1	34116785	34116785	1	1	2130_had	8477	NA	assessment
300242_1	300242	300242	1	0	2310	25330	NA	assessment
3002670_1	3002670	3002670	1	0	6230_hmo	57780	100	assessment/habitatmap 2023
30038574_1	30038574	NA	1	1	91E0_vo	36022	100	habitatmap 2023
300534_1	300534	300534	1	0	91E0_vm	83855	80	assessment/habitatmap 2023
300649_1	300649	300649	1	0	6230_hmo	42289	NA	assessment
3006882_1	3006882	3006882	0	0	91E0_sf	62331	30	habitatmap 2023
3008870_2	51767654	3008870	0	0	6410_mo	63937	65	assessment/habitatmap 2023
300918_1	300918	300918	1	0	7140_meso	70648	30	assessment/habitatmap 2023
30098130_1	30098130	NA	1	1	91E0_vm	21891	80	habitatmap 2023
3010229_2	53341877	3010229	1	0	1330_hpr	61440	100	assessment/habitatmap 2023
3011510_1	3011510	3011510	1	0	6410_mo	93677	NA	assessment
3013714_2	32373842	3013714	0	0	6120	64681	10	assessment/habitatmap 2023
30155897_1	30155897	NA	0	1	91E0_vn	17616	100	habitatmap 2023
3016210_1	3016210	3016210	0	0	6410_mo	86575	30	assessment/habitatmap 2023
30165849_1	30165849	NA	0	1	9130_end	1935	100	habitatmap 2023
30201650_1	30201650	NA	1	1	9120	72037	100	habitatmap 2023
302198_2	59022454	302198	1	0	7140_oli	49684	20	assessment/habitatmap 2023
302290_1	302290	302290	1	0	2310	31896	100	assessment/habitatmap 2023
3025009_1	11413617	3025009	1	1	2190_overig	92232	5	assessment/habitatmap 2023
3026_1	3026	3026	1	0	4010	56677	100	assessment/habitatmap 2023
3026229_2	40774965	3026229	1	0	2190_overig	48719	NA	assessment/habitatmap 2023
3026357_2	7482805	3026357	1	0	1330_hpr	35809	100	assessment/habitatmap 2023
3026737_1	3026737	3026737	1	0	2180	49269	100	habitatmap 2023
30290_1	30290	30290	0	0	4030	28958	100	assessment/habitatmap 2023
3034166_1	3034166	3034166	0	0	6230_hn	14074	60	habitatmap 2023
3035189_1	3035189	3035189	1	0	2180	46817	100	habitatmap 2023
3036337_1	3036337	3036337	1	0	2190_mp	3377	69	assessment/habitatmap 2023
303721_2	16032361	303721	0	0	6510_hu	48115	40	assessment/habitatmap 2023
30393030_1	30393030	NA	1	1	91E0_va	18767	100	habitatmap 2023
303942_1	303942	303942	0	0	6510_hu	550	70	habitatmap 2023
30418_2	16807634	30418	1	0	6230_ha	8825	95	assessment/habitatmap 2023
304305_2	861361	304305	1	0	2160	49539	90	assessment/habitatmap 2023
3043121_2	44986161	3043121	1	0	2130_hd	50487	NA	assessment
304338_1	304338	304338	1	0	2310	25294	NA	assessment
3046837_1	3046837	3046837	1	0	1330_hpr	61546	100	assessment/habitatmap 2023
304850_1	304850	304850	1	0	4010	18261	15	assessment/habitatmap 2023
3052545_1	3052545	3052545	1	0	2180	41125	100	habitatmap 2023
305329_1	305329	305329	1	0	2120	44390	80	assessment/habitatmap 2023
3054593_1	3054593	3054593	1	0	1330_hpr	296	70	assessment/habitatmap 2023
305969_1	305969	305969	1	0	2130_hd	43888	30	habitatmap 2023
306130_1	306130	306130	1	0	2310	61747	80	assessment/habitatmap 2023
3062785_2	15645697	3062785	0	0	1330_hpr	35880	30	assessment/habitatmap 2023
3063977_1	3063977	3063977	1	0	91E0_sf	5127	100	habitatmap 2023
30658073_1	30658073	NA	1	1	9130_end	3476	100	habitatmap 2023
3067325_1	3067325	3067325	0	0	1330_hpr	47941	100	assessment/habitatmap 2023
3068802_1	3068802	3068802	0	0	6510_huk	93956	100	assessment/habitatmap 2023
3069105_2	3069105	3069105	1	0	2190_mp	44230	58	assessment/habitatmap 2023
3071913_1	3071913	3071913	1	0	91E0_sf	4467	40	habitatmap 2023
3072177_1	3072177	3072177	1	0	2130_had	8486	100	habitatmap 2023
3077777_1	3077777	3077777	0	0	6510_hua	5496	100	assessment/habitatmap 2023
30790601_1	30790601	NA	0	1	9120	93575	100	habitatmap 2023
308098_2	308098	308098	1	0	6510_hu	57326	NA	assessment/habitatmap 2023
30856809_1	30856809	NA	1	1	9120	42963	100	habitatmap 2023
30873_1	30873	30873	0	0	9130_end	80130	90	habitatmap 2023
30897_1	30897	30897	1	1	2130_hd	50141	NA	assessment
309458_2	50641106	309458	1	0	6230_hmo	81051	NA	assessment
31_2	10153777	31	1	0	2120	39932	100	assessment/habitatmap 2023
3101622_1	3101622	3101622	1	0	7140_meso	27859	30	assessment/habitatmap 2023
31034945_1	31034945	NA	0	1	91E0_vn	75767	100	habitatmap 2023
31063622_1	31063622	NA	1	1	9120	20892	100	habitatmap 2023
3108657_1	3108657	3108657	1	0	2180	72302	NA	assessment
310994_1	310994	310994	1	0	2310	13754	100	assessment/habitatmap 2023
311262_2	19185630	311262	1	0	6230_hn	81539	100	assessment/habitatmap 2023
311602_1	311602	311602	1	0	91E0_vo	21746	5	assessment/habitatmap 2023
311670_1	311670	311670	0	0	2330_bu	69654	100	habitatmap 2023
31191145_1	31191145	NA	1	1	91E0_vn	43313	70	habitatmap 2023
3119406_1	3119406	3119406	1	0	6230_ha	63799	100	habitatmap 2023
3120562_1	3120562	3120562	1	0	6510_huk	61398	60	assessment/habitatmap 2023
31258801_1	31258801	31258801	1	0	2190_mp	50561	30	habitatmap 2023
3127017_1	3127017	3127017	1	0	91E0_sf	5329	100	habitatmap 2023
3128745_1	3128745	3128745	1	0	91E0_sf	93481	100	habitatmap 2023
3129478_1	3129478	3129478	1	0	6230_ha	10061	30	habitatmap 2023
3132850_1	3132850	3132850	0	0	6510_huk	63700	20	assessment/habitatmap 2023
313305_2	313305	313305	1	0	91E0_vc	3871	10	assessment/habitatmap 2023
3133617_1	3133617	3133617	1	0	2130_had	8486	100	habitatmap 2023
3134649_2	49271993	3134649	1	0	6230_hmo	47864	100	assessment/habitatmap 2023
3134674_1	3134674	3134674	1	0	6230_hn	25239	20	habitatmap 2023
31350278_1	31350278	NA	1	1	9120	24565	100	habitatmap 2023
3137713_1	3137713	3137713	1	0	2130_had	8486	100	habitatmap 2023
3138737_1	3138737	3138737	1	0	2180	49513	100	habitatmap 2023
313990_1	313990	313990	1	0	6510_hu	47578	30	habitatmap 2023
313990_2	17091206	313990	1	0	6510_hu	47578	30	habitatmap 2023
31414_1	31414	31414	0	0	91E0_vo	87649	NA	assessment
3141425_1	3141425	3141425	1	0	2130_hd	46949	35	assessment/habitatmap 2023
31423910_1	31423910	NA	0	1	9120	85617	100	habitatmap 2023
31454_1	31454	31454	1	0	4010	67928	50	habitatmap 2023
3145781_1	3145781	3145781	1	0	2180	48537	100	habitatmap 2023
31472006_1	31472006	NA	0	1	91E0_va	86741	100	habitatmap 2023
3150517_1	3150517	3150517	1	0	1330_hpr	35782	100	habitatmap 2023
315062_1	315062	315062	1	0	91E0_vo	NA	NA	assessment
31520945_1	31520945	31520945	1	0	2190_mp	50561	30	habitatmap 2023
3153026_1	3153026	3153026	1	0	6510_huk	61419	100	assessment/habitatmap 2023
315318_1	315318	315318	1	0	2310	25396	30	assessment/habitatmap 2023
315329_1	315329	315329	0	0	6230_ha	62985	NA	assessment
31575857_1	65130289	31575857	1	1	2190_mp	1105	100	habitatmap 2023
3160082_1	3160082	3160082	0	0	6410_mo	75604	NA	assessment
31602582_1	31602582	NA	1	1	9120	52824	100	habitatmap 2023
3163010_1	3163010	3163010	1	0	6510_huk	27847	20	assessment/habitatmap 2023
31641_1	31641	31641	1	0	9130_end	3700	100	habitatmap 2023
3165238_1	3165238	3165238	0	0	6230_hn	14043	70	habitatmap 2023
316614_1	316614	316614	0	0	6510_hu	70276	100	habitatmap 2023
316626_1	316626	316626	1	0	4030	25214	100	assessment/habitatmap 2023
316646_1	316646	316646	0	0	6510_hu	69851	50	assessment/habitatmap 2023
3168949_1	3168949	3168949	1	0	2190_overig	40025	90	assessment/habitatmap 2023
3170178_1	3170178	3170178	0	0	6510_huk	34889	20	assessment/habitatmap 2023
31709877_1	31709877	31709877	1	0	2190_mp	40018	100	habitatmap 2023
317202_1	317202	317202	0	0	2330_bu	75646	NA	assessment
3173042_1	3173042	3173042	1	0	6510_huk	86201	100	assessment/habitatmap 2023
317617_1	53532849	317617	1	1	2160	50585	91	assessment/habitatmap 2023
317662_1	317662	317662	1	0	91E0_vo	83371	20	habitatmap 2023
31778642_1	31778642	NA	1	1	91E0_vm	17425	80	habitatmap 2023
31785222_1	31785222	NA	0	1	9120	86217	100	habitatmap 2023
318217_1	318217	318217	0	0	6510_hu	40433	100	habitatmap 2023
3182645_1	3182645	3182645	1	0	2130_had	49130	20	habitatmap 2023
3185198_1	3185198	3185198	1	0	7140_oli	68603	95	assessment/habitatmap 2023
31855321_1	31855321	NA	1	1	91E0_va	94	100	habitatmap 2023
3187889_1	3187889	3187889	1	0	2180	49511	100	habitatmap 2023
31889302_1	31889302	NA	1	1	91E0_va	70872	100	habitatmap 2023
3192390_2	40941126	3192390	1	0	7140_meso	24299	100	assessment/habitatmap 2023
319665_1	15323313	319665	1	1	2130_had	8486	100	assessment/habitatmap 2023
319665_2	319665	319665	1	0	2130_had	8486	100	assessment/habitatmap 2023
32_1	14548277	32	1	1	2130_hd	49142	100	assessment/habitatmap 2023
3202998_2	1892278	3202998	1	0	7140_meso	17773	NA	assessment
3203249_1	3203249	3203249	1	0	2130_had	8486	100	habitatmap 2023
3204818_1	3204818	3204818	1	0	6230_ha	9262	10	habitatmap 2023
32053_2	16809269	32053	1	0	2160	48714	100	assessment/habitatmap 2023
3206738_1	3206738	3206738	0	0	6230_ha	9251	30	habitatmap 2023
3206738_1	3206738	3206738	0	0	6230_hn	9251	30	habitatmap 2023
3208342_1	3208342	NA	0	1	9120	66100	100	habitatmap 2023
32091186_1	32091186	NA	1	1	9190	49993	100	habitatmap 2023
321169_2	27584145	321169	0	0	6510_hua	3060	100	assessment/habitatmap 2023
32127442_1	32127442	NA	0	1	9190	11889	50	habitatmap 2023
321589_1	321589	321589	1	0	2130_hd	63603	90	habitatmap 2023
3216594_1	3216594	3216594	1	0	6230_hn	27984	70	habitatmap 2023
32173873_1	32173873	32173873	1	0	2190_mp	72303	100	habitatmap 2023
3219382_2	3219382	3219382	1	0	7140_meso	18874	70	assessment/habitatmap 2023
322002_1	322002	322002	1	0	4010	56059	30	assessment/habitatmap 2023
32214_1	32214	32214	0	0	9190	83034	NA	assessment
322229_1	322229	322229	1	0	2130_hd	40097	100	habitatmap 2023
3223006_1	3223006	3223006	1	0	7140_oli	67333	100	assessment/habitatmap 2023
3224562_1	3224562	3224562	0	0	6230_hn	32356	40	habitatmap 2023
32262_1	32262	32262	1	0	9160	23281	100	habitatmap 2023
32264338_1	32264338	NA	1	1	91E0_vm	52280	80	habitatmap 2023
3226933_1	3226933	3226933	1	0	2180	46818	100	habitatmap 2023
3227441_1	3227441	3227441	1	0	2160	50710	100	assessment/habitatmap 2023
3227713_1	3227713	3227713	1	0	6230_hn	1629	100	habitatmap 2023
323154_2	55832146	323154	1	0	6230_hn	NA	NA	assessment
3232978_1	3232978	3232978	1	0	6230_hn	25239	20	habitatmap 2023
323377_1	33877809	323377	1	1	2130_hd	49198	100	habitatmap 2023
32364742_1	32364742	NA	1	1	9160	53396	70	habitatmap 2023
3240946_1	3240946	3240946	0	0	6230_hn	32342	100	habitatmap 2023
32415297_1	32415297	NA	0	1	9120	62035	100	habitatmap 2023
324318_1	324318	324318	1	0	2330_bu	81509	100	assessment/habitatmap 2023
32466_1	32466	32466	1	0	2310	12062	100	assessment/habitatmap 2023
3249362_1	3249362	3249362	1	0	6230_hn	27974	30	habitatmap 2023
32612797_1	32612797	NA	1	1	1330_da	78491	100	habitatmap 2023
32621761_1	32621761	NA	1	1	9120	39926	100	habitatmap 2023
32681_1	32681	32681	0	0	91E0_sf	45630	80	assessment/habitatmap 2023
326965_2	37256501	326965	1	1	2160	49140	100	assessment/habitatmap 2023
326965_3	25492789	326965	1	0	2190_mp	48644	100	assessment/habitatmap 2023
3269809_1	3269809	3269809	1	0	2180	50548	100	habitatmap 2023
327153_2	17104369	327153	0	0	6510_hua	94324	100	assessment/habitatmap 2023
3273046_2	36827478	3273046	1	0	6230_hmo	22550	70	assessment/habitatmap 2023
32742_1	32742	32742	1	0	9190	497	80	habitatmap 2023
32742233_1	32742233	NA	0	1	91E0_va	84215	100	habitatmap 2023
3275858_2	36830290	3275858	0	0	6120	64681	10	assessment/habitatmap 2023
32761921_1	32761921	NA	1	1	9120	43487	100	habitatmap 2023
3276198_1	3276198	3276198	0	0	6230_hmo	NA	NA	assessment
3276198_2	45743526	3276198	0	0	6230_hmo	54116	NA	assessment
3286738_1	3286738	3286738	1	0	6230_ha	9262	10	habitatmap 2023
32872041_1	32872041	NA	1	1	9120	35149	60	habitatmap 2023
32889_1	32889	32889	0	0	9160	85095	60	habitatmap 2023
3296310_1	3296310	3296310	0	0	6230_hn	14074	60	habitatmap 2023
32963893_1	32963893	32963893	1	0	2190_mp	49120	100	habitatmap 2023
329841_2	2426993	329841	1	0	2160	46453	80	assessment/habitatmap 2023
3298997_1	3298997	3298997	1	0	1330_hpr	45086	50	habitatmap 2023
33_1	16057781	33	1	1	2130_hd	51181	100	assessment/habitatmap 2023
33015942_1	33015942	NA	1	1	9120	13982	70	habitatmap 2023
330194_1	330194	330194	1	0	4010	56625	100	assessment/habitatmap 2023
3303217_1	3303217	3303217	1	0	2130_had	64776	100	habitatmap 2023
330706_1	330706	330706	1	0	2310	61055	100	assessment/habitatmap 2023
3308969_1	3308969	3308969	1	0	91E0_sf	45467	100	habitatmap 2023
330985_1	330985	330985	1	0	91E0_sf	24067	100	habitatmap 2023
33115350_1	33115350	NA	1	1	9190	81913	100	habitatmap 2023
331445_2	33885877	331445	0	0	1310_pol	35554	100	assessment/habitatmap 2023
33153469_1	33153469	NA	1	1	1330_da	78345	100	habitatmap 2023
3316737_1	3316737	3316737	1	0	1330_hpr	92139	20	habitatmap 2023
331702_1	331702	331702	1	0	2310	22785	20	assessment/habitatmap 2023
3319506_1	3319506	3319506	1	0	7140_oli	15763	90	assessment/habitatmap 2023
3319985_1	3319985	3319985	1	0	2180	50570	100	habitatmap 2023
3325745_1	3325745	3325745	1	0	2170	50591	40	habitatmap 2023
332726_1	332726	332726	1	0	4030	87699	NA	assessment
332786_2	332786	332786	0	0	6230_hn	32444	100	assessment/habitatmap 2023
332977_2	8098993	332977	1	0	2170	44223	NA	assessment
333010_1	333010	333010	1	0	4030	27970	100	assessment/habitatmap 2023
333385_2	333385	333385	1	0	6510_hu	44677	NA	assessment
33359985_1	33359985	33359985	1	0	2190_mp	46483	100	habitatmap 2023
3336530_1	3336530	3336530	1	0	91E0_sf	19517	100	habitatmap 2023
334046_1	334046	334046	1	0	4010	72422	70	habitatmap 2023
3341621_1	3341621	3341621	1	0	2180	48580	100	habitatmap 2023
3343922_1	3343922	3343922	0	0	6230_hn	32382	100	habitatmap 2023
33502_1	33502	33502	1	0	4010	59814	100	assessment/habitatmap 2023
3351638_1	3351638	3351638	1	0	6230_hmo	14761	NA	assessment
3351638_2	3351638	3351638	1	0	6230_hmo	14761	NA	assessment
3351977_1	3351977	3351977	1	0	91E0_sf	5452	90	habitatmap 2023
335337_1	335337	335337	1	0	91E0_sf	5539	100	assessment/habitatmap 2023
33579206_1	33579206	NA	0	1	9160	84740	70	habitatmap 2023
3358866_2	66273426	3358866	1	0	7140_meso	74700	60	assessment/habitatmap 2023
3359797_1	3359797	3359797	0	0	1330_hpr	44756	100	assessment/habitatmap 2023
33622166_1	33622166	NA	1	1	91E0_va	52771	100	habitatmap 2023
3362869_1	3362869	3362869	1	0	2180	49132	100	habitatmap 2023
33653313_1	33653313	NA	0	1	9120	71531	100	habitatmap 2023
3365874_1	3365874	3365874	1	0	2330_dw	14993	80	habitatmap 2023
3366786_1	3366786	3366786	0	0	6510_huk	34889	20	assessment/habitatmap 2023
3367542_2	3367542	3367542	1	0	7140_oli	66729	80	assessment/habitatmap 2023
33706566_1	33706566	NA	1	1	9120	20759	100	habitatmap 2023
337073_1	337073	337073	1	0	2160	93562	97	assessment/habitatmap 2023
33718_2	33718	33718	1	0	2310	87714	60	assessment/habitatmap 2023
337321_1	337321	337321	1	0	91E0_sf	5046	100	habitatmap 2023
33738966_1	33738966	NA	1	1	9160	37186	60	habitatmap 2023
3375522_1	3375522	3375522	0	0	91E0_sf	82921	70	habitatmap 2023
337714_1	337714	337714	0	0	6510_hu	57513	30	habitatmap 2023
337846_1	337846	337846	1	0	91E0_vm	81174	NA	assessment
338033_1	25503857	338033	1	1	2130_had	40015	100	assessment/habitatmap 2023
338033_2	338033	338033	1	0	2130_had	40015	100	assessment/habitatmap 2023
3381181_2	3381181	NA	1	1	1330_da	76813	100	habitatmap 2023
3382273_1	3382273	3382273	1	0	1330_hpr	394	100	habitatmap 2023
338386_1	338386	338386	1	0	2330_bu	57023	NA	assessment
33875286_1	33875286	NA	0	1	9160	83166	100	habitatmap 2023
338898_1	338898	338898	1	0	4010	61067	NA	assessment
3390889_1	3390889	3390889	1	0	91E0_sf	93481	100	habitatmap 2023
339505_1	339505	339505	1	0	2120	50627	100	assessment/habitatmap 2023
3395761_1	3395761	3395761	1	0	2130_had	8486	100	habitatmap 2023
33985_1	33985	33985	1	0	4010	39403	80	habitatmap 2023
33985_1	33985	33985	1	0	4030	39403	20	habitatmap 2023
34_2	10157873	34	1	0	2130_hd	50588	20	assessment/habitatmap 2023
3400881_1	3400881	3400881	1	0	2180	50548	100	habitatmap 2023
3403569_1	3403569	3403569	1	0	2130_hd	50591	30	assessment/habitatmap 2023
3405958_1	3405958	3405958	1	0	6230_hmo	25986	100	assessment/habitatmap 2023
340702_1	340702	340702	1	0	2310	58747	100	assessment/habitatmap 2023
340978_1	340978	340978	0	0	6230_hn	32356	40	assessment/habitatmap 2023
3411958_2	3411958	3411958	1	0	7140_meso	76466	NA	assessment
3417513_1	3417513	3417513	1	0	91E0_sf	5025	100	habitatmap 2023
3419445_1	3419445	3419445	1	0	2180	49132	100	habitatmap 2023
3424742_1	3424742	3424742	1	0	6230_hmo	40281	100	assessment/habitatmap 2023
3424742_2	20201958	3424742	1	0	6230_hmo	40281	100	assessment/habitatmap 2023
342750_1	342750	342750	1	0	4010	81243	100	assessment/habitatmap 2023
34279766_1	34279766	NA	1	1	9190	17364	100	habitatmap 2023
3428530_2	53760178	3428530	0	0	6230_hnk	9026	100	assessment/habitatmap 2023
34285462_1	34285462	NA	0	1	9120	52747	100	habitatmap 2023
3432322_1	3432322	3432322	0	0	6510_huk	34889	20	assessment/habitatmap 2023
3432449_2	41181185	3432449	0	0	1330_hpr	46798	100	assessment/habitatmap 2023
343349_1	343349	343349	1	0	2130_hd	48622	100	habitatmap 2023
34349313_1	34349313	NA	0	1	9120	39311	85	habitatmap 2023
34361_2	34361	34361	0	0	9130_end	74499	100	assessment/habitatmap 2023
3437737_1	3437737	3437737	0	0	91E0_sf	5148	100	habitatmap 2023
343809_2	12926721	343809	1	0	6230_hmo	44731	70	assessment/habitatmap 2023
3438769_1	3438769	3438769	1	0	2160	50449	100	assessment/habitatmap 2023
34400185_1	34400185	NA	1	1	9120	24554	100	habitatmap 2023
3444789_1	3444789	3444789	1	0	2130_had	49130	20	habitatmap 2023
3447342_1	3447342	3447342	1	0	7140_oli	68603	95	assessment/habitatmap 2023
344798_1	344798	344798	1	0	4010	63426	100	assessment/habitatmap 2023
3450033_1	3450033	3450033	1	0	2180	50548	100	habitatmap 2023
345014_1	345014	345014	1	0	2330_bu	81418	100	assessment/habitatmap 2023
3450578_1	3450578	3450578	1	0	7140_oli	10349	100	assessment/habitatmap 2023
34514_1	34514	34514	1	0	2310	13855	100	assessment/habitatmap 2023
3451890_1	3451890	3451890	1	0	91E0_sf	17007	80	habitatmap 2023
3454697_1	3454697	3454697	1	0	91E0_sf	5020	100	habitatmap 2023
345526_1	345526	345526	0	0	91E0_vo	93878	100	habitatmap 2023
34566598_1	34566598	NA	1	1	91E0_vn	17320	60	habitatmap 2023
3456990_1	3456990	3456990	1	0	6230_hmo	92356	25	assessment/habitatmap 2023
345718_1	345718	345718	1	0	4010	80515	95	habitatmap 2023
3458233_1	3458233	3458233	0	0	6230_ha	94044	100	habitatmap 2023
3461110_2	3461110	3461110	1	0	6230_hmo	40173	100	assessment/habitatmap 2023
346246_1	346246	346246	1	0	91E0_vm	17526	NA	assessment
34694153_1	34694153	NA	0	1	9120	92028	100	habitatmap 2023
34703702_1	34703702	NA	0	1	9120_qb	73377	100	habitatmap 2023
347090_1	347090	347090	1	0	2310	13773	100	assessment/habitatmap 2023
34740166_1	34740166	NA	0	1	9120	62181	100	habitatmap 2023
3476978_1	3476978	3476978	0	0	6120	14735	NA	assessment
347858_1	347858	347858	1	0	4010	12062	NA	assessment
3478705_2	63247537	3478705	1	0	2170	50572	65	assessment/habitatmap 2023
347873_1	347873	347873	0	0	6510_hu	1435	70	habitatmap 2023
347878_1	347878	347878	0	0	9120	NA	NA	assessment
3481065_1	3481065	3481065	1	0	91E0_sf	5658	100	habitatmap 2023
3483761_1	3483761	3483761	1	0	2130_had	40015	100	habitatmap 2023
3485302_1	3485302	3485302	1	0	7140_meso	66835	100	habitatmap 2023
3489106_2	37043538	3489106	0	0	6120	12859	NA	assessment
34907865_1	34907865	NA	1	1	9130_end	5862	100	habitatmap 2023
3492617_2	47336201	3492617	0	0	1330_hpr	35007	99	assessment/habitatmap 2023
349361_1	10851505	349361	1	1	2190_overig	3368	NA	habitatmap 2023
349425_1	349425	349425	0	0	6510_hu	40220	100	habitatmap 2023
349433_1	349433	349433	0	0	91E0_va	82901	70	assessment/habitatmap 2023
34948025_1	34948025	NA	1	1	9130_end	13946	100	habitatmap 2023
3495089_2	37049521	3495089	1	0	2170	50581	22	assessment/habitatmap 2023
34959154_1	34959154	NA	1	1	9120	92469	100	habitatmap 2023
34991921_1	34991921	34991921	1	0	2190_mp	82508	20	habitatmap 2023
3502814_2	11891422	3502814	1	0	7140_oli	67261	NA	assessment
35033234_1	35033234	NA	1	1	91E0_vm	74670	100	habitatmap 2023
3504430_1	3504430	3504430	1	0	6230_ha	56113	20	habitatmap 2023
35046758_1	35046758	NA	0	1	91E0_va	74935	100	habitatmap 2023
3505461_1	3505461	3505461	1	0	2180	49124	100	habitatmap 2023
3506345_1	3506345	3506345	1	0	91E0_sf	5661	100	habitatmap 2023
35090_1	35090	35090	1	0	4010	67717	30	assessment/habitatmap 2023
3511473_1	3511473	3511473	1	0	2190_overig	3381	NA	habitatmap 2023
3511506_1	3511506	3511506	1	0	6230_hn	18857	80	habitatmap 2023
3513938_1	3513938	NA	0	1	9190	73310	100	habitatmap 2023
3515569_1	3515569	3515569	1	0	2180	50548	100	habitatmap 2023
35159318_1	35159318	NA	0	1	9120	14149	100	habitatmap 2023
35180702_1	35180702	NA	1	1	9190	76563	100	habitatmap 2023
35183953_1	35183953	NA	1	1	9130_end	49	100	habitatmap 2023
3524822_1	3524822	3524822	1	0	6230_ha	79171	100	habitatmap 2023
35271654_1	35271654	NA	0	1	9120	93804	70	habitatmap 2023
352774_1	352774	NA	1	1	9120	27028	100	habitatmap 2023
3530929_1	3530929	3530929	1	0	2180	8485	100	habitatmap 2023
3534133_2	23936309	23936309	1	1	2190_overig	48665	NA	assessment
3534418_1	3534418	3534418	1	0	6230_ha	9251	30	habitatmap 2023
3534418_1	3534418	3534418	1	0	6230_hn	9251	30	habitatmap 2023
353457_1	353457	353457	1	0	2160	50754	100	habitatmap 2023
35371350_1	35371350	NA	1	1	91E0_vm	22446	100	habitatmap 2023
35444230_1	35444230	NA	1	1	9120	33569	100	habitatmap 2023
35451325_1	35451325	NA	1	1	1330_da	78079	100	habitatmap 2023
35459334_1	35459334	NA	1	1	9120	11528	100	habitatmap 2023
3550769_2	66465329	3550769	1	0	2170	50011	100	assessment/habitatmap 2023
355282_1	355282	355282	1	0	2310	56008	100	habitatmap 2023
3554838_1	3554838	3554838	1	0	91E0_sf	21474	80	habitatmap 2023
35549574_1	35549574	NA	0	1	9160	85196	60	habitatmap 2023
3559477_1	3559477	3559477	1	0	2180	49132	100	habitatmap 2023
357086_1	357086	357086	1	0	4010	92990	100	assessment/habitatmap 2023
3571846_1	3571846	3571846	0	0	6230_ha	77452	20	habitatmap 2023
357302_1	357302	357302	1	0	2310	66712	100	habitatmap 2023
35738334_1	35738334	NA	0	1	9190	65668	70	habitatmap 2023
35794_1	35794	35794	1	0	4030	61013	NA	assessment
35846310_1	35846310	NA	0	1	91E0_va	83171	60	habitatmap 2023
358577_1	358577	358577	1	0	2120	50191	NA	assessment
358610_1	358610	358610	1	0	4030	81313	NA	assessment
358774_1	358774	358774	0	0	2310	53651	85	habitatmap 2023
3587889_2	24559409	3587889	1	0	2130_hd	40034	100	assessment/habitatmap 2023
359134_1	359134	359134	1	0	4010	81375	95	assessment/habitatmap 2023
359574_1	359574	359574	0	0	2310	71989	60	assessment/habitatmap 2023
36_1	10160821	36	0	0	2130_hd	61735	NA	assessment
3600177_1	3600177	3600177	1	0	2190_mp	40620	100	assessment/habitatmap 2023
3600726_2	26145110	3600726	1	0	6230_hmo	22550	70	assessment/habitatmap 2023
3601334_2	3601334	3601334	1	0	7140_oli	22745	40	assessment/habitatmap 2023
360146_1	360146	360146	1	0	2310	13801	80	assessment/habitatmap 2023
36016294_1	36016294	NA	0	1	9120	91297	100	habitatmap 2023
360241_1	360241	360241	1	0	2120	49832	NA	assessment
3612546_1	3612546	3612546	0	0	6510_huk	58929	40	assessment/habitatmap 2023
361398_1	361398	361398	1	0	2310	87741	30	assessment/habitatmap 2023
3616053_1	3616053	3616053	1	0	2180	49132	100	habitatmap 2023
36179158_1	36179158	NA	1	1	9120	81920	100	habitatmap 2023
3620917_1	3620917	3620917	1	0	2180	48538	100	habitatmap 2023
36227105_1	36227105	NA	0	1	9130_end	3737	100	habitatmap 2023
362673_1	362673	362673	0	0	2130_hd	44047	100	habitatmap 2023
36268198_1	36268198	NA	0	1	9120	73334	100	habitatmap 2023
3631442_1	3631442	3631442	1	0	91E0_sf	21521	100	habitatmap 2023
363313_1	363313	363313	1	0	2120	39934	100	assessment/habitatmap 2023
36363529_1	36363529	NA	1	1	9120	34850	100	habitatmap 2023
3637_1	3637	3637	1	0	2130_hd	NA	NA	assessment
3637234_1	3637234	3637234	1	0	6230_hn	14097	25	habitatmap 2023
36377425_1	36377425	NA	1	1	9130_end	51946	100	habitatmap 2023
36380657_1	36380657	NA	0	1	9120	2064	60	habitatmap 2023
36391254_1	36391254	NA	0	1	9120	79821	80	habitatmap 2023
3639921_1	3639921	3639921	1	0	2130_had	64761	100	habitatmap 2023
3642545_1	3642545	3642545	1	0	2170	50572	65	assessment/habitatmap 2023
364262_1	364262	364262	0	0	9120	NA	NA	assessment
364822_1	364822	364822	0	0	9190	34301	NA	assessment
3649502_1	3649502	3649502	1	0	6230_hn	81539	100	habitatmap 2023
3653033_1	3653033	3653033	1	0	91E0_sf	93481	100	habitatmap 2023
36552614_1	36552614	NA	0	1	9120	82809	100	habitatmap 2023
3657129_1	3657129	3657129	1	0	91E0_sf	45360	100	assessment/habitatmap 2023
365745_2	1414321	365745	1	0	2160	93562	97	assessment/habitatmap 2023
366225_2	45463185	366225	0	0	6510_hua	2288	70	assessment/habitatmap 2023
3664630_1	3664630	3664630	1	0	7140_meso	74163	100	habitatmap 2023
