point_code	is_centroid	grts_ranking	x	y
1582166_1	1	1582166	183869.6	194574.1
1582257_1	1	1582257	24317.6	198638.1
158326_1	1	158326	215805.59	208014.11
15833_1	1	15833	107517.6	161166.1
1583442_1	1	1583442	248381.6	190734.1
1583446_1	1	1583446	184605.3	185966.1
15836294_1	1	15836294	181341.6	181646.1
1584470_1	1	1584470	179581.6	185902.1
1584689_1	1	1584689	30173.6	203022.1
1584722_1	1	1584722	237469.59	187086.11
15850334_1	1	15850334	179549.6	243214.1
15857085_1	0	15857085	144006.26	220655.78
15860925_1	0	15860925	141621.57	228212.73
15865_1	1	15865	128925.59	177550.11
15878_1	1	15878	159133.59	165742.11
1587934_1	1	1587934	159229.59	226926.11
1588225_1	1	1588225	57213.6	212622.1
158854_1	1	158854	182493.6	182798.1
1588594_1	1	1588594	221661.6	160750.1
1588806_1	0	1588806	173934.9	167175.1
1588917_1	1	1588917	69853.6	220718.1
1590198_1	1	1590198	215581.6	201038.1
1590198_2	0	21513142	215584.1	201148.08
15902406_1	1	15902406	158429.6	184398.1
1590294_1	1	1590294	161565.6	200174.1
15904561_1	1	15904561	33341.6	203982.1
15908657_1	1	15908657	32189.6	202798.1
1591409_1	1	1591409	53533.6	217614.1
159198_1	1	159198	164989.6	227438.1
159314_1	1	159314	238045.59	186126.16
1593397_1	1	1593397	76445.6	226126.1
1593478_1	1	1593478	180061.6	182158.1
1593478_2	0	18370694	180091.62	182159.54
15937_1	1	15937	79997.59	195886.11
159390_1	1	159390	183229.59	218798.11
1594037_1	1	1594037	64317.59	219598.12
159414_1	1	159414	215389.48	188622.04
1594294_1	1	1594294	216221.6	198638.1
1594578_1	1	1594578	219837.64	196430.14
15948786_1	1	15948786	240733.6	180782.1
159537_1	1	159537	32957.6	202606.1
159537_2	0	159537	32959.07	202606.36
15958002_1	1	15958002	240029.6	182926.1
15965490_1	1	15965490	225053.6	178510.1
15966342_1	1	15966342	179997.6	184942.1
1598633_1	1	1598633	128893.6	193326.1
15991254_1	1	15991254	177757.6	218414.1
1599794_1	1	1599794	225245.54	182414.1
16001_1	1	16001	56701.59	195566.11
16001362_1	1	16001362	248413.6	190670.1
160038_1	1	160038	217789.592	166926.1136
16006961_1	1	16006961	30301.6	202862.1
16019590_1	1	16019590	178205.6	184206.1
1602166_1	1	1602166	217949.6	203374.1
16021681_1	1	16021681	29981.6	202158.1
160374_1	1	160374	218429.64	203630.12
1603761_1	1	1603761	30045.6	201934.1
1604917_1	1	1604917	78557.6	228558.1
1605425_1	1	1605425	31037.6	203470.1
16061617_1	1	16061617	23517.6	199150.1
1606582_1	1	1606582	215485.55	200878.17
1606742_1	1	1606742	183773.59	194670.11
160694_1	1	160694	217117.61	199406.09
16086_1	1	16086	176477.59	208494.11
1608658_1	1	1608658	228029.6	195118.1
160926_1	1	160926	174589.6	224078.1
1609521_1	1	1609521	32797.6	204718.1
1609781_1	1	1609781	76189.6	226606.1
1610421_1	1	1610421	64317.6	219630.1
1610929_1	1	1610929	23869.6	198542.1
16110_1	1	16110	208381.6	219438.1
16126290_1	1	16126290	247453.6	188046.1
1612918_1	1	1612918	206429.59	212238.11
16139369_1	0	16139369	123938.6	206670.1
161398_1	1	161398	213661.6	202574.1
16141766_1	0	16141766	162942.3	174679.9
16143878_1	0	16143878	153942.4	162179.8
16147806_1	1	16147806	177629.6	241390.1
1615025_1	1	1615025	25597.6	198734.1
1615186_1	1	1615186	247229.6	187662.1
16156886_1	1	16156886	177373.6	217806.1
16156950_1	1	16156950	164957.6	187054.1
1616049_1	0	6072497	26587.6	199412.01
1616617_1	1	1616617	137501.6	199374.1
1617158_1	1	1617158	168349.6	164302.1
16177_1	0	6630961	29494.6	203063.9
16177_2	1	16177	30237.6	203054.1
1618054_1	1	1618054	179037.6	184782.1
1618054_2	0	21377158	179076.3	184811.5
1618654_1	1	1618654	154141.57	231438.06
16186677_1	1	16186677	77981.6	227918.1
1618818_1	1	1618818	254717.6	159374.1
1618818_2	0	1618818	254719.18	159378.94
162002_1	1	162002	219357.6	199918.1
162134_1	1	162134	185469.6	188974.1
1621505_1	1	1621505	63037.6	211630.1
1621809_1	1	1621809	31357.6	202478.1
1622390_1	1	1622390	212605.6	214030.1
1623666_1	1	1623666	226109.6	168398.1
1624609_1	1	1624609	79709.6	164718.1
1625522_1	1	1625522	247869.6	162830.1
1627010_1	1	1627010	254845.6	158382.1
1627010_2	0	26792834	254788.26	158336.73
162749_1	1	162749	152317.6	218734.1
162790_1	1	162790	205437.6	183630.1
162790_2	0	162790	205438.2	183632.77
1628534_1	1	1628534	214973.6	216654.1
162898_1	1	162898	249949.6	198158.1
1629877_1	1	1629877	69277.59	220110.11
1630385_1	1	1630385	24157.6	196558.1
1630385_2	1	1892529	24253.6	196110.1
1631606_1	1	1631606	213981.63	216109.82
16318166_1	1	16318166	177597.6	209678.1
1631954_1	1	1631954	223805.57	189870.15
16324742_1	1	16324742	182877.6	180654.1
1634546_1	1	1634546	237021.59	174606.12
16349394_1	1	16349394	219069.6	199950.1
1635038_1	1	1635038	153981.65	232238.15
163513_1	1	163513	145821.6	162862.1
1635254_1	1	1635254	217693.6	198510.11
163538_1	1	163538	225501.58	193038.15
1635958_1	1	1635958	213949.6	204014.1
1635985_1	1	1635985	36477.59	183566.11
163633_1	1	163633	30653.59	203790.11
163806_1	1	163806	159645.59	225326.11
1638193_1	1	1638193	31677.6	203662.1
163826_1	1	163826	239837.592	183342.1136
16405554_1	1	16405554	220797.6	175118.1
1640993_1	1	1640993	80157.6	164206.1
16419030_1	1	16419030	177533.6	218062.1
1642233_1	1	1642233	124061.6	182990.1
1642233_2	0	1642233	124061.4	182984
16423726_1	1	16423726	195645.6	228014.1
1643126_1	1	1643126	214621.6	203694.1
1643697_1	1	1643697	23165.6	199214.1
16466994_1	1	16466994	222621.6	175694.1
1646894_1	1	1646894	190589.6	228334.1
16470006_1	1	16470006	189917.6	218574.1
16471090_1	1	16471090	221629.6	175438.1
1647793_1	1	1647793	24829.6	198958.1
16478550_1	0	16478550	184942.2	190179.8
164793_1	1	164793	145693.6	156398.1
164793_2	0	50496441	145717.99	156392.65
1648753_1	0	55650417	54101	216381.71
1649138_1	1	1649138	245597.6	180430.1
1650225_1	1	1650225	29373.6	203054.1
1652342_1	1	1652342	213469.6	204110.1
1652850_1	1	1652850	228445.6	163502.1
165301_1	1	165301	57853.6	219950.1
165301_2	0	7339445	59374.6	220897.71
16534153_1	1	16534153	112093.6	193230.1
1653686_1	1	1653686	213565.59	196718.11
1653761_1	1	1653761	56989.4	213325.2
165586_1	1	165586	225661.59	189390.06
165681_1	1	165681	34397.6	203598.1
16571230_1	1	16571230	178781.6	243342.1
16575966_1	1	16575966	163389.6	227278.1
165913_1	1	165913	101277.6	167854.1
165913_2	0	165913	101279.79	167846.34
1659526_1	1	1659526	170781.6	171342.1
1659862_1	1	1659862	178717.55	208014.16
16600158_1	1	16600158	178813.6	242030.1
1660081_1	1	1660081	22781.59	198670.12
1660114_1	1	1660114	219805.6	196622.1
1660114_2	0	66671826	219707.6	196609.21
16606294_1	1	16606294	185437.6	195150.1
16609330_1	1	16609330	219709.6	171918.1
1660950_1	1	1660950	162109.99	195726.14
166102_1	1	166102	177597.6	217774.15
16612550_1	1	16612550	162845.6	179982.1
16633_1	1	16633	131677.56	180078.14
16635154_1	1	16635154	218749.6	217582.1
16638422_1	1	16638422	179741.6	214606.1
16651538_1	1	16651538	218845.6	217518.1
1666049_1	1	1666049	57117.6	212430.1
1667357_1	1	1667357	96797.6	219694.1
1667357_2	0	43610397	96887.88	219727.95
1667702_1	1	1667702	218045.6	203854.1
1668726_1	1	1668726	213629.6	202990.1
16690486_1	1	16690486	185949.6	186094.1
1669297_1	1	1669297	29629.6	201326.1
16702450_1	1	16702450	240829.6	180622.1
167030_1	1	167030	206813.59	213166.11
1670453_1	1	1670453	78365.6	228110.1
1672385_1	1	1672385	87325.6	204334.1
167286_1	1	167286	215197.6	212398.1
1675317_1	1	1675317	75709.6	226286.1
1675897_1	1	1675897	142333.6	171086.1
167606_1	1	167606	215229.45	187566.11
1676465_1	0	30680241	24255.6	199102.1
1676465_2	1	1676465	23517.59	198414.11
1676465_3	0	65311921	23587.88	198484.87
1676497_1	1	1676497	39549.59	185102.11
1676498_1	1	1676498	219453.6	196622.1
1676498_2	0	35230930	219438.32	196598.04
1676726_1	1	1676726	207869.6	189614.1
1677870_1	1	1677870	195581.6	225486.1
1677870_2	0	1677870	195582.7	225485.84
1679217_1	1	1679217	48925.6	206702.1
167990_1	1	167990	197309.6	192398.1
1680310_1	1	1680310	217245.6	202030.1
1680561_1	1	1680561	26109.6	198990.1
1682742_1	1	1682742	186109.6	186510.1
1684406_1	1	1684406	217661.6	199470.06
1685137_1	1	1685137	37469.62	183534.12
168566_1	1	168566	216445.6	203182.1
16859126_1	1	16859126	187901.6	217678.1
168629_1	1	168629	64989.6	220494.1
168886_1	1	168886	215069.64	199854.06
169094_1	1	169094	178525.6	181358.1
16909842_1	1	16909842	231645.6	212174.1
16913682_1	1	16913682	219069.6	217390.1
169137_1	1	169137	23901.59	198702.11
169137_2	1	8557745	23837.59	198670.11
169137_3	1	533681	24094.47	198703.99
1691550_1	1	1691550	174877.6	232622.1
169170_1	1	169170	219197.6	196558.07
1691825_1	0	47837361	23637	196029.7
16920818_1	1	16920818	235613.6	174926.1
1692849_1	1	1692849	22301.6	199182.1
16934238_1	1	16934238	177565.6	241294.1
16940370_1	1	16940370	246237.6	193102.1
1695537_1	1	1695537	32189.6	204302.1
16965278_1	1	16965278	185853.6	219630.1
169682_1	1	169682	224477.592	186286.1136
1696945_1	1	1696945	25949.6	199246.1
1697142_1	1	1697142	214429.6	216174.1
16986354_1	1	16986354	235485.6	174990.1
1699126_1	1	1699126	187645.6	187406.1
17_1	0	33402417	29796.3	203375.9
1700017_1	1	1700017	23645.6	195982.1
1700533_1	1	1700533	63133.72	220686.01
17006578_1	1	17006578	239965.6	182894.1
17008918_1	1	17008918	164381.6	187246.1
1701494_1	1	1701494	214493.6	203758.1
17017842_1	1	17017842	243069.6	177966.1
170182_1	1	170182	166525.59	178478.11
170206_1	1	170206	163069.56	226094.3
1702514_1	1	1702514	219229.6	164782.1
170294_1	1	170294	192157.64	192526.15
17029813_1	1	17029813	65949.6	224526.1
1703174_1	1	1703174	166717.6	163886.1
17053425_1	0	17053425	52945.9	187177.7
170578_1	1	170578	238205.59	190574.11
1707701_1	1	1707701	69117.59	221390.11
170798_1	1	170798	196061.6	228206.1
170798_2	0	170798	196053.9	228213.17
1708086_1	1	1708086	196797.6	192686.1
170834_1	1	170834	236541.56	195982.16
1708370_1	1	1708370	247645.6	187982.1
17084498_1	1	17084498	250045.6	196942.1
17085086_1	1	17085086	181501.6	219950.1
1708982_1	1	1708982	216349.64	199630.11
1709266_1	1	1709266	219453.58	197870.04
17095518_1	1	17095518	179101.6	243246.1
1710001_1	1	1710001	30237.59	202030.11
1711014_1	1	1711014	190141.59	182094.12
1713026_1	1	1713026	252381.6	158222.1
1713590_1	1	1713590	210429.6	188686.1
1713874_1	1	1713874	223261.46	189838.08
1714306_1	1	1714306	251645.6	161326.1
171545_1	1	171545	87709.6	164462.1
1715637_1	1	1715637	62621.6	222542.1
1715637_2	0	52047285	62612.3	222519.6
1715761_1	1	1715761	29981.6	202446.1
1716466_1	1	1716466	235805.6	175054.1
17182194_1	1	17182194	244637.6	184750.1
17182854_1	1	17182854	179069.6	184910.1
1719814_1	1	1719814	159133.6	165966.1
1722089_1	1	1722089	137949.6	194478.1
1722166_1	1	1722166	190013.6	198030.1
1722993_1	1	1722993	39037.6	205806.1
1723446_1	1	1723446	198973.6	188110.1
1723446_2	0	1723446	198972.6	188111.97
1725617_1	1	1725617	23005.6	198222.1
1725633_1	1	1725633	86845.6	204014.1
1725750_1	1	1725750	190973.6	188622.1
17257522_1	1	17257522	221373.6	175374.1
172774_1	1	172774	212061.59	185710.11
17277998_1	1	17277998	185917.6	219502.1
1728681_1	1	1728681	136445.6	191694.1
1729846_1	1	1729846	192413.6	189102.1
17306670_1	0	17306670	188942.3	220179.9
1731377_1	1	1731377	38013.6	207342.1
1734262_1	1	1734262	213725.6	202222.1
17343826_1	1	17343826	247229.6	187854.1
1735762_1	1	1735762	249981.6	198414.1
1736105_1	1	1736105	135453.6	199854.1
1736305_1	1	1736305	40349.6	209038.1
17373318_1	1	17373318	182909.6	180526.1
17374514_1	1	17374514	225021.6	178702.1
173778_1	1	173778	223997.6	188750.1
174006_1	1	174006	214269.59	198126.11
1740593_1	1	1740593	32477.6	204430.1
1740969_1	1	1740969	132861.6	192718.1
174134_1	1	174134	198685.6	191086.18
1741493_1	1	1741493	64765.6	220334.1
1742001_1	1	1742001	23741.6	198798.1
1742034_1	1	1742034	219517.6	196462.1
1742034_2	0	43685074	219459.94	196478.95
174302_1	1	174302	163645.62	225870.14
1743698_1	1	1743698	236253.6	195758.1
174546_1	1	174546	228061.65	192910.1
17469778_1	1	17469778	247613.6	189646.1
1747121_1	1	1747121	26781.6	200046.1
17475649_1	1	17475649	74173.59	200686.12
1748785_1	1	1748785	33597.6	203918.1
1748785_2	1	18526001	33597.59	203886.11
174897_1	1	174897	37149.59	207022.11
1749942_1	1	1749942	218269.6	199182.1
1749942_2	0	1749942	218271.27	199177.41
1750129_1	1	1750129	54333.6	210510.1
1750129_2	0	60470385	54366.2	210520.6
1750193_1	1	1750193	24445.6	200238.1
17515142_1	0	17515142	171942.3	171179.8
17519666_1	1	17519666	221693.6	175502.1
1752489_1	1	1752489	136541.6	198766.1
1754450_1	1	1754450	246877.6	189742.1
175582_1	1	175582	164157.57	227950.16
175698_1	1	175698	238653.57	185902.19
17578969_1	0	17578969	109942.2	167179.8
175921_1	0	20361009	33356.79	204023.43
175921_2	1	175921	33533.59	203950.11
17601_1	1	17601	85661.6	205198.1
1760949_1	1	1760949	69661.6	219758.1
176114_1	1	176114	239741.6	184430.1
1761206_1	1	1761206	216253.45	198062.32
17617481_1	0	17617481	92943	206181
176182_1	1	176182	195581.6	193102.1
176193_1	1	176193	76925.6	197870.1
17624110_1	0	17624110	193942.4	219179.7
1762774_1	1	1762774	185661.64	211054.06
1763505_1	1	1763505	27741.6	199918.1
1763666_1	1	1763666	248221.6	190734.1
1764830_1	1	1764830	163421.6	227310.1
1765169_1	1	1765169	32957.6	204206.1
176566_1	1	176566	205117.59	189678.11
17657906_1	1	17657906	219709.6	171854.1
1766006_1	1	1766006	217661.6	202958.1
1766190_1	1	1766190	197725.6	231342.1
1766326_1	1	1766326	218269.6	198286.1
1766326_2	0	35320758	218305.9	198238.6
176758_1	1	176758	217469.6	203086.1
176862_1	1	176862	155069.58	231086.06
1768757_1	1	1768757	78141.6	228238.1
1768885_1	1	1768885	59389.6	221326.1
17689909_1	1	17689909	76893.6	227918.1
1769265_1	1	1769265	31869.6	203566.1
177078_1	1	177078	218205.7	199470.12
1772213_1	1	1772213	64861.6	224142.1
17739762_1	0	17739762	239942.2	184679.8
1774769_1	1	1774769	23805.6	199534.1
1775058_1	1	1775058	231709.65	190350.06
1775249_1	1	1775249	36381.59	184110.11
1775774_1	1	1775774	177277.6	218670.1
17761665_1	0	17761665	69942.2	199679.8
177778_1	1	177778	225277.6	165646.1
177782_1	1	177782	212797.6	203054.1
1777966_1	1	1777966	190365.6	227918.1
17782717_1	0	17782717	145039.64	220187.85
1778609_1	1	1778609	36029.6	199694.1
17795033_1	0	17795033	106942.2	162679.8
1780210_1	1	1780210	245373.6	179758.1
178102_1	1	178102	213437.6	201998.1
1781173_1	1	1781173	62301.6	222030.1
1781297_1	1	1781297	29629.6	202286.1
178386_1	1	178386	219101.59	199054.11
178390_1	1	178390	175581.6	214702.1
17854598_1	1	17854598	178461.6	184078.1
1785525_1	1	1785525	69181.6	220878.1
1785525_2	0	1785525	69183	220871.57
1785649_1	1	1785649	30877.6	202638.1
1785909_1	1	1785909	77629.6	226734.1
1786474_1	1	1786474	230493.6	220078.1
1786474_2	0	55263850	230546.72	219996.03
1786806_1	1	1786806	215805.53	200334.18
1789406_1	1	1789406	163325.6	227182.1
17894889_1	0	17894889	137911.5	193910
17896722_1	1	17896722	219197.6	217262.1
1789878_1	1	1789878	217885.64	197070.1
1790121_1	1	1790121	133181.6	193454.1
17903666_1	1	17903666	219645.6	172110.1
1791169_1	1	1791169	87197.6	204142.1
1791186_1	1	1791186	220445.6	196654.1
1792053_1	1	1792053	72861.59	226542.12
1793318_1	1	1793318	214845.6	162958.1
1793318_2	0	1793318	214846.27	162961.16
17933446_1	1	17933446	181437.6	181518.1
1793589_1	1	1793589	79613.6	229038.1
1793746_1	1	1793746	223837.6	190030.1
17938_1	1	17938	231645.59	210958.11
179462_1	1	179462	166109.6	164622.1
1794678_1	1	1794678	216029.6	205006.1
1795441_1	1	1795441	43101.6	210926.1
17956377_1	0	17956377	88942.1	162179.8
17967382_1	0	17967382	164942.1	189179.9
1797937_1	1	1797937	32605.6	203150.1
1797937_2	1	35352369	32605.59	203118.11
1798774_1	1	1798774	218557.6	203854.1
17990_1	0	17990	169987	167194.6
1799094_1	1	1799094	216829.6	200142.1
1799154_1	1	1799154	236125.6	182894.1
1799154_2	0	1799154	236135.58	182893.24
17991958_1	1	17991958	165053.6	187118.1
179922_1	1	179922	226653.52	193454.1
18_1	0	13727921	29407.9	201671.7
18_2	1	10057905	29661.6	201358.1
18_3	0	39418033	29691.71	201394.98
18001206_1	1	18001206	185949.6	186030.1
180017_1	1	180017	32029.59	202894.11
18002_1	1	18002	240637.6	187918.1
180150_1	1	180150	218045.592	194766.1136
1801525_1	1	1801525	78941.59	228270.11
180210_1	1	180210	240509.6	182254.1
1802118_1	1	1802118	177085.6	180590.1
1802206_1	1	1802206	160189.6	225646.1
1803138_1	1	1803138	251901.6	161134.1
18038_1	1	18038	213821.6	205038.1
18041_1	1	18041	137789.6	176014.1
18043954_1	1	18043954	221309.6	175246.1
18057494_1	1	18057494	164541.6	187182.1
180625_1	1	180625	29117.6	172494.1
1806578_1	1	1806578	237629.6	174894.1
18066418_1	1	18066418	243101.6	178126.1
1807537_1	0	43881649	23219.5	198132.31
180854_1	1	180854	217213.6	204750.1
18107017_1	1	18107017	112061.6	193422.1
181234_1	1	181234	239037.63	183214.13
1812657_1	1	1812657	26333.59	200014.11
18131954_1	1	18131954	243069.6	178222.1
1815158_1	1	1815158	217341.6	202446.1
1815262_1	1	1815262	154365.6	231182.1
182006_1	1	182006	186461.6	209998.1
1820185_1	1	1820185	94205.61	169166.12
182054_1	1	182054	208733.64	164558.12
18207794_1	1	18207794	221725.6	175534.1
18213222_1	1	18213222	197437.6	167374.1
18223442_1	1	18223442	247517.6	187886.1
1822897_1	1	1822897	23677.6	196334.1
18230770_1	1	18230770	244733.6	184622.1
182390_1	1	182390	205149.59	217454.11
18244358_1	0	18244358	153942.1	159179.7
1824505_1	1	1824505	124445.6	182798.1
182482_1	1	182482	219037.65	200270.17
1824881_1	1	1824881	50813.6	215950.1
18258734_1	1	18258734	195869.6	228046.1
1826514_1	1	1826514	223581.59	190126.12
18276690_1	1	18276690	247389.6	187790.1
18290_1	1	18290	227581.65	160398.16
1829622_1	1	1829622	189981.6	209646.1
1829622_2	0	33412854	189539.68	209786.1
1829945_1	1	1829945	122013.6	164590.1
1830325_1	1	1830325	60957.6	221102.1
183033_1	1	183033	126749.59	179182.11
1830581_1	1	1830581	68829.35	220622.21
1830705_1	1	1830705	32509.54	203694.11
18307977_1	1	18307977	112189.6	193390.1
18311506_1	1	18311506	248477.6	191022.1
18321_1	1	18321	32605.59	175854.11
1833298_1	1	1833298	248061.6	193742.1
18338862_1	1	18338862	188573.6	219406.1
183414_1	1	183414	207837.6	213934.1
1834293_1	1	1834293	78237.6	228686.1
1834481_1	1	1834481	44029.6	187566.1
183526_1	1	183526	216733.59	176142.11
1835906_1	1	1835906	251421.6	159470.1
1837169_1	1	1837169	53021.6	217166.1
183733_1	1	183733	61725.59	220270.11
183734_1	1	183734	202973.6	193454.17
1839030_1	1	1839030	217629.6	197806.1
18392402_1	1	18392402	247229.6	187630.1
18395270_1	1	18395270	179037.6	184750.1
1839666_1	1	1839666	232157.59	178638.12
1839734_1	1	1839734	215325.6	203598.1
1840054_1	1	1840054	216541.6	200110.1
1840785_1	1	1840785	37277.59	183886.11
18415145_1	0	18415145	145552.02	218182.21
18419449_1	1	18419449	124093.6	182990.1
18421894_1	1	18421894	182941.6	180590.1
1844598_1	1	1844598	212989.6	215470.1
18459246_1	0	18459246	195942.1	241179.9
1846833_1	1	1846833	29949.6	202734.1
1849238_1	1	1849238	166781.59	212814.11
1849238_2	0	4994966	166782.94	212846.1
18498270_1	0	18498270	154942.1	234680
1850342_1	1	1850342	205245.6	183310.1
18505897_1	0	18505897	136399.7	191692.5
1852022_1	1	1852022	218621.6	204302.1
18522102_1	1	18522102	187837.6	215886.1
1852342_1	1	1852342	215901.6	200718.1
1853161_1	1	1853161	137853.6	194542.1
185330_1	1	185330	236701.6	185454.1
18546_1	1	18546	229725.6	163886.1
18546_2	0	18546	229727.01	163889.89
18562553_1	0	18562553	128942.2	176679.8
1856562_1	1	1856562	221021.6	174894.1
1856722_1	1	1856722	219741.6	196270.1
1857298_1	1	1857298	218845.6	204238.1
185822_1	1	185822	166333.6	229038.1
18583890_1	1	18583890	247933.6	189742.1
1859078_1	1	1859078	160573.6	166862.1
186066_1	1	186066	223901.6	187502.1
18607302_1	1	18607302	162429.6	179630.1
1860785_1	0	41571505	22805.5	198111
1861942_1	1	1861942	193181.59	191214.11
18639046_1	0	18639046	168942.2	178179.9
1864125_1	0	1864125	143936.8	224598.55
1864125_2	0	1864125	143941.63	224599.88
1864310_1	1	1864310	217789.6	203278.1
186481_1	1	186481	51197.6	216078.1
186545_1	0	48641201	26102.8	200260.41
18657441_1	0	18657441	86942.3	173679.9
1865905_1	1	1865905	29821.6	201806.1
18660338_1	0	18660338	241948.4	181129.1
18675889_1	1	18675889	28669.6	200366.1
186850_1	1	186850	252733.56	205166.07
1868674_1	1	1868674	252317.6	160942.1
1868726_1	1	1868726	215485.6	201006.1
1869878_1	1	1869878	198589.6	193870.1
187014_1	1	187014	173981.6	172078.1
18706482_1	1	18706482	219805.6	171886.1
1871798_1	1	1871798	217373.6	197710.1
1872210_1	1	1872210	248093.6	188974.1
1872565_1	1	1872565	64125.67	219982.03
187382_1	1	187382	190686.72	214926.72
1875842_1	1	1875842	255869.6	158350.1
18765025_1	0	18765025	69942.2	183679.8
1877714_1	1	1877714	224541.6	188782.1
1878193_1	1	1878193	26557.6	199502.1
18784454_1	1	18784454	163069.6	184174.1
1879249_1	1	1879249	44285.59197	185678.1136
1879346_1	1	1879346	224637.6	178446.1
1879477_1	1	1879477	62749.6	221262.1
188022_1	1	188022	212733.52	207694.12
188062_1	1	188062	185821.59	219662.11
18807046_1	0	18807046	161928.5	168678.3
188114_1	1	188114	223229.6	190414.1
1883445_1	1	1883445	78461.6	227470.1
1884126_1	1	1884126	159453.6	226094.1
1884126_2	0	14467038	159413.62	226099.33
1885058_1	1	1885058	252893.6	159278.1
1885721_1	1	1885721	94493.6	168814.1
1885721_2	0	1885721	94489.53	168814.79
1885929_1	1	1885929	137533.6	194414.1
188593_1	0	8970417	24243.33	196370.17
188593_2	1	188593	24765.59	196782.12
1886422_1	1	1886422	177661.59	216654.11
1887022_1	1	1887022	196989.6	229454.1
1887022_2	0	40422190	196862.87	229544.48
1887857_1	1	1887857	41917.6	210030.1
1888049_1	1	1888049	33853.6	204910.1
188834_1	1	188834	251549.6	199246.1
18898_1	1	18898	229277.68	192206.13
189046_1	1	189046	215837.6	205326.1
1890606_1	1	1890606	190717.6	231598.1
1892289_1	1	1892289	76573.59	204014.11
1892529_1	1	1892529	24253.6	196110.1
18926310_1	0	18926310	211972	181143
18937990_1	1	18937990	185021.6	180110.1
1894033_1	1	1894033	36157.59	183790.11
1896241_1	1	1896241	32989.62	203470.08
1896305_1	1	1896305	50237.6	209838.1
1896690_1	1	1896690	236861.6	174958.1
1898102_1	1	1898102	213725.6	204014.1
1898142_1	1	1898142	180221.6	223278.1
1898673_1	1	1898673	28637.6	200398.1
1898673_2	1	6092977	28573.59	200302.11
189918_1	1	189918	165437.6	228782.1
18996338_1	0	18996338	229942.2	167679.9
1899829_1	0	31554869	78534.9	228048.7
1899829_2	1	10288437	77725.59	227918.11
190162_1	1	190162	224093.53	189038.17
1902705_1	1	1902705	53469.6	217550.1
1905841_1	1	1905841	23133.6	199598.1
1905874_1	1	1905874	219293.6	197262.1
1905938_1	1	1905938	219197.6	217486.1
1905938_2	0	1905938	219196.73	217489.41
19070377_1	0	19070377	136533.4	199389.7
190802_1	1	190802	248061.6	190830.1
190902_1	1	190902	207645.6	191182.1
190902_2	0	16705974	207645.87	191212.14
19094514_1	1	19094514	240797.6	180718.1
1910194_1	1	1910194	247261.6	162190.1
19111865_1	1	19111865	145373.6	160462.1
19114994_1	1	19114994	243037.6	178030.1
19124281_1	0	19124281	126942.1	163679.8
1912438_1	1	1912438	210461.6	206862.1
19136982_1	1	19136982	177821.6	218478.1
1913782_1	1	1913782	217085.36	198478.32
19142_1	1	19142	157917.59	178574.11
191442_1	1	191442	228957.51	195086.14
1914486_1	1	1914486	213149.6	203886.1
19158_1	1	19158	169501.64	205198.13
1916213_1	0	53280053	77811.8	228001
191698_1	1	191698	224445.52	194350.1
1918137_1	1	1918137	141341.6	153934.1
19181650_1	1	19181650	250109.6	196974.1
1919090_1	1	1919090	228957.6	163534.1
191966_1	1	191966	163709.62	227310.1
192022_1	1	192022	156733.6	195886.1
19218422_1	1	19218422	187901.6	218030.1
1922225_1	1	1922225	22621.6	198990.1
1922225_2	1	57496753	22717.59	198926.11
1922258_1	1	1922258	219805.6	196974.1
192305_1	0	126769	32336.04	204060.47
192305_2	1	192305	33053.59	203982.11
192305_3	1	716593	33021.6	204014.1
19238_1	1	19238	205437.59	169294.11
192473_1	1	192473	109213.59	162126.11
192625_1	1	192625	50013.59	215438.11
1926866_1	1	1926866	223325.59	188238.11
1927030_1	1	1927030	206685.39	205006.15
19272018_1	1	19272018	247421.6	188046.1
19279346_1	1	19279346	244605.6	184782.1
1928193_1	1	1928193	56893.56	212078.39
193182_1	1	193182	180925.59	218990.11
193205_1	1	193205	63869.6	220974.1
193206_1	1	193206	212095.62	185965.44
193213_1	1	193213	152861.6	233806.04
193246_1	1	193246	153597.62	232366.11
1932597_1	1	1932597	78717.6	228046.1
19328478_1	1	19328478	163741.6	227662.1
1933238_1	1	1933238	218333.59	195982.12
193462_1	1	193462	218493.6	198606.1
193649_1	1	193649	53757.6	211086.1
1936821_1	1	1936821	62397.6	219694.1
1936821_2	0	1936821	62396.79	219689.52
193838_1	1	193838	189181.6	229262.1
1938478_1	1	1938478	189757.6	218766.1
1938478_2	0	56464430	189778.09	218765.91
1938609_1	1	1938609	23261.59	198126.12
1938642_1	1	1938642	219197.6	196974.1
1938870_1	1	1938870	207581.6	189582.1
1939058_1	1	1939058	223069.6	167662.1
19399126_1	1	19399126	177725.6	218318.1
194033_1	1	194033	43933.6	192814.1
19412873_1	1	19412873	120093.6	189006.1
194166_1	1	194166	213853.6	203310.1
194294_1	1	194294	189789.59	208270.11
1943625_1	1	1943625	102045.6	217454.1
1944110_1	1	1944110	195325.6	223950.1
194486_1	1	194486	214013.6	202126.1
1945013_1	1	1945013	62557.59	220910.12
1945393_1	1	1945393	33373.59	203470.11
194546_1	1	194546	238173.59	179694.11
19463477_1	0	56425781	77814.4	227834.8
1946625_1	1	1946625	57117.6	215566.1
194737_1	0	48388273	27994.1	201049.31
1947634_1	1	1947634	238365.6	181102.1
1947634_2	0	1947634	238365	181113.08
195046_1	1	195046	209245.6	174318.1
