point_code	is_centroid	grts_ranking	x	y
11200850_1	1	11200850	248125.6	190798.1
11201_1	1	11201	72349.59	205966.11
11218_1	1	11218	230077.56	194510.1
112246_1	1	112246	213469.6	202478.1
1122617_1	1	1122617	131165.6	155822.1
11228210_1	1	11228210	221533.49	175438.16
112286_1	1	112286	180093.62	223886.14
1123702_1	1	1123702	213149.6	215342.1
11238709_1	1	11238709	78909.59	228174.11
11240914_1	1	11240914	231421.6	193806.1
1124465_1	0	42043505	54370.2	216572.5
1124465_2	0	42043505	54372.37	216569.44
1125937_1	1	1125937	29341.6	202926.1
112598_1	1	112598	185597.6	210190.1
11262645_1	1	11262645	65885.6	224462.1
1126450_1	1	1126450	219613.6	172110.1
11267889_1	1	11267889	32349.6	203598.1
1127902_1	1	1127902	167901.59	230126.11
112850_1	1	112850	218845.59	198478.03
1128562_1	1	1128562	228829.6	163534.1
112889_1	1	112889	136445.6	177806.1
1129398_1	1	1129398	213821.6	196590.1
1129781_1	0	27344181	77668.59	227648.67
1129781_2	1	1129781	77789.59	227694.11
11301334_1	1	11301334	181277.6	217422.1
1130289_1	1	1130289	30397.6	202318.1
11303089_1	1	11303089	29725.6	201838.1
1131126_1	1	1131126	217885.6	204334.1
1131446_1	1	1131446	216221.52	200590.08
1132201_1	1	1132201	121437.6	191822.1
1132201_2	0	1132201	121437.3	191819.5
11324041_1	1	11324041	110461.6	193710.1
1132838_1	1	1132838	213277.6	161326.1
1132838_2	0	8735014	213239.12	161358.01
11333750_1	0	11333750	205942.2	214179.9
11335857_1	1	11335857	28541.6	200302.1
11343122_1	1	11343122	219261.57	217326.14
11353905_1	1	11353905	30557.6	202382.1
1135793_1	1	1135793	22845.6	198638.1
1135826_1	1	1135826	220029.6	196910.1
1135826_2	0	38884562	220022.4	196886.69
11359409_1	1	11359409	22717.6	198958.1
11364550_1	1	11364550	169021.6	177966.1
11366482_1	1	11366482	250429.6	197230.1
11366482_2	0	11366482	250436.4	197215.22
11375793_1	1	11375793	23165.6	198158.1
11375793_2	1	15570097	23165.58	198222.12
1137929_1	1	1137929	117149.59	206990.11
113798_1	1	113798	181885.6	184654.1
11380422_1	1	11380422	158365.6	184270.1
113846_1	1	113846	209053.6	201070.1
11394098_1	1	11394098	223069.64	175502.18
11395490_1	1	11395490	251997.6	199438.1
11397478_1	1	11397478	197309.6	167278.1
1140081_1	1	1140081	42685.6	210638.1
1140086_1	1	1140086	214173.6	215470.1
1140434_1	1	1140434	223485.6	188110.1
1140434_2	0	50161362	223493.91	188159.6
11413617_1	0	62580849	53685.35	216258.63
11415686_1	1	11415686	178941.6	184910.1
1142873_1	1	1142873	107325.6	170862.1
1143414_1	1	1143414	218077.6	204078.1
1143734_1	1	1143734	217053.56	199502.09
114386_1	1	114386	226045.6	193166.1
1144286_1	1	1144286	167549.59	229646.11
114566_1	1	114566	177213.6	181518.1
11457713_1	1	11457713	23005.59	199342.11
11457713_2	0	11457713	22999.69	199346.42
1146118_1	1	1146118	166621.6	165006.1
114654_1	1	114654	159837.58	225806.11
1146673_1	1	1146673	30397.6	203374.1
11466886_1	1	11466886	185021.37	180206.13
11480562_1	1	11480562	244765.6	184622.1
11481_1	1	11481	118685.02	163022.56
1149041_1	0	42920049	53773.3	216375.81
1149745_1	1	1149745	36093.6	206510.1
11497522_1	1	11497522	219741.6	172014.1
1150034_1	1	1150034	251101.6	202190.1
11503058_1	1	11503058	231389.6	193742.1
1150886_1	1	1150886	186141.6	180302.1
1150886_2	0	1150886	186145.7	180300.9
115158_1	1	115158	179709.6	218222.1
1151670_1	1	1151670	213405.6	187662.1
1152210_1	1	1152210	219453.6	196846.1
115246_1	1	115246	195581.59	220078.11
1152657_1	1	1152657	37885.6	183950.1
1152657_2	0	1152657	37886.16	183945.95
1152670_1	1	1152670	179677.59	223918.11
115318_1	1	115318	217053.6	204654.1
115334_1	1	115334	172765.59	170254.14
115422_1	1	115422	153533.63	234190.13
11544918_1	1	11544918	184573.6	185902.1
11546150_1	0	11546150	212958.8	156667.7
11548553_1	1	11548553	120061.6	188974.1
11561_1	1	11561	145981.59	204494.11
1156230_1	1	1156230	181405.6	181518.1
1156230_2	0	13739142	181411.7	181547.4
115638_1	1	115638	216349.62	201230.08
11565233_1	1	11565233	29949.6	202030.1
115698_1	1	115698	238237.6	182798.1
1157297_1	1	1157297	26877.6	199438.1
11573_1	1	11573	76829.59	226990.11
11588838_1	1	11588838	212701.6	172846.1
1158961_1	1	1158961	33725.6	203342.1
11595569_1	1	11595569	32797.6	203598.1
11595569_2	0	11595569	32794.83	203600.45
1160118_1	1	1160118	217949.6	199182.1
11606358_1	0	11606358	181942.2	187679.8
1160822_1	1	1160822	213373.6	202606.1
11616049_1	1	11616049	30397.6	202350.1
116178_1	1	116178	232317.6	193646.1
11628038_1	0	11628038	160942.2	168179.7
1163057_1	1	1163057	31421.6	202734.1
1163750_1	1	1163750	202749.6	170606.1
1163750_2	0	65716710	202790.73	170515.3
1163865_1	0	1163865	106942.2	185179.8
11641277_1	0	11641277	142209.13	224857.06
116434_1	1	116434	225885.56	189166.18
116518_1	1	116518	208445.6	164846.1
116518_2	0	116518	208447.35	164837.77
1165554_1	1	1165554	239261.6	172334.1
1166089_1	1	1166089	107485.6	216526.1
1167153_1	1	1167153	33341.6	204334.1
1167350_1	1	1167350	188093.59	217582.11
11677369_1	0	11677369	147942.3	162179.9
116849_1	1	116849	53789.6	217678.1
116849_2	1	16894065	53789.59	217646.11
11686065_1	1	11686065	23325.59	198094.12
116946_1	1	116946	219133.62	200782.04
116950_1	1	116950	176893.9	217390.2
11714353_1	1	11714353	32221.6	202766.1
117202_1	1	117202	229949.58	193582.05
1172657_1	1	1172657	25757.59	199278.11
1172854_1	1	1172854	214173.83	216173.81
11736241_1	1	11736241	23901.6	199566.1
11742_1	1	11742	164701.55	228078.08
11754482_1	1	11754482	240733.6	180750.1
1175794_1	1	1175794	236509.63	174958.06
1176582_1	1	1176582	164605.6	160462.1
1176689_1	1	1176689	53213.6	210798.1
11769_1	1	11769	131613.59	175278.11
11771186_1	1	11771186	225117.6	178446.1
1177233_1	1	1177233	36445.49	182830.09
11774962_1	1	11774962	243165.6	177998.1
117878_1	1	117878	207485.6	214350.1
11792177_1	1	11792177	32349.6	203310.1
11796950_1	1	11796950	177789.6	218382.1
118025_1	1	118025	117693.6	208430.1
1180534_1	1	1180534	210141.62	208174.15
11812657_1	1	11812657	30269.6	202894.1
11825_1	1	11825	30013.6	202798.1
11825_2	0	50609969	30311.1	202801.5
11827377_1	1	11827377	30077.6	202190.1
1183570_1	1	1183570	238045.59	201230.11
11838950_1	1	11838950	209661.6	172334.1
118441_1	1	118441	127069.61	191566
1184437_1	1	1184437	63037.6	219694.1
1184937_1	1	1184937	130845.6	192398.1
1185042_1	1	1185042	219005.61	217550.08
11861301_1	1	11861301	77373.6	227854.1
11865_1	1	11865	109277.6	183598.1
11865_2	0	4206169	109262.83	183574.56
1187538_1	1	1187538	224349.59	191310.11
11878193_1	1	11878193	30301.6	202606.1
1188153_1	1	1188153	130877.6	155886.1
1189041_1	1	1189041	24477.6	198542.1
1189342_1	1	1189342	165917.59	227214.11
11904310_1	1	11904310	193117.6	189550.1
1191473_1	1	1191473	29725.6	202670.1
11915193_1	0	11915193	148942.2	158179.8
11916338_1	1	11916338	221853.6	175534.1
1191897_1	1	1191897	109789.6	162382.1
11919494_1	1	11919494	179869.6	184526.1
11920966_1	0	11920966	172937.9	166178.1
1192373_1	1	1192373	61917.6	222990.1
1192629_1	1	1192629	63485.6	221742.1
119270_1	1	119270	205341.59	171598.11
1193137_1	1	1193137	25949.6	200590.1
11933617_1	1	11933617	30333.6	201934.1
11939125_1	1	11939125	76893.6	227758.1
11939377_1	1	11939377	29821.6	202382.1
119414_1	1	119414	214845.6	202542.1
11949298_1	1	11949298	243101.6	177486.1
1194934_1	1	1194934	214429.59	196910.11
1195526_1	1	1195526	158813.6	166030.1
1195701_1	1	1195701	69661.59	221422.12
1196982_1	1	1196982	216317.52	201006.12
1197801_1	1	1197801	138237.6	194382.1
1198857_1	1	1198857	106653.6	216142.1
1199538_1	1	1199538	249117.6	162190.1
12_1	0	8197297	23205.4	199555.8
12_2	0	56431793	23130.4	199570
120018_1	1	120018	220061.61	198030.04
12009_1	1	12009	144573.59	195918.11
120110_1	1	120110	188861.59	227758.16
1201202_1	1	1201202	221117.6	175374.1
1201329_1	1	1201329	22813.6	198606.1
1201345_1	1	1201345	86557.58	203758.13
12021553_1	1	12021553	32285.6	202830.1
120274_1	1	120274	231965.6	190446.1
12028118_1	1	12028118	177085.6	217678.1
1202926_1	1	1202926	203005.6	223022.1
12031153_1	1	12031153	23421.6	199022.1
1203506_1	1	1203506	226205.59	179502.11
120478_1	1	120478	179677.59	223342.11
120530_1	1	120530	224765.61	186926.19
1205598_1	1	1205598	177437.6	241230.1
1205598_2	0	1205598	177435.81	241231.68
12057682_1	1	12057682	250781.6	199854.1
1208662_1	1	1208662	184989.6	190798.1
1208950_1	1	1208950	218525.58	203598.16
12089521_1	1	12089521	30109.6	201870.1
1209270_1	1	1209270	217149.59	199566.1
120945_1	1	120945	51581.59	216398.11
1209974_1	1	1209974	213629.6	202510.1
121042_1	1	121042	222045.73	199694.16
1211473_1	1	1211473	38717.6	159950.1
1211474_1	1	1211474	250077.6	198190.1
1212382_1	1	1212382	159709.6	225454.1
1212382_2	0	1212382	159697.3	225447.26
12129457_1	1	12129457	23261.6	199150.1
12130438_1	1	12130438	182813.6	180654.1
1213150_1	1	1213150	154493.63	233742.16
12145_1	1	12145	50461.6	209230.1
1214742_1	1	1214742	165021.6	187150.1
121525_1	1	121525	65373.6	224366.1
121525_2	0	33675957	65373.56	224406.21
1216210_1	1	1216210	223965.6	192046.1
1216305_1	1	1216305	32445.6	204526.1
1216422_1	1	1216422	186397.5	179981.8
121734_1	1	121734	173597.6	184270.1
1217713_1	1	1217713	23965.6	198830.1
1217746_1	1	1217746	219389.6	196558.1
1217746_2	0	1217746	219393.7	196547.12
12201521_1	1	12201521	30109.6	202318.1
122121_1	1	122121	118013.6	208014.1
12213234_1	1	12213234	240637.6	180750.1
12224726_1	1	12224726	177469.6	218030.1
12229422_1	1	12229422	195677.54	228014.11
12230646_1	1	12230646	187901.6	216014.1
1223473_1	1	1223473	37277.59	207022.12
1223990_1	1	1223990	185981.6	186030.1
12248402_1	1	12248402	246045.6	186638.1
12248402_2	0	12248402	246041.09	186628.45
12250590_1	1	12250590	163549.6	227502.1
122549_1	1	122549	69597.59	220334.11
1225654_1	1	1225654	218333.6	199502.1
122578_1	1	122578	223677.58	190446.1
1225841_1	1	1225841	54429.6	210830.1
12260934_1	0	12260934	171914.8	168708.3
1226678_1	1	1226678	213373.6	202094.1
122673_1	1	122673	31933.71	204366.16
12272690_1	1	12272690	222653.6	175630.1
12274_1	1	12274	239965.6	185454.1
1227910_1	1	1227910	182365.51	184654.14
1228529_1	1	1228529	53693.59	191406.11
1228593_1	1	1228593	32189.6	202926.1
1231542_1	1	1231542	214685.6	190606.1
1231662_1	1	1231662	196317.6	229262.1
12322130_1	1	12322130	247165.6	188238.1
12330161_1	1	12330161	24477.6	199022.1
1234130_1	1	1234130	220541.55	197742.05
1235121_1	1	1235121	26877.6	200462.1
12351665_1	1	12351665	29949.6	201710.1
123614_1	1	123614	155357.6	232910.1
1237169_1	0	39571633	23601.8	196352.3
1238166_1	1	1238166	168157.59	206894.11
12384433_1	1	12384433	28477.6	200174.1
1239857_1	1	1239857	37789.6	207278.1
12401_1	1	12401	49405.59	215086.12
12402481_1	1	12402481	30493.6	202222.1
12407985_1	1	12407985	22653.6	199022.1
12409_1	1	12409	146397.53	184206.27
12415026_1	1	12415026	219773.6	171918.1
12417089_1	0	12417089	71942.2	200679.8
1241718_1	1	1241718	217629.6	203086.1
1241781_1	1	1241781	63805.6	221070.1
1242225_1	1	1242225	53725.6	210990.1
124278_1	1	124278	214109.65	216238.18
124294_1	1	124294	180093.6	172142.1
1243249_1	1	1243249	52285.6	216718.1
1243313_1	1	1243313	28189.6	200878.1
124382_1	1	124382	165405.57	227822.17
12444066_1	1	12444066	252093.6	199534.1
1244469_1	1	1244469	77885.6	228270.1
12457234_1	1	12457234	218813.63	217454.06
12462193_1	1	12462193	53789.6	215886.1
12463665_1	1	12463665	30045.6	202574.1
1246441_1	1	1246441	146045.6	200270.1
1246865_1	1	1246865	36221.6	183406.1
12470_1	1	12470	209533.66	197229.97
124718_1	1	124718	198589.59	231726.11
124806_1	1	124806	172381.72	182990.08
12485561_1	1	12485561	145565.6	156206.1
12485561_2	0	62817209	145564.42	156226.06
12486870_1	1	12486870	177405.6	217966.1
1249582_1	1	1249582	191101.66	230446.49
12496182_1	1	12496182	185917.6	186126.1
1249973_1	1	1249973	63805.6	220302.1
1250481_1	1	1250481	23901.6	199406.1
12506289_1	1	12506289	22973.6	199150.1
1250770_1	1	1250770	231581.62	189934.03
12508146_1	1	12508146	240829.6	180686.1
12510_1	1	12510	162109.6	219822.1
12511570_1	1	12511570	248157.6	190670.1
12513073_1	1	12513073	32957.6	203790.1
12526238_1	1	12526238	179965.6	222382.1
12530_1	1	12530	235325.6	175374.1
1253302_1	1	1253302	215069.6	197134.1
125394_1	1	125394	226973.63	193230.04
1254353_1	1	1254353	51581.59	184654.11
1254486_1	1	1254486	184125.6	194414.1
1254486_2	0	23274582	184089.79	194368.49
1254825_1	1	1254825	136157.6	197166.1
1255122_1	1	1255122	223229.51	189806.27
12553310_1	1	12553310	178237.6	242094.1
12558265_1	1	12558265	145405.6	160494.1
1257009_1	1	1257009	29629.6	202638.1
12573365_1	1	12573365	65757.6	224398.1
1258422_1	1	1258422	217405.6	198350.1
