scheme,module_combo_code,panel_set,stratum,sp_poststratum,grts_address
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,539957
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,862321
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,1768757
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,1801525
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,1830705
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,1975473
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,2135217
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,2844085
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,2959473
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,2970801
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,3039409
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,3567409
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,3681589
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,3816757
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,4347057
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,4380849
GW_03.3,panfl_pan5,1,2190_a_0_1,Flanders,4603189
GW_03.3,panfl_pan5,1,2190_a_1_5,Flanders,18097329
GW_03.3,panfl_pan5,1,2190_a_1_5,Flanders,24701621
GW_03.3,panfl_pan5,1,2190_a_1_5,Flanders,37739189
GW_03.3,panfl_pan5,1,2190_a_1_5,Flanders,41711793
GW_03.3,panfl_pan5,1,2190_mp,Flanders,126769
GW_03.3,panfl_pan5,1,2190_mp,Flanders,144561
GW_03.3,panfl_pan5,1,2190_mp,Flanders,332977
GW_03.3,panfl_pan5,1,2190_mp,Flanders,414897
GW_03.3,panfl_pan5,1,2190_mp,Flanders,458037
GW_03.3,panfl_pan5,1,2190_mp,Flanders,677041
GW_03.3,panfl_pan5,1,2190_mp,Flanders,867637
GW_03.3,panfl_pan5,1,2190_mp,Flanders,999217
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1223473
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1266865
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1375541
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1421105
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1472305
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1660081
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1676465
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1748785
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1896241
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1898673
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1899829
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1922225
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1938609
GW_03.3,panfl_pan5,1,2190_mp,Flanders,1945393
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2135217
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2420529
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2593969
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2682673
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2866485
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2987185
GW_03.3,panfl_pan5,1,2190_mp,Flanders,2993969
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3036337
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3069105
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3108657
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3600177
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3603765
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3796785
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3915061
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3930289
GW_03.3,panfl_pan5,1,2190_mp,Flanders,3963057
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4013365
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4019377
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4608177
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4652341
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4741813
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4779825
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4783413
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4871345
GW_03.3,panfl_pan5,1,2190_mp,Flanders,4936881
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5142321
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5461169
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5514417
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5666609
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5706929
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5739697
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5943089
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5959473
GW_03.3,panfl_pan5,1,2190_mp,Flanders,5979445
GW_03.3,panfl_pan5,1,2190_mp,Flanders,6094133
GW_03.3,panfl_pan5,1,2190_mp,Flanders,6139697
GW_03.3,panfl_pan5,1,2190_mp,Flanders,7279793
GW_03.3,panfl_pan5,1,2190_mp,Flanders,7302961
GW_03.3,panfl_pan5,1,2190_mp,Flanders,7421237
GW_03.3,panfl_pan5,1,2190_mp,Flanders,7484593
GW_03.3,panfl_pan5,1,2190_mp,Flanders,8207669
GW_03.3,panfl_pan5,1,2190_mp,Flanders,8250545
GW_03.3,panfl_pan5,1,2190_mp,Flanders,8361137
GW_03.3,panfl_pan5,1,2190_overig,Flanders,175921
GW_03.3,panfl_pan5,1,2190_overig,Flanders,458037
GW_03.3,panfl_pan5,1,2190_overig,Flanders,1223473
GW_03.3,panfl_pan5,1,2190_overig,Flanders,1371953
GW_03.3,panfl_pan5,1,2190_overig,Flanders,1375541
GW_03.3,panfl_pan5,1,2190_overig,Flanders,1584945
GW_03.3,panfl_pan5,1,2190_overig,Flanders,1996593
GW_03.3,panfl_pan5,1,2190_overig,Flanders,2987185
GW_03.3,panfl_pan5,1,2190_overig,Flanders,3168949
GW_03.3,panfl_pan5,1,2190_overig,Flanders,4013365
GW_03.3,panfl_pan5,1,2190_overig,Flanders,4741813
GW_03.3,panfl_pan5,1,2190_overig,Flanders,4871345
GW_03.3,panfl_pan5,1,2190_overig,Flanders,5156657
GW_03.3,panfl_pan5,1,2190_overig,Flanders,6094133
GW_03.3,panfl_pan5,1,2190_overig,Flanders,7159093
GW_03.3,panfl_pan5,1,2190_overig,Flanders,7421237
GW_03.3,panfl_pan5,1,2190_overig,Flanders,8207669
GW_03.3,panfl_pan5,1,2190_overig,Flanders,8426673
GW_03.3,panfl_pan5,1,2190_overig,Flanders,9023281
GW_03.3,panfl_pan5,1,2190_overig,Flanders,9318193
GW_03.3,panfl_pan5,1,2190_overig,Flanders,10334001
GW_03.3,panfl_pan5,1,2190_overig,Flanders,10497841
GW_03.3,panfl_pan5,1,2190_overig,Flanders,11686065
GW_03.3,panfl_pan5,1,2190_overig,Flanders,12573365
GW_03.3,panfl_pan5,1,3110_1_5,BE2100024,22107438
GW_03.3,panfl_pan5,1,3110_1_5,BE2200035,1675858
GW_03.3,panfl_pan5,1,3110_1_5,Flanders_remainder,14026450
GW_03.3,panfl_pan5,1,3110_1_5,Flanders_remainder,47109330
GW_03.3,panfl_pan5,1,3130_aom_0_1,BE2100024,762158
GW_03.3,panfl_pan5,1,3130_aom_0_1,BE2100024,1304366
GW_03.3,panfl_pan5,1,3130_aom_0_1,BE2200035,728050
GW_03.3,panfl_pan5,1,3130_aom_0_1,BE2200035,5687282
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,48897
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,155438
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,218158
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,231150
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,311342
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,454998
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,605953
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,687846
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,705782
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,759262
GW_03.3,panfl_pan5,1,3130_aom_0_1,Flanders_remainder,786742
GW_03.3,panfl_pan5,1,3130_aom_0_1,BE2100015,20726494
GW_03.3,panfl_pan5,1,3130_aom_0_1,BE2200028,2025778
GW_03.3,panfl_pan5,1,3130_aom_1_5,BE2100024,2333486
GW_03.3,panfl_pan5,1,3130_aom_1_5,BE2100024,3416878
GW_03.3,panfl_pan5,1,3130_aom_1_5,BE2200035,1675858
GW_03.3,panfl_pan5,1,3130_aom_1_5,BE2200035,3234802
GW_03.3,panfl_pan5,1,3130_aom_1_5,Flanders_remainder,222878
GW_03.3,panfl_pan5,1,3130_aom_1_5,Flanders_remainder,529234
GW_03.3,panfl_pan5,1,3130_aom_1_5,Flanders_remainder,1012434
GW_03.3,panfl_pan5,1,3130_aom_1_5,Flanders_remainder,1765718
GW_03.3,panfl_pan5,1,3130_aom_1_5,Flanders_remainder,1806302
GW_03.3,panfl_pan5,1,3130_aom_1_5,Flanders_remainder,1999154
GW_03.3,panfl_pan5,1,3130_aom_1_5,BE2100015,2462430
GW_03.3,panfl_pan5,1,3130_aom_1_5,BE2200028,8644914
GW_03.3,panfl_pan5,1,3130_aom_5_50,Flanders_remainder,452054
GW_03.3,panfl_pan5,1,3130_aom_5_50,Flanders_remainder,3514038
GW_03.3,panfl_pan5,1,3130_aom_5_50,Flanders_remainder,6849993
GW_03.3,panfl_pan5,1,3130_aom_5_50,Flanders_remainder,9446070
GW_03.3,panfl_pan5,1,3130_aom_5_50,Flanders_remainder,9883950
GW_03.3,panfl_pan5,1,3130_aom_5_50,BE2200028,50260274
GW_03.3,panfl_pan5,1,3130_aom_50_150,Flanders,22619730
GW_03.3,panfl_pan5,1,3130_na_0_1,BE2100024,3667246
GW_03.3,panfl_pan5,1,3130_na_0_1,BE2100024,5558574
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,602258
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,617774
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,2077342
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,2150070
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,2510518
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,2840370
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,3358438
GW_03.3,panfl_pan5,1,3130_na_0_1,Flanders_remainder,3882726
GW_03.3,panfl_pan5,1,3130_na_0_1,BE2200028,11954482
GW_03.3,panfl_pan5,1,3130_na_1_5,BE2100024,9172270
GW_03.3,panfl_pan5,1,3130_na_1_5,BE2200035,3234802
GW_03.3,panfl_pan5,1,3130_na_1_5,BE2200035,19291122
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,1012434
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,1999154
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,2258078
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,3113917
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,3648158
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,5033702
GW_03.3,panfl_pan5,1,3130_na_1_5,Flanders_remainder,5754550
GW_03.3,panfl_pan5,1,3130_na_1_5,BE2100015,51274462
GW_03.3,panfl_pan5,1,3130_na_1_5,BE2200028,452914
GW_03.3,panfl_pan5,1,3130_na_1_5,BE2200028,8644914
GW_03.3,panfl_pan5,1,3130_na_5_50,BE2100024,9883950
GW_03.3,panfl_pan5,1,3130_na_5_50,BE2100024,15082286
GW_03.3,panfl_pan5,1,3130_na_5_50,Flanders_remainder,3514038
GW_03.3,panfl_pan5,1,3130_na_5_50,Flanders_remainder,8595182
GW_03.3,panfl_pan5,1,3130_na_5_50,Flanders_remainder,9446070
GW_03.3,panfl_pan5,1,3130_na_5_50,Flanders_remainder,12420626
GW_03.3,panfl_pan5,1,3130_na_5_50,Flanders_remainder,12439710
GW_03.3,panfl_pan5,1,3130_na_5_50,BE2200028,50260274
GW_03.3,panfl_pan5,1,3130_na_50_150,Flanders,19205238
GW_03.3,panfl_pan5,1,3130_na_50_150,Flanders,22619730
GW_03.3,panfl_pan5,1,3140_0_1,BE2100024,32601646
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,572349
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,687846
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,902185
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,906654
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,2077342
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,2177138
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,3882726
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,3966482
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,5148390
GW_03.3,panfl_pan5,1,3140_0_1,Flanders_remainder,6147190
GW_03.3,panfl_pan5,1,3140_1_5,Flanders_remainder,2031126
GW_03.3,panfl_pan5,1,3140_1_5,Flanders_remainder,2492114
GW_03.3,panfl_pan5,1,3140_1_5,Flanders_remainder,6033970
GW_03.3,panfl_pan5,1,3140_1_5,Flanders_remainder,8578898
GW_03.3,panfl_pan5,1,3140_1_5,Flanders_remainder,14454502
GW_03.3,panfl_pan5,1,3140_1_5,Flanders_remainder,15534454
GW_03.3,panfl_pan5,1,3140_1_5,BE2200028,33958194
GW_03.3,panfl_pan5,1,3140_5_50,Flanders,7244918
GW_03.3,panfl_pan5,1,3140_5_50,Flanders,9980649
GW_03.3,panfl_pan5,1,3140_5_50,Flanders,12420626
GW_03.3,panfl_pan5,1,3140_5_50,Flanders,13626486
GW_03.3,panfl_pan5,1,3140_5_50,Flanders,15522345
GW_03.3,panfl_pan5,1,3140_5_50,Flanders,19512253
GW_03.3,panfl_pan5,1,3140_50_150,Flanders,9321121
GW_03.3,panfl_pan5,1,3140_50_150,Flanders,15752425
GW_03.3,panfl_pan5,1,3150_0_1,BE2100024,12262126
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,231150
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,255241
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,602258
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,812918
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,857769
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,1053121
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,1386153
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,2076662
GW_03.3,panfl_pan5,1,3150_0_1,Flanders_remainder,2581814
GW_03.3,panfl_pan5,1,3150_0_1,BE2200028,1239346
GW_03.3,panfl_pan5,1,3150_0_1,BE2200028,1382706
GW_03.3,panfl_pan5,1,3150_0_1,BE2200028,1534258
GW_03.3,panfl_pan5,1,3150_0_1,BE2200028,8005938
GW_03.3,panfl_pan5,1,3150_1_5,BE2100024,1537582
GW_03.3,panfl_pan5,1,3150_1_5,BE2100024,31136494
GW_03.3,panfl_pan5,1,3150_1_5,Flanders_remainder,704230
GW_03.3,panfl_pan5,1,3150_1_5,Flanders_remainder,3764918
GW_03.3,panfl_pan5,1,3150_1_5,Flanders_remainder,5465974
GW_03.3,panfl_pan5,1,3150_1_5,Flanders_remainder,10211046
GW_03.3,panfl_pan5,1,3150_1_5,BE2200028,7006514
GW_03.3,panfl_pan5,1,3150_1_5,BE2200028,8984882
GW_03.3,panfl_pan5,1,3150_1_5,BE2200028,15427890
GW_03.3,panfl_pan5,1,3150_5_50,Flanders,842210
GW_03.3,panfl_pan5,1,3150_5_50,Flanders,3514038
GW_03.3,panfl_pan5,1,3150_5_50,Flanders,9446070
GW_03.3,panfl_pan5,1,3150_5_50,Flanders,12040310
GW_03.3,panfl_pan5,1,3150_5_50,Flanders,17481641
GW_03.3,panfl_pan5,1,3150_50_150,Flanders,7856546
GW_03.3,panfl_pan5,1,3150_50_150,Flanders,9321121
GW_03.3,panfl_pan5,1,3160_0_1,BE2100024,5479214
GW_03.3,panfl_pan5,1,3160_0_1,BE2200035,2715218
GW_03.3,panfl_pan5,1,3160_0_1,BE2200035,6953970
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,75230
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,893046
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,1120478
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,1284318
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,1685462
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,1823954
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,2197778
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,2606838
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,2814902
GW_03.3,panfl_pan5,1,3160_0_1,Flanders_remainder,2955486
GW_03.3,panfl_pan5,1,3160_0_1,BE2100015,1736414
GW_03.3,panfl_pan5,1,3160_0_1,BE2100015,2605790
GW_03.3,panfl_pan5,1,3160_0_1,BE2100015,2900702
GW_03.3,panfl_pan5,1,3160_0_1,BE2100015,4947678
GW_03.3,panfl_pan5,1,3160_0_1,BE2200028,58026290
GW_03.3,panfl_pan5,1,3160_1_5,BE2100024,301614
GW_03.3,panfl_pan5,1,3160_1_5,BE2100024,2333486
GW_03.3,panfl_pan5,1,3160_1_5,BE2100024,3447598
GW_03.3,panfl_pan5,1,3160_1_5,BE2100024,54531374
GW_03.3,panfl_pan5,1,3160_1_5,BE2200035,11035634
GW_03.3,panfl_pan5,1,3160_1_5,Flanders_remainder,501982
GW_03.3,panfl_pan5,1,3160_1_5,Flanders_remainder,2977246
GW_03.3,panfl_pan5,1,3160_1_5,Flanders_remainder,3851858
GW_03.3,panfl_pan5,1,3160_1_5,BE2100015,197342
GW_03.3,panfl_pan5,1,3160_1_5,BE2100015,2462430
GW_03.3,panfl_pan5,1,3160_1_5,BE2100015,15811294
GW_03.3,panfl_pan5,1,3160_5_50,Flanders_remainder,9446070
GW_03.3,panfl_pan5,1,3160_5_50,Flanders_remainder,22132694
GW_03.3,panfl_pan5,1,3160_5_50,Flanders_remainder,23658486
GW_03.3,panfl_pan5,1,3160_5_50,BE2100015,47764190
GW_03.3,panfl_pan5,1,3260,BE2100024,1047854
GW_03.3,panfl_pan5,1,3260,BE2100024,6996014
GW_03.3,panfl_pan5,1,3260,BE2100024,8198894
GW_03.3,panfl_pan5,1,3260,BE2100024,14490350
GW_03.3,panfl_pan5,1,3260,BE2200035,8239090
GW_03.3,panfl_pan5,1,3260,BE2200035,10270706
GW_03.3,panfl_pan5,1,3260,BE2200035,13416434
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,63762
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,131970
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,185782
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,483446
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,511478
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,524958
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,662802
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,667862
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,756982
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,871858
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,923730
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1006710
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1018130
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1027630
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1044726
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1137330
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1149202
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1233089
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1291510
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1340374
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1370998
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1405202
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1470546
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1493074
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1530742
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1553426
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1593558
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1685846
GW_03.3,panfl_pan5,1,3260,Flanders_remainder,1687254
GW_03.3,panfl_pan5,1,3260,BE2200039,2327426
GW_03.3,panfl_pan5,1,3260,BE2200039,2605746
GW_03.3,panfl_pan5,1,3260,BE2200039,3173042
GW_03.3,panfl_pan5,1,4010,BE2100024,5422
GW_03.3,panfl_pan5,1,4010,BE2100024,120110
GW_03.3,panfl_pan5,1,4010,BE2100024,170798
GW_03.3,panfl_pan5,1,4010,BE2100024,382254
GW_03.3,panfl_pan5,1,4010,BE2100024,403246
GW_03.3,panfl_pan5,1,4010,BE2100024,415022
GW_03.3,panfl_pan5,1,4010,BE2100024,644398
GW_03.3,panfl_pan5,1,4010,BE2100024,727790
GW_03.3,panfl_pan5,1,4010,BE2200035,23538
GW_03.3,panfl_pan5,1,4010,BE2200035,65522
GW_03.3,panfl_pan5,1,4010,BE2200035,72690
GW_03.3,panfl_pan5,1,4010,BE2200035,105458
GW_03.3,panfl_pan5,1,4010,BE2200035,236530
GW_03.3,panfl_pan5,1,4010,BE2200035,243698
GW_03.3,panfl_pan5,1,4010,BE2200035,269298
GW_03.3,panfl_pan5,1,4010,BE2200035,325618
GW_03.3,panfl_pan5,1,4010,BE2200035,391154
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,3026
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,11218
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,11742
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,15070
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,28126
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,33985
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,35090
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,40054
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,41682
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,43230
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,63094
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,65234
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,68562
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,70262
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,71902
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,76242
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,77278
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,79478
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,81374
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,81985
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,83574
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,84598
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,87250
GW_03.3,panfl_pan5,1,4010,Flanders_remainder,91614
