"id";"polygon_id";"grts_ranking";"x";"y";"main_type";"type";"phab";"sac";"year_planned";"description_orig";"legacy_site";"certain"
"151830_6510_hu";"48331";151830;165661,6;187694,1;"6510";"6510_hu";100;1;1;"100% 6510_hu";FALSE;NA
"152769_6510_hu";"41433";152769;86717,6;203918,1;"6510";"6510_hu";50;1;1;"50% 6510_hu; 50% gh";FALSE;NA
"162790_6510_hu";"49360";162790;205437,6;183630,1;"6510";"6510_hu";100;1;1;"100% 6510_hu";FALSE;NA
"162898_6510_hu";"43570";162898;249949,6;198158,1;"6510";"6510_hu";30;1;1;"70% gh; 30% 6510_hu";FALSE;NA
"177778_6510_hu";"53783";177778;225277,6;165646,1;"6510";"6510_hu";20;1;1;"80% gh; 20% 6510_hu";FALSE;NA
"206134_6510_hu";"47399";206134;192125,6;188878,1;"6510";"6510_hu";100;1;2;"100% 6510_hu";FALSE;NA
"208134_6510_hu";"52945";208134;168477,6;164526,1;"6510";"6510_hu";70;1;2;"70% 6510_hu; 30% rbbmc";FALSE;NA
"213302_6510_hu";"46464";213302;186205,6;191214,1;"6510";"6510_hu";20;1;2;"80% rbbhf; 20% 6510_hu";FALSE;NA
"218162_6510_hu";"51646";218162;221245,6;175150,1;"6510";"6510_hu";30;1;2;"40% rbbzil; 30% rbbkam; 30% 6510_hu";FALSE;NA
"223570_6510_hu";"47018";223570;248669,6;191086,1;"6510";"6510_hu";30;1;2;"70% gh; 30% 6510_hu";FALSE;NA
"238902_6510_hu";"47451";238902;193181,6;189198,1;"6510";"6510_hu";30;1;2;"40% rbbhf; 30% 6510; 30% gh";FALSE;NA
"243846_6510_hu";"50248";243846;185565,6;180846,1;"6510";"6510_hu";70;1;2;"70% 6510_hu; 30% rbbhc";FALSE;NA
"258390_6510_hu";"46447";258390;184349,6;190318,1;"6510";"6510_hu";40;1;2;"60% gh; 40% 6510_hu";FALSE;NA
"282793_6510_hu";"45948";282793;133277,6;193518,1;"6510";"6510_hu";100;1;2;"100% 6510_hu";FALSE;NA
"290098_6510_hu";"50825";290098;224509,6;178766,1;"6510";"6510_hu";100;1;2;"100% 6510_hu";FALSE;NA
"311282_6510_hu";"49263";311282;240669,6;182606,1;"6510";"6510_hu";70;1;2;"70% 6510_hu; 30% gh";FALSE;NA
"333385_6510_hu";"41433";333385;87933,6;204590,1;"6510";"6510_hu";50;1;2;"50% 6510_hu; 50% gh";FALSE;NA
"381350_6510_hu";"52112";381350;193405,6;173678,1;"6510";"6510_hu";30;1;2;"70% gh; 30% 6510_hu";FALSE;NA
"386674_6510_hu";"53814";386674;224637,6;165550,1;"6510";"6510_hu";20;1;2;"70% rbbhc; 20% 6510_hu; 10% 6410_mo";FALSE;NA
"398529_6510_hu";"41442";398529;86365,6;203534,1;"6510";"6510_hu";20;1;2;"60% gh; 20% 6510_hu; 20% 6230_hmo";FALSE;NA
"398921_6510_hu";"41433";398921;88477,6;204686,1;"6510";"6510_hu";50;1;2;"50% 6510_hu; 50% gh";FALSE;NA
"409654_6510_hu";"47099";409654;197053,6;190126,1;"6510";"6510_hu";60;1;2;"60% 6510_hu; 20% rbbhc; 20% gh";FALSE;NA
"411446_6510_hu";"43398";411446;190397,6;198062,1;"6510";"6510_hu";50;1;2;"50% gh; 50% 6510_hu";FALSE;NA
"416454_6510_hu";"49709";416454;160797,6;181486,1;"6510";"6510_hu";100;1;2;"100% 6510_hu";FALSE;NA
"416998_6510_hu";"51561";416998;217981,6;175470,1;"6510";"6510_hu";25;1;3;"60% 6430,rbbhf; 25% 6510_hu; 15% rbbmc";FALSE;NA
"430713_6510_hu";"52328";430713;142365,6;171150,1;"6510";"6510_hu";50;1;3;"50% gh; 50% 6510_hu";FALSE;NA
"439922_6510_hu";"53783";439922;224989,6;165614,1;"6510";"6510_hu";20;1;3;"80% gh; 20% 6510_hu";FALSE;NA
"442354_6510_hu";"49256";442354;240317,6;182574,1;"6510";"6510_hu";30;1;3;"70% gh; 30% 6510_hu";FALSE;NA
"452066_6510_hu";"41733";452066;251645,6;206414,1;"6510";"6510_hu";100;1;3;"100% 6510_hu";FALSE;NA
"477734_6510_hu";"56060";477734;213213,6;161166,1;"6510";"6510_hu";30;1;3;"70% gh; 30% 6510_hu";FALSE;NA
"498994_6510_hu";"50846";498994;225021,6;178414,1;"6510";"6510_hu";100;1;3;"100% 6510_hu";FALSE;NA
"501046_6510_hu";"47451";501046;193181,6;189102,1;"6510";"6510_hu";30;1;3;"40% rbbhf; 30% 6510; 30% gh";FALSE;NA
"528582_6510_hu";"49737";528582;161917,6;182062,1;"6510";"6510_hu";30;1;3;"70% gh; 30% 6510_hu";FALSE;NA
"542834_6510_hu";"54815";542834;229565,6;163918,1;"6510";"6510_hu";30;1;3;"70% gh; 30% 6510_hu";FALSE;NA
"549254_6510_hu";"51745";549254;181981,6;175310,1;"6510";"6510_hu";20;1;3;"60% gh; 20% rbbhc; 20% 6510_hu";FALSE;NA
"556006_6510_hu";"49325";556006;205341,6;182862,1;"6510";"6510_hu";30;1;3;"70% gh; 30% 6510_hu";FALSE;NA
"572934_6510_hu";"54071";572934;157853,6;166766,1;"6510";"6510_hu";20;1;3;"70% gh; 20% 6510_hu; 10% 6230";FALSE;NA
"576033_6510_hu";"54546";576033;79869,6;164718,1;"6510";"6510_hu";90;1;3;"90% 6510_hu; 10% gh";FALSE;NA
"585810_6510_hu";"43574";585810;249981,6;197582,1;"6510";"6510_hu";30;1;3;"70% gh; 30% 6510_hu";FALSE;NA
"589110_6510_hu";"48219";589110;189469,6;187502,1;"6510";"6510_hu";30;1;3;"70% rbbhc; 30% 6510_hu";FALSE;NA
"604274_6510_hu";"54842";604274;228573,6;163534,1;"6510";"6510_hu";100;1;3;"100% 6510_hu";FALSE;NA
"605493_6510_hu";"35796";605493;77597,6;227374,1;"6510";"6510_hu";40;1;3;"60% 2130_hd; 40% 6510_hu";FALSE;NA
"608550_6510_hu";"56056";608550;213181,6;161518,1;"6510";"6510_hu";15;1;3;"70% rbbhc; 15% 6510_hu; 5% 7230; 5% 6410_mo; 5% rbbmc";FALSE;NA
"624918_6510_hu";"48333";624918;164541,6;187598,1;"6510";"6510_hu";100;1;3;"100% 6510_hu";FALSE;NA
"643970_6510_hu";"55701";643970;254941,6;159182,1;"6510";"6510_hu";70;1;4;"70% 6510_hu; 30% 6510_huk";FALSE;NA
"659794_6510_hu";"47013";659794;247741,6;188078,1;"6510";"6510_hu";30;1;4;"70% gh; 30% 6510_hu";FALSE;NA
"673590_6510_hu";"43398";673590;190205,6;198062,1;"6510";"6510_hu";50;1;4;"50% gh; 50% 6510_hu";FALSE;NA
"676914_6510_hu";"51655";676914;220861,6;175278,1;"6510";"6510_hu";70;1;4;"70% 6510_hu; 30% rbbhc";FALSE;NA
"677174_6510_hu";"47361";677174;190941,6;188494,1;"6510";"6510_hu";30;1;4;"70% gh; 30% 6510_hu";FALSE;NA
"704498_6510_hu";"49263";704498;240605,6;182542,1;"6510";"6510_hu";70;1;4;"70% 6510_hu; 30% gh";FALSE;NA
"704998_6510_hu";"52540";704998;202781,6;170638,1;"6510";"6510_hu";20;1;4;"80% rbbzil; 20% 6510_hu";FALSE;NA
"736230_6510_hu";"49350";736230;205309,6;183214,1;"6510";"6510_hu";40;1;4;"60% gh; 40% 6510_hu";FALSE;NA
"751337_6510_hu";"43564";751337;137053,6;197614,1;"6510";"6510_hu";100;1;4;"100% 6510_hu";FALSE;NA
"804422_6510_hu";"52826";804422;169693,6;167054,1;"6510";"6510_hu";20;1;4;"60% gh; 20% 6510_hu; 20% 6230_ha";FALSE;NA
"809670_6510_hu";"49743";809670;160893,6;181134,1;"6510";"6510_hu";30;1;4;"60% gh; 30% 6510_hu; 10% rbbhf";FALSE;NA
"830770_6510_hu";"50835";830770;224733,6;178478,1;"6510";"6510_hu";70;1;4;"70% 6510_hu; 30% rbbzil";FALSE;NA
"832386_6510_hu";"55701";832386;254909,6;159214,1;"6510";"6510_hu";70;1;4;"70% 6510_hu; 30% 6510_huk";FALSE;NA
"857281_6510_hu";"41435";857281;86301,6;203950,1;"6510";"6510_hu";50;1;4;"50% 6510_hu; 50% gh";FALSE;NA
"863169_6510_hu";"41907";863169;73117,6;205614,1;"6510";"6510_hu";100;1;4;"100% 6510_hu";FALSE;NA
"866386_6510_hu";"42192";866386;243773,6;202190,1;"6510";"6510_hu";30;1;4;"70% gh; 30% 6510_hu";FALSE;NA
"866418_6510_hu";"54888";866418;228541,6;163598,1;"6510";"6510_hu";20;1;4;"80% gh; 20% 6510_hu";FALSE;NA
"884022_6510_hu";"48215";884022;187965,6;187310,1;"6510";"6510_hu";100;1;4;"100% 6510_hu";FALSE;NA
"901945_6510_hu";"54981";901945;131165,6;162894,1;"6510";"6510_hu";30;1;4;"70% gh; 30% 6510_hu";FALSE;NA
"905190_6510_hu";"49364";905190;206397,6;184238,1;"6510";"6510_hu";20;1;5;"60% rbbhc; 20% 6510_hu; 20% gh";FALSE;NA
"905458_6510_hu";"51834";905458;239101,6;174958,1;"6510";"6510_hu";80;1;5;"60% 6510_hu,bos; 20% 6510_hu; 20% gh";FALSE;NA
"923209_6510_hu";"41433";923209;88285,6;204590,1;"6510";"6510_hu";50;1;5;"50% 6510_hu; 50% gh";FALSE;NA
"938262_6510_hu";"48331";938262;165629,6;187694,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"939058_6510_hu";"51644";939058;221149,6;175278,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"977234_6510_hu";"47023";977234;248189,6;190510,1;"6510";"6510_hu";70;1;5;"70% 6510_hu; 30% gh";FALSE;NA
"998709_6510_hu";"35558";998709;78269,6;227310,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"1018841_6510_hu";"51935";1018841;109373,6;167982,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"1023282_6510_hu";"50853";1023282;224797,6;178254,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"1023929_6510_hu";"56256";1023929;145373,6;160622,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"1052582_6510_hu";"50276";1052582;185885,6;181038,1;"6510";"6510_hu";50;1;5;"50% rbbhc; 50% 6510_hu";FALSE;NA
"1062514_6510_hu";"54300";1062514;226461,6;166958,1;"6510";"6510_hu";70;1;5;"70% 6510_hu; 20% rbbhc; 10% rbbsp";FALSE;NA
"1068793_6510_hu";"49782";1068793;124285,6;182606,1;"6510";"6510_hu";30;1;5;"70% gh; 30% 6510_hu";FALSE;NA
"1069225_6510_hu";"45948";1069225;133341,6;193934,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"1085778_6510_hu";"47013";1085778;248029,6;189294,1;"6510";"6510_hu";30;1;5;"70% gh; 30% 6510_hu";FALSE;NA
"1097222_6510_hu";"54071";1097222;157949,6;166382,1;"6510";"6510_hu";20;1;5;"70% gh; 20% 6510_hu; 10% 6230";FALSE;NA
"1128562_6510_hu";"54839";1128562;228829,6;163534,1;"6510";"6510_hu";100;1;5;"100% 6510_hu";FALSE;NA
"1132838_6510_hu";"56056";1132838;213277,6;161326,1;"6510";"6510_hu";15;1;5;"70% rbbhc; 15% 6510_hu; 5% 7230; 5% 6410_mo; 5% rbbmc";FALSE;NA
"1142873_6510_hu";"51981";1142873;107325,6;170862,1;"6510";"6510_hu";30;1;5;"70% rbbsp; 30% 6510_hu";FALSE;NA
"1163750_6510_hu";"52540";1163750;202749,6;170606,1;"6510";"6510_hu";20;1;5;"80% rbbzil; 20% 6510_hu";FALSE;NA
"1165554_6510_hu";"52217";1165554;239261,6;172334,1;"6510";"6510_hu";20;1;6;"70% gh; 20% 6510_hu; 10% gh_ha";FALSE;NA
"1175794_6510_hu";"51578";1175794;236509,6;174958,1;"6510";"6510_hu";30;1;6;"70% gh; 30% 6510_hu";FALSE;NA
"1185042_6510_hu";"38232";1185042;219005,6;217550,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1199538_6510_hu";"55664";1199538;249117,6;162190,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1201202_6510_hu";"51644";1201202;221117,6;175374,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1201345_6510_hu";"41431";1201345;86557,6;203758,1;"6510";"6510_hu";50;1;6;"50% 6510_hu; 50% gh";FALSE;NA
"1211473_6510_hu";"56269";1211473;38717,6;159950,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1211474_6510_hu";"43581";1211474;250077,6;198190,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1227910_6510_hu";"48704";1227910;182365,6;184654,1;"6510";"6510_hu";100;1;6;"100% 6510_hu; 0% gh_ae";FALSE;NA
"1260481_6510_hu";"41914";1260481;73277,6;205582,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1266738_6510_hu";"51641";1266738;221277,6;175246,1;"6510";"6510_hu";40;1;6;"60% gh; 40% 6510_hu";FALSE;NA
"1271122_6510_hu";"47020";1271122;246685,6;186606,1;"6510";"6510_hu";30;1;6;"70% gh; 30% 6510_hu";FALSE;NA
"1289526_6510_hu";"48406";1289526;186877,6;186478,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1296105_6510_hu";"45613";1296105;137693,6;194574,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1300962_6510_hu";"42031";1300962;253405,6;204686,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1316946_6510_hu";"43494";1316946;244637,6;199118,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1328710_6510_hu";"52914";1328710;169501,6;167310,1;"6510";"6510_hu";100;1;6;"100% 6510_hu";FALSE;NA
"1347922_6510_hu";"47013";1347922;248093,6;189198,1;"6510";"6510_hu";30;1;6;"70% gh; 30% 6510_hu";FALSE;NA
"1355014_6510_hu";"52923";1355014;168125,6;163918,1;"6510";"6510_hu";70;1;6;"70% 6510_hu; 30% 6430,rbbhf";FALSE;NA
"1375542_6510_hu";"48217";1375542;189949,6;187694,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1381569_6510_hu";"41456";1381569;86237,6;203822,1;"6510";"6510_hu";70;1;7;"70% 6510_hu; 30% 6230_hmo";FALSE;NA
"1390706_6510_hu";"54838";1390706;228701,6;163598,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1397810_6510_hu";"51646";1397810;221245,6;175022,1;"6510";"6510_hu";30;1;7;"40% rbbzil; 30% rbbkam; 30% 6510_hu";FALSE;NA
"1405382_6510_hu";"50585";1405382;165917,6;176494,1;"6510";"6510_hu";70;1;7;"70% 6510_hu; 30% rbbmc";FALSE;NA
"1413574_6510_hu";"51601";1413574;169341,6;173998,1;"6510";"6510_hu";70;1;7;"70% 6510_hu; 30% gh";FALSE;NA
"1437938_6510_hu";"51755";1437938;236093,6;174734,1;"6510";"6510_hu";30;1;7;"70% gh; 30% 6510_hu";FALSE;NA
"1442745_6510_hu";"56673";1442745;146813,6;156814,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1447497_6510_hu";"41433";1447497;88413,6;204622,1;"6510";"6510_hu";50;1;7;"50% 6510_hu; 50% gh";FALSE;NA
"1454214_6510_hu";"48608";1454214;179037,6;185006,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1470918_6510_hu";"50585";1470918;165885,6;176494,1;"6510";"6510_hu";70;1;7;"70% 6510_hu; 30% rbbmc";FALSE;NA
"1473617_6510_hu";"56269";1473617;38621,6;160078,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1478566_6510_hu";"49904";1478566;186685,6;179694,1;"6510";"6510_hu";30;1;7;"70% gh; 30% 6510_hu";FALSE;NA
"1484914_6510_hu";"54821";1484914;228701,6;163278,1;"6510";"6510_hu";30;1;7;"40% rbbhf; 30% 6510_hu; 30% rbbhc";FALSE;NA
"1496521_6510_hu";"43863";1496521;100061,6;196782,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1500498_6510_hu";"47019";1500498;246077,6;186510,1;"6510";"6510_hu";30;1;7;"70% gh; 30% 6510_hu";FALSE;NA
"1504306_6510_hu";"51642";1504306;220669,6;175374,1;"6510";"6510_hu";30;1;7;"70% rbbhc; 30% 6510_hu";FALSE;NA
"1512322_6510_hu";"56554";1512322;253501,6;158830,1;"6510";"6510_hu";30;1;7;"60% gh; 30% 6510_hu; 5% 4030; 5% 6230_hmo";FALSE;NA
"1512530_6510_hu";"43491";1512530;245085,6;197902,1;"6510";"6510_hu";100;1;7;"100% 6510_hu";FALSE;NA
"1513554_6510_hu";"43492";1513554;244829,6;198862,1;"6510";"6510_hu";100;1;8;"100% 6510_hu";FALSE;NA
"1529025_6510_hu";"41433";1529025;87453,6;204238,1;"6510";"6510_hu";50;1;8;"50% 6510_hu; 50% gh";FALSE;NA
"1533266_6510_hu";"47020";1533266;246525,6;186510,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1535001_6510_hu";"54723";1535001;102269,6;163566,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1542626_6510_hu";"42046";1542626;253085,6;204174,1;"6510";"6510_hu";100;1;8;"100% 6510_hu";FALSE;NA
"1547570_6510_hu";"50844";1547570;224861,6;178478,1;"6510";"6510_hu";70;1;8;"70% 6510_hu; 20% rbbzil; 10% rbbhc";FALSE;NA
"1549622_6510_hu";"47451";1549622;193149,6;189038,1;"6510";"6510_hu";30;1;8;"40% rbbhf; 30% 6510; 30% gh";FALSE;NA
"1576501_6510_hu";"35738";1576501;79453,6;227854,1;"6510";"6510_hu";100;1;8;"100% 6510_hu; 0% 2190";FALSE;NA
"1583442_6510_hu";"47018";1583442;248381,6;190734,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1584470_6510_hu";"48589";1584470;179581,6;185902,1;"6510";"6510_hu";100;1;8;"100% 6510_hu";FALSE;NA
"1588594_6510_hu";"56236";1588594;221661,6;160750,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1617158_6510_hu";"52945";1617158;168349,6;164302,1;"6510";"6510_hu";70;1;8;"70% 6510_hu; 30% rbbmc";FALSE;NA
"1623666_6510_hu";"53681";1623666;226109,6;168398,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1624609_6510_hu";"54545";1624609;79709,6;164718,1;"6510";"6510_hu";90;1;8;"90% 6510_hu; 10% gh";FALSE;NA
"1640993_6510_hu";"54547";1640993;80157,6;164206,1;"6510";"6510_hu";60;1;8;"60% 6510_hu; 20% gh; 20% rbbsp";FALSE;NA
"1652850_6510_hu";"54813";1652850;228445,6;163502,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1659526_6510_hu";"52232";1659526;170781,6;171342,1;"6510";"6510_hu";30;1;8;"70% gh; 30% 6510_hu";FALSE;NA
"1672385_6510_hu";"41433";1672385;87325,6;204334,1;"6510";"6510_hu";50;1;8;"50% 6510_hu; 50% gh";FALSE;NA
"1675897_6510_hu";"52328";1675897;142333,6;171086,1;"6510";"6510_hu";50;1;8;"50% gh; 50% 6510_hu";FALSE;NA
"1682742_6510_hu";"48376";1682742;186109,6;186510,1;"6510";"6510_hu";100;1;8;"100% 6510_hu";FALSE;NA
"1699126_6510_hu";"48214";1699126;187645,6;187406,1;"6510";"6510_hu";100;1;9;"100% 6510_hu";FALSE;NA
"1702514_6510_hu";"54502";1702514;219229,6;164782,1;"6510";"6510_hu";60;1;9;"60% 6510_hu; 40% 6510_huk";FALSE;NA
"1708370_6510_hu";"47013";1708370;247645,6;187982,1;"6510";"6510_hu";30;1;9;"70% gh; 30% 6510_hu";FALSE;NA
"1711014_6510_hu";"50423";1711014;190141,6;182094,1;"6510";"6510_hu";30;1;9;"40% 6230_hmo; 30% 6230_ha; 30% 6510_hu";FALSE;NA
"1716466_6510_hu";"51579";1716466;235805,6;175054,1;"6510";"6510_hu";20;1;9;"80% gh; 20% 6510_hu";FALSE;NA
"1722166_6510_hu";"43398";1722166;190013,6;198030,1;"6510";"6510_hu";50;1;9;"50% gh; 50% 6510_hu";FALSE;NA
"1725633_6510_hu";"41433";1725633;86845,6;204014,1;"6510";"6510_hu";50;1;9;"50% 6510_hu; 50% gh";FALSE;NA
"1725750_6510_hu";"47361";1725750;190973,6;188622,1;"6510";"6510_hu";30;1;9;"70% gh; 30% 6510_hu";FALSE;NA
"1729846_6510_hu";"47369";1729846;192413,6;189102,1;"6510";"6510_hu";60;1;9;"60% 6510; 40% rbbhf";FALSE;NA
"1735762_6510_hu";"43581";1735762;249981,6;198414,1;"6510";"6510_hu";100;1;9;"100% 6510_hu";FALSE;NA
"1763666_6510_hu";"47018";1763666;248221,6;190734,1;"6510";"6510_hu";30;1;9;"70% gh; 30% 6510_hu";FALSE;NA
"1790121_6510_hu";"45948";1790121;133181,6;193454,1;"6510";"6510_hu";100;1;9;"100% 6510_hu";FALSE;NA
"1791169_6510_hu";"41433";1791169;87197,6;204142,1;"6510";"6510_hu";50;1;9;"50% 6510_hu; 50% gh";FALSE;NA
"1802118_6510_hu";"49891";1802118;177085,6;180590,1;"6510";"6510_hu";20;1;9;"80% gh; 20% 6510_hu";FALSE;NA
"1806578_6510_hu";"51756";1806578;237629,6;174894,1;"6510";"6510_hu";20;1;9;"60% gh; 20% 6510_hu; 10% gh_ha; 10% rbbsp";FALSE;NA
"1824505_6510_hu";"49782";1824505;124445,6;182798,1;"6510";"6510_hu";30;1;9;"70% gh; 30% 6510_hu";FALSE;NA
"1829945_6510_hu";"54512";1829945;122013,6;164590,1;"6510";"6510_hu";20;1;9;"60% gh; 20% 6510_hu; 20% rbbhc";FALSE;NA
"1833298_6510_hu";"45632";1833298;248061,6;193742,1;"6510";"6510_hu";100;1;9;"100% 6510_hu";FALSE;NA
"1850342_6510_hu";"49350";1850342;205245,6;183310,1;"6510";"6510_hu";40;1;9;"60% gh; 40% 6510_hu";FALSE;NA
"1856562_6510_hu";"51662";1856562;221021,6;174894,1;"6510";"6510_hu";100;1;10;"100% 6510_hu";FALSE;NA
"1872210_6510_hu";"47013";1872210;248093,6;188974,1;"6510";"6510_hu";30;1;10;"70% gh; 30% 6510_hu";FALSE;NA
"1879346_6510_hu";"50835";1879346;224637,6;178446,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% rbbzil";FALSE;NA
"1896690_6510_hu";"51578";1896690;236861,6;174958,1;"6510";"6510_hu";30;1;10;"70% gh; 30% 6510_hu";FALSE;NA
"1918137_6510_hu";"56717";1918137;141341,6;153934,1;"6510";"6510_hu";30;1;10;"70% gh; 30% 6510_hu";FALSE;NA
"1919090_6510_hu";"54884";1919090;228957,6;163534,1;"6510";"6510_hu";90;1;10;"90% 6510_hu; 10% gh";FALSE;NA
"1960754_6510_hu";"51456";1960754;227965,6;176590,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% rbbhf";FALSE;NA
"1963990_6510_hu";"39114";1963990;183965,6;208878,1;"6510";"6510_hu";100;1;10;"100% 6510_hu";FALSE;NA
"1987634_6510_hu";"51646";1987634;221149,6;175118,1;"6510";"6510_hu";30;1;10;"40% rbbzil; 30% rbbkam; 30% 6510_hu";FALSE;NA
"1987777_6510_hu";"41431";1987777;86909,6;203886,1;"6510";"6510_hu";50;1;10;"50% 6510_hu; 50% gh";FALSE;NA
"2024786_6510_hu";"47021";2024786;246013,6;186606,1;"6510";"6510_hu";30;1;10;"70% gh; 30% 6510_hu";FALSE;NA
"2025810_6510_hu";"47023";2025810;248221,6;190478,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% gh";FALSE;NA
"2046950_6510_hu";"49333";2046950;205245,6;182766,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% gh";FALSE;NA
"2049209_6510_hu";"56717";2049209;141085,6;154030,1;"6510";"6510_hu";30;1;10;"70% gh; 30% 6510_hu";FALSE;NA
"2056454_6510_hu";"52914";2056454;169437,6;167406,1;"6510";"6510_hu";100;1;10;"100% 6510_hu";FALSE;NA
"2064262_6510_hu";"49947";2064262;177117,6;180206,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% rbbhc";FALSE;NA
"2071858_6510_hu";"50856";2071858;224893,6;178318,1;"6510";"6510_hu";100;1;10;"100% 6510_hu";FALSE;NA
"2078854_6510_hu";"50248";2078854;185501,6;181038,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% rbbhc";FALSE;NA
"2104306_6510_hu";"49049";2104306;239933,6;181294,1;"6510";"6510_hu";20;1;10;"80% gh; 20% 6510_hu";FALSE;NA
"2111090_6510_hu";"54299";2111090;226365,6;167022,1;"6510";"6510_hu";70;1;10;"70% 6510_hu; 30% rbbsp";FALSE;NA
"2117369_6510_hu";"49782";2117369;124413,6;182734,1;"6510";"6510_hu";30;1;11;"70% gh; 30% 6510_hu";FALSE;NA
"2118265_6510_hu";"52337";2118265;141757,6;171182,1;"6510";"6510_hu";80;1;11;"80% 6510_hu; 20% 6430_bz";FALSE;NA
"2124258_6510_hu";"42031";2124258;253757,6;204782,1;"6510";"6510_hu";100;1;11;"100% 6510_hu";FALSE;NA
"2141446_6510_hu";"52683";2141446;168189,6;164078,1;"6510";"6510_hu";25;1;11;"70% rbbhc; 25% 6510_hu; 5% 6410_mo";FALSE;NA
