scheme	sampling_unit_code	point_code	type_target	sac_streams	grts_ranking	grts_ranking_draw	legacy_site	x	y	db_ref	segment_id
MHQ3260	1309998_3260	1309998_1	3260	1	1309998	1309998	0	187334.94	232270.58	GelLo_01	1_7_189728
MHQ3260	131970_3260	131970_1	3260	2	131970	131970	0	252091.15	160123.86	NA	1_4_31
MHQ3260	1354614_3260	1354614_1	3260	2	1354614	1354614	0	205016.11	208998.19	NA	1_7_166720
MHQ3260	1370998_3260	1370998_1	3260	2	1370998	1370998	0	205330.59	210333.08	SchNe_03	1_4_1166
MHQ3260	1372353_3260	1372353_1	3260	2	1372353	1372353	0	86343.1	208726.13	NA	1_4_1358
MHQ3260	1444470_3260	1444470_1	3260	2	1444470	1444470	0	215670.92	208736.54	NA	1_7_55005
MHQ3260	1484114_3260	1484114_1	3260	1	1484114	1484114	0	247213.86	187245.57	Maas_11	1_4_207
MHQ3260	1497974_3260	1497974_1	3260	2	1497974	1497974	0	203779.35	209650.2	NA	1_4_565
MHQ3260	1508470_3260	1508470_1	3260	2	1508470	1508470	0	209566.38	215184.76	NA	1_7_226908
MHQ3260	1549302_3260	1549302_1	3260	1	1549302	1549302	0	189264.12	210888.08	KleNe_08	1_7_23080
MHQ3260	1596534_3260	1596534_1	3260	2	1596534	1596534	0	208236.04	210749.24	SchNe_05	1_4_1198
MHQ3260	1618386_3260	1618386_1	3260	2	1618386	1618386	0	231009.17	187439.16	NA	1_4_593
MHQ3260	1621622_3260	1621622_1	3260	2	1621622	1621622	0	212059.07	209199.06	NA	1_7_170694
MHQ3260	16967745_3260	16967745_1	3260	1	16967745	16967745	0	74266.94	200677.33	BorBe_02	1_4_1008
MHQ3260	1704146_3260	1704146_1	3260	2	1704146	1704146	0	225718.56	199456.82	NA	1_4_73
MHQ3260	1729430_3260	1729430_1	3260	2	1729430	1729430	0	164179.11	217157.4	NA	1_4_1047
MHQ3260	1762550_3260	1762550_1	3260	2	1762550	1762550	0	197019.23	218119.85	LoeNe_02	1_4_1320
MHQ3260	1764882_3260	1764882_1	3260	1	1764882	1764882	0	228740.44	210508.02	WarBe_04	1_7_3419
MHQ3260	17795554_3260	3115490_2	3260	1	17795554	3115490	0	253230	203955	Maas_01	1_4_969
MHQ3260	1834286_3260	1834286_1	3260	1	1834286	1834286	0	187034.84	231962.59	NooMa_03	1_7_221475
MHQ3260	1841014_3260	1841014_1	3260	1	1841014	1841014	0	207917.54	203886.5	NA	1_7_31125
MHQ3260	1867858_3260	1867858_1	3260	1	1867858	1867858	0	248372.24	195218.35	Maas_34	1_7_7177
MHQ3260	1880594_3260	1880594_1	3260	1	1880594	1880594	0	228575.49	214719.55	WarBe_02	1_4_435
MHQ3260	1917010_3260	1917010_1	3260	1	1917010	1917010	0	248229.24	194017.65	Maas_04	1_4_125
MHQ3260	2031030_3260	2031030_1	3260	1	2031030	2031030	0	203151.9	191903.1	NA	1_7_171136
MHQ3260	2050322_3260	2050322_1	3260	1	2050322	2050322	0	223963.07	218233.33	Dommel_11	1_7_20555
MHQ3260	212134_3260	212134_1	3260	1	212134	212134	0	200100.49	185620.7	ZwaBe_03	1_7_1607
MHQ3260	2123986_3260	2123986_1	3260	1	2123986	2123986	0	221617.59	201378.44	BolBe_09	1_7_19326
MHQ3260	2124662_3260	2124662_1	3260	2	2124662	2124662	0	205017.74	210236.4	NA	1_7_34547
MHQ3260	2129938_3260	2129938_1	3260	2	2129938	2129938	0	229115.96	209081.37	WarBe_03	1_4_404
MHQ3260	2133494_3260	2133494_1	3260	1	2133494	2133494	0	199781.7	203276.77	GroNe_10	1_4_1393
MHQ3260	2169582_3260	2169582_1	3260	1	2169582	2169582	0	203089.59	224550.96	RoDeG_01	1_7_46206
MHQ3260	2221394_3260	2221394_1	3260	1	2221394	2221394	0	246168.55	186296.68	Maas_16	1_4_222
MHQ3260	2241970_3260	2241970_1	3260	1	2241970	2241970	0	245151.96	161385.91	Berwijn_03	1_4_348
MHQ3260	2246930_3260	2246930_1	3260	1	2246930	2246930	0	223798.57	217741.62	Dommel_09	1_4_1110
MHQ3260	2252274_3260	2252274_1	3260	1	2252274	2252274	0	246741.72	184338.78	Maas_20	1_4_270
MHQ3260	2291670_3260	2291670_1	3260	1	2291670	2291670	0	184630.44	208996.03	KleNe_03	1_4_603
MHQ3260	2342994_3260	2342994_1	3260	1	2342994	2342994	0	248393.36	194692.69	Maas_05	1_4_118
MHQ3260	2366582_3260	2366582_1	3260	2	2366582	2366582	0	206779.32	210692.48	SchNe_06	1_4_1182
MHQ3260	2369362_3260	2369362_1	3260	1	2369362	2369362	0	242952.86	197998.7	BosBe_02	1_4_55
MHQ3260	2448146_3260	2448146_1	3260	1	2448146	2448146	0	224648.42	207450.17	Dommel_12	1_7_3495
MHQ3260	2465270_3260	2465270_1	3260	1	2465270	2465270	0	200562.06	203135.92	GroNe_09	1_4_1402
MHQ3260	2476530_3260	2476530_1	3260	1	2476530	2476530	0	245486.06	179315.69	Maas_21	1_4_1859
MHQ3260	2477554_3260	2477554_1	3260	1	2477554	2477554	0	247113.58	182946.61	Maas_22	1_4_292
MHQ3260	2485086_3260	2485086_1	3260	1	2485086	2485086	0	179905.62	243386.62	GouLo_12	1_4_806
MHQ3260	2498978_3260	2498978_1	3260	1	2498978	2498978	0	252574.29	200036.83	NA	1_7_8873
MHQ3260	2548050_3260	2548050_1	3260	1	2548050	2548050	0	247577.68	187835.59	Maas_12	1_4_200
MHQ3260	2566354_3260	2566354_1	3260	1	2566354	2566354	0	221778.86	201796.25	BolBe_10	1_7_19473
MHQ3260	2589570_3260	2589570_1	3260	1	2589570	2589570	0	251490.86	160895.34	Voer_02	1_4_956
MHQ3260	2614318_3260	2614318_1	3260	1	2614318	2614318	0	186553.19	219937.29	GieBo_01	1_7_199859
MHQ3260	26346370_3260	131970_2	3260	2	26346370	131970	0	252130.96	160064.33	Voer_08	1_4_31
MHQ3260	264822_3260	264822_1	3260	2	264822	264822	0	216458.32	208881.76	NA	1_7_54997
MHQ3260	266578_3260	266578_1	3260	1	266578	266578	0	248161.71	188823.14	Maas_08	1_4_188
MHQ3260	26663798_3260	1497974_2	3260	2	26663798	1497974	0	203664.54	209630.14	SchNe_04	1_4_565
MHQ3260	2685046_3260	2685046_1	3260	1	2685046	2685046	0	202424.08	217095.36	DesNe_03	1_4_1458
MHQ3260	2817750_3260	2817750_1	3260	1	2817750	2817750	0	176986.46	209512.32	DeAa_01	1_7_27117
MHQ3260	2853618_3260	2853618_1	3260	1	2853618	2853618	0	243237.79	176989.83	Maas_23	1_4_1815
MHQ3260	2992914_3260	2992914_1	3260	1	2992914	2992914	0	224866.85	209874.33	Dommel_06	1_4_926
MHQ3260	2999158_3260	2999158_1	3260	1	2999158	2999158	0	209397.44	206591.85	KlHGr_02	1_7_38243
MHQ3260	3034610_3260	3034610_1	3260	1	3034610	3034610	0	245296.82	183718.32	Maas_02	1_4_253
MHQ3260	3115490_3260	3115490_1	3260	1	3115490	3115490	0	253223.76	203857.34	NA	1_4_969
MHQ3260	3173042_3260	3173042_1	3260	1	3173042	3173042	0	245580.98	161040	Berwijn_04	1_4_359
MHQ3260	3197426_3260	3197426_1	3260	1	3197426	3197426	0	245288.12	178665.02	Maas_24	1_4_1852
MHQ3260	3214834_3260	3214834_1	3260	1	3214834	3214834	0	246593.68	181806.04	Maas_36	1_7_20152
MHQ3260	3238226_3260	3238226_1	3260	1	3238226	3238226	0	248600.92	191609.44	Maas_13	1_4_158
MHQ3260	3240210_3260	3240210_1	3260	1	3240210	3240210	0	224535.3	213300.71	NA	1_4_1054
MHQ3260	3328482_3260	3328482_1	3260	1	3328482	3328482	0	251873.72	203066.1	NA	1_7_8899
MHQ3260	3337746_3260	3337746_1	3260	1	3337746	3337746	0	228661.48	210904.05	NA	1_7_3424
MHQ3260	33512882_3260	4152754_2	3260	1	33512882	4152754	0	249828	161505	Voer_07	1_4_1037
MHQ3260	3402066_3260	3402066_1	3260	1	3402066	3402066	0	248250.01	190286.27	Maas_14	1_4_173
MHQ3260	3406162_3260	3406162_1	3260	1	3406162	3406162	0	248118.52	193739.04	Maas_06	1_4_128
MHQ3260	3431858_3260	3431858_1	3260	1	3431858	3431858	0	250076.54	161383.86	Voer_06	1_4_1041
MHQ3260	3481874_3260	3481874_1	3260	1	3481874	3481874	0	224673.75	210456.42	Dommel_07	1_4_919
MHQ3260	3483058_3260	3483058_1	3260	1	3483058	3483058	0	246975.49	162158.35	Voer_01	1_4_9
MHQ3260	351794_3260	351794_1	3260	2	351794	351794	0	228295.38	179644.33	KaaBe_01	1_4_772
MHQ3260	359542_3260	359542_1	3260	2	359542	359542	0	210008.6	212199.95	NA	1_7_166695
MHQ3260	3598834_3260	3598834_1	3260	1	3598834	3598834	0	246529.96	181616.26	Maas_38	1_7_20150
MHQ3260	3634002_3260	3634002_1	3260	1	3634002	3634002	0	239549.04	201875.51	IttBe_02	1_7_27889
MHQ3260	3717106_3260	3717106_1	3260	1	3717106	3717106	0	238857.42	181178.55	ZieBe_01	1_7_114570
MHQ3260	3729270_3260	3729270_1	3260	1	3729270	3729270	0	207480.52	205708.7	GroNe_07	1_4_1535
MHQ3260	3734610_3260	3734610_1	3260	1	3734610	3734610	0	250498.06	199299.19	NA	1_7_8845
MHQ3260	3757298_3260	3757298_1	3260	1	3757298	3757298	0	242930.59	176604.62	Maas_25	1_4_1810
MHQ3260	37747958_3260	4193526_2	3260	1	37747958	4193526	0	199502	215645	DesNe_05	1_4_838
MHQ3260	378102_3260	378102_1	3260	2	378102	378102	0	196022.74	215574.44	LoeNe_01	1_4_1309
MHQ3260	3799218_3260	3799218_1	3260	1	3799218	3799218	0	242803.09	161362.52	Berwijn_05	1_4_317
MHQ3260	3886578_3260	3886578_1	3260	1	3886578	3886578	0	245884.09	183716.28	Maas_26	1_4_259
MHQ3260	3902898_3260	3902898_1	3260	1	3902898	3902898	0	247930.95	161929.59	Voer_04	1_4_20
MHQ3260	391346_3260	391346_1	3260	1	391346	391346	0	242974.05	161358.8	Berwijn_02	1_4_320
MHQ3260	3968990_3260	3968990_1	3260	1	3968990	3968990	0	157719.18	224698.15	AntGr_04	1_7_28258
MHQ3260	4092754_3260	4092754_1	3260	1	4092754	4092754	0	239703.63	202043.15	NA	1_7_27869
MHQ3260	4110198_3260	4110198_1	3260	1	4110198	4110198	0	209016.16	206116.53	GroNe_08	1_4_1556
MHQ3260	4117746_3260	4117746_1	3260	1	4117746	4117746	0	242301.77	175857.39	NA	1_4_1800
MHQ3260	4146134_3260	4146134_1	3260	1	4146134	4146134	0	178305.29	209663.63	DeAa_02	1_7_11707
MHQ3260	4152754_3260	4152754_1	3260	1	4152754	4152754	0	249770.35	161555.7	NA	1_4_1037
MHQ3260	41926046_3260	4275614_2	3260	1	41926046	4275614	0	179403	231944	Mark_01	1_4_1640
MHQ3260	4193526_3260	4193526_1	3260	1	4193526	4193526	0	199562.49	215643.39	NA	1_4_838
MHQ3260	4204406_3260	4204406_1	3260	1	4204406	4204406	0	206939.67	205395.38	GroNe_14	1_7_31111
MHQ3260	422134_3260	422134_1	3260	2	422134	422134	0	196955.29	211460.65	NA	1_7_47415
MHQ3260	426066_3260	426066_1	3260	1	426066	426066	0	249112.62	195569.25	Maas_30	1_7_7733
MHQ3260	4268114_3260	4268114_1	3260	1	4268114	4268114	0	250024.68	195291	Maas_40	1_7_7743
MHQ3260	4275614_3260	4275614_1	3260	1	4275614	4275614	0	179455.59	231899.23	NA	1_4_1640
MHQ3260	4314870_3260	4314870_1	3260	1	4314870	4314870	0	189947.17	209845.51	SasLo_02	1_7_208884
MHQ3260	4324434_3260	4324434_1	3260	1	4324434	4324434	0	251076.14	199397.28	Maas_41	1_7_8851
MHQ3260	434881_3260	434881_1	3260	2	434881	434881	0	81436.77	212954.77	ZilBe_01	1_4_1464
MHQ3260	435538_3260	435538_1	3260	1	435538	435538	0	247171.93	187154.85	Maas_09	1_4_208
MHQ3260	4367318_3260	4367318_1	3260	1	4367318	4367318	0	180091.25	208410.67	NA	1_4_459
MHQ3260	4394806_3260	4394806_1	3260	1	4394806	4394806	0	189618.09	197095.27	NA	1_4_1333
MHQ3260	43974070_3260	2031030_2	3260	1	43974070	2031030	0	203228	191966	KleBe_01	1_7_171136
MHQ3260	4405142_3260	4405142_1	3260	1	4405142	4405142	0	167040.32	212997.42	NA	1_7_30659
MHQ3260	4440146_3260	4440146_1	3260	1	4440146	4440146	0	248384.05	194593.2	NA	1_4_119
MHQ3260	4492722_3260	4492722_1	3260	1	4492722	4492722	0	247555.01	162044.04	NA	1_4_16
MHQ3260	45084178_3260	3337746_2	3260	1	45084178	3337746	0	228670	210970	WarBe_05	1_7_3424
MHQ3260	4623442_3260	4623442_1	3260	1	4623442	4623442	0	250810.61	201499.12	NA	1_4_997
MHQ3260	4646226_3260	4646226_1	3260	1	4646226	4646226	0	246252.24	186348.91	NA	1_4_221
MHQ3260	4677106_3260	4677106_1	3260	1	4677106	4677106	0	246475.9	184221.06	NA	1_4_267
MHQ3260	4678802_3260	4678802_1	3260	1	4678802	4678802	0	239984.61	206267.57	NA	1_4_412
MHQ3260	4771806_3260	4771806_1	3260	1	4771806	4771806	0	158572.55	224480.47	NA	1_7_28147
MHQ3260	483446_3260	483446_1	3260	2	483446	483446	0	205843.07	210444.87	SchNe_01	1_4_1172
MHQ3260	485342_3260	485342_1	3260	2	485342	485342	0	153679.25	226383.31	AntGr_01	1_4_1143
MHQ3260	4928018_3260	4928018_1	3260	1	4928018	4928018	0	228507.37	216426.65	NA	1_7_232397
MHQ3260	494838_3260	494838_1	3260	1	494838	494838	0	200562.98	215903.98	DesNe_01	1_4_853
MHQ3260	4965042_3260	4965042_1	3260	1	4965042	4965042	0	250984.42	161069.69	NA	1_4_950
MHQ3260	5012950_3260	5012950_1	3260	1	5012950	5012950	0	182990.4	215889.12	NA	1_4_1527
MHQ3260	5062046_3260	5062046_1	3260	1	5062046	5062046	0	179501.71	231712.49	NA	1_4_1643
MHQ3260	5118034_3260	5118034_1	3260	1	5118034	5118034	0	245125.3	198449.11	NA	1_4_58
MHQ3260	5136530_3260	5136530_1	3260	1	5136530	5136530	0	240884.76	206498.91	NA	1_7_18789
MHQ3260	5230070_3260	5230070_1	3260	1	5230070	5230070	0	199158.65	203451.06	NA	1_4_1386
MHQ3260	5288466_3260	5288466_1	3260	1	5288466	5288466	0	228587.57	214900.33	NA	1_4_432
MHQ3260	53352310_3260	1841014_2	3260	1	53352310	1841014	0	207857	203884	Asbeek_03	1_7_31125
MHQ3260	5464338_3260	5464338_1	3260	1	5464338	5464338	0	224608.14	211525.89	NA	1_4_908
MHQ3260	5578834_3260	5578834_1	3260	1	5578834	5578834	0	250327.45	195526.72	NA	1_7_7747
MHQ3260	559698_3260	559698_1	3260	1	559698	559698	0	236314.49	191366.28	BosBe_01	1_4_674
MHQ3260	5699382_3260	5699382_1	3260	1	5699382	5699382	0	190334.54	196030.96	NA	1_4_1348
MHQ3260	5712082_3260	5712082_1	3260	1	5712082	5712082	0	221778.83	201890.6	NA	1_4_504
MHQ3260	5788522_3260	5788522_1	3260	1	5788522	5788522	0	224356.88	218922.73	NA	1_4_1096
MHQ3260	5849974_3260	5849974_1	3260	1	5849974	5849974	0	209636.56	206655.6	NA	1_7_31195
MHQ3260	5850898_3260	5850898_1	3260	1	5850898	5850898	0	221950.27	202892.17	NA	1_4_493
MHQ3260	5948374_3260	5948374_1	3260	1	5948374	5948374	0	178091.9	208852.71	NA	1_7_18087
MHQ3260	5958130_3260	5958130_1	3260	1	5958130	5958130	0	246378.73	181357.97	NA	1_7_20147
MHQ3260	5998326_3260	5998326_1	3260	1	5998326	5998326	0	187379.89	209998.77	NA	1_4_633
MHQ3260	6056626_3260	6056626_1	3260	1	6056626	6056626	0	245726.96	160830.91	NA	1_4_364
MHQ3260	6118898_3260	6118898_1	3260	1	6118898	6118898	0	247117.4	184215.71	NA	1_4_274
MHQ3260	6258134_3260	6258134_1	3260	1	6258134	6258134	0	182897.86	216057.85	NA	1_4_1529
MHQ3260	6275154_3260	6275154_1	3260	1	6275154	6275154	0	248407.2	194991.52	NA	1_4_115
MHQ3260	6318770_3260	6318770_1	3260	1	6318770	6318770	0	245661.39	161002.53	NA	1_4_360
MHQ3260	6348178_3260	6348178_1	3260	1	6348178	6348178	0	251395.81	202433.02	NA	1_7_8891
MHQ3260	6356406_3260	6356406_1	3260	1	6356406	6356406	0	202592.97	191436.76	NA	1_7_168026
MHQ3260	63762_3260	63762_1	3260	1	63762	63762	0	223428.55	215626.03	Dommel_05	1_4_783
MHQ3260	6376530_3260	6376530_1	3260	1	6376530	6376530	0	251015.49	200858.61	NA	1_4_990
MHQ3260	6396462_3260	6396462_1	3260	1	6396462	6396462	0	195155.31	225480.85	NA	1_7_209739
MHQ3260	6436274_3260	6436274_1	3260	1	6436274	6436274	0	245241.82	161398.92	NA	1_4_349
MHQ3260	6448050_3260	6448050_1	3260	1	6448050	6448050	0	243030.24	161186.27	NA	1_4_322
MHQ3260	6459190_3260	6459190_1	3260	1	6459190	6459190	0	189956.73	196643.64	NA	1_4_1339
MHQ3260	655778_3260	655778_1	3260	1	655778	655778	0	252527.85	200331.13	NA	1_7_8876
MHQ3260	6643305_3260	6643305_1	3260	1	6643305	6643305	0	129124.32	214387.88	NA	1_7_113143
MHQ3260	6707986_3260	6707986_1	3260	1	6707986	6707986	0	224619.89	208115.83	NA	1_4_898
MHQ3260	6769122_3260	6769122_1	3260	1	6769122	6769122	0	252221.76	203248.13	NA	1_7_8903
MHQ3260	6786294_3260	6786294_1	3260	1	6786294	6786294	0	200483.28	215855.72	NA	1_4_852
MHQ3260	678674_3260	678674_1	3260	1	678674	678674	0	224594.6	208014.21	Dommel_08	1_4_899
MHQ3260	6824354_3260	6824354_1	3260	1	6824354	6824354	0	252471.5	199550.75	NA	1_7_8868
MHQ3260	690658_3260	690658_1	3260	1	690658	690658	0	252911.54	203305.75	NA	1_7_8910
MHQ3260	69106_3260	69106_1	3260	1	69106	69106	0	246631.5	181898.76	Maas_29	1_7_20153
MHQ3260	6976338_3260	6976338_1	3260	1	6976338	6976338	0	239932.27	202035.88	NA	1_4_515
MHQ3260	6996014_3260	6996014_1	3260	1	6996014	6996014	0	194030.21	225542.28	NA	1_7_209697
MHQ3260	700137_3260	700137_1	3260	2	700137	700137	0	144320.05	194657.84	NA	1_7_7841
MHQ3260	7036434_3260	7036434_1	3260	1	7036434	7036434	0	228658.53	214432.95	NA	1_4_419
MHQ3260	7062486_3260	7062486_1	3260	1	7062486	7062486	0	177916.71	209319.63	NA	1_7_11713
MHQ3260	7063286_3260	7063286_1	3260	1	7063286	7063286	0	186252.29	209967.81	NA	1_7_50996
MHQ3260	7065746_3260	7065746_1	3260	1	7065746	7065746	0	241939.72	207320.89	NA	1_4_545
MHQ3260	7195106_3260	7195106_1	3260	1	7195106	7195106	0	251563.12	202679.75	NA	1_7_8894
MHQ3260	7208182_3260	7208182_1	3260	1	7208182	7208182	0	200179.28	215559.58	NA	1_4_846
MHQ3260	7213202_3260	7213202_1	3260	1	7213202	7213202	0	242502.56	206958.51	NA	1_7_18806
MHQ3260	7219794_3260	7219794_1	3260	1	7219794	7219794	0	238018.2	193834.71	NA	1_4_50
MHQ3260	7263474_3260	7263474_1	3260	1	7263474	7263474	0	242376.81	176041.56	NA	1_4_1802
MHQ3260	7301458_3260	7301458_1	3260	1	7301458	7301458	0	248728.16	191339.85	NA	1_4_161
MHQ3260	7454802_3260	7454802_1	3260	1	7454802	7454802	0	248374.18	194493.77	NA	1_4_120
MHQ3260	7502930_3260	7502930_1	3260	1	7502930	7502930	0	250120.04	198311.57	NA	1_7_7779
MHQ3260	7550870_3260	7550870_1	3260	1	7550870	7550870	0	167003.11	213204.27	AntGr_03	1_4_1692
MHQ3260	7560690_3260	7560690_1	3260	1	7560690	7560690	0	246290.99	183985.61	NA	1_4_264
MHQ3260	756982_3260	756982_1	3260	1	756982	756982	0	200411.8	215822.22	DesNe_02	1_4_851
MHQ3260	7609510_3260	7609510_1	3260	1	7609510	7609510	0	200704.08	184189.48	NA	1_7_1591
MHQ3260	7639378_3260	7639378_1	3260	1	7639378	7639378	0	248114.41	189320.23	NA	1_4_183
MHQ3260	7652018_3260	7652018_1	3260	1	7652018	7652018	0	250606.58	161237.65	NA	1_4_961
MHQ3260	7677814_3260	7677814_1	3260	1	7677814	7677814	0	206755.41	205376.82	NA	1_7_31113
MHQ3260	7844114_3260	7844114_1	3260	1	7844114	7844114	0	223794.5	213514.27	NA	1_4_1057
MHQ3260	784658_3260	784658_1	3260	1	784658	784658	0	223114.68	216335.94	Dommel_04	1_4_102
MHQ3260	7901150_3260	7901150_1	3260	1	7901150	7901150	0	158107.38	224628.64	NA	1_7_28152
MHQ3260	790866_3260	790866_1	3260	1	790866	790866	0	248134.11	188525.67	Maas_10	1_4_191
MHQ3260	8055282_3260	8055282_1	3260	1	8055282	8055282	0	246315.41	181280.39	NA	1_7_20146
MHQ3260	8073718_3260	8073718_1	3260	1	8073718	8073718	0	197847.89	206940.02	NA	1_4_1625
MHQ3260	8185921_3260	8185921_1	3260	1	8185921	8185921	0	74428.09	200450.44	BorBe_01	1_4_1011
MHQ3260	819282_3260	819282_1	3260	1	819282	819282	0	248393	195090.37	Maas_03	1_4_114
MHQ3260	8198006_3260	8198006_1	3260	1	8198006	8198006	0	208195.62	203735.68	NA	1_7_31119
MHQ3260	8226774_3260	8226774_1	3260	1	8226774	8226774	0	183569.02	208280.46	NA	1_7_28853
MHQ3260	8239090_3260	8239090_1	3260	1	8239090	8239090	0	238587.26	181178.94	NA	1_7_114566
MHQ3260	8415922_3260	8415922_1	3260	1	8415922	8415922	0	245672.73	161232.75	NA	1_4_356
MHQ3260	8420822_3260	8420822_1	3260	1	8420822	8420822	0	183077.17	215560.53	NA	1_7_32158
MHQ3260	8473682_3260	8473682_1	3260	1	8473682	8473682	0	251095.37	200796.41	NA	1_4_989
MHQ3260	8483090_3260	3240210_2	3260	1	8483090	3240210	0	224563	213372	Dommel_02	1_4_1054
MHQ3260	8510962_3260	8510962_1	3260	1	8510962	8510962	0	245902.8	185665.46	NA	1_4_229
MHQ3260	8554454_3260	8554454_1	3260	1	8554454	8554454	0	183276.47	208281.79	NA	1_4_1621
MHQ3260	8556022_3260	8556022_1	3260	1	8556022	8556022	0	199243.81	203407.8	NA	1_4_1387
MHQ3260	8564818_3260	8564818_1	3260	1	8564818	8564818	0	250285.47	196104.29	NA	1_7_7753
MHQ3260	8628722_3260	8628722_1	3260	1	8628722	8628722	0	246107.27	181063.92	NA	1_7_20143
MHQ3260	8632182_3260	8632182_1	3260	1	8632182	8632182	0	208459.1	205993.57	NA	1_4_1549
MHQ3260	8801714_3260	8801714_1	3260	1	8801714	8801714	0	249141.92	161886.82	NA	1_4_573
MHQ3260	8849106_3260	8849106_1	3260	1	8849106	8849106	0	225466.71	188362.44	NA	1_7_136235
MHQ3260	8859122_3260	8859122_1	3260	1	8859122	8859122	0	245103.33	184649.37	NA	1_4_242
MHQ3260	8860150_3260	8860150_1	3260	1	8860150	8860150	0	198074.08	206984.85	NA	1_4_1628
MHQ3260	8863730_3260	8863730_1	3260	1	8863730	8863730	0	240317.23	183367.56	NA	1_7_116410
MHQ3260	88754_3260	88754_1	3260	1	88754	88754	0	243642	161000.36	Berwijn_01	1_4_329
MHQ3260	9014518_3260	9014518_1	3260	1	9014518	9014518	0	201210.09	216426.99	NA	1_4_1454
MHQ3260	9036194_3260	9036194_1	3260	1	9036194	9036194	0	252420.94	199464.52	NA	1_7_8867
MHQ3260	906998_3260	906998_1	3260	1	906998	906998	0	189624.45	209735.48	SasLo_01	1_7_214728
MHQ3260	9104914_3260	9104914_1	3260	1	9104914	9104914	0	228722.69	210569.67	NA	1_7_3420
MHQ3260	9133586_3260	9133586_1	3260	1	9133586	9133586	0	228668.04	214344.2	NA	1_4_420
MHQ3260	9146706_3260	9146706_1	3260	1	9146706	9146706	0	248110.42	189914.89	NA	1_4_177
MHQ3260	9177106_3260	9177106_1	3260	1	9177106	9177106	0	230987.13	204105.47	NA	1_7_14506
MHQ3260	9247730_3260	9247730_1	3260	1	9247730	9247730	0	239320.25	181690.47	NA	1_7_119645
MHQ3260	9257942_3260	9257942_1	3260	1	9257942	9257942	0	178121.39	209593.13	NA	1_7_11709
MHQ3260	9260466_3260	9260466_1	3260	1	9260466	9260466	0	248565.37	161878.27	NA	1_4_578
MHQ3260	9335058_3260	9335058_1	3260	1	9335058	9335058	0	224641.47	212446.49	NA	1_4_96
MHQ3260	93650_3260	93650_1	3260	2	93650	93650	0	230211.14	186888.39	Stiemer_01	1_4_1495
