segment_id	grts_ranking	sac_streams	x	y
1_4_1321	60482806	outside	197083.72	218200.44
1_4_133	42531154	intersecting or downstream	247921.99	193280.12
1_4_1331	16256822	intersecting or downstream	189428.87	197105.79
1_4_1332	40046390	intersecting or downstream	189526.93	197121.12
1_4_1333	4394806	intersecting or downstream	189618.09	197095.27
1_4_1334	63344438	intersecting or downstream	189697.89	197036.12
1_4_1335	58363702	intersecting or downstream	189785.41	196990.93
1_4_1336	36343606	intersecting or downstream	189851.51	196921.44
1_4_1337	38965046	intersecting or downstream	189871.03	196823.66
1_4_1338	26382134	intersecting or downstream	189911.68	196732.68
1_4_1339	6459190	intersecting or downstream	189956.73	196643.64
1_4_134	18938194	intersecting or downstream	247869.67	193194.99
1_4_1340	61671222	intersecting or downstream	189997.12	196552.37
1_4_1341	19728182	intersecting or downstream	190003.17	196457.03
1_4_1342	12388150	intersecting or downstream	190095.89	196420.21
1_4_1343	58525494	intersecting or downstream	190191.88	196392.91
1_4_1344	16058166	intersecting or downstream	190285.71	196359.82
1_4_1345	37291830	intersecting or downstream	190313.28	196274.61
1_4_1346	62457654	intersecting or downstream	190299.44	196200.01
1_4_1347	18417462	intersecting or downstream	190335.03	196111.78
1_4_1348	5699382	intersecting or downstream	190334.54	196030.96
1_4_1349	30865206	intersecting or downstream	190266.26	195958.66
1_4_135	61995346	intersecting or downstream	247814.92	193111.37
1_4_1350	48623809	outside	85711.43	209177.21
1_4_1351	32633025	outside	85799.39	209129.39
1_4_1352	55439553	outside	85887.98	209082.79
1_4_1353	64876737	outside	85975.54	209034.26
1_4_1354	8122561	outside	86064.5	208988.45
1_4_1355	50065601	outside	86139.9	208933.23
1_4_1356	4976833	outside	86210.86	208874.22
1_4_1357	27324609	outside	86273.25	208796
1_4_1358	1372353	outside	86343.1	208726.13
1_4_1359	63238337	outside	86415.41	208670.79
1_4_136	24246610	intersecting or downstream	247760	193027.86
1_4_1360	62451905	outside	86476.88	208593.27
1_4_1361	66646209	outside	86537.12	208513.32
1_4_1362	19460289	outside	86528.65	208418.87
1_4_1363	20713665	outside	86511.78	208320.71
1_4_1364	62656705	outside	86529.78	208222.22
1_4_1365	51564737	outside	86574.81	208139.22
1_4_1366	11194561	outside	86645.54	208072.82
1_4_1367	5951681	outside	86719.22	208009.48
1_4_1368	16437441	outside	86777.73	207928.25
1_4_1369	52875457	outside	86835.78	207846.92
1_4_137	39598418	intersecting or downstream	247705.14	192944.3
1_4_1370	24105153	outside	86881.38	207759.29
1_4_1371	14667969	outside	86938.73	207678.34
1_4_1372	23056577	outside	87007.59	207605.88
1_4_1373	27840705	outside	87090.6	207617.1
1_4_1374	36229313	outside	87172.96	207632.55
1_4_1375	17354945	outside	87248.31	207605.75
1_4_1376	31772865	outside	87318.59	207549.08
1_4_1377	44355777	outside	87371.59	207466
1_4_1378	13947073	outside	87447.97	207454.28
1_4_1379	8704193	outside	87516.67	207423.82
1_4_138	66861394	intersecting or downstream	247651.9	192859.72
1_4_1380	36473417	outside	87571.19	207339.86
1_4_1381	42486345	outside	87620.03	207254.57
1_4_1382	14174793	outside	87644.67	207174.79
1_4_1383	34065910	intersecting or downstream	199079.39	203728.69
1_4_1384	63426038	intersecting or downstream	199092.02	203632.03
1_4_1385	33017334	intersecting or downstream	199107.54	203533.81
1_4_1386	5230070	intersecting or downstream	199158.65	203451.06
1_4_1387	8556022	intersecting or downstream	199243.81	203407.8
1_4_1388	26381814	intersecting or downstream	199344.5	203407.61
1_4_1389	52858358	intersecting or downstream	199442.55	203424.35
1_4_139	62667090	intersecting or downstream	247593.62	192778.82
1_4_1390	40275446	intersecting or downstream	199540.76	203405.23
1_4_1391	28741110	intersecting or downstream	199641.13	203398.36
1_4_1392	60853750	intersecting or downstream	199705.56	203340.27
1_4_1393	2133494	intersecting or downstream	199781.7	203276.77
1_4_1394	22957558	intersecting or downstream	199866.61	203225.12
1_4_1395	35278326	intersecting or downstream	199963.58	203198.91
1_4_1396	64638454	intersecting or downstream	200053.47	203224.07
1_4_1397	41569782	intersecting or downstream	200138.17	203210.35
1_4_1398	36543990	intersecting or downstream	200226.46	203170.56
1_4_1399	49126902	intersecting or downstream	200306.34	203143.58
1_4_14	40144306	intersecting or downstream	247383.31	162100.7
1_4_140	66599250	intersecting or downstream	247545.59	192692.25
1_4_1400	26058230	intersecting or downstream	200393.06	203143.76
1_4_1401	65379830	intersecting or downstream	200486.86	203145.93
1_4_1402	2465270	intersecting or downstream	200562.06	203135.92
1_4_1404	65242998	intersecting or downstream	208532.53	203748.21
1_4_1405	56854390	intersecting or downstream	208598.58	203824.35
1_4_1406	63932278	intersecting or downstream	208656.41	203906.43
1_4_141	22559058	intersecting or downstream	247504.69	192601.07
1_4_142	60307794	intersecting or downstream	247480.35	192505.7
1_4_1424	16986326	outside	171793.04	212738.25
1_4_1425	25899222	outside	171788.87	212832.43
1_4_1426	10694870	outside	171793.99	212927.3
1_4_1427	42610902	outside	171859.19	212982.82
1_4_1428	56090158	outside	199627.88	219975.46
1_4_1429	54713902	outside	199727.11	219975.02
1_4_143	33700178	intersecting or downstream	247472	192406.11
1_4_1430	48422446	outside	199826.29	219975.78
1_4_1431	26402350	outside	199919.18	220007.87
1_4_1432	11197998	outside	200007.14	220053.77
1_4_1433	45801006	outside	200096.46	220096.97
1_4_1434	3792430	outside	200186.09	220139.54
1_4_1435	13610542	outside	200275.54	220182.48
1_4_1436	35630638	outside	200365.11	220225.17
1_4_1437	42839598	outside	200894.83	220538.99
1_4_1438	55422510	outside	200962.61	220511.35
1_4_1439	23178798	outside	201036.88	220578.81
1_4_144	36845906	intersecting or downstream	247475.37	192306.39
1_4_1440	57781806	outside	201127.39	220617.82
1_4_1441	47398446	outside	201201.34	220674.71
1_4_1443	28360238	outside	201304.2	220848.44
1_4_1444	33340974	outside	201376.92	220907.5
1_4_1445	20758062	outside	201473.8	220936.17
1_4_1446	9748014	outside	201572.13	220956.76
1_4_1447	25476654	outside	201672.97	220950.37
1_4_1448	9027118	outside	201773.95	220947.1
1_4_1449	37338670	outside	201872.91	220928.62
1_4_145	32127314	intersecting or downstream	247495.81	192209.01
1_4_1450	11124270	outside	201979.03	221130.61
1_4_1451	51887662	outside	202005.2	221217.22
1_4_1452	66567726	outside	202026.98	221305.28
1_4_1453	7847470	outside	202048.59	221393.4
1_4_1454	9014518	intersecting or downstream	201210.09	216426.99
1_4_1455	11947254	intersecting or downstream	201295.63	216463.88
1_4_1456	59370742	intersecting or downstream	202244.84	217089.76
1_4_1457	59308150	intersecting or downstream	202343.91	217063.24
1_4_1458	2685046	intersecting or downstream	202424.08	217095.36
1_4_146	27933010	intersecting or downstream	247547.03	192127.11
1_4_1463	33137345	outside	81524.86	212975.18
1_4_1464	434881	outside	81436.77	212954.77
1_4_1465	7393985	outside	81348.75	212934.03
1_4_1466	2151105	outside	81260.43	212914.62
1_4_1467	48288449	outside	81172.15	212895.02
1_4_147	40253778	intersecting or downstream	247623.77	192063.06
1_4_1474	16128562	outside	228892.84	185548.3
1_4_1475	7477810	outside	228927.51	185642.59
1_4_1476	38935090	outside	228956.88	185738.63
1_4_1477	6827474	outside	228986.58	185834.59
1_4_1478	51916242	outside	229015.56	185930.76
1_4_1479	58207698	outside	229094.02	185993.22
1_4_148	9845074	intersecting or downstream	247708.36	192011.84
1_4_1480	52178386	outside	229072.21	186080.18
1_4_1481	43789778	outside	229126.33	186161.21
1_4_1482	4206034	outside	229192.99	186234
1_4_1483	6303186	outside	229280.91	186281.04
1_4_1484	64302546	outside	229320.55	186366.42
1_4_1485	9776594	outside	229387.45	186440.06
1_4_1486	16657874	outside	229456.79	186512.67
1_4_1487	59649490	outside	229525.77	186585.64
1_4_1488	23473618	outside	229611.99	186636.85
1_4_1489	64630226	outside	229699.12	186686.84
1_4_149	47593810	intersecting or downstream	247802.33	191978.33
1_4_1490	8007122	outside	229789.81	186712.29
1_4_1491	50998738	outside	229886.03	186723.08
1_4_1492	46591442	outside	229943.03	186800.72
1_4_1493	14085586	outside	230035.84	186835.72
1_4_1494	34958802	outside	230118.37	186868.13
1_4_1495	93650	outside	230211.14	186888.39
1_4_1496	9530834	outside	230307.69	186913.33
1_4_1497	1142226	outside	230401.57	186948.84
1_4_1498	2387410	outside	230484.04	187004.66
1_4_1499	36990418	outside	230554.26	187075.46
1_4_15	63212978	intersecting or downstream	247462.81	162068.32
1_4_150	61778258	intersecting or downstream	247899.55	191955.75
1_4_1500	53505490	outside	230617.41	187153.13
1_4_1501	58486226	outside	230701.89	187206.22
1_4_1502	13397458	outside	230786.67	187258.77
1_4_1503	38304306	outside	227907.74	184297.84
1_4_1504	65567282	outside	228001.77	184321.24
1_4_1505	6847026	outside	228093.5	184349.64
1_4_1506	20740658	outside	228165.52	184411.18
1_4_1507	10254898	outside	228207.63	184498.4
1_4_1508	49314354	outside	228258.83	184580.43
1_4_1509	31488562	outside	228275.84	184672.63
1_4_151	62826834	intersecting or downstream	247997.6	191936.47
1_4_1510	23099954	outside	228325.39	184755.43
1_4_1511	34159154	outside	228381.94	184834
1_4_1512	55130674	outside	228473.11	184865.54
1_4_1513	24721970	outside	228562.3	184902.67
1_4_1515	952670	outside	175351.36	236847.31
1_4_1516	37128542	outside	175316.22	236754.06
1_4_1517	49711454	outside	175261.88	236671.22
1_4_1518	40274270	outside	175223.1	236581.02
1_4_1519	28727090	intersecting or downstream	232311.99	177182.47
1_4_152	53127506	intersecting or downstream	248094.79	191913.18
1_4_1520	25581362	intersecting or downstream	232247.52	177257.15
1_4_1521	21387058	intersecting or downstream	232206.82	177351.96
1_4_1522	22697778	intersecting or downstream	232156.66	177441.94
1_4_1523	45766450	intersecting or downstream	232182.17	177542.23
1_4_1524	46169558	intersecting or downstream	183077.82	215612.37
1_4_1525	54033878	intersecting or downstream	183037.78	215701.58
1_4_1526	42761686	intersecting or downstream	183024.44	215799.31
1_4_1527	5012950	intersecting or downstream	182990.4	215889.12
1_4_1528	20741590	intersecting or downstream	182949.32	215978.5
1_4_1529	6258134	intersecting or downstream	182897.86	216057.85
1_4_153	23767378	intersecting or downstream	248189.97	191883.2
1_4_1530	14646742	intersecting or downstream	182827.42	216125.27
1_4_1531	61351798	intersecting or downstream	207209.62	205523.4
1_4_1532	41428854	intersecting or downstream	207305.12	205522.35
1_4_1533	23340918	intersecting or downstream	207352.78	205603.31
1_4_1534	51963766	intersecting or downstream	207404.97	205651.57
1_4_1535	3729270	intersecting or downstream	207480.52	205708.7
1_4_1536	34137974	intersecting or downstream	207554.32	205710.78
1_4_1537	59828086	intersecting or downstream	207647.75	205740.13
1_4_1538	64022390	intersecting or downstream	207730.8	205759.98
1_4_1539	35645302	intersecting or downstream	207774.69	205813.33
1_4_154	59418962	intersecting or downstream	248281.48	191843.24
1_4_1540	39839606	intersecting or downstream	207832.18	205840.92
1_4_1541	25552758	intersecting or downstream	207889.5	205849.65
1_4_1542	12969846	intersecting or downstream	207977.52	205841.56
1_4_1543	34989942	intersecting or downstream	208052.17	205861.52
1_4_1544	39184246	intersecting or downstream	208103.43	205869.66
1_4_1545	18737014	intersecting or downstream	208170.83	205908.81
1_4_1546	22931318	intersecting or downstream	208250.01	205906.71
1_4_1547	15591286	intersecting or downstream	208340.54	205916.6
1_4_1548	63158134	intersecting or downstream	208405.54	205941.07
1_4_1549	8632182	intersecting or downstream	208459.1	205993.57
1_4_155	11364690	intersecting or downstream	248370.11	191797.11
1_4_1550	40089462	intersecting or downstream	208544.54	206020.27
1_4_1551	61060982	intersecting or downstream	208618.67	206028.21
1_4_1552	9418614	intersecting or downstream	208696.6	206086.13
1_4_1553	58701686	intersecting or downstream	208784.93	206107.01
1_4_1554	67090294	intersecting or downstream	208869.43	206127.09
1_4_1555	58636150	intersecting or downstream	208921.49	206140.95
1_4_1556	4110198	intersecting or downstream	209016.16	206116.53
1_4_156	23947602	intersecting or downstream	248453.27	191742.17
1_4_157	65628498	intersecting or downstream	248532.12	191680.74
1_4_158	3238226	intersecting or downstream	248600.92	191609.44
1_4_159	18966866	intersecting or downstream	248653.35	191524.84
1_4_16	4492722	intersecting or downstream	247555.01	162044.04
1_4_160	12544338	intersecting or downstream	248694.7	191433.91
1_4_161	7301458	intersecting or downstream	248728.16	191339.85
1_4_1619	59934678	intersecting or downstream	183114.56	208333.78
1_4_162	60778834	intersecting or downstream	248750.36	191242.75
1_4_1620	29525974	intersecting or downstream	183195.53	208307.82
1_4_1621	8554454	intersecting or downstream	183276.47	208281.79
1_4_1622	60502518	intersecting or downstream	197665.73	206977.14
1_4_1623	63648246	intersecting or downstream	197709.49	206928.03
1_4_1624	61551094	intersecting or downstream	197793.08	206961.73
1_4_1625	8073718	intersecting or downstream	197847.89	206940.02
1_4_1626	36123126	intersecting or downstream	197907.99	206962.82
1_4_1627	10957302	intersecting or downstream	197991.31	206966.11
1_4_1628	8860150	intersecting or downstream	198074.08	206984.85
1_4_1629	65731062	intersecting or downstream	198159.48	206947.39
1_4_163	43215186	intersecting or downstream	248750.94	191143.61
1_4_1630	19593718	intersecting or downstream	198245.6	206992.93
1_4_1631	12253686	intersecting or downstream	198321.06	207037.96
1_4_1632	29555190	intersecting or downstream	198344.79	207116.04
1_4_1633	42203638	outside	198759.95	207127.74
1_4_1634	48495094	outside	198846.42	207110.24
1_4_1635	37485046	outside	198933.51	207115.28
1_4_1636	3930614	outside	198982.59	207071.83
1_4_1637	45873654	outside	199039.36	207084.15
1_4_1638	4979190	outside	199115.4	207104.71
1_4_1639	59505142	outside	199143.64	207074.06
1_4_164	19097938	intersecting or downstream	248726.89	191047.29
1_4_1640	4275614	intersecting or downstream	179455.59	231899.23
1_4_1641	32325022	intersecting or downstream	179492.23	231847.97
1_4_1642	57752990	intersecting or downstream	179458.69	231764.61
1_4_1643	5062046	intersecting or downstream	179501.71	231712.49
1_4_1644	48840094	intersecting or downstream	179522.28	231637.51
1_4_1645	65617310	intersecting or downstream	179481.86	231588.52
1_4_1646	60112286	intersecting or downstream	179413.13	231528.19
1_4_1647	17120670	intersecting or downstream	179370.87	231451.07
1_4_165	56846674	intersecting or downstream	248683.11	190957.94
1_4_1650	53000542	outside	176016.8	237290.08
1_4_1651	46446942	outside	175925.77	237237.97
1_4_1652	34912606	outside	175890.84	237140.43
1_4_1653	41990494	outside	175829.42	237058.59
1_4_1654	60620562	outside	219840.23	210312.48
