segment_id	grts_ranking	sac_streams	x	y
1_4_1655	18236630	outside	177155.37	212859.63
1_4_1656	39404758	outside	177166.47	212959.81
1_4_1657	64570582	outside	177202.43	213053.11
1_4_1658	49890518	outside	177250.51	213141.72
1_4_1659	37569750	outside	177292.1	213233.58
1_4_166	58468690	intersecting or downstream	248627.57	190874.87
1_4_1660	35472598	outside	177349.15	213315.63
1_4_1661	8471766	outside	177428.17	213375.97
1_4_1662	12666070	outside	177522.46	213408.68
1_4_1663	64046294	outside	177596.81	213346.52
1_4_1664	53560534	outside	177664.41	213278.43
1_4_1665	12401110	outside	177762.77	213262.46
1_4_1666	63781334	outside	177861.74	213277.68
1_4_1667	64829910	outside	177922.9	213356.28
1_4_1668	15312862	outside	154188.54	226302.38
1_4_1669	56207326	outside	154284.86	226279.6
1_4_167	20457810	intersecting or downstream	248569.85	190793.26
1_4_1670	37136350	outside	154381.18	226256.81
1_4_1671	53651422	outside	154477.5	226234.03
1_4_1672	16951262	outside	154573.81	226211.22
1_4_1673	42510302	outside	154670.02	226187.98
1_4_1674	45656030	outside	154766.23	226164.73
1_4_1675	32024542	outside	154860.28	226136.09
1_4_1676	23898078	outside	154942.64	226081.2
1_4_1677	6072286	outside	155025.27	226026.71
1_4_1678	7383006	outside	155107.98	225972.35
1_4_1679	50038750	outside	155195.19	225927.89
1_4_168	58206546	intersecting or downstream	248512.94	190711.1
1_4_1680	23824350	outside	155291.74	225906.15
1_4_1681	25921502	outside	155388.13	225883.86
1_4_1682	25397214	outside	155484.54	225861.46
1_4_1683	15960030	outside	155580.98	225839.21
1_4_1684	28542942	outside	155652.85	225778.61
1_4_1685	29345758	outside	155713.44	225700.35
1_4_1686	34588638	outside	155774.03	225622.08
1_4_1687	40880094	outside	155834.61	225543.82
1_4_1688	39307230	outside	155894.35	225464.9
1_4_1689	36947934	outside	155966.75	225404.72
1_4_169	32778578	intersecting or downstream	248457.92	190627.66
1_4_1690	1150886	intersecting or downstream	186150.67	180314.79
1_4_1691	23433126	intersecting or downstream	186123.92	180218.89
1_4_1692	7550870	intersecting or downstream	167003.11	213204.27
1_4_1697	53066070	intersecting or downstream	184431.96	189902.77
1_4_1699	22829113	intersecting or downstream	127857.06	167681.18
1_4_17	64785842	intersecting or downstream	247641.15	161998.16
1_4_170	10758482	intersecting or downstream	248405.48	190542.59
1_4_1700	18162078	outside	184144.31	229462.39
1_4_171	35924306	intersecting or downstream	248353.92	190456.99
1_4_1713	56121334	intersecting or downstream	190874.05	211818.1
1_4_1714	11483126	intersecting or downstream	193033.57	213823.08
1_4_172	29616466	intersecting or downstream	248301.7	190371.79
1_4_1724	24781358	outside	197915.17	219062.58
1_4_173	3402066	intersecting or downstream	248250.01	190286.27
1_4_174	18082130	intersecting or downstream	248200.2	190199.83
1_4_175	65792338	intersecting or downstream	248160.98	190108.04
1_4_176	14412114	intersecting or downstream	248132.76	190012.32
1_4_1769	31856502	intersecting or downstream	207527.78	203947.18
1_4_177	9146706	intersecting or downstream	248110.42	189914.89
1_4_1770	61216630	intersecting or downstream	207615.02	203961.24
1_4_178	63672658	intersecting or downstream	248090.39	189817.02
1_4_1784	47627526	intersecting or downstream	166010.64	164573.87
1_4_179	37458258	intersecting or downstream	248079.26	189717.97
1_4_1794	64341234	intersecting or downstream	242253.45	175272.97
1_4_1795	50971890	intersecting or downstream	242231.9	175369.97
1_4_1796	30000370	intersecting or downstream	242227.63	175469.01
1_4_1797	48465138	intersecting or downstream	242230.11	175568.55
1_4_1798	59167986	intersecting or downstream	242245.46	175666.45
1_4_1799	48682226	intersecting or downstream	242272.32	175762.27
1_4_18	44862898	intersecting or downstream	247736.34	161969.67
1_4_180	37982546	intersecting or downstream	248081.32	189618.07
1_4_1800	4117746	intersecting or downstream	242301.77	175857.39
1_4_1801	17749234	intersecting or downstream	242335.75	175950.93
1_4_1802	7263474	intersecting or downstream	242376.81	176041.56
1_4_1803	47305970	intersecting or downstream	242428.83	176126.1
1_4_1804	23713010	intersecting or downstream	242488.18	176206.02
1_4_1805	17421554	intersecting or downstream	242554.49	176280.07
1_4_1806	57005298	intersecting or downstream	242625.13	176350.23
1_4_1807	31839474	intersecting or downstream	242696.29	176419.87
1_4_1808	53531890	intersecting or downstream	242771.58	176484.86
1_4_1809	24171762	intersecting or downstream	242851.49	176544.2
1_4_181	41128274	intersecting or downstream	248089.1	189518.42
1_4_1810	3757298	intersecting or downstream	242930.59	176604.62
1_4_1811	1135858	intersecting or downstream	243005.01	176670.64
1_4_1812	46224626	intersecting or downstream	243075.65	176740.78
1_4_1813	32593138	intersecting or downstream	243137.95	176818.02
1_4_1814	52253938	intersecting or downstream	243191.82	176901.69
1_4_1815	2853618	intersecting or downstream	243237.79	176989.83
1_4_1816	65768178	intersecting or downstream	243276.59	177081.5
1_4_1817	15043314	intersecting or downstream	243313.23	177174.08
1_4_1818	59083506	intersecting or downstream	243342.71	177268.91
1_4_1819	26577650	intersecting or downstream	243362.08	177366.51
1_4_182	66359634	intersecting or downstream	248100.47	189419.17
1_4_1820	44141298	intersecting or downstream	243378.54	177464.71
1_4_1821	63015666	intersecting or downstream	243393.8	177563.09
1_4_1822	19134962	intersecting or downstream	243403.74	177662.08
1_4_1823	60029426	intersecting or downstream	243406.13	177761.55
1_4_1824	1309170	intersecting or downstream	243401.53	177860.96
1_4_1825	17299954	intersecting or downstream	243392.73	177960.14
1_4_1826	65534450	intersecting or downstream	243382.67	178059.2
1_4_1827	52951538	intersecting or downstream	243372.28	178158.22
1_4_1828	49871346	intersecting or downstream	243372.75	178256.88
1_4_1829	25754098	intersecting or downstream	243396.81	178353.08
1_4_183	7639378	intersecting or downstream	248114.41	189320.23
1_4_1830	50395634	intersecting or downstream	243437.76	178443.43
1_4_1831	49609202	intersecting or downstream	243491.3	178527.22
1_4_1832	57997810	intersecting or downstream	243559.6	178598.4
1_4_1833	65337842	intersecting or downstream	243643.1	178651.75
1_4_1834	35699186	intersecting or downstream	243734.14	178691.9
1_4_1835	14727666	intersecting or downstream	243827.11	178727.54
1_4_1836	15776242	intersecting or downstream	243922.9	178753.12
1_4_1837	25475570	intersecting or downstream	244020.96	178770.37
1_4_1838	31767026	intersecting or downstream	244119.48	178773.56
1_4_1839	27572722	intersecting or downstream	244217.04	178754.84
1_4_184	9736530	intersecting or downstream	248124.97	189220.84
1_4_1840	53115378	intersecting or downstream	244308.76	178717.75
1_4_1841	18512370	intersecting or downstream	244387.77	178658.84
1_4_1842	57162226	intersecting or downstream	244458.09	178588.38
1_4_1843	63191538	intersecting or downstream	244533.57	178524.22
1_4_1844	21248498	intersecting or downstream	244618.06	178471.9
1_4_1845	24394226	intersecting or downstream	244709.24	178433.29
1_4_1846	66009586	intersecting or downstream	244806.38	178411.82
1_4_1847	34028018	intersecting or downstream	244904.44	178394.55
1_4_1848	59718130	intersecting or downstream	244998.64	178407.06
1_4_1849	41105906	intersecting or downstream	245088.85	178449.19
1_4_185	37523794	intersecting or downstream	248135.98	189121.49
1_4_1850	63126002	intersecting or downstream	245167.77	178506.79
1_4_1851	47397362	intersecting or downstream	245231.19	178583.4
1_4_1852	3197426	intersecting or downstream	245288.12	178665.02
1_4_1853	40946162	intersecting or downstream	245342.36	178748.52
1_4_1854	58771954	intersecting or downstream	245390.94	178835.28
1_4_1855	57985522	intersecting or downstream	245431.9	178925.96
1_4_1856	20236786	intersecting or downstream	245461.07	179020.77
1_4_1857	44354034	intersecting or downstream	245482.88	179117.92
1_4_1858	54905330	intersecting or downstream	245491.93	179216.36
1_4_1859	2476530	intersecting or downstream	245486.06	179315.69
1_4_186	45912402	intersecting or downstream	248148.12	189022.28
1_4_1860	61196786	intersecting or downstream	245475.12	179414.64
1_4_1861	53594610	intersecting or downstream	245461.2	179513.22
1_4_1862	18991602	intersecting or downstream	245446.14	179611.65
1_4_1863	53160434	intersecting or downstream	245441.74	179710.72
1_4_1864	34286066	intersecting or downstream	245448.59	179810
1_4_1865	55257586	intersecting or downstream	245462.12	179908.58
1_4_1866	13838834	intersecting or downstream	245484.41	180005.51
1_4_1867	52636146	intersecting or downstream	245510.61	180101.57
1_4_1868	32057842	intersecting or downstream	245540.68	180196.41
1_4_1869	40446450	intersecting or downstream	245577.82	180288.71
1_4_187	48009554	intersecting or downstream	248159.12	188923.03
1_4_1870	18426354	intersecting or downstream	245622.32	180377.67
1_4_1871	59845106	intersecting or downstream	245672.35	180463.74
1_4_1872	38873586	intersecting or downstream	245722.39	180549.8
1_4_1873	40076162	intersecting or downstream	251738.77	160907.95
1_4_1874	13315570	intersecting or downstream	244984.92	184434.99
1_4_188	266578	intersecting or downstream	248161.71	188823.14
1_4_1889	38991670	intersecting or downstream	190220.45	195881.23
1_4_189	51646802	intersecting or downstream	248160.36	188723.19
1_4_1890	30078774	outside	190192.49	195778.71
1_4_1891	34273078	outside	190170.21	195694.84
1_4_1892	15398710	outside	190203.56	195593.51
1_4_1893	14546742	outside	190264.04	195508.55
1_4_19	66817458	intersecting or downstream	247833.62	161949.2
1_4_190	25956690	intersecting or downstream	248153.14	188623.77
1_4_191	790866	intersecting or downstream	248134.11	188525.67
1_4_192	54268242	intersecting or downstream	248103.02	188431.4
1_4_193	13570386	intersecting or downstream	248055.26	188343.65
1_4_194	17764690	intersecting or downstream	247999.54	188261.06
1_4_195	25104722	intersecting or downstream	247933.18	188186.31
1_4_196	51843410	intersecting or downstream	247865.06	188113.2
1_4_197	21631314	intersecting or downstream	247794.13	188042.78
1_4_198	25825618	intersecting or downstream	247723.73	187971.83
1_4_199	56234322	intersecting or downstream	247653.01	187901.28
1_4_2	29855154	intersecting or downstream	248186.12	161881.85
1_4_20	3902898	intersecting or downstream	247930.95	161929.59
1_4_200	2548050	intersecting or downstream	247577.68	187835.59
1_4_201	10936658	intersecting or downstream	247505.52	187766.97
1_4_202	45539666	intersecting or downstream	247444.29	187688.02
1_4_203	66511186	intersecting or downstream	247389.5	187604.54
1_4_204	48423250	intersecting or downstream	247342.1	187516.58
1_4_205	64791890	intersecting or downstream	247298.13	187426.82
1_4_206	14067026	intersecting or downstream	247254.87	187336.72
1_4_207	1484114	intersecting or downstream	247213.86	187245.57
1_4_208	435538	intersecting or downstream	247171.93	187154.85
1_4_209	56534354	intersecting or downstream	247128.51	187064.85
1_4_21	65768882	intersecting or downstream	248029.46	161916.84
1_4_210	24028498	intersecting or downstream	247087.34	186973.84
1_4_211	14853458	intersecting or downstream	247042.61	186884.51
1_4_212	17720658	intersecting or downstream	246999.09	186794.86
1_4_213	54420818	intersecting or downstream	246941.85	186712.97
1_4_214	65955154	intersecting or downstream	246877.47	186636.81
1_4_215	48915794	intersecting or downstream	246802.92	186570.29
1_4_216	67069266	intersecting or downstream	246722.02	186512.39
1_4_217	24077650	intersecting or downstream	246631.99	186468.97
1_4_218	61302098	intersecting or downstream	246540.15	186430.07
1_4_219	19359058	intersecting or downstream	246444.09	186402.93
1_4_22	4424578	outside	251794.78	160861.48
1_4_220	12019026	intersecting or downstream	246346.71	186380.54
1_4_221	4646226	intersecting or downstream	246252.24	186348.91
1_4_222	2221394	intersecting or downstream	246168.55	186296.68
1_4_223	31581522	intersecting or downstream	246100.25	186224.01
1_4_224	45475154	intersecting or downstream	246046.26	186140.74
1_4_225	31319378	intersecting or downstream	246007.67	186048.57
1_4_226	27125074	intersecting or downstream	245979.82	185953.11
1_4_227	32367954	intersecting or downstream	245964.13	185854.4
1_4_228	14802418	intersecting or downstream	245941.14	185757.53
1_4_229	8510962	intersecting or downstream	245902.8	185665.46
1_4_23	33784706	outside	251839.22	160779.82
1_4_230	46259698	intersecting or downstream	245852.35	185579.4
1_4_231	46783986	intersecting or downstream	245795.74	185497.02
1_4_232	24698354	intersecting or downstream	245730.86	185422.17
1_4_233	62447090	intersecting or downstream	245658.21	185353.92
1_4_234	62905842	intersecting or downstream	245598.15	185274.71
1_4_235	67100146	intersecting or downstream	245542.67	185192.03
1_4_236	48487922	intersecting or downstream	245476.73	185116.98
1_4_237	53730802	intersecting or downstream	245408.07	185044.34
1_4_238	55303666	intersecting or downstream	245340.07	184971.09
1_4_239	26930674	intersecting or downstream	245276.59	184894.08
1_4_24	3048322	outside	251834.15	160681.43
1_4_240	52096498	intersecting or downstream	245219.03	184812.37
1_4_241	10956274	intersecting or downstream	245161.71	184730.5
1_4_242	8859122	intersecting or downstream	245103.33	184649.37
1_4_243	50802162	intersecting or downstream	245048.18	184566.09
1_4_244	63647218	intersecting or downstream	245001.9	184477.85
1_4_245	45821426	intersecting or downstream	244970.46	184383.14
1_4_246	11087346	intersecting or downstream	244958.47	184285.16
1_4_247	15281650	intersecting or downstream	244964.1	184185.36
1_4_248	58273266	intersecting or downstream	244981.88	184087.83
1_4_249	43068914	intersecting or downstream	245019.26	183995.37
1_4_25	15631234	outside	251896.56	160616.75
1_4_250	17903090	intersecting or downstream	245071.04	183910.43
1_4_251	25243122	intersecting or downstream	245136.37	183835.09
1_4_252	37961202	intersecting or downstream	245211.18	183769.12
1_4_253	3034610	intersecting or downstream	245296.82	183718.32
1_4_254	52317682	intersecting or downstream	245393.01	183693.56
1_4_255	48123378	intersecting or downstream	245490.22	183670.35
1_4_256	14044658	intersecting or downstream	245589.08	183668.09
1_4_257	33967602	intersecting or downstream	245688.76	183675.52
1_4_258	52121074	intersecting or downstream	245787.06	183692.3
1_4_259	3886578	intersecting or downstream	245884.09	183716.28
1_4_26	21857154	outside	251973.4	160552.55
1_4_260	41635314	intersecting or downstream	245979.67	183745.33
1_4_261	52907506	intersecting or downstream	246069.02	183789.19
1_4_262	13606386	intersecting or downstream	246152.94	183843.37
1_4_263	27237874	intersecting or downstream	246229.54	183907.34
1_4_264	7560690	intersecting or downstream	246290.99	183985.61
1_4_265	15162866	intersecting or downstream	246347.31	184068.18
1_4_266	14114290	intersecting or downstream	246410.53	184145.44
1_4_267	4677106	intersecting or downstream	246475.9	184221.06
1_4_268	39804402	intersecting or downstream	246553.92	184282.41
1_4_269	66215410	intersecting or downstream	246643.75	184325.06
1_4_27	33129346	outside	252015.05	160463.79
1_4_270	2252274	intersecting or downstream	246741.72	184338.78
1_4_271	25976306	intersecting or downstream	246840.25	184325.46
1_4_272	38559218	intersecting or downstream	246936.72	184299.45
1_4_273	52518386	intersecting or downstream	247030.07	184263.89
1_4_274	6118898	intersecting or downstream	247117.4	184215.71
1_4_275	34430450	intersecting or downstream	247199.54	184158.87
1_4_276	26041842	intersecting or downstream	247277.72	184096.64
1_4_277	45819378	intersecting or downstream	247352.36	184030.19
1_4_278	20653554	intersecting or downstream	247416.77	183954.06
1_4_279	18556402	intersecting or downstream	247475.73	183873.37
1_4_28	45712258	outside	252027.02	160366.39
1_4_280	43722226	intersecting or downstream	247530.74	183789.94
1_4_281	36230642	intersecting or downstream	247582.66	183704.55
1_4_282	18404850	intersecting or downstream	247626.78	183615.01
1_4_283	64542194	intersecting or downstream	247655.96	183519.72
1_4_284	53794290	intersecting or downstream	247664.06	183420.46
1_4_285	50648562	intersecting or downstream	247653.69	183321.37
1_4_286	16111090	intersecting or downstream	247612.24	183231.85
1_4_287	60937714	intersecting or downstream	247562.12	183145.36
1_4_288	46257650	intersecting or downstream	247486.6	183083.8
1_4_289	22140402	intersecting or downstream	247390.52	183058.99
1_4_29	44663682	outside	252063.81	160280.61
1_4_290	13487602	intersecting or downstream	247295.16	183029.32
1_4_291	51236338	intersecting or downstream	247202.31	182992.42
1_4_292	2477554	intersecting or downstream	247113.58	182946.61
1_4_293	53595634	intersecting or downstream	247027.54	182895.76
1_4_3	43486642	intersecting or downstream	248293.47	161892.56
1_4_30	63046530	outside	252071.78	160198.25
1_4_302	28161270	outside	196511.12	216260.3
1_4_303	60929270	outside	196566.48	216346.46
1_4_304	37135606	outside	197826.14	216737.19
1_4_305	18068726	outside	196621.72	216433.45
1_4_306	55817462	outside	196718.85	216479.76
1_4_307	42185974	outside	196821.99	216507.89
1_4_308	16233718	outside	196929.67	216508.99
1_4_309	65348142	outside	198102.12	219319.53
1_4_31	131970	outside	252091.15	160123.86
1_4_311	64376306	intersecting or downstream	245614.92	183669.99
1_4_312	50744818	intersecting or downstream	245647.76	183599.15
1_4_313	10155254	intersecting or downstream	196673.6	215041.48
1_4_314	51049718	intersecting or downstream	196776.53	215099.88
1_4_315	37033878	intersecting or downstream	169302.9	212368.39
1_4_316	33769366	intersecting or downstream	169349.62	212455.73
1_4_317	3799218	intersecting or downstream	242803.09	161362.52
1_4_319	48887986	intersecting or downstream	242901.67	161337.66
1_4_32	26346370	outside	252130.48	160063.59
1_4_320	391346	intersecting or downstream	242974.05	161358.8
1_4_321	54917298	intersecting or downstream	243014.9	161277.91
1_4_322	6448050	intersecting or downstream	243030.24	161186.27
1_4_323	57828274	intersecting or downstream	243118.85	161141.1
1_4_324	32070322	intersecting or downstream	243217.56	161125.68
1_4_325	39410354	intersecting or downstream	243316.58	161115.61
1_4_326	63527602	intersecting or downstream	243403.65	161155.8
1_4_327	51468978	intersecting or downstream	243488.12	161106.92
1_4_328	64051890	intersecting or downstream	243546.5	161029.23
1_4_329	88754	intersecting or downstream	243642	161000.36
1_4_33	17433474	outside	252212.98	160026.89
1_4_330	17980082	intersecting or downstream	243738.4	160989.62
1_4_331	29252274	intersecting or downstream	243777.65	161077.9
1_4_332	26106546	intersecting or downstream	243837.86	161145.47
1_4_333	65952434	intersecting or downstream	243933.23	161119.14
1_4_334	47602354	intersecting or downstream	244000.03	161183.08
1_4_335	16217522	intersecting or downstream	244068.43	161252.88
1_4_336	22508978	intersecting or downstream	244159.42	161290.49
1_4_337	26162610	intersecting or downstream	244254.01	161296.97
1_4_338	63911346	intersecting or downstream	244340.22	161332.51
1_4_339	67057074	intersecting or downstream	244433.82	161362.09
1_4_34	25822082	outside	252254.28	159967.06
1_4_340	62076338	intersecting or downstream	244527.26	161330.95
1_4_341	41104818	intersecting or downstream	244615.37	161351.25
1_4_342	44250546	intersecting or downstream	244678.47	161426.56
1_4_343	24524210	intersecting or downstream	244760.71	161483.17
1_4_344	48117170	intersecting or downstream	244839.58	161543.65
1_4_345	15611314	intersecting or downstream	244937.32	161553.43
1_4_346	34223538	intersecting or downstream	245035.91	161537.43
1_4_347	9582002	intersecting or downstream	245081.1	161455.84
1_4_348	2241970	intersecting or downstream	245151.96	161385.91
1_4_349	6436274	intersecting or downstream	245241.82	161398.92
1_4_35	59638658	outside	252277.87	159880.08
1_4_350	40412594	intersecting or downstream	245323.94	161451.67
1_4_351	16295346	intersecting or downstream	245392.81	161390.33
1_4_352	29926834	intersecting or downstream	245427.53	161298.67
1_4_353	42509746	intersecting or downstream	245506.46	161263.79
1_4_354	36742578	intersecting or downstream	245579.77	161303.73
1_4_355	16819634	intersecting or downstream	245658.54	161326.19
1_4_356	8415922	intersecting or downstream	245672.73	161232.75
1_4_357	12610226	intersecting or downstream	245670.94	161151.96
1_4_358	17853106	intersecting or downstream	245604.68	161133.63
1_4_359	3173042	intersecting or downstream	245580.98	161040
1_4_36	50201474	outside	252363.03	159854.94
1_4_360	6318770	intersecting or downstream	245661.39	161002.53
1_4_361	31484594	intersecting or downstream	245700.59	161055.82
1_4_362	18901682	intersecting or downstream	245773.52	160997.99
1_4_363	37513906	intersecting or downstream	245769.97	160907
1_4_364	6056626	intersecting or downstream	245726.96	160830.91
1_4_365	27028146	intersecting or downstream	245650.44	160777.91
1_4_366	59468466	intersecting or downstream	245649.59	160694.89
1_4_369	45997010	intersecting or downstream	230488.88	197678.93
1_4_37	18744194	outside	252415.54	159773.69
1_4_370	28040146	intersecting or downstream	230525.84	197583.12
1_4_371	38525906	intersecting or downstream	230582.23	197517.62
1_4_372	27941842	outside	229828.93	197571.53
1_4_373	17106898	intersecting or downstream	230258.66	199396.46
1_4_374	53282770	intersecting or downstream	230253.96	199289.06
1_4_375	59287506	intersecting or downstream	229390.3	200168.44
1_4_376	37046226	intersecting or downstream	229348.35	200089.62
1_4_377	35956690	intersecting or downstream	229566.01	200420.87
1_4_378	51947474	intersecting or downstream	229495.27	200327.47
1_4_379	36440082	intersecting or downstream	231014.8	204168.48
1_4_38	23146742	outside	197367.46	211500.69
1_4_380	67065874	outside	233485.63	203367.25
1_4_381	20994066	outside	233409.87	203288.47
1_4_39	34418934	outside	197467.85	211500.25
1_4_398	17031186	outside	229156.35	208150.11
1_4_399	28827666	outside	229034.09	208154.76
1_4_4	36387986	intersecting or downstream	235535.66	206781.67
1_4_40	53293302	outside	197561.74	211484.19
1_4_400	36782098	outside	229009.31	209476.46
1_4_401	57753618	outside	229035.36	209376.89
1_4_402	22839314	outside	229061.01	209278.8
1_4_403	61636626	outside	229074.72	209175.92
1_4_404	2129938	outside	229115.96	209081.37
1_4_405	56655890	outside	229050.12	209025.07
1_4_406	24150034	outside	229099.74	208934.28
1_4_407	7241746	outside	229152.07	208846.43
1_4_408	23900178	intersecting or downstream	228746.13	210281.66
1_4_409	45280786	intersecting or downstream	228704.22	210806.5
1_4_41	36090102	outside	197626.44	211407.4
1_4_410	30600722	intersecting or downstream	228717.47	210702.05
1_4_411	43476114	intersecting or downstream	240087.19	206272.16
1_4_412	4678802	intersecting or downstream	239984.61	206267.57
1_4_413	42689682	intersecting or downstream	239883.17	206253.34
1_4_414	17523858	intersecting or downstream	239782.33	206233.99
1_4_415	15426706	intersecting or downstream	239681.61	206214.02
1_4_416	65168530	intersecting or downstream	239582.96	206185.95
1_4_417	14081554	intersecting or downstream	228718.66	212838.22
1_4_418	37150226	intersecting or downstream	228742.15	212759.53
1_4_419	7036434	intersecting or downstream	228658.53	214432.95
1_4_42	18591990	outside	197715.45	211368.26
1_4_420	9133586	intersecting or downstream	228668.04	214344.2
1_4_421	13327890	intersecting or downstream	228654.33	214259.35
1_4_422	1269266	intersecting or downstream	228633.37	214184.05
1_4_423	13065746	intersecting or downstream	228597.1	214126.77
1_4_424	16211474	intersecting or downstream	228580.59	214058.68
1_4_425	28794386	intersecting or downstream	228584.78	213996.98
1_4_426	63462930	intersecting or downstream	228564.08	213936.41
1_4_427	59268626	intersecting or downstream	228585.46	213878.38
1_4_431	51425810	intersecting or downstream	228574.02	214988.11
1_4_432	5288466	intersecting or downstream	228587.57	214900.33
1_4_433	23638546	intersecting or downstream	228667.51	214836.88
1_4_434	34910738	intersecting or downstream	228643.6	214747.2
1_4_435	1880594	intersecting or downstream	228575.49	214719.55
1_4_436	27046418	intersecting or downstream	228582.67	214622.18
1_4_437	26718738	intersecting or downstream	228624.74	215341.85
1_4_438	39039506	intersecting or downstream	228586.36	215503.19
1_4_439	37564946	intersecting or downstream	228550.52	215844.48
1_4_440	56963602	intersecting or downstream	228530.62	215741.67
1_4_441	19214866	intersecting or downstream	228536.85	215653.71
1_4_442	46383634	intersecting or downstream	228491.59	218085.44
1_4_443	15254034	intersecting or downstream	228429.44	218040.15
1_4_445	57104118	intersecting or downstream	188215.89	210240.01
1_4_446	53958390	intersecting or downstream	188299.4	210278.15
1_4_447	13063926	intersecting or downstream	188383.32	210315.38
1_4_45	37703826	intersecting or downstream	243146.87	207942.43
1_4_454	14640086	intersecting or downstream	181087.08	208607.18
1_4_455	12542934	intersecting or downstream	181163.12	208645.44
1_4_456	50291670	intersecting or downstream	181256.69	208629.87
1_4_457	54944726	intersecting or downstream	181344.3	208592.51
1_4_458	42116054	intersecting or downstream	180037.36	208360.36
1_4_459	4367318	intersecting or downstream	180091.25	208410.67
1_4_46	66015378	intersecting or downstream	243132.47	208025.31
1_4_460	29053910	intersecting or downstream	179494.45	208256.09
1_4_461	50025430	intersecting or downstream	179562.25	208329.67
1_4_462	52122582	intersecting or downstream	179660.03	208343.64
1_4_463	39089110	intersecting or downstream	179760.86	208343.75
1_4_48	16680086	outside	169352.7	209314.88
1_4_49	9455318	outside	169633.62	209293.47
1_4_492	18171666	intersecting or downstream	221913.45	202983.01
1_4_493	5850898	intersecting or downstream	221950.27	202892.17
1_4_494	50415378	intersecting or downstream	221990.66	202802.85
1_4_495	36652818	intersecting or downstream	222029.88	202713.01
1_4_496	15681298	intersecting or downstream	222044.43	202618.09
1_4_497	29312786	intersecting or downstream	222006.9	202527.89
1_4_498	49497874	intersecting or downstream	221973.9	202436.16
1_4_499	19613458	intersecting or downstream	221940.54	202343.99
1_4_50	7219794	intersecting or downstream	238018.2	193834.71
1_4_500	54216466	intersecting or downstream	221905.36	202252.62
1_4_501	16459986	intersecting or downstream	221861.24	202165.09
1_4_502	10168530	intersecting or downstream	221816.82	202077.7
1_4_503	52111570	intersecting or downstream	221776.85	201988.61
1_4_504	5712082	intersecting or downstream	221778.83	201890.6
1_4_505	37934226	intersecting or downstream	240652.44	202641.1
1_4_506	42128530	intersecting or downstream	240556.87	202612.43
1_4_507	19059858	intersecting or downstream	240488.55	202543.35
1_4_508	56808594	intersecting or downstream	240416.95	202476.62
1_4_509	18535570	intersecting or downstream	240321.68	202450.58
1_4_510	44749970	intersecting or downstream	240235.35	202406.79
1_4_511	65721490	intersecting or downstream	240184.21	202334.25
1_4_512	27726994	intersecting or downstream	240118.13	202264
1_4_513	58356562	intersecting or downstream	240053.34	202187.6
1_4_514	64648018	intersecting or downstream	239990.83	202110.58
1_4_515	6976338	intersecting or downstream	239932.27	202035.88
1_4_516	947026	intersecting or downstream	239836.41	202029.35
1_4_517	54424402	intersecting or downstream	239736.24	202034.96
1_4_518	41841490	intersecting or downstream	239637.9	202017.71
1_4_52	9585490	intersecting or downstream	242942.64	198219.98
1_4_53	49169234	intersecting or downstream	242982.7	198123.68
1_4_535	27894742	intersecting or downstream	180519.95	208595.7
1_4_536	37856214	intersecting or downstream	180614.92	208619.86
1_4_537	65119190	intersecting or downstream	180699.97	208666.21
1_4_538	39543766	intersecting or downstream	180790.06	208680.62
1_4_54	17835858	intersecting or downstream	243022.19	198027.13
1_4_543	60729298	intersecting or downstream	229691.33	201169.66
1_4_544	15454354	intersecting or downstream	242039.2	207290.74
1_4_545	7065746	intersecting or downstream	241939.72	207320.89
1_4_546	26185874	intersecting or downstream	241840.38	207351.48
1_4_547	57197442	outside	252502.96	159620.3
1_4_55	2369362	intersecting or downstream	242952.86	197998.7
1_4_550	35596306	intersecting or downstream	233272.45	205468.78
1_4_551	22489106	intersecting or downstream	233207.27	205399.86
1_4_557	56056694	outside	203195.8	209361.45
1_4_558	57482102	outside	203276.64	209381.58
1_4_559	34790262	outside	203308.1	209455.63
1_4_56	18270290	intersecting or downstream	245290.56	198520.82
1_4_560	25353078	outside	203353.71	209535.86
1_4_561	36887414	outside	203450.1	209555.18
1_4_562	30071670	outside	203547.37	209572.36
1_4_563	51043190	outside	203627.07	209594.17
1_4_564	60218230	outside	203703.03	209639.23
1_4_565	1497974	outside	203779.35	209650.2
1_4_566	30464886	outside	203844.63	209689.81
1_4_567	32562038	outside	203934.98	209727.38
1_4_568	60873590	outside	204024.12	209767.61
1_4_569	17619830	outside	204091.15	209822.74
1_4_57	48109650	intersecting or downstream	245223.02	198455.02
1_4_570	21814134	outside	204140.01	209867.07
1_4_571	9850290	intersecting or downstream	249295.34	161809.56
1_4_572	48647602	intersecting or downstream	249228.67	161874.88
1_4_573	8801714	intersecting or downstream	249141.92	161886.82
1_4_574	13520306	intersecting or downstream	249062.31	161838.4
1_4_575	10046898	intersecting or downstream	248808.82	161792.25
1_4_576	39407026	intersecting or downstream	248762.35	161872.27
1_4_577	23678386	intersecting or downstream	248672.92	161883.29
1_4_578	9260466	intersecting or downstream	248565.37	161878.27
1_4_579	51335510	intersecting or downstream	183422.6	192827.76
1_4_58	5118034	intersecting or downstream	245125.3	198449.11
1_4_580	50286934	intersecting or downstream	183514.97	192811.13
1_4_581	53956950	intersecting or downstream	183581.37	192756.91
1_4_582	62083414	intersecting or downstream	183646.54	192685.05
