scheme	sampling_unit_code	point_code	date	is_valid	is_valid_type	is_valid_refpoint
MHQ3260	5118034_3260	5118034_1	NA	NA	NA	NA
MHQ3260	5136530_3260	5136530_1	NA	NA	NA	NA
MHQ3260	5230070_3260	5230070_1	NA	NA	NA	NA
MHQ3260	5288466_3260	5288466_1	NA	NA	NA	NA
MHQ3260	53352310_3260	1841014_2	18449	1	1	1
MHQ3260	5464338_3260	5464338_1	NA	NA	NA	NA
MHQ3260	5578834_3260	5578834_1	NA	NA	NA	NA
MHQ3260	559698_3260	559698_1	16611	1	1	1
MHQ3260	5699382_3260	5699382_1	NA	NA	NA	NA
MHQ3260	5712082_3260	5712082_1	NA	NA	NA	NA
MHQ3260	5788522_3260	5788522_1	NA	NA	NA	NA
MHQ3260	5849974_3260	5849974_1	NA	NA	NA	NA
MHQ3260	5850898_3260	5850898_1	NA	NA	NA	NA
MHQ3260	5948374_3260	5948374_1	NA	NA	NA	NA
MHQ3260	5958130_3260	5958130_1	NA	NA	NA	NA
MHQ3260	5998326_3260	5998326_1	NA	NA	NA	NA
MHQ3260	6056626_3260	6056626_1	NA	NA	NA	NA
MHQ3260	6118898_3260	6118898_1	NA	NA	NA	NA
MHQ3260	6258134_3260	6258134_1	NA	NA	NA	NA
MHQ3260	6275154_3260	6275154_1	NA	NA	NA	NA
MHQ3260	6318770_3260	6318770_1	NA	NA	NA	NA
MHQ3260	6348178_3260	6348178_1	NA	NA	NA	NA
MHQ3260	6356406_3260	6356406_1	NA	NA	NA	NA
MHQ3260	63762_3260	63762_1	16611	1	1	1
MHQ3260	6376530_3260	6376530_1	NA	NA	NA	NA
MHQ3260	6396462_3260	6396462_1	NA	NA	NA	NA
MHQ3260	6436274_3260	6436274_1	NA	NA	NA	NA
MHQ3260	6448050_3260	6448050_1	NA	NA	NA	NA
MHQ3260	6459190_3260	6459190_1	NA	NA	NA	NA
MHQ3260	655778_3260	655778_1	NA	NA	NA	NA
MHQ3260	6643305_3260	6643305_1	NA	NA	NA	NA
MHQ3260	6707986_3260	6707986_1	NA	NA	NA	NA
MHQ3260	6769122_3260	6769122_1	NA	NA	NA	NA
MHQ3260	6786294_3260	6786294_1	NA	NA	NA	NA
MHQ3260	678674_3260	678674_1	17021	1	1	1
MHQ3260	6824354_3260	6824354_1	NA	NA	NA	NA
MHQ3260	690658_3260	690658_1	NA	NA	NA	NA
MHQ3260	69106_3260	69106_1	18493	1	1	1
MHQ3260	6976338_3260	6976338_1	NA	NA	NA	NA
MHQ3260	6996014_3260	6996014_1	NA	NA	NA	NA
MHQ3260	700137_3260	700137_1	NA	NA	NA	NA
MHQ3260	7036434_3260	7036434_1	NA	NA	NA	NA
MHQ3260	7062486_3260	7062486_1	NA	NA	NA	NA
MHQ3260	7063286_3260	7063286_1	NA	NA	NA	NA
MHQ3260	7065746_3260	7065746_1	NA	NA	NA	NA
MHQ3260	7195106_3260	7195106_1	NA	NA	NA	NA
MHQ3260	7208182_3260	7208182_1	NA	NA	NA	NA
MHQ3260	7213202_3260	7213202_1	NA	NA	NA	NA
MHQ3260	7219794_3260	7219794_1	NA	NA	NA	NA
MHQ3260	7263474_3260	7263474_1	NA	NA	NA	NA
MHQ3260	7301458_3260	7301458_1	NA	NA	NA	NA
MHQ3260	7454802_3260	7454802_1	NA	NA	NA	NA
MHQ3260	7502930_3260	7502930_1	NA	NA	NA	NA
MHQ3260	7550870_3260	7550870_1	17365	1	1	1
MHQ3260	7560690_3260	7560690_1	NA	NA	NA	NA
MHQ3260	756982_3260	756982_1	17039	1	1	1
MHQ3260	7609510_3260	7609510_1	NA	NA	NA	NA
MHQ3260	7639378_3260	7639378_1	NA	NA	NA	NA
MHQ3260	7652018_3260	7652018_1	NA	NA	NA	NA
MHQ3260	7677814_3260	7677814_1	NA	NA	NA	NA
MHQ3260	7844114_3260	7844114_1	NA	NA	NA	NA
MHQ3260	784658_3260	784658_1	16611	0	0	1
MHQ3260	7901150_3260	7901150_1	NA	NA	NA	NA
MHQ3260	790866_3260	790866_1	17414	1	1	1
MHQ3260	8055282_3260	8055282_1	NA	NA	NA	NA
MHQ3260	8073718_3260	8073718_1	NA	NA	NA	NA
MHQ3260	8185921_3260	8185921_1	17732	0	1	0
MHQ3260	819282_3260	819282_1	17751	1	1	1
MHQ3260	8198006_3260	8198006_1	NA	NA	NA	NA
MHQ3260	8226774_3260	8226774_1	NA	NA	NA	NA
MHQ3260	8239090_3260	8239090_1	NA	NA	NA	NA
MHQ3260	8415922_3260	8415922_1	NA	NA	NA	NA
MHQ3260	8420822_3260	8420822_1	NA	NA	NA	NA
MHQ3260	8473682_3260	8473682_1	NA	NA	NA	NA
MHQ3260	8483090_3260	3240210_2	18103	0	0	1
MHQ3260	8510962_3260	8510962_1	NA	NA	NA	NA
MHQ3260	8554454_3260	8554454_1	NA	NA	NA	NA
MHQ3260	8556022_3260	8556022_1	NA	NA	NA	NA
MHQ3260	8564818_3260	8564818_1	NA	NA	NA	NA
MHQ3260	8628722_3260	8628722_1	NA	NA	NA	NA
MHQ3260	8632182_3260	8632182_1	NA	NA	NA	NA
MHQ3260	8801714_3260	8801714_1	NA	NA	NA	NA
MHQ3260	8849106_3260	8849106_1	NA	NA	NA	NA
MHQ3260	8859122_3260	8859122_1	NA	NA	NA	NA
MHQ3260	8860150_3260	8860150_1	NA	NA	NA	NA
MHQ3260	8863730_3260	8863730_1	NA	NA	NA	NA
MHQ3260	88754_3260	88754_1	16629	1	1	1
MHQ3260	9014518_3260	9014518_1	NA	NA	NA	NA
MHQ3260	9036194_3260	9036194_1	NA	NA	NA	NA
MHQ3260	906998_3260	906998_1	18428	0	0	1
MHQ3260	9104914_3260	9104914_1	NA	NA	NA	NA
MHQ3260	9133586_3260	9133586_1	NA	NA	NA	NA
MHQ3260	9146706_3260	9146706_1	NA	NA	NA	NA
MHQ3260	9177106_3260	9177106_1	NA	NA	NA	NA
MHQ3260	9247730_3260	9247730_1	NA	NA	NA	NA
MHQ3260	9257942_3260	9257942_1	NA	NA	NA	NA
MHQ3260	9260466_3260	9260466_1	NA	NA	NA	NA
MHQ3260	9335058_3260	9335058_1	NA	NA	NA	NA
MHQ3260	93650_3260	93650_1	16611	1	1	1
MHQ3260	9406738_3260	9406738_1	NA	NA	NA	NA
MHQ3260	9418614_3260	9418614_1	NA	NA	NA	NA
MHQ3260	946450_3260	946450_1	17018	1	1	1
MHQ3260	947026_3260	947026_1	17009	1	1	1
MHQ3260	9493906_3260	9493906_1	NA	NA	NA	NA
MHQ3260	952670_3260	952670_1	17032	1	1	1
MHQ3260	9530834_3260	1142226_2	18078	0	1	0
MHQ3260	9542190_3260	9542190_1	NA	NA	NA	NA
MHQ3260	9552758_3260	9552758_1	NA	NA	NA	NA
MHQ3260	9582002_3260	9582002_1	NA	NA	NA	NA
MHQ3260	9585490_3260	9585490_1	NA	NA	NA	NA
MHQ3260	9594290_3260	9594290_1	NA	NA	NA	NA
MHQ3260	9682222_3260	9682222_1	NA	NA	NA	NA
MHQ3260	9736530_3260	9736530_1	NA	NA	NA	NA
MHQ3260	9774514_3260	9774514_1	NA	NA	NA	NA
MHQ3260	9786450_3260	9786450_1	NA	NA	NA	NA
MHQ3260	9793810_3260	9793810_1	NA	NA	NA	NA
MHQ3260	9845074_3260	9845074_1	NA	NA	NA	NA
MHQ3260	9850290_3260	9850290_1	NA	NA	NA	NA
MHQ3260	9855958_3260	9855958_1	NA	NA	NA	NA
